 	a66	a87	a23	a87	a10	a54	a47	a5	a41	a37	a66	a61	a31	a75	a85	a44	a53	a90	a56	a70	a61	a56	a96	a66	a90	a75	a98	a44	a58	a53	a93	a4	a13	a93	a0	a75	a56	a70	a56	a27	a30	a57	a87	a10	a87	a23	a97	</S>
parmi	0.0119885	0.0192796	0.0357695	0.0314734	0.0208714	0.0313845	0.0817239	0.0738201	0.0988627	0.112581	0.0787092	0.0275373	0.0193187	0.00871611	0.0139187	0.0106446	0.0184856	0.0046255	0.00817118	0.00586169	0.00504138	0.00442591	0.0035383	0.00591103	0.00517292	0.00850303	0.0145665	0.0242436	0.0279488	0.0175713	0.0106917	0.0115987	0.00570248	0.00600604	0.00345189	0.00541071	0.00760074	0.00477952	0.0136812	0.00875304	0.0105606	0.00992126	0.0113292	0.0101342	0.00522015	0.0119829	0.0107971	0.0217131
vous	0.0249741	0.0268623	0.0322236	0.0393356	0.0342922	0.0216229	0.0325391	0.0184427	0.0130292	0.0124294	0.0125633	0.00999761	0.017896	0.0159864	0.0191113	0.0211372	0.0291611	0.0184901	0.022971	0.0167135	0.0094574	0.0174813	0.0164175	0.0216623	0.0214038	0.01643	0.0227669	0.0306329	0.0174415	0.016652	0.0241652	0.0148429	0.0142118	0.0204974	0.0104199	0.011573	0.0122933	0.0133057	0.0183678	0.0258788	0.0245979	0.0280177	0.0276652	0.0304583	0.0257521	0.0247432	0.0243293	0.0187564
deux	0.0333959	0.0230498	0.0236613	0.0368866	0.0430637	0.0354593	0.0473089	0.0525631	0.0451554	0.0501825	0.0436394	0.0195734	0.022918	0.0198124	0.0207312	0.0353735	0.0268483	0.0323854	0.0310439	0.0279915	0.0173979	0.0191594	0.0152724	0.0164396	0.0175198	0.00929855	0.00477306	0.00601963	0.00441951	0.0036891	0.00435989	0.00457063	0.00387249	0.00430964	0.0042587	0.00558617	0.00777899	0.0087401	0.0107519	0.0100848	0.0151963	0.0132235	0.0186712	0.0181102	0.0183313	0.0213487	0.0279281	0.017845
qui	0.0268726	0.0189015	0.0104793	0.0081268	0.00630692	0.00379389	0.00439781	0.00867107	0.0106733	0.0158577	0.0171646	0.014146	0.0115703	0.0133375	0.0171695	0.0131796	0.0178608	0.0177306	0.0197222	0.0331897	0.0353618	0.033012	0.0385618	0.0263973	0.0216098	0.0529346	0.0455031	0.0583386	0.0361122	0.0220644	0.0306229	0.021979	0.0143687	0.012462	0.0165732	0.0161774	0.0160634	0.0194492	0.0186556	0.0244465	0.0216099	0.0151157	0.0214727	0.0201368	0.022644	0.012632	0.0125292	0.0240144
ira	0.0392149	0.0247008	0.0205353	0.0189254	0.014934	0.00927764	0.0108875	0.00825926	0.00690164	0.00688798	0.0109385	0.0112389	0.0186024	0.0289075	0.0194754	0.0334245	0.0273339	0.0378893	0.0322705	0.0443611	0.0348082	0.0255508	0.0303975	0.0346096	0.0284235	0.0200083	0.021967	0.0241427	0.011061	0.0144789	0.00886321	0.0150674	0.00933267	0.00950815	0.0103378	0.00906683	0.0156681	0.0115543	0.0108013	0.0150394	0.0186426	0.0167234	0.0321289	0.0285329	0.0435451	0.0189065	0.0331086	0.0227591
à	0.0266248	0.0196932	0.0147019	0.0127017	0.0104266	0.00834863	0.00916508	0.00641017	0.0135053	0.012659	0.0137957	0.0158775	0.0164269	0.0179322	0.0193721	0.0274506	0.026536	0.0570253	0.0486222	0.0744013	0.0616023	0.043893	0.0458303	0.0569991	0.033329	0.0246535	0.0122942	0.0153867	0.0104791	0.00750636	0.00698939	0.010306	0.00979522	0.00526475	0.00879964	0.00912655	0.0181998	0.0119757	0.012897	0.0168412	0.0174777	0.0198923	0.0182722	0.0157453	0.0152122	0.0141837	0.0127004	0.0126712
l'	0.0490315	0.0344016	0.0273653	0.0226779	0.0111092	0.00525357	0.00685801	0.0036407	0.00247122	0.00459894	0.00526975	0.00860657	0.0155625	0.0214419	0.0232183	0.0346773	0.0370426	0.0400339	0.0431299	0.0410534	0.0279858	0.0296137	0.0238873	0.0493272	0.0299725	0.0226858	0.0116393	0.0215501	0.0124891	0.0105682	0.0124366	0.0182697	0.0150717	0.0112918	0.0121046	0.0128377	0.0154923	0.0224672	0.0157274	0.0268216	0.0201629	0.0242058	0.0204369	0.0172372	0.0239919	0.0187966	0.0205287	0.0149561
étranger	0.0355989	0.0218415	0.014978	0.0142319	0.0100042	0.00738911	0.0124193	0.00781209	0.00583188	0.0126135	0.0149475	0.0209637	0.0475283	0.0386018	0.0398903	0.0497522	0.0423066	0.0418592	0.0439415	0.0513508	0.028886	0.0358829	0.0241017	0.0420846	0.0212022	0.0255704	0.0112632	0.0196552	0.0179758	0.0141852	0.0106996	0.0107457	0.00752933	0.00801442	0.00430053	0.00760707	0.00628308	0.00818147	0.0105647	0.0165642	0.0185587	0.0207047	0.0151577	0.014193	0.016166	0.0143448	0.0186992	0.0170161
avant	0.0566947	0.049759	0.0336958	0.0315811	0.021821	0.0151684	0.0113007	0.00558889	0.00479238	0.00373447	0.00851607	0.016012	0.0162431	0.0168187	0.0116749	0.0136371	0.0159591	0.023307	0.0131348	0.00990494	0.00713934	0.00848171	0.00741798	0.0197698	0.0151227	0.0134108	0.00569017	0.0108117	0.0105602	0.0130889	0.00881707	0.00969623	0.0145821	0.0116809	0.0167916	0.0206383	0.0269228	0.0168875	0.0211811	0.0200634	0.0191531	0.0270238	0.0360915	0.038748	0.0566758	0.0339606	0.0616029	0.0686457
l'	0.0333603	0.0353998	0.0409342	0.0403806	0.0252184	0.0168169	0.0169033	0.00514111	0.00309218	0.00371687	0.00553953	0.00981424	0.0221856	0.0238262	0.017283	0.0197917	0.0199624	0.0202987	0.0142976	0.015041	0.0121531	0.0146133	0.0144428	0.021055	0.0147583	0.0158824	0.0135817	0.0193009	0.018405	0.0216407	0.0109873	0.0207291	0.014673	0.0267916	0.0235704	0.0314937	0.0198422	0.0137371	0.0196637	0.0185607	0.02	0.0242476	0.0226367	0.0307649	0.0323137	0.0234948	0.0380481	0.0536087
autre	0.0228698	0.0156418	0.0126805	0.0147036	0.00982483	0.00580661	0.00703938	0.00406916	0.00481019	0.00825661	0.00870699	0.0233678	0.0399766	0.0499616	0.0330819	0.0455188	0.0409631	0.044703	0.0308787	0.0273171	0.0208086	0.0196155	0.0250054	0.0299398	0.0258174	0.0195883	0.0186525	0.0240678	0.0144331	0.0162929	0.00853762	0.00899945	0.00649886	0.00765363	0.00896432	0.0155343	0.0155454	0.0159928	0.0167211	0.0161355	0.0224092	0.0249169	0.0242006	0.0283139	0.0258781	0.0231015	0.0239331	0.0422645
</S>	0.0318487	0.0216531	0.0148994	0.0151018	0.0119283	0.0106239	0.011681	0.00689638	0.00997156	0.0134661	0.0123493	0.0242432	0.0266025	0.0412516	0.0346768	0.0282106	0.0336256	0.0171884	0.0152253	0.011581	0.0084203	0.00950228	0.00960208	0.0130857	0.00990607	0.00846875	0.00782711	0.0142603	0.0105844	0.0109522	0.00770309	0.00827937	0.00673739	0.00772793	0.00618557	0.0162804	0.0204965	0.0252245	0.0253198	0.0226169	0.0278846	0.037131	0.0434611	0.0397405	0.0443117	0.0481873	0.0423918	0.074687
