 	a66	a87	a23	a13	a99	a70	a53	a44	a54	a56	a44	a93	a69	a4	a13	a20	a7	a44	a4	a57	a53	a69	a4	a44	a4	a69	a4	a99	a70	a66	a71	a9	a97	a38	a10	</S>
cette	0.0283773	0.0236218	0.0322216	0.0239587	0.0321299	0.0174186	0.0502886	0.03579	0.0308082	0.0282156	0.0788874	0.0467039	0.0631249	0.0233067	0.0252462	0.0305459	0.0214515	0.0128187	0.0213697	0.0140256	0.016248	0.0218999	0.0180947	0.0212823	0.0219547	0.0162754	0.0158214	0.0264749	0.0243958	0.0294671	0.0164875	0.0175988	0.0241341	0.017658	0.0244443	0.0474524
femme	0.00433504	0.00479913	0.00855844	0.00443466	0.00737042	0.00486834	0.0154993	0.016529	0.0272911	0.0270563	0.0310263	0.0654185	0.0631836	0.0383542	0.0619805	0.0438947	0.0647134	0.0466245	0.0207497	0.0253824	0.0402772	0.0198867	0.0262526	0.0203365	0.0258509	0.0472919	0.0344798	0.0373364	0.0220658	0.0215514	0.0155289	0.0226092	0.0173115	0.0150688	0.022621	0.0294619
élève	0.0269197	0.0182384	0.024757	0.0303747	0.0916293	0.0304591	0.0145884	0.0402298	0.072452	0.0588141	0.0651174	0.136384	0.0716712	0.0384609	0.0410517	0.0177814	0.0131585	0.0153761	0.00793769	0.00640648	0.00524058	0.00402209	0.00785586	0.00527696	0.00499495	0.00241346	0.00193302	0.00471817	0.00339374	0.00832765	0.0140665	0.0100151	0.0141131	0.038343	0.0294151	0.0240632
ses	0.0436882	0.043553	0.0328495	0.0339343	0.0425751	0.0283798	0.0167548	0.0129288	0.018311	0.0200244	0.016705	0.024369	0.0215066	0.0372074	0.046946	0.0508473	0.0709533	0.130404	0.0685273	0.031558	0.0160271	0.0134871	0.0193358	0.0145653	0.00826679	0.00678683	0.0115018	0.0086897	0.00773918	0.0100513	0.0101063	0.0107551	0.0110926	0.013153	0.0147549	0.0316649
enfants	0.0477299	0.0411906	0.03715	0.038145	0.0608312	0.0414684	0.0338504	0.0419841	0.0309769	0.0218652	0.0141207	0.0108755	0.0162235	0.032482	0.0341757	0.0207671	0.0284937	0.0299873	0.0228544	0.0180473	0.0223897	0.0191877	0.0309249	0.0251318	0.0211315	0.0118373	0.0186734	0.0231103	0.017722	0.0160952	0.0332409	0.0193674	0.0171836	0.0377124	0.029735	0.0333381
par	0.035902	0.0272934	0.0300665	0.031148	0.0366691	0.0291284	0.0382558	0.0387174	0.0413269	0.051923	0.0470981	0.0395092	0.0303686	0.029756	0.029362	0.0136854	0.0152207	0.0122759	0.0125222	0.00898213	0.0070897	0.00776028	0.0128386	0.0103153	0.00607889	0.00629356	0.00998555	0.0201467	0.018694	0.0386342	0.0424484	0.0289399	0.0411138	0.047458	0.0476166	0.055376
ses	0.0310684	0.0212984	0.0196874	0.0156003	0.0441	0.0297669	0.0373817	0.0446889	0.0566851	0.0497196	0.0384488	0.0376787	0.0323106	0.0389961	0.0406925	0.0147121	0.0164204	0.02228	0.017648	0.0075157	0.00523552	0.007677	0.00893065	0.00965298	0.00908474	0.00839466	0.0158621	0.0170767	0.0165177	0.0304832	0.0417379	0.0301183	0.0315369	0.048057	0.0400205	0.0629146
propres	0.0449926	0.0219687	0.0207735	0.0191774	0.0411764	0.0403094	0.0323209	0.0376562	0.0510892	0.0585218	0.0343799	0.0410874	0.0326003	0.0217501	0.0233892	0.0106977	0.0157549	0.0173265	0.019521	0.0119721	0.0121514	0.0151688	0.0108522	0.0121276	0.0122892	0.0127298	0.0157481	0.0117399	0.0154207	0.0278655	0.0514778	0.0317401	0.0338722	0.047001	0.0406215	0.052729
moyens	0.0363556	0.0455877	0.0463225	0.0406826	0.0269763	0.0311235	0.0327186	0.030447	0.0294919	0.0291164	0.0239857	0.0240006	0.0224624	0.0105278	0.0106332	0.00529996	0.0045174	0.00306753	0.00546095	0.00540587	0.00424493	0.00732377	0.00385094	0.00253917	0.00988403	0.00938264	0.0238003	0.0366618	0.0431258	0.0571921	0.0680235	0.0438946	0.0587723	0.0419734	0.0530035	0.0721437
</S>	0.0349941	0.0544954	0.0530585	0.0411805	0.0330029	0.0372384	0.0422162	0.0333951	0.0335166	0.0293438	0.0297955	0.0273571	0.0234883	0.0161334	0.0152734	0.00804511	0.00680328	0.00545894	0.00602067	0.00464692	0.00546273	0.00467729	0.00339806	0.00235667	0.00639852	0.00658038	0.0109688	0.0240657	0.0216339	0.0417099	0.0605754	0.0397369	0.0523046	0.0440476	0.0493619	0.0912576
