 	a87	a23	a18	a34	a0	a75	a70	a90	a25	a92	a21	a66	a11	a75	a85	a37	a26	a38	a21	a5	a66	a75	a5	a18	a25	a75	a41	a11	a50	a75	a92	a96	a66	a90	a44	a11	a24	a9	a87	a23	a87	</S>
nous	0.0810289	0.0502422	0.0303609	0.024901	0.0176316	0.0163703	0.0178547	0.0301139	0.0236825	0.0131805	0.0097694	0.00852225	0.0150115	0.0134021	0.0115854	0.0110819	0.0168296	0.0132884	0.0106262	0.0125386	0.0128788	0.0130847	0.0144224	0.0109049	0.0220055	0.0178712	0.0230377	0.0254717	0.0347421	0.0311083	0.0209419	0.0163017	0.0275526	0.0261024	0.0231519	0.0231228	0.0265115	0.0278375	0.0282409	0.035595	0.04209	0.0690027
nous	0.0139451	0.00890092	0.00929336	0.0158883	0.0315986	0.0402679	0.0653244	0.0619938	0.0416368	0.0466367	0.0525079	0.040881	0.0598622	0.0309355	0.0303535	0.0296188	0.0226475	0.0149532	0.0160218	0.0209089	0.0358952	0.0332272	0.0365436	0.041826	0.0320288	0.028635	0.025112	0.0101432	0.00749276	0.00479899	0.00293181	0.00460594	0.00463849	0.00540318	0.00499145	0.010524	0.0126064	0.00894195	0.00932124	0.00800463	0.00906398	0.00908781
acharnons	0.0284716	0.00855199	0.00508531	0.00622214	0.00867858	0.0119429	0.0160416	0.0263342	0.0154217	0.0289284	0.0507987	0.0432585	0.0633641	0.0630707	0.0646859	0.0462007	0.0317641	0.0147987	0.0258206	0.0225452	0.0416911	0.0254772	0.0365863	0.0595026	0.0273633	0.0442783	0.0143437	0.00633694	0.0067462	0.00882417	0.00578474	0.00664413	0.00775457	0.00678741	0.00973667	0.00978528	0.0111734	0.0117036	0.0150845	0.0131331	0.0262986	0.0229786
à	0.0208832	0.0244415	0.0154644	0.0233063	0.0221255	0.0280308	0.0383063	0.0283661	0.0176765	0.0146666	0.0117691	0.0160978	0.010639	0.0147855	0.012409	0.0146551	0.0200536	0.0167165	0.0224022	0.0172183	0.0208103	0.0138122	0.0178067	0.0141666	0.018472	0.0162017	0.0275477	0.037051	0.0254009	0.0236694	0.0245456	0.0225428	0.033139	0.0355008	0.023589	0.0429299	0.0326157	0.0304157	0.0435246	0.0342515	0.0337828	0.0382108
écrire	0.036126	0.0355317	0.0319464	0.0416546	0.0426609	0.0324934	0.0261323	0.0139977	0.0213489	0.0124028	0.00908573	0.0130678	0.00773957	0.0094948	0.0102766	0.00869223	0.0145413	0.0121162	0.012862	0.0132729	0.0132912	0.0141322	0.0182705	0.0175078	0.0264668	0.0198023	0.0260612	0.0357382	0.0293251	0.0335349	0.03336	0.0228041	0.0361414	0.0327512	0.0344443	0.0344463	0.0285026	0.0324812	0.0315225	0.0314921	0.0297056	0.012775
des	0.0506845	0.0619496	0.0437301	0.0430693	0.0409564	0.0422142	0.0335174	0.0219658	0.027214	0.0203516	0.0135638	0.0161874	0.0109327	0.0174619	0.0209183	0.0138517	0.0286338	0.0263947	0.0230734	0.0260634	0.0256616	0.0236121	0.0166587	0.0140247	0.0169698	0.0146736	0.0143826	0.0149021	0.0287903	0.0304826	0.0307194	0.0179209	0.0229977	0.0158202	0.0193107	0.0149884	0.0137721	0.0140529	0.0195781	0.0182126	0.0159951	0.0137396
livres	0.0358372	0.0416198	0.0317158	0.0351539	0.033003	0.0366452	0.0324288	0.0335095	0.0223861	0.016396	0.0175312	0.0205387	0.0226153	0.0293888	0.0263241	0.0178655	0.0279873	0.0191603	0.0174935	0.0198021	0.0246134	0.0196106	0.0255989	0.0226907	0.0211973	0.023032	0.0190385	0.0173079	0.0223509	0.0243491	0.0213415	0.0178699	0.0255332	0.0197615	0.0227603	0.0214278	0.0192527	0.0182837	0.0233062	0.0201667	0.020221	0.012884
en	0.0398015	0.0318026	0.0220412	0.0259907	0.0255898	0.0255746	0.0244586	0.0339382	0.0284853	0.0207223	0.0201171	0.0197508	0.0203269	0.0243943	0.030842	0.0242763	0.0249885	0.0140426	0.0120292	0.0158198	0.0191591	0.0138495	0.0209237	0.0187467	0.0213923	0.0235368	0.0195133	0.017164	0.0180982	0.0241673	0.0300488	0.0266275	0.0308128	0.0213772	0.0315489	0.026338	0.0340052	0.0297527	0.0257648	0.0235871	0.0271011	0.0114928
mbochi	0.0447403	0.0371043	0.0171542	0.0188872	0.0137493	0.00901986	0.00949822	0.0113928	0.0116457	0.00740939	0.00682157	0.0075272	0.00745119	0.0115139	0.00998995	0.00989703	0.00698185	0.00575084	0.00490624	0.00731491	0.00926481	0.00595972	0.0115002	0.0122147	0.0223213	0.0227677	0.0239962	0.0235272	0.0334264	0.039105	0.0548269	0.0516474	0.0594034	0.0439708	0.0542008	0.0474504	0.0535319	0.0511631	0.0388793	0.0315668	0.0347487	0.0157713
</S>	0.0299296	0.0166292	0.00778785	0.00786051	0.00598241	0.00557972	0.0054535	0.00705971	0.00990649	0.00766246	0.00593059	0.00685991	0.00651798	0.00592199	0.00482725	0.00502941	0.00510799	0.00455268	0.00339547	0.00414942	0.00368473	0.0027193	0.00305754	0.00294258	0.00718579	0.00563046	0.00869539	0.012413	0.0212348	0.0320549	0.0539062	0.0386714	0.0521688	0.0347683	0.0603899	0.0676453	0.0571624	0.0746752	0.0845097	0.0608853	0.100482	0.0589733
