 	a23	a53	a20	a44	a57	a38	a94	a35	a98	a24	a76	a35	a32	a26	a24	a98	a25	a38	a98	a25	a44	a94	a26	a24	a25	a87	a23	a83	a24	a41	a35	a34	a12	a35	a30	a57	a87	</S>
il	0.0138903	0.0521847	0.112364	0.062118	0.0626422	0.110588	0.0890401	0.0833163	0.0557147	0.0301194	0.0565559	0.0342328	0.0400686	0.00661496	0.00280066	0.0026674	0.00345001	0.00423403	0.00494326	0.00598514	0.00558549	0.00822293	0.00469366	0.00504341	0.00470475	0.00234407	0.0025992	0.00450332	0.0118279	0.0138259	0.0129312	0.0172869	0.0138109	0.0126337	0.012377	0.00815864	0.00864644	0.0172742
a	0.000946321	0.00217331	0.00396264	0.0135266	0.01849	0.045915	0.059547	0.0400742	0.0435878	0.038327	0.060158	0.0423572	0.0715056	0.0321289	0.0209119	0.0311177	0.0250335	0.0367195	0.0182405	0.0130473	0.0120165	0.00958724	0.00968525	0.0125477	0.0104681	0.00847921	0.0106067	0.0192925	0.0203782	0.0222504	0.0232825	0.0267554	0.0273391	0.0363337	0.0334136	0.038803	0.0368279	0.0241631
brisé	0.00736525	0.00796558	0.007999	0.0167177	0.0226959	0.0261114	0.0371108	0.0253745	0.0188955	0.0119868	0.0148882	0.0122615	0.0236258	0.00646094	0.00461424	0.00979517	0.00876251	0.0131117	0.00706441	0.00496412	0.00442796	0.00487769	0.00243683	0.00435967	0.0049305	0.00594128	0.00962739	0.0215089	0.0479847	0.059329	0.0701661	0.0675656	0.0719682	0.0578357	0.0620858	0.0652084	0.061069	0.0909062
l'	0.0377055	0.0430502	0.0257455	0.0401484	0.0577705	0.0576249	0.0402365	0.0281093	0.022708	0.0161326	0.0289374	0.0174376	0.0249464	0.0209431	0.0296418	0.0294011	0.0272186	0.0233529	0.0364977	0.0380531	0.0349981	0.0305953	0.0273905	0.0175227	0.011279	0.0156284	0.0124847	0.0115355	0.0122136	0.0080918	0.0129048	0.0114354	0.0128245	0.0201375	0.0237558	0.0275259	0.0289064	0.0351092
aile	0.0227038	0.0108313	0.00918353	0.0247703	0.0317442	0.0397195	0.0522749	0.0312728	0.0343773	0.0480974	0.0634167	0.0698512	0.124735	0.0478073	0.0472561	0.03228	0.0281327	0.0249867	0.0210605	0.0134621	0.0148641	0.00922802	0.0100199	0.00869172	0.00608032	0.00521645	0.00708641	0.0100423	0.0127155	0.00875741	0.0127049	0.0106899	0.0129946	0.0170261	0.0200298	0.0188132	0.0160844	0.0209915
de	0.060409	0.0615105	0.0499854	0.0238086	0.0197323	0.0553723	0.040923	0.0239605	0.0258973	0.0261238	0.0553394	0.0612947	0.0740997	0.0235754	0.0197809	0.0138519	0.00723153	0.00425411	0.00360637	0.00364073	0.00232517	0.00240595	0.00182349	0.00157865	0.00103443	0.00165553	0.00368769	0.00686626	0.0132429	0.00892297	0.0166649	0.0166317	0.0250492	0.0491542	0.0442118	0.055417	0.0386092	0.0563217
l'	0.0451503	0.0189403	0.00518855	0.00927388	0.00998277	0.0276311	0.0377671	0.0179221	0.0181925	0.013104	0.0301724	0.0318892	0.0513507	0.0276121	0.0336749	0.0261475	0.0141814	0.00504263	0.00421633	0.0059822	0.00528005	0.0103611	0.00631687	0.00539123	0.00633973	0.00594009	0.013885	0.0155398	0.0428591	0.0197144	0.033609	0.0483673	0.0566845	0.0771819	0.0617053	0.0585588	0.0567952	0.0420486
oiseau	0.0549175	0.0286014	0.00910237	0.00709487	0.00974871	0.0118649	0.017523	0.0142322	0.0101166	0.00822233	0.0219469	0.0317319	0.053309	0.0214524	0.011789	0.0107431	0.0112233	0.00699543	0.00753025	0.0120082	0.0081696	0.0166459	0.00870691	0.0116214	0.0157178	0.0121177	0.0255668	0.0227549	0.0431374	0.0332349	0.0427235	0.0547967	0.0674274	0.0833503	0.054336	0.062756	0.0474465	0.0293369
d'	0.0132765	0.0125099	0.00753345	0.00623835	0.00779623	0.0149254	0.0171385	0.00818129	0.00745541	0.00815158	0.0098627	0.0106087	0.0195434	0.0108908	0.0181086	0.0178627	0.0155284	0.00884017	0.00535699	0.0080702	0.00427068	0.00614543	0.00430449	0.00437308	0.00552928	0.00368273	0.00674255	0.0158794	0.0220735	0.0347252	0.038428	0.0778846	0.0902146	0.0711445	0.0913345	0.0588131	0.0586705	0.177905
un	0.0256743	0.00900397	0.00471634	0.00744527	0.0125802	0.0136593	0.0199425	0.0130708	0.0138374	0.0125489	0.0109665	0.012636	0.0223745	0.0167563	0.0263446	0.0264187	0.0283372	0.0193632	0.0165647	0.0210623	0.0147244	0.0151045	0.0110903	0.0144503	0.0167706	0.00871936	0.0137462	0.0209304	0.0258242	0.0382212	0.0337047	0.0545826	0.0638946	0.0603567	0.0683633	0.068777	0.0606063	0.0768306
