 	a87	a23	a50	a83	a9	a99	a93	a4	a93	a62	a47	a21	a5	a96	a62	a21	a85	a44	a54	a7	a57	a53	a90	a37	a98	a47	a37	a6	a37	a66	a98	a47	a79	a37	a94	a96	a44	a57	a99	a87	a23	a87	a97	</S>
l'	0.0652778	0.0766106	0.051013	0.05905	0.0424707	0.0434137	0.025934	0.0150332	0.0386075	0.0186945	0.0312832	0.00983414	0.0185792	0.0106526	0.0186318	0.0313304	0.0184556	0.00655586	0.00776986	0.0158569	0.00705731	0.00960469	0.00605352	0.0074457	0.0126415	0.0202917	0.0214868	0.0318711	0.0570308	0.0232622	0.0267994	0.009494	0.010942	0.0164321	0.0128782	0.0210896	0.0104371	0.0174653	0.0117039	0.0121254	0.0102692	0.00866954	0.00847262	0.0214219
écorce	0.00154825	0.00198758	0.00252759	0.00204873	0.0020061	0.0036044	0.00553028	0.00515249	0.0115031	0.0107684	0.0164802	0.0237277	0.0175507	0.021127	0.0327503	0.0202686	0.0379403	0.040998	0.0452712	0.0523538	0.0702455	0.151182	0.113421	0.0838901	0.0609151	0.0314366	0.017277	0.0231187	0.0221315	0.0189094	0.019923	0.0118959	0.00778063	0.00182293	0.00115807	0.00127539	0.000782929	0.000308471	0.00018596	0.00092353	0.000483543	0.00139426	0.00189748	0.00249611
de	0.0110781	0.00461617	0.00763462	0.00674555	0.00793009	0.0108724	0.0134009	0.0353946	0.0435976	0.0354347	0.0273921	0.0323912	0.0373573	0.0318216	0.0388227	0.0450254	0.0607957	0.0639058	0.0511052	0.0616195	0.0486789	0.0308086	0.0482344	0.0326511	0.0152826	0.00518187	0.0073058	0.00303765	0.00376672	0.00669628	0.00602629	0.0117721	0.00763043	0.00598473	0.00900558	0.0104115	0.0109296	0.0136004	0.0164514	0.00860421	0.0150651	0.0159888	0.0174926	0.0224521
bananier	0.0519137	0.0158615	0.00670093	0.00759575	0.00833804	0.0115732	0.0122765	0.0236035	0.0216093	0.0221566	0.033724	0.0174936	0.033618	0.0322629	0.0289864	0.0309958	0.0327475	0.0252382	0.020281	0.0233564	0.0187242	0.0196347	0.0341067	0.0461017	0.0357443	0.041128	0.0452287	0.0212505	0.0135943	0.0187184	0.0134262	0.00799845	0.0118141	0.00994408	0.0139613	0.0143565	0.0125891	0.0181775	0.0193719	0.0252645	0.0247106	0.0270292	0.0331465	0.013646
flétrie	0.0267017	0.0117769	0.00553589	0.00832025	0.0110923	0.0101423	0.00615155	0.0116176	0.0212482	0.0310007	0.0347729	0.0210952	0.0272665	0.0207388	0.0157274	0.0242194	0.0209936	0.00991847	0.0187845	0.0355762	0.0324032	0.0366528	0.071957	0.0826657	0.0854031	0.0483097	0.0335531	0.0217139	0.0215393	0.0183575	0.014884	0.0153288	0.0108333	0.00701012	0.00590517	0.00655664	0.00447309	0.00834906	0.0140129	0.00961845	0.0106609	0.0146095	0.0181545	0.0343678
est	0.0105483	0.0082097	0.00441605	0.00540032	0.00663076	0.00700242	0.00292986	0.00446237	0.00707988	0.0089497	0.0129082	0.0246672	0.0291776	0.0318912	0.0231725	0.0427084	0.0342672	0.0468671	0.0394709	0.0308953	0.0410567	0.0256951	0.0508671	0.036025	0.0416985	0.0230819	0.0267208	0.0255105	0.0180525	0.0321136	0.028453	0.0378719	0.0159336	0.0116874	0.0149455	0.0317471	0.013081	0.0301367	0.0165808	0.019392	0.0249502	0.0232792	0.0143445	0.0151206
utilisée	0.0192001	0.00765839	0.00766858	0.0123746	0.0132488	0.0108536	0.00642604	0.00996837	0.0164441	0.0166624	0.0238289	0.0374324	0.0403423	0.0379129	0.0343216	0.0399402	0.0384037	0.0506917	0.0465241	0.0421654	0.0378554	0.0216763	0.0301587	0.0196511	0.0204426	0.0136649	0.0180331	0.0140505	0.0122963	0.0185798	0.0156326	0.0276977	0.0106823	0.00970645	0.0109571	0.0145177	0.00749828	0.019117	0.0188511	0.0201548	0.0199217	0.0251087	0.0237176	0.0579603
comme	0.0295742	0.0263041	0.0265469	0.0209019	0.0128302	0.0133231	0.0141836	0.0134027	0.0101637	0.00790238	0.0108942	0.0125749	0.0138733	0.0147853	0.0130451	0.0216233	0.015415	0.0149258	0.0170419	0.0139365	0.0187669	0.0121523	0.0207056	0.0154031	0.00893233	0.00853174	0.00606735	0.00759908	0.00675473	0.00964378	0.00776278	0.0135438	0.0218114	0.0205505	0.0322618	0.031856	0.0255005	0.0517069	0.0491624	0.059844	0.0480021	0.0558545	0.0554847	0.0888536
bretelles	0.0335158	0.0243561	0.0187566	0.0137005	0.0098683	0.010972	0.00681146	0.00982614	0.0118869	0.00735707	0.010444	0.0087634	0.0115942	0.00891716	0.0128695	0.0182552	0.0138917	0.0165114	0.0137257	0.0189621	0.0177215	0.0156902	0.0211899	0.0188073	0.0136668	0.0139007	0.00903813	0.00954785	0.0124096	0.010315	0.0105229	0.0165863	0.0124181	0.0119899	0.0205857	0.0233711	0.0154901	0.0472227	0.0436321	0.0725314	0.0684292	0.0853649	0.0749743	0.0736093
de	0.050105	0.0351926	0.0357693	0.0301891	0.0211975	0.034153	0.0456075	0.0432888	0.0302186	0.0161433	0.0270821	0.0177032	0.0263681	0.0152566	0.0208672	0.0131868	0.011894	0.00972975	0.00889058	0.0126418	0.0128164	0.00786062	0.0176434	0.0137349	0.00822262	0.0119595	0.0157655	0.0090264	0.0188336	0.00945288	0.00870258	0.0096601	0.00699517	0.0182291	0.0157143	0.0231075	0.0274175	0.0371557	0.032568	0.0470781	0.0295764	0.0269054	0.0355073	0.0505822
hotte	0.0385325	0.0312814	0.0258426	0.0271656	0.0194685	0.0256781	0.0235043	0.0264403	0.023922	0.0191542	0.031449	0.0330931	0.0484434	0.0369592	0.0319532	0.0210683	0.0221626	0.0149183	0.0201508	0.0156977	0.0150139	0.00932615	0.0178556	0.0156808	0.00908347	0.0108371	0.0154933	0.00949722	0.0210431	0.00887811	0.00671389	0.00704298	0.00823968	0.0112026	0.0140449	0.0132456	0.0132797	0.023496	0.0206119	0.0400272	0.0271846	0.0327035	0.040109	0.0725047
