 	a66	a87	a82	a97	a87	a97	a3	a97	a87	a97	a99	a18	a50	a98	a71	a57	a93	a12	a62	a50	a62	a12	a70	a88	a90	a96	a11	a54	a69	a58	a4	a58	a26	a82	a97	a3	a97	</S>
j'	0.114789	0.0573989	0.0644644	0.0242254	0.0265043	0.0273329	0.038907	0.0232806	0.0200787	0.020875	0.00941903	0.0110072	0.0111157	0.00549095	0.00602938	0.00598639	0.0039438	0.00369484	0.00324181	0.00293972	0.00280392	0.00319833	0.00400308	0.0039973	0.00769694	0.010988	0.0129432	0.0233492	0.0203567	0.069669	0.0546407	0.0434329	0.0520458	0.0518531	0.0516581	0.0397842	0.0303315	0.0365226
ai	0.0269816	0.0333657	0.0485507	0.0338034	0.0301758	0.0380191	0.0477169	0.0272247	0.0259835	0.0233154	0.031399	0.0292452	0.0251041	0.0243836	0.0180287	0.02246	0.0169836	0.0166001	0.0153731	0.0214962	0.0228785	0.0272945	0.020173	0.0177741	0.0185519	0.0265137	0.036688	0.0462268	0.0627576	0.026323	0.0102233	0.0151207	0.0127014	0.0182895	0.0178267	0.0176053	0.0213415	0.0255
abattu	0.0162385	0.0170724	0.0209296	0.0173209	0.0138281	0.010286	0.00933767	0.0110217	0.0132215	0.00931475	0.00883791	0.0111385	0.0149344	0.0224608	0.0174146	0.0226449	0.017757	0.0140871	0.0134784	0.023983	0.022871	0.0332553	0.0282993	0.0703937	0.0767154	0.0996319	0.0403666	0.0360045	0.0285117	0.0422398	0.0253787	0.0397982	0.0199033	0.024408	0.0276564	0.0205224	0.0345256	0.0242104
l'	0.0697809	0.0447613	0.0334093	0.0319258	0.0314232	0.020761	0.010751	0.0130825	0.0100553	0.0136522	0.00863255	0.00686388	0.00550095	0.00795796	0.0119498	0.0109872	0.0115593	0.00759572	0.00732806	0.0102872	0.0119957	0.0207873	0.0276933	0.0403511	0.035502	0.041088	0.0358528	0.0400612	0.0457192	0.0272091	0.0274815	0.0440517	0.031702	0.0291352	0.0405896	0.0508351	0.0557897	0.0258903
arbre	0.00798845	0.00693932	0.00913346	0.0127045	0.0243583	0.0231349	0.0189269	0.0276431	0.0255941	0.0296881	0.01364	0.0270937	0.0202929	0.00932001	0.0308919	0.024197	0.018919	0.0189705	0.0333143	0.0202513	0.0319807	0.0396828	0.0443158	0.0880419	0.0928115	0.0570997	0.0434908	0.0373423	0.0438037	0.0298421	0.0238106	0.00799995	0.00928077	0.0111612	0.0103922	0.0107386	0.00726021	0.00794337
yanza	0.0673459	0.0547031	0.0470504	0.0406173	0.0513602	0.0385915	0.0307522	0.0368687	0.034489	0.0459479	0.0268948	0.0224887	0.0282244	0.0234297	0.0118323	0.0203987	0.0299868	0.016902	0.0183725	0.0139581	0.0118758	0.008183	0.0194921	0.00919245	0.0139344	0.0103344	0.0151772	0.0112191	0.0169362	0.0104515	0.0109882	0.013193	0.0239799	0.0210686	0.029328	0.0306928	0.0398491	0.0438901
dans	0.0702691	0.0602571	0.057592	0.0513378	0.042436	0.0405555	0.0437095	0.0348067	0.0281033	0.0361354	0.0224217	0.0182094	0.0162124	0.0103024	0.00456728	0.00619246	0.00611464	0.00508396	0.00521286	0.00917899	0.008741	0.0114102	0.021739	0.00756413	0.00898729	0.00679311	0.0102578	0.0205844	0.0251735	0.0190238	0.016687	0.0235035	0.0252365	0.0298136	0.0347473	0.0337344	0.0560315	0.0712736
la	0.0434652	0.0247347	0.0228924	0.017025	0.0177291	0.0146685	0.0200946	0.0198915	0.0142819	0.0151879	0.0117469	0.00971378	0.00828224	0.00700277	0.00350444	0.00462793	0.0069461	0.00687674	0.00718643	0.0110264	0.0105687	0.0156852	0.0220808	0.0173244	0.0151645	0.0165196	0.0116984	0.020058	0.0246416	0.0346308	0.0396616	0.0299503	0.0335702	0.0447135	0.0338195	0.0768929	0.097417	0.168718
forêt	0.0693442	0.0541266	0.0385043	0.0281632	0.022632	0.0244676	0.0340984	0.0291979	0.020884	0.0194653	0.0190667	0.0139221	0.0104173	0.00956995	0.00386868	0.00607552	0.008515	0.00651724	0.00719428	0.00876884	0.00953895	0.0126502	0.0211559	0.0222116	0.0206512	0.0280478	0.0196008	0.0288833	0.0363528	0.0298127	0.0267559	0.0237676	0.0258462	0.0264513	0.0283357	0.0389246	0.0542078	0.112007
</S>	0.0998577	0.0412159	0.025451	0.00754478	0.00619638	0.00509947	0.00618241	0.00599827	0.00290516	0.0027311	0.00232039	0.00164322	0.0016559	0.00188747	0.00105418	0.001765	0.00216884	0.00288431	0.00379637	0.00315397	0.00460446	0.00434667	0.00456437	0.00382939	0.00435652	0.00663891	0.00922447	0.0269085	0.0341837	0.0534891	0.0446838	0.0392289	0.0636712	0.0574523	0.0578566	0.0922661	0.0943373	0.172846
