 	a66	a87	a23	a83	a75	a47	a6	a5	a31	a18	a88	a50	a61	a43	a75	a85	a6	a98	a85	a47	a37	a56	a34	a93	a34	a79	a44	a54	a36	a26	a57	a87	a23	a87	</S>
ce	0.044054	0.0493649	0.0469069	0.0386829	0.0205349	0.016523	0.0261761	0.0170104	0.00955169	0.0188858	0.00551184	0.0102617	0.00768421	0.00964507	0.0154995	0.0227647	0.0207073	0.030691	0.0426201	0.043244	0.0388088	0.0430223	0.0208998	0.0172312	0.0148337	0.0339695	0.0172759	0.0360124	0.0271691	0.0338353	0.0348586	0.0388792	0.0520669	0.0498318	0.0449854
homme	0.0161875	0.0220827	0.0276275	0.01374	0.0276165	0.0360531	0.0365551	0.0346742	0.0284098	0.0496331	0.0459102	0.0362435	0.0469508	0.0768791	0.022769	0.0889518	0.0388449	0.0273306	0.0276655	0.0360668	0.0364932	0.0328054	0.0490801	0.0337225	0.0307252	0.0165245	0.00708989	0.00393505	0.00244707	0.00476049	0.00624843	0.0089312	0.00751259	0.0163625	0.00317025
a	0.0398259	0.0416416	0.0489533	0.0435175	0.040907	0.0303311	0.0309233	0.0677227	0.0235455	0.0254386	0.0221887	0.0976009	0.0578216	0.0509899	0.0420723	0.018788	0.0121883	0.00983488	0.0139079	0.00597816	0.00728489	0.00811157	0.00667815	0.00851006	0.00943936	0.0179658	0.0107196	0.0137173	0.0190463	0.022991	0.0266233	0.0345633	0.0235017	0.0508338	0.0158365
fait	0.0539955	0.0165949	0.0153058	0.0102489	0.0079808	0.00841526	0.0115841	0.0147043	0.014441	0.0142586	0.0122193	0.00992496	0.0148781	0.0240076	0.0269836	0.027975	0.0249559	0.0264965	0.0334054	0.0356784	0.0380544	0.0598711	0.0589043	0.0449816	0.0311051	0.0537092	0.0333142	0.0234428	0.0370012	0.0322641	0.0324911	0.0363061	0.0307348	0.0305832	0.0531833
couler	0.0636206	0.0486995	0.0357514	0.0347938	0.03031	0.0238457	0.0292763	0.0275238	0.0306712	0.0430864	0.0428343	0.028395	0.0462415	0.0487894	0.0579532	0.0405563	0.0378349	0.0306078	0.0256817	0.0271893	0.0338645	0.0390629	0.0279152	0.0158786	0.0128304	0.0247403	0.01676	0.00651717	0.010867	0.00785443	0.0110116	0.00855026	0.00843943	0.00725003	0.0147961
la	0.0421517	0.0346389	0.0275696	0.0236477	0.0193191	0.0181744	0.0370652	0.0346543	0.0304273	0.0343849	0.0462316	0.0684324	0.0539476	0.0411273	0.0480945	0.0246029	0.0167012	0.0110954	0.0175857	0.0132515	0.0223211	0.0373046	0.0212152	0.0201611	0.0245481	0.0329345	0.0338873	0.0270255	0.0279684	0.0305063	0.0220488	0.0173567	0.0133972	0.0129431	0.0132787
pirogue	0.041199	0.0155821	0.0159831	0.0170774	0.0149881	0.0126521	0.0166238	0.0344038	0.0346399	0.0303534	0.0547176	0.0600374	0.0489166	0.036949	0.0287413	0.0214476	0.0197348	0.0161956	0.0300492	0.033017	0.0272351	0.09171	0.0421081	0.0315749	0.0168949	0.0214759	0.042266	0.0400968	0.0310792	0.0290059	0.0141417	0.00992373	0.00670994	0.0075366	0.00493222
de	0.0495132	0.0250177	0.0129154	0.00993736	0.00900016	0.00961997	0.0138849	0.026683	0.044462	0.0233716	0.0379502	0.0384774	0.0425864	0.037283	0.054228	0.0335841	0.0351915	0.0364926	0.0377285	0.0396853	0.0429772	0.0486133	0.0461166	0.048584	0.020895	0.0327423	0.0180111	0.0197511	0.0286441	0.0225948	0.0177708	0.0144509	0.00837933	0.008167	0.00469021
mon	0.0244472	0.0150896	0.0112321	0.0085502	0.0125287	0.00974699	0.0160191	0.0119769	0.0187652	0.0172629	0.0145391	0.0166636	0.0171512	0.0128419	0.0211104	0.0142955	0.0111776	0.0156015	0.0100307	0.00829748	0.00877946	0.00969159	0.00777795	0.0117407	0.0135451	0.0294523	0.0402294	0.0716574	0.107097	0.0863448	0.0870314	0.0712099	0.0708078	0.047704	0.0496038
oncle	0.0258665	0.0227765	0.0210156	0.019317	0.0208527	0.0162904	0.0229975	0.0224006	0.0299686	0.0368769	0.0390662	0.0266174	0.0296997	0.0184308	0.0276373	0.0290983	0.0229744	0.0320446	0.0277352	0.017386	0.0148221	0.0148752	0.0194781	0.0150623	0.0189222	0.0238113	0.0312745	0.0262831	0.0589139	0.0374359	0.0471225	0.0526672	0.0520832	0.0319664	0.0462298
</S>	0.0406053	0.0267752	0.0198391	0.017936	0.0134827	0.00962614	0.0164452	0.014173	0.0145108	0.0152553	0.0143853	0.0217357	0.019383	0.0171567	0.0237972	0.0141	0.0102016	0.0110379	0.0111613	0.00579754	0.0102821	0.0098225	0.0110534	0.012823	0.0211341	0.046223	0.046785	0.0396935	0.0864702	0.0729328	0.0651473	0.0626109	0.0609905	0.05361	0.0630166
