 	a66	a87	a23	a40	a37	a5	a43	a61	a98	a47	a36	a21	a85	a92	a98	a6	a0	a56	a43	a31	a62	a88	a62	a21	a85	a6	a36	a2	a57	a87	a23	a99	a97	</S>
les	0.0619785	0.0719604	0.0498642	0.090695	0.0824438	0.122632	0.0786515	0.0474119	0.0362735	0.0169405	0.0118484	0.0122893	0.0158979	0.0176073	0.0196333	0.0142336	0.00789662	0.00645804	0.00765794	0.00696668	0.0126879	0.00960632	0.0110705	0.0132123	0.0130862	0.0130246	0.0133271	0.0162482	0.0114593	0.016874	0.0148462	0.0210785	0.0171138	0.0370244
oiseaux	0.00395914	0.00631579	0.00592461	0.0212893	0.0365165	0.0269957	0.0256806	0.0439646	0.0655226	0.0774007	0.172496	0.16347	0.146042	0.0625828	0.0434415	0.0198567	0.00799337	0.00703183	0.00745638	0.00246315	0.00225456	0.00302563	0.0046303	0.0052102	0.00600669	0.00276447	0.00402046	0.00327967	0.00278891	0.00260008	0.00513931	0.00309131	0.00705459	0.00173155
attrapent	0.100751	0.0896358	0.0371903	0.0348937	0.0739566	0.0640924	0.0580668	0.0498492	0.0569968	0.0564199	0.0447227	0.0559734	0.0241524	0.0135798	0.0131086	0.00905868	0.0057538	0.00588746	0.00884884	0.00769296	0.00781527	0.00639967	0.0166004	0.0178536	0.0198661	0.0127165	0.0150325	0.00923169	0.0172639	0.0134034	0.00995118	0.0170871	0.0223331	0.00381416
les	0.0574035	0.0572697	0.0324651	0.0421846	0.0389444	0.0449463	0.0454277	0.0556308	0.0682558	0.0292475	0.0220141	0.025608	0.0283816	0.0214826	0.0179348	0.0158732	0.0218256	0.0370861	0.023451	0.0280416	0.0146501	0.00937122	0.0128937	0.0159642	0.023775	0.0134497	0.0154159	0.011619	0.0160689	0.0193438	0.0242015	0.020714	0.0390668	0.049992
insectes	0.0151412	0.00802223	0.0107507	0.00884927	0.0119169	0.0130089	0.0192658	0.0452133	0.0606983	0.0990767	0.111884	0.122412	0.0766563	0.099791	0.0500049	0.0566795	0.0325824	0.028945	0.0147401	0.0211521	0.0120025	0.00687895	0.0110583	0.00503317	0.0101368	0.00745243	0.00619407	0.00548473	0.0038444	0.00490275	0.00563935	0.00463388	0.00445241	0.00549627
dans	0.0558134	0.0298621	0.0137003	0.00994703	0.00898443	0.0178635	0.0209054	0.0207607	0.0351688	0.0307173	0.027902	0.0204528	0.020151	0.0173091	0.0160506	0.0231945	0.0283482	0.0388606	0.0364553	0.114764	0.0840839	0.0275846	0.0351557	0.0169473	0.0234129	0.0304757	0.0277511	0.0304701	0.0188105	0.0212236	0.0264577	0.0214236	0.0180152	0.0309772
la	0.0390249	0.0163033	0.00930752	0.0048112	0.0104427	0.0082412	0.0136611	0.0188968	0.0282939	0.0157971	0.0158274	0.00910739	0.0125859	0.011668	0.00880751	0.00945848	0.0118955	0.0134503	0.0202783	0.0576715	0.0587254	0.0591109	0.0676054	0.0451549	0.0263864	0.0628679	0.0605343	0.0563793	0.048102	0.0388742	0.0487331	0.029615	0.0309974	0.0313838
savane	0.0450265	0.0327714	0.0236743	0.0231874	0.0407232	0.0160984	0.0142995	0.0392506	0.029733	0.0168282	0.014947	0.0127041	0.0106015	0.011015	0.0103859	0.0103445	0.0169342	0.0183921	0.0275232	0.0295845	0.033664	0.0325921	0.0391099	0.028268	0.0250105	0.0682364	0.0782693	0.0417426	0.0779445	0.0333347	0.0270914	0.038687	0.0197157	0.0123096
brûlée	0.0740128	0.0713261	0.047566	0.0312223	0.0292876	0.0189525	0.0256445	0.0415663	0.0473165	0.0273055	0.0286342	0.0170235	0.0220719	0.025845	0.0204445	0.0298648	0.0261158	0.0276079	0.0200068	0.0145631	0.00935876	0.0112656	0.0145246	0.00988368	0.00685569	0.0204965	0.0319288	0.0362249	0.0381037	0.0222933	0.0527545	0.0304728	0.0400265	0.0294329
</S>	0.124541	0.0889952	0.0406403	0.00827223	0.00442879	0.00444497	0.0082354	0.012279	0.012936	0.00669024	0.00638525	0.0043951	0.00637888	0.00874375	0.00889716	0.0105781	0.0125638	0.0135703	0.011512	0.0178037	0.0148373	0.0123383	0.0151482	0.0127839	0.00849569	0.0261991	0.0283292	0.0391989	0.0343096	0.0433167	0.0596051	0.0648188	0.11498	0.113349
