 	a15	a66	a87	a23	a99	a90	a56	a12	a61	a98	a15	a98	a47	a15	a98	a92	a85	a5	a43	a0	a75	a6	a36	a61	a18	a38	a82	a87	a23	a87	</S>
la	0.0519443	0.0599077	0.0473914	0.0518851	0.0496792	0.0340524	0.0285872	0.0298709	0.0573911	0.0188945	0.025323	0.0257494	0.0193068	0.023391	0.0269614	0.0170754	0.0146252	0.0118621	0.0210239	0.0249074	0.0193984	0.0229442	0.0219289	0.0269958	0.0614696	0.0389474	0.0289668	0.0284306	0.024235	0.0278099	0.0590439
fraîcheur	0.00222089	0.00325933	0.00368337	0.00441897	0.00551382	0.0137667	0.0203239	0.0617135	0.105053	0.100998	0.120018	0.220742	0.110246	0.0574347	0.0275068	0.0157691	0.0240314	0.0143828	0.0146239	0.0191151	0.0130726	0.0130885	0.00748496	0.00394561	0.00385269	0.00172101	0.00245552	0.00313234	0.00209862	0.00296381	0.00136288
de	0.0542211	0.042219	0.0524895	0.045669	0.051438	0.0582102	0.041152	0.0385482	0.0299468	0.0243821	0.0286837	0.0448035	0.0362381	0.0294557	0.0243618	0.0232831	0.0265957	0.0125297	0.0143485	0.0111055	0.0233018	0.0296253	0.0252502	0.0377067	0.0306015	0.0255081	0.0416738	0.0280316	0.0243348	0.0301079	0.014177
l'	0.0349839	0.0245425	0.0245592	0.0204401	0.0194377	0.0272459	0.025459	0.0210448	0.0143705	0.0120976	0.0106939	0.0134313	0.0240809	0.0499294	0.0707188	0.062486	0.0783213	0.060155	0.0359284	0.027384	0.0374553	0.0333856	0.0404302	0.071668	0.0226046	0.0202632	0.0180502	0.0210403	0.0218018	0.0191978	0.0367928
eau	0.0416222	0.0352058	0.0424154	0.0369084	0.0410644	0.0391419	0.0363674	0.0223479	0.0217359	0.0187727	0.0113916	0.0128415	0.0185126	0.0306237	0.0727954	0.0752403	0.0948603	0.0433671	0.0458695	0.0314067	0.0242494	0.0104152	0.0143576	0.018416	0.020306	0.0231213	0.0230415	0.019601	0.0201373	0.0282504	0.0256134
fait	0.0368701	0.0335735	0.0338044	0.034934	0.0371798	0.0235973	0.0289402	0.0209145	0.0242853	0.0273952	0.0231603	0.0163636	0.00995185	0.0173131	0.0286514	0.0238705	0.026863	0.0142859	0.0245593	0.0243827	0.0284217	0.0252343	0.0315098	0.0349057	0.0569516	0.0588643	0.0639051	0.0586272	0.0449382	0.0504417	0.0353044
mal	0.0397897	0.0287387	0.040841	0.0372598	0.050512	0.0343252	0.0466675	0.0335442	0.0455127	0.0461914	0.0200679	0.0144443	0.00962197	0.00871755	0.00738436	0.00849691	0.00662592	0.00965542	0.0138757	0.0181579	0.0363817	0.0450657	0.0369437	0.0447945	0.0502578	0.0443379	0.0444541	0.0497279	0.0487411	0.0431019	0.0357636
aux	0.0581175	0.0354335	0.0345739	0.026919	0.0335361	0.0169719	0.0268472	0.0182625	0.0270723	0.0242227	0.0130914	0.0111927	0.00723402	0.00883849	0.0101087	0.00936013	0.0115683	0.0102081	0.0144435	0.0278117	0.0242963	0.0372059	0.0375428	0.0470018	0.0746692	0.0645122	0.0680363	0.057633	0.0550158	0.0505049	0.0577683
dents	0.0282045	0.0176023	0.0153691	0.0138891	0.0148208	0.00964007	0.0155581	0.0134099	0.0182798	0.0129127	0.0155482	0.0269833	0.0194559	0.0314439	0.0621788	0.0419337	0.0440334	0.0296589	0.0301708	0.0220977	0.0194578	0.0259196	0.0340383	0.0328763	0.0714501	0.0727967	0.0713542	0.0475482	0.0478275	0.0591827	0.0343574
</S>	0.0414109	0.0378862	0.0338447	0.0291094	0.0313545	0.0198759	0.0231051	0.0233157	0.0270523	0.0109739	0.0140479	0.011747	0.011218	0.0155666	0.0161386	0.0122396	0.00918211	0.00877271	0.0092953	0.0141439	0.017273	0.0330012	0.0480274	0.0424889	0.0672117	0.0637751	0.0654244	0.0533672	0.051766	0.0553868	0.101998
