 	a66	a87	a23	a83	a9	a38	a93	a62	a47	a96	a18	a62	a47	a96	a43	a21	a75	a92	a98	a85	a6	a0	a43	a11	a88	a71	a9	a87	a23	a88	a62	a47	a88	a9	a0	a31	a88	a9	a87	a23	a87	</S>
l'	0.0329178	0.0488002	0.0540462	0.0457747	0.0328532	0.0252673	0.0400587	0.0290154	0.0187005	0.0286483	0.0462883	0.0376593	0.0134092	0.0110254	0.00645629	0.00875106	0.00956536	0.0180656	0.0238071	0.0274079	0.0248043	0.0208008	0.0222541	0.0153491	0.0189886	0.0169163	0.0201026	0.0115642	0.0101044	0.0129287	0.0159802	0.0105116	0.0121319	0.0109909	0.0164424	0.0239068	0.0218525	0.0195452	0.0216181	0.0337542	0.0265957	0.0543396
étang	0.00194693	0.00183788	0.0026983	0.00342446	0.0026477	0.00521958	0.00590474	0.00689947	0.00856316	0.014384	0.0382615	0.0333675	0.0613844	0.046784	0.0384952	0.102812	0.0904345	0.0922123	0.116704	0.0943201	0.0826751	0.0609994	0.0169471	0.0186105	0.00708082	0.00464341	0.00266498	0.00725616	0.00401762	0.0021455	0.00157484	0.00240495	0.00067324	0.000879041	0.00109195	0.00098611	0.00130283	0.00190278	0.00202532	0.00275868	0.00415211	0.00490522
où	0.0290299	0.0183951	0.0231372	0.0258469	0.0239978	0.0327303	0.0371061	0.0525478	0.0267014	0.0364725	0.026277	0.0463302	0.0819538	0.0544546	0.0655689	0.0121009	0.0318262	0.0149295	0.0210244	0.0346357	0.0360485	0.0216736	0.0372005	0.0269479	0.0173342	0.0166085	0.00837447	0.00657338	0.00465454	0.00253803	0.00310806	0.00279468	0.00313299	0.0027118	0.00510559	0.00504869	0.00728971	0.013317	0.0135029	0.0215941	0.0267142	0.0226606
mon	0.0865977	0.0547036	0.0401771	0.0259064	0.0298131	0.0358715	0.0229442	0.0273435	0.0189927	0.0182441	0.018356	0.0137728	0.0231598	0.0169121	0.0221471	0.00984255	0.0130532	0.00888589	0.00668947	0.00587357	0.00518064	0.00465566	0.0140592	0.012826	0.0188996	0.0351713	0.046305	0.0406074	0.0245485	0.0175822	0.011942	0.0158896	0.0143906	0.0096004	0.0189726	0.0172415	0.0133202	0.020243	0.0183006	0.0495753	0.0321178	0.0592846
épouse	0.0427731	0.0422538	0.0422166	0.0385341	0.0421744	0.0450919	0.0372188	0.0434286	0.0380311	0.0334405	0.029451	0.0287515	0.0369072	0.0401668	0.0491041	0.0410761	0.0383666	0.0336664	0.021189	0.017701	0.0159399	0.0136131	0.0302301	0.0191734	0.0277719	0.0262893	0.027691	0.0227644	0.0115569	0.00739582	0.00409034	0.00354003	0.00420331	0.00322124	0.0035727	0.00265667	0.00320317	0.00482006	0.00383357	0.0064837	0.00832469	0.00808194
et	0.0300224	0.0211295	0.0168963	0.0139469	0.0145102	0.0160314	0.0159547	0.0175081	0.0184346	0.0183871	0.0174552	0.0256274	0.0436306	0.0320748	0.0271857	0.0256355	0.0316823	0.0350489	0.0332813	0.0243303	0.0205858	0.0194285	0.0192704	0.0123742	0.0153435	0.00985027	0.0134428	0.0120112	0.0124485	0.019656	0.02456	0.0235341	0.0462642	0.0402798	0.0366322	0.0412156	0.0229867	0.0271572	0.0284645	0.0324534	0.0177735	0.0254946
moi	0.0393506	0.0226469	0.0236221	0.0197931	0.0225982	0.0266201	0.0179147	0.0161882	0.019613	0.0167389	0.0184504	0.0178034	0.0235745	0.0190936	0.0266332	0.0162008	0.0153668	0.0207226	0.0120671	0.0168695	0.0179031	0.0178082	0.0220005	0.0143395	0.022001	0.0206274	0.0196037	0.0268393	0.0168866	0.0215529	0.0278222	0.0234453	0.0289546	0.0343947	0.0349219	0.0336257	0.0332704	0.049104	0.036188	0.0298076	0.0281557	0.0288804
avons	0.0507903	0.0280844	0.023572	0.0101455	0.0092794	0.00973346	0.00517721	0.00622092	0.00837752	0.00884335	0.00971084	0.0126571	0.0144301	0.0101855	0.0173326	0.0119547	0.00948258	0.0104724	0.00935135	0.0122867	0.0103824	0.0108323	0.0184982	0.0137346	0.026232	0.0406961	0.0466046	0.040448	0.0330258	0.0369988	0.0316855	0.0278088	0.0267677	0.0275146	0.0379815	0.0376733	0.0281483	0.0369549	0.042457	0.0590753	0.0505785	0.0378139
péché	0.0338453	0.0259309	0.0217111	0.0168683	0.0159243	0.0205551	0.0144263	0.0140015	0.0172674	0.0123533	0.0121689	0.0176343	0.0316721	0.0164325	0.0304755	0.0177099	0.0192923	0.0221911	0.0168546	0.0301495	0.0239633	0.0157577	0.0187269	0.011754	0.0129281	0.0170576	0.0229538	0.0152779	0.0133792	0.0146295	0.011805	0.0152647	0.0176208	0.0205456	0.0332017	0.0374242	0.0468565	0.0558333	0.0483805	0.0455683	0.0546908	0.0389166
à	0.0468885	0.0301787	0.0140151	0.00892637	0.0103681	0.0125877	0.00706356	0.0116979	0.0167752	0.00999394	0.00727026	0.00661055	0.00834939	0.00653394	0.00954812	0.00860269	0.00569615	0.00841706	0.00593481	0.00566826	0.00586209	0.00540226	0.00723646	0.00589155	0.00883491	0.0126757	0.0314957	0.0212342	0.0221933	0.0256841	0.0241319	0.0246684	0.0399571	0.036019	0.0584531	0.0728981	0.0702836	0.0575222	0.06301	0.0698844	0.0523639	0.0431718
