 	a66	a87	a23	a87	a23	a83	a75	a41	a5	a96	a18	a75	a5	a37	a79	a44	a15	a79	a44	a70	a88	a0	a75	a6	a36	a2	a57	a87	a23	a87	</S>
la	0.0708325	0.0852568	0.0741668	0.07267	0.0321813	0.0501615	0.0238247	0.0182579	0.00779831	0.0106484	0.019952	0.012758	0.0125124	0.0178208	0.0242715	0.026099	0.0244445	0.0172273	0.0119223	0.00698073	0.0105453	0.011539	0.0207528	0.0343863	0.0475886	0.0343867	0.0364204	0.0278311	0.0414749	0.0303441	0.0849443
nourriture	0.00219945	0.00932832	0.0125072	0.0316793	0.0296551	0.0331741	0.0850939	0.0813595	0.0899152	0.0623024	0.203699	0.0528682	0.0394683	0.0823815	0.061185	0.0289253	0.0352937	0.00957358	0.0159838	0.0038723	0.00259422	0.00297006	0.00159267	0.00104257	0.000949479	0.00226546	0.00105021	0.0010498	0.00342707	0.00917992	0.00341351
te	0.0397114	0.0420574	0.0709495	0.0759237	0.0665241	0.0493623	0.0688263	0.0522649	0.0358451	0.0369563	0.0499075	0.042517	0.0884684	0.063462	0.0189189	0.0184576	0.008812	0.00725339	0.00403232	0.00437424	0.00595796	0.00775931	0.0103576	0.0119338	0.0129258	0.0186641	0.0168918	0.0158795	0.0198032	0.0256568	0.00954586
donne	0.0543556	0.0267537	0.027862	0.0252345	0.0354037	0.0273135	0.0480623	0.0413873	0.0307546	0.0389135	0.040056	0.034396	0.0344796	0.0259387	0.0228692	0.0265275	0.0335465	0.0210869	0.0224512	0.0120796	0.0125729	0.0188847	0.0302106	0.0375665	0.0422645	0.0354471	0.0299381	0.0375105	0.0454712	0.022825	0.0578372
de	0.0465163	0.0259296	0.024	0.0162747	0.0352848	0.0367932	0.0585924	0.0546464	0.0548594	0.0685303	0.0556188	0.0320084	0.0313908	0.0221481	0.0205522	0.0288908	0.0211864	0.0233821	0.012841	0.0221716	0.0231187	0.0236926	0.0418022	0.0345972	0.0208394	0.0171672	0.022116	0.0255731	0.0225305	0.0180655	0.0588803
l'	0.0300382	0.0219056	0.0231777	0.0199744	0.0234812	0.0223075	0.0249875	0.032866	0.0248762	0.0352406	0.0279099	0.0142299	0.0137064	0.00758123	0.0107714	0.0149833	0.0172177	0.0179473	0.0206195	0.031447	0.0275829	0.0354655	0.0449471	0.0548702	0.0535186	0.0302972	0.0495412	0.0679564	0.0448966	0.0464214	0.109234
énergie	0.0436047	0.0351118	0.0383625	0.0305229	0.0505944	0.0402204	0.0467127	0.040745	0.0327216	0.0380455	0.0392817	0.0207022	0.0192415	0.0105097	0.0108778	0.00995121	0.0115642	0.0148611	0.0167163	0.0189786	0.0220167	0.0299026	0.0343868	0.044536	0.0417193	0.0379526	0.0398417	0.0464601	0.0401628	0.0388621	0.0548333
pour	0.037734	0.0216316	0.0152201	0.016693	0.0145075	0.00943334	0.0121581	0.0171036	0.0200581	0.0231565	0.0255266	0.0227801	0.0196631	0.00667883	0.00429098	0.00380421	0.00289125	0.00437994	0.00977994	0.0131507	0.0224225	0.0269181	0.0405611	0.0854815	0.0991963	0.078344	0.0613491	0.05887	0.066447	0.0642708	0.095498
travailler	0.0415056	0.030881	0.0197249	0.0198605	0.0159747	0.012783	0.0128276	0.0170795	0.0129215	0.0172758	0.0249995	0.0298649	0.0172279	0.0104073	0.00738489	0.00826324	0.0136825	0.010006	0.0157962	0.0186128	0.0392681	0.0346928	0.038674	0.0661747	0.0704073	0.06837	0.0638955	0.0524219	0.0758693	0.0580296	0.0751179
</S>	0.0549704	0.023312	0.0109959	0.00953803	0.00556713	0.00323757	0.00452119	0.00735288	0.00584112	0.00683165	0.00716562	0.0170147	0.0209698	0.0218687	0.0103588	0.0144557	0.0134902	0.0121965	0.0116185	0.0113459	0.0239272	0.0432061	0.0589085	0.0662965	0.0890509	0.0469834	0.0859118	0.0686366	0.0672542	0.0555199	0.121652
