 	a66	a87	a97	a9	a97	a3	a62	a88	a90	a4	a53	a98	a79	a93	a62	a61	a21	a12	a62	a93	a90	a25	a94	a90	a79	a7	a75	a6	a36	a26	a9	a3	a97	a99	</S>
ekoko	0.0270534	0.0225654	0.0214085	0.0199395	0.0191371	0.0306321	0.0439882	0.040655	0.0351775	0.0356835	0.0301879	0.0346843	0.0404424	0.039977	0.0549746	0.0652596	0.0565699	0.0413544	0.0401692	0.0305969	0.0259186	0.0225104	0.0168071	0.00846956	0.00888006	0.0188304	0.0136081	0.0148666	0.0236344	0.0161137	0.0143154	0.0140361	0.0168533	0.0146243	0.0400753
a	0.012037	0.0100357	0.0119707	0.0152574	0.0134428	0.0158412	0.0116465	0.0217837	0.0295443	0.0191915	0.0427892	0.0190353	0.0257071	0.0310279	0.0213295	0.0271471	0.0143528	0.0136134	0.0178045	0.0150943	0.0225485	0.0144449	0.0239838	0.0247599	0.0462636	0.0434489	0.0500458	0.0753029	0.0494916	0.0502828	0.044947	0.0487548	0.0339872	0.0547055	0.0283809
tué	0.0192293	0.0111024	0.0106662	0.00936182	0.00716172	0.00961482	0.010058	0.00989047	0.0137871	0.00953195	0.00988499	0.00676203	0.00832887	0.00820187	0.0056716	0.0106938	0.0060879	0.00798787	0.00732279	0.0084193	0.00681515	0.00951205	0.0128888	0.0217899	0.0508765	0.078518	0.0859559	0.111341	0.0945374	0.0786928	0.0411947	0.0713676	0.038248	0.0613856	0.0471117
une	0.0317884	0.0296024	0.0269773	0.0170324	0.0145529	0.0149107	0.0169768	0.0115126	0.0120264	0.0133449	0.0117082	0.0121852	0.0201644	0.0342483	0.0580141	0.0741184	0.0769802	0.061411	0.0506827	0.081479	0.148903	0.0867617	0.0377869	0.00807915	0.00552089	0.00392103	0.00408077	0.00421193	0.00448618	0.00381663	0.00461635	0.00423094	0.00458522	0.00313104	0.00615157
antilope	0.0659469	0.0839771	0.0877423	0.0629246	0.0547543	0.0401279	0.0346277	0.0163483	0.0145798	0.0190179	0.016229	0.0137228	0.0295291	0.0480559	0.0489161	0.031799	0.038523	0.0257513	0.0167728	0.0167649	0.0158912	0.0144701	0.0103537	0.0103027	0.0131345	0.0109537	0.0202923	0.0180545	0.0202658	0.0180309	0.0158876	0.0173138	0.0183571	0.0131743	0.0174073
noire	0.037406	0.0436898	0.0469377	0.0351372	0.0337349	0.031474	0.0209885	0.0102887	0.0131704	0.0258866	0.0238863	0.0269392	0.0423724	0.0350894	0.0399325	0.0431925	0.0438098	0.0464404	0.0381375	0.0394065	0.0382757	0.0383832	0.0216201	0.0158127	0.0207833	0.0132658	0.0159462	0.0214301	0.0168661	0.0206904	0.0178435	0.0210073	0.0221617	0.0150099	0.0229836
avec	0.0611149	0.0563455	0.0554551	0.0584798	0.0352973	0.0240176	0.0194136	0.0140051	0.015435	0.0188926	0.012272	0.0144153	0.0173492	0.0323157	0.0127845	0.0136554	0.011943	0.0127321	0.00968041	0.00938149	0.00746506	0.00702001	0.00783119	0.00906096	0.0154623	0.0153819	0.0302773	0.0466818	0.0474482	0.0562288	0.0423237	0.0599137	0.0442037	0.0398572	0.0658588
le	0.0874193	0.0657975	0.0552705	0.0658855	0.0371804	0.0269029	0.0424715	0.0329051	0.0379942	0.0513702	0.0324687	0.0253944	0.0231498	0.0343279	0.0252674	0.0293331	0.0274693	0.0259291	0.0195701	0.0188333	0.0172089	0.0154993	0.0120247	0.0136109	0.0277556	0.0116993	0.0120282	0.0161213	0.0155628	0.0116403	0.0149905	0.00917944	0.0137493	0.016408	0.0275814
fusil	0.0527291	0.0298604	0.0225251	0.0265591	0.0208599	0.0128946	0.0137641	0.0160701	0.015752	0.0176458	0.016145	0.018542	0.0240369	0.0399609	0.0284401	0.0437801	0.0392278	0.0307467	0.0272413	0.0297209	0.031867	0.0292295	0.0302698	0.0279265	0.0440543	0.0300957	0.0267731	0.0288403	0.0382549	0.0315902	0.0342996	0.0272698	0.0292152	0.0327166	0.0310955
</S>	0.032198	0.0171144	0.011495	0.0138033	0.00724364	0.00284145	0.00496003	0.00828762	0.00682502	0.00828009	0.00406426	0.00438702	0.00831525	0.0141796	0.00656796	0.0153834	0.0118378	0.00962235	0.00693135	0.00875432	0.00601267	0.00559165	0.0105796	0.0189709	0.0351474	0.0300089	0.055527	0.0903834	0.109195	0.103525	0.0679163	0.0667774	0.0597501	0.064057	0.0734657
