 	a66	a87	a23	a87	a23	a50	a88	a9	a82	a30	a4	a70	a96	a12	a31	a24	a21	a56	a96	a94	a66	a70	a96	a75	a92	a90	a69	a58	a90	a69	a58	a62	a47	a88	a62	a88	a75	a5	a37	a62	a88	a71	a38	a36	a2	a57	a87	</S>
la	0.0378714	0.0377032	0.0431157	0.045326	0.0557723	0.038604	0.0546031	0.0294403	0.0242326	0.0218014	0.0287466	0.021099	0.0250963	0.0354467	0.0266134	0.0329831	0.0314867	0.0258329	0.0217779	0.0136005	0.0109677	0.0056727	0.00593813	0.00715218	0.00779564	0.00801594	0.0140691	0.0265651	0.0134674	0.014909	0.0109512	0.00637123	0.0137176	0.0116703	0.00750703	0.0116967	0.00904881	0.0096428	0.00781461	0.014001	0.0169077	0.0153095	0.0143476	0.0122912	0.0104969	0.0138882	0.0130322	0.0355994
manière	0.00316541	0.0039256	0.00215444	0.00277128	0.00317149	0.0034372	0.00817211	0.00625164	0.00678239	0.00656706	0.00720528	0.00482363	0.00599972	0.0125304	0.0182702	0.00920797	0.0202505	0.0234993	0.0220521	0.033824	0.0270941	0.0229541	0.0740693	0.074994	0.0510963	0.159179	0.122849	0.0883807	0.0507104	0.041607	0.0283361	0.0204381	0.0129976	0.00597354	0.00221488	0.00286243	0.00200126	0.000920139	0.000715424	0.00129537	0.00109539	0.000783457	0.000380333	0.000306055	0.000566055	0.000599268	0.00107333	0.00044613
dont	0.137196	0.0745931	0.0470099	0.0301161	0.0394027	0.0227963	0.0225122	0.022625	0.0208914	0.0174959	0.0132168	0.00704538	0.00891811	0.0167383	0.0245978	0.0190521	0.0306182	0.0240346	0.0252886	0.0428837	0.0260238	0.0183326	0.0322784	0.0378078	0.022557	0.026544	0.0170525	0.0146894	0.0150941	0.0121799	0.00736385	0.0057982	0.00367987	0.00231715	0.00145108	0.00211242	0.00189214	0.00214937	0.00221065	0.00506839	0.00288438	0.00560256	0.00656472	0.0106143	0.0151987	0.015395	0.0310853	0.00902033
il	0.0436633	0.0418382	0.0217743	0.0170519	0.014123	0.0154334	0.0132859	0.0134321	0.00950954	0.00675316	0.00412915	0.00444794	0.00704882	0.0108278	0.0110436	0.00719666	0.0186506	0.0111136	0.016452	0.0265122	0.016407	0.0245023	0.0190254	0.0419083	0.0158282	0.0190754	0.0228597	0.0219513	0.0307602	0.0383593	0.04931	0.0437046	0.0278111	0.0204888	0.00965261	0.0202768	0.0144266	0.0230239	0.0249762	0.0244586	0.0224956	0.0208763	0.028258	0.0213075	0.0197721	0.0241674	0.0266311	0.0133986
doute	0.0392633	0.0208448	0.0180344	0.0208035	0.0186069	0.0205339	0.0220202	0.0168139	0.0144757	0.0216245	0.00964019	0.0135471	0.0130404	0.011487	0.0171667	0.0174701	0.0179051	0.0191643	0.0284258	0.0555713	0.048414	0.0369222	0.0800884	0.0540386	0.0243294	0.0171104	0.0229494	0.0212492	0.0204418	0.0258399	0.0258018	0.0367432	0.0349183	0.0325623	0.00663875	0.0104686	0.00553325	0.00486238	0.00614112	0.00992107	0.00561992	0.00361991	0.00625716	0.00581217	0.00690904	0.00957675	0.0111901	0.00960186
de	0.0269209	0.0154037	0.0217117	0.0152619	0.0150544	0.0118134	0.0136575	0.00926691	0.0127382	0.0145077	0.0162417	0.0205151	0.0200848	0.0189221	0.0325897	0.0374786	0.0329064	0.0369435	0.0439912	0.0493506	0.0570554	0.0468318	0.0774032	0.0403416	0.0299589	0.0139603	0.0165549	0.0147511	0.00937256	0.0132214	0.0100021	0.01608	0.018416	0.0168393	0.0136196	0.0136871	0.00922043	0.00840574	0.00505398	0.00678637	0.0048661	0.00572417	0.0087147	0.00959534	0.0131154	0.0168698	0.014135	0.0240579
tout	0.0279528	0.0171206	0.0197568	0.0180099	0.017087	0.0161894	0.0126829	0.0133824	0.0163857	0.0126334	0.015048	0.0152827	0.0164847	0.016947	0.0251639	0.025018	0.0244881	0.027633	0.0304499	0.0268268	0.0356504	0.0304033	0.0366284	0.0240764	0.0200704	0.017948	0.0217014	0.0241956	0.0145594	0.0153302	0.0157835	0.0124882	0.0182608	0.0140572	0.0130514	0.0120373	0.0111375	0.0104419	0.0118095	0.01563	0.0148441	0.0230658	0.0254991	0.0323126	0.0289001	0.0295717	0.0339255	0.0420771
est	0.0196407	0.0173558	0.025226	0.0152467	0.00874845	0.00487578	0.00205326	0.00202082	0.00353645	0.00301373	0.00254224	0.00418274	0.00409051	0.00426062	0.00659869	0.00992877	0.00998169	0.0113706	0.0143119	0.0122409	0.016086	0.0186646	0.0131144	0.0172878	0.0112041	0.0105824	0.0116314	0.0165044	0.0185687	0.0143336	0.0153266	0.0140758	0.0189232	0.0184213	0.0186842	0.0260257	0.0227974	0.0343283	0.0373631	0.0476003	0.0627986	0.0478397	0.059103	0.074539	0.0666365	0.0378186	0.0397636	0.0287513
un	0.00921185	0.00666042	0.00898025	0.0081622	0.00524055	0.00614	0.00311391	0.00452602	0.0120795	0.00874683	0.00594348	0.00865087	0.00556163	0.00444065	0.00866701	0.0128076	0.0142675	0.014999	0.0207707	0.0120149	0.0194282	0.0205666	0.0234692	0.0233463	0.0218039	0.0124635	0.0166489	0.015599	0.0169919	0.0155964	0.0128986	0.0128536	0.0132518	0.0154024	0.0114845	0.0153518	0.0140691	0.0218557	0.025912	0.0470574	0.0604825	0.048468	0.0641239	0.0836434	0.0465616	0.0443479	0.0503263	0.0450106
manque	0.00797913	0.00725347	0.00674935	0.0088249	0.00582599	0.00734533	0.00883713	0.0101556	0.0139359	0.011444	0.00702137	0.0121669	0.00755381	0.00972895	0.0101372	0.013861	0.0187199	0.0198876	0.0228145	0.0200476	0.0262367	0.0277067	0.0409321	0.0277745	0.0253158	0.0161932	0.0250852	0.0267891	0.0226726	0.0211933	0.0247071	0.0191816	0.0151626	0.0185955	0.0129954	0.017627	0.019103	0.0283964	0.0313336	0.0381917	0.0432696	0.0424048	0.0412571	0.0400064	0.0336813	0.0307275	0.037873	0.0152977
