 	a66	a87	a23	a87	a23	a79	a57	a53	a4	a57	a38	a18	a57	a53	a69	a4	a20	a94	a4	a94	a70	a11	a66	a70	a34	a54	a79	a54	a44	a26	a54	a44	a70	a13	a38	a50	a62	a88	a71	a9	a3	a97	a10	a97	a87	a23	a87	</S>
la	0.0253454	0.0190679	0.029682	0.0318971	0.0308069	0.0399102	0.0237717	0.0662365	0.0383899	0.0458154	0.0390115	0.0234474	0.0118283	0.0316096	0.0191978	0.0116939	0.00968085	0.0155816	0.0201577	0.0229188	0.0259356	0.0284338	0.0267332	0.0224265	0.0119422	0.0134175	0.00994793	0.00596417	0.0167477	0.0107651	0.00807685	0.00769609	0.00903587	0.0109475	0.00725913	0.00662466	0.0123839	0.0118308	0.0137593	0.0182523	0.0205257	0.0225866	0.0141854	0.0178054	0.0212349	0.0228114	0.0127505	0.0338697
bise	0.00279675	0.00313814	0.00831662	0.00571735	0.00592003	0.0324695	0.0261519	0.134701	0.0570567	0.0654473	0.0204485	0.0237309	0.0172193	0.0548033	0.0330863	0.0535336	0.0309759	0.044284	0.0577924	0.0329702	0.0342699	0.0138172	0.0269715	0.0182494	0.0477374	0.0274576	0.0173774	0.032656	0.0232969	0.0117756	0.0110196	0.00461952	0.00254681	0.00153536	0.00241457	0.00174676	0.000708437	0.00156433	0.000993159	0.000456658	0.000847794	0.000998052	0.000531056	0.000947708	0.00109111	0.00134204	0.00135768	0.00111027
s'	0.0120569	0.0190278	0.0179302	0.0141877	0.0127684	0.00767876	0.00506499	0.0147281	0.0270196	0.0597127	0.084318	0.0750184	0.0627648	0.0579675	0.0552987	0.0451679	0.0617922	0.0433235	0.046821	0.0391223	0.0294593	0.0272245	0.0399978	0.0389345	0.0270368	0.0283739	0.00591301	0.00503195	0.00262392	0.00266613	0.00148209	0.00220756	0.00222532	0.00156631	0.00143096	0.0018093	0.0017176	0.00180005	0.00244863	0.00123997	0.000780577	0.00366724	0.0021889	0.00195342	0.00142959	0.00127813	0.00113148	0.000611604
est	0.00954706	0.00776208	0.00440276	0.00399461	0.00542578	0.00531324	0.00816793	0.0171952	0.0205186	0.0167406	0.0398366	0.0301345	0.0902342	0.060207	0.122547	0.0403249	0.034335	0.0275873	0.0290993	0.0378912	0.0354592	0.0318258	0.0381726	0.0540548	0.0242773	0.016676	0.0133922	0.0129692	0.00984793	0.00647295	0.00604568	0.00612054	0.00478739	0.00585276	0.00778722	0.0090022	0.00639705	0.00583178	0.00607478	0.00352333	0.00465288	0.0110287	0.0105165	0.010738	0.0125621	0.00872982	0.0100229	0.015913
mise	0.00751499	0.0092418	0.00672928	0.0065844	0.0132414	0.0204246	0.0132808	0.0478142	0.0222038	0.0509136	0.0356166	0.0340762	0.0464362	0.0340865	0.0675264	0.0266099	0.0450655	0.0670672	0.0609041	0.0900502	0.0288626	0.0229696	0.0112805	0.0289194	0.0155747	0.0158769	0.0119328	0.00671784	0.00568696	0.00865149	0.0123758	0.013279	0.0109009	0.0112287	0.00931109	0.0135867	0.00423141	0.00433106	0.00928461	0.00251702	0.004752	0.00891598	0.00431642	0.00529943	0.00617742	0.00396945	0.00867475	0.00498792
à	0.00542489	0.00449091	0.00457884	0.00553859	0.00928137	0.00919137	0.011893	0.0184615	0.0135775	0.0120398	0.00908239	0.0166019	0.0343004	0.0344835	0.0690477	0.0461138	0.0632514	0.0590878	0.0752278	0.0655942	0.0550153	0.0394113	0.024765	0.031222	0.0169185	0.0121674	0.0176815	0.011888	0.0144996	0.0098289	0.0124793	0.00737887	0.00817961	0.00927845	0.0121325	0.0120404	0.0148611	0.0121284	0.0124687	0.0102939	0.00826791	0.0085444	0.00991408	0.00940996	0.0119217	0.011977	0.0147295	0.0133282
souffler	0.00375182	0.00259269	0.00150553	0.00136304	0.00198747	0.00154983	0.00174526	0.00766077	0.0115134	0.0133612	0.0160423	0.0176992	0.0272696	0.0329127	0.0862727	0.0376363	0.0861746	0.0550214	0.103594	0.0971248	0.0552479	0.0635027	0.0235971	0.0376447	0.016881	0.0160553	0.0129399	0.0105298	0.00756762	0.00882243	0.00380407	0.00414084	0.00443992	0.00453142	0.00398935	0.00623195	0.0100825	0.00696558	0.0083801	0.00923388	0.00489537	0.00885901	0.0119111	0.00942491	0.0124344	0.0124928	0.010513	0.00810335
de	0.0142949	0.00864036	0.00307871	0.00277058	0.00235248	0.000940534	0.00129652	0.00314189	0.00491564	0.0056974	0.012128	0.0135962	0.0260465	0.0334088	0.0647558	0.0507565	0.0534464	0.0399004	0.0743301	0.0286519	0.013773	0.0120698	0.00915394	0.0120232	0.0084671	0.00643848	0.00473661	0.00382889	0.00453082	0.00307563	0.002277	0.00588091	0.00806155	0.00895746	0.00638784	0.00891364	0.010859	0.0129266	0.0182196	0.0307552	0.0147194	0.026455	0.0395367	0.0526107	0.0562009	0.0688148	0.0684797	0.0376968
toute	0.0081944	0.00805336	0.00432565	0.00378448	0.00389304	0.00184903	0.00221271	0.00627644	0.0125653	0.0122444	0.00956006	0.0110566	0.0225685	0.0350504	0.0534802	0.0310877	0.0241147	0.0300123	0.0690744	0.0404375	0.0217366	0.0139576	0.00792049	0.008831	0.00567457	0.00412509	0.00258067	0.00224343	0.00370033	0.0032423	0.00319213	0.00615927	0.00883364	0.00728482	0.0052132	0.00659258	0.0129645	0.0144696	0.0165433	0.0527475	0.0296141	0.0212995	0.0417814	0.0592268	0.0596811	0.0655063	0.0683401	0.0566971
sa	0.0131192	0.01122	0.00747521	0.00595492	0.00626253	0.00328605	0.00426981	0.0051452	0.00873717	0.00800935	0.00514464	0.00542726	0.00928009	0.0136722	0.0219091	0.0118271	0.0128452	0.0226011	0.0548739	0.0441063	0.0307662	0.0182772	0.00914939	0.0109324	0.00508658	0.00441961	0.00403722	0.00361463	0.00468365	0.00621137	0.0085565	0.0144002	0.0202316	0.0179355	0.0136466	0.0169646	0.023508	0.0236505	0.0383308	0.0363667	0.0341461	0.04352	0.0458431	0.0632129	0.0684711	0.0499202	0.0600384	0.0489125
