 	a66	a87	a23	a53	a79	a44	a70	a96	a70	a93	a54	a6	a0	a11	a88	a75	a85	a6	a0	a54	a6	a36	a26	a57	a87	a23	a10	</S>
la	0.0872654	0.10043	0.0669305	0.0473873	0.0501875	0.0280223	0.0191234	0.0172975	0.013745	0.0147408	0.0156698	0.0134156	0.0130489	0.0102151	0.00706227	0.00545461	0.00635902	0.0109382	0.0402607	0.0361432	0.033492	0.0737603	0.0655535	0.0423794	0.0392375	0.0537577	0.0409281	0.0471942
fille	0.00140917	0.0103143	0.0192133	0.0293859	0.0356112	0.0847494	0.146738	0.186533	0.147369	0.0937514	0.0615766	0.0449751	0.0388392	0.0292843	0.0449597	0.0134169	0.00473733	0.00137906	0.00154575	0.000339844	0.000268828	0.000338208	0.00049171	0.000389058	0.000227295	0.000764604	0.000663084	0.000729052
est	0.0141556	0.0439265	0.0896957	0.0572787	0.0471763	0.0321447	0.0475436	0.0866448	0.0695296	0.0807665	0.0774541	0.074624	0.0776724	0.052455	0.0478792	0.0159266	0.0127739	0.00628042	0.00854883	0.00776452	0.00765659	0.00532098	0.00731988	0.00658592	0.00687118	0.00537613	0.00626759	0.00436065
en	0.0113842	0.0135394	0.0179783	0.017236	0.00851328	0.01026	0.0228775	0.0481292	0.0620565	0.0966788	0.0944318	0.0835379	0.063954	0.0749555	0.0730009	0.0252934	0.0169974	0.0179141	0.0278962	0.0212925	0.0265503	0.0202276	0.0309504	0.0226663	0.0225708	0.0246945	0.0225952	0.021818
train	0.0270029	0.0392054	0.0294836	0.0295743	0.0152553	0.0124823	0.0150561	0.0224698	0.0416384	0.0649743	0.0972638	0.0878248	0.095642	0.0741822	0.0716618	0.0543482	0.0291871	0.0267236	0.0269769	0.0198491	0.0202706	0.0153599	0.0167738	0.0130271	0.0123345	0.0157693	0.0114239	0.014239
de	0.0310331	0.0182631	0.00701892	0.00476069	0.0135425	0.0139668	0.0223316	0.0392113	0.0293444	0.0191151	0.013001	0.0131258	0.00677123	0.00431803	0.00383571	0.00405613	0.00738423	0.0214239	0.0256889	0.0411543	0.0745713	0.0810775	0.0611047	0.0722844	0.116636	0.079407	0.068328	0.107244
laver	0.0494623	0.031433	0.0202461	0.0117645	0.0155371	0.0238774	0.0366499	0.0387472	0.0384886	0.0682332	0.108465	0.115441	0.112062	0.0785893	0.0693093	0.0448274	0.0340697	0.0349282	0.0166073	0.00582804	0.00444315	0.00923818	0.00470195	0.0033217	0.00586477	0.00547626	0.00538087	0.00700707
les	0.0817067	0.0243799	0.010782	0.00342423	0.00166132	0.00164793	0.00320782	0.00518099	0.00922013	0.0144923	0.0227246	0.0286092	0.0248115	0.0281989	0.0440528	0.0557437	0.0903027	0.11249	0.0823616	0.0770392	0.0656216	0.0605443	0.0391861	0.0197489	0.0314621	0.0213318	0.0168135	0.0232538
assiettes	0.0798059	0.030804	0.0106372	0.00294132	0.00270622	0.00350298	0.00852457	0.0174986	0.0170669	0.017142	0.0153885	0.0253195	0.0250306	0.0297114	0.0376913	0.0393162	0.0461732	0.0679547	0.0493666	0.0546234	0.0750972	0.056106	0.0545702	0.0345759	0.0519712	0.0393239	0.0341573	0.0729932
</S>	0.0262085	0.0145589	0.00854657	0.00383906	0.00160426	0.00157289	0.00246093	0.00453302	0.00488979	0.00263196	0.00303015	0.00229715	0.00327004	0.00255755	0.00297557	0.00476501	0.010155	0.0225699	0.0542064	0.0641729	0.111258	0.0898856	0.124051	0.0778925	0.0877604	0.0710062	0.0700163	0.127285
