 	a84	a87	a23	a50	a96	a43	a11	a70	a96	a70	a34	a47	a21	a12	a56	a43	a11	a70	a34	a98	a79	a98	a92	a56	a11	a75	a92	a37	a85	a6	a36	a2	a57	a87	a23	a82	a13	a83	a70	a13	a53	a90	a44	a93	a70	a93	a94	a57	a3	a97	a99	a97	a87	a23	a94	</S>
je	0.037049	0.0621813	0.0454361	0.0305871	0.0366629	0.0458172	0.0436199	0.0332676	0.0236841	0.018378	0.0155791	0.00904595	0.00735294	0.0121701	0.00954052	0.0119608	0.010944	0.0111963	0.0102784	0.0130117	0.00988406	0.00897548	0.0127559	0.00797154	0.00903627	0.0118349	0.00898713	0.0131187	0.0110942	0.0213809	0.0207633	0.0216706	0.0311475	0.024048	0.0230504	0.022964	0.0227712	0.0179351	0.0249498	0.0174842	0.0115115	0.0121575	0.0172251	0.0293368	0.00934059	0.00790633	0.0143054	0.0120249	0.0084772	0.00948695	0.00568693	0.00711396	0.004364	0.00688654	0.00697029	0.00762004
ne	0.00830895	0.00627649	0.00463355	0.00542777	0.00393153	0.0062704	0.00577674	0.00842955	0.0166894	0.0142833	0.0267062	0.0326287	0.0194499	0.0253393	0.0366672	0.0307831	0.0294073	0.0363169	0.0314934	0.0286628	0.032541	0.0307804	0.0259431	0.0287589	0.0269815	0.0175582	0.015868	0.0233796	0.0321324	0.0193125	0.0339977	0.0129064	0.0137971	0.0144959	0.0186689	0.0076403	0.00610028	0.00745594	0.00686375	0.00386362	0.0067409	0.00798213	0.0126408	0.00728821	0.0166717	0.0208138	0.0184851	0.0204066	0.0194619	0.0173742	0.0151645	0.016771	0.022365	0.0142286	0.0108019	0.0162757
comprends	0.0110341	0.00567974	0.00352969	0.00346224	0.00386118	0.0037483	0.00300951	0.00415824	0.00711372	0.00675212	0.0101936	0.0307318	0.0168551	0.0374734	0.0534328	0.0326217	0.0405264	0.0562404	0.0658275	0.0527821	0.044955	0.0677685	0.0595554	0.0563292	0.0722539	0.0584627	0.0259982	0.0257475	0.0187407	0.00746045	0.00570162	0.00621423	0.00314362	0.0052337	0.00242996	0.00293152	0.00231253	0.00132098	0.00254667	0.00122556	0.00275073	0.00202144	0.00170172	0.00174821	0.00206876	0.00237904	0.00318983	0.0025651	0.00229186	0.00303169	0.00412327	0.00388948	0.0133334	0.00846846	0.0163416	0.0107299
pas	0.05081	0.0777	0.044052	0.0353416	0.0258924	0.0164136	0.0164489	0.00979764	0.00686498	0.00533186	0.00467032	0.00518633	0.00406226	0.00372691	0.00393335	0.00511976	0.00560526	0.00659487	0.00724467	0.00923789	0.0099442	0.0120519	0.0199333	0.0160693	0.0152765	0.0160047	0.0164913	0.0118539	0.00845578	0.00862062	0.0033885	0.00815549	0.00656072	0.00812604	0.006415	0.00927921	0.0101223	0.0133213	0.0177686	0.0443044	0.0374946	0.0354277	0.00711099	0.00563893	0.00383721	0.0039767	0.00495971	0.00650145	0.00832502	0.0112436	0.0207483	0.0304328	0.0581203	0.0521225	0.0476917	0.0601911
la	0.0434047	0.0344139	0.0229165	0.0248962	0.0225981	0.0171569	0.0106537	0.0134723	0.00572321	0.00669598	0.00613873	0.0108076	0.00512549	0.00741299	0.00870956	0.00954131	0.00973119	0.0120555	0.0121154	0.0168003	0.0170283	0.0270059	0.0409274	0.0434467	0.042711	0.0526617	0.0552598	0.0356373	0.0287868	0.0199416	0.00938823	0.0153124	0.0118639	0.0103737	0.00773768	0.012134	0.010073	0.0140505	0.0125642	0.01005	0.00743934	0.0102762	0.0048169	0.00652007	0.0068808	0.0075441	0.0106173	0.00912487	0.00824649	0.00691531	0.0134194	0.0125111	0.0472494	0.0202547	0.0219079	0.0289527
manière	0.0445154	0.0269372	0.0230576	0.0104868	0.018862	0.0155667	0.00911352	0.0099338	0.00479445	0.00603997	0.00773758	0.00671159	0.0052752	0.00515441	0.00839273	0.0164312	0.0150953	0.0286848	0.0349313	0.0438617	0.047147	0.0505562	0.0444769	0.0333826	0.0631735	0.0615117	0.0919123	0.0577306	0.0360876	0.050359	0.00857835	0.01791	0.0216939	0.0182863	0.0109135	0.00945787	0.00573162	0.00721477	0.00399706	0.00196331	0.000952535	0.000604227	0.00027847	0.000364964	0.000210884	0.000205611	0.00029073	0.000275641	0.000447262	0.000587741	0.00151607	0.00103182	0.00285215	0.00190585	0.00231033	0.00249813
dont	0.0802581	0.0261251	0.0212955	0.0135634	0.0119701	0.00979369	0.0116203	0.00956585	0.00900245	0.0104676	0.0181472	0.0187729	0.00776541	0.0184601	0.0272479	0.021899	0.0285197	0.0379332	0.0271591	0.0340527	0.0304977	0.0278857	0.0356589	0.0331093	0.0421914	0.0363125	0.0410941	0.0425366	0.0265868	0.0213954	0.00907941	0.0167517	0.0138633	0.0110768	0.0058267	0.00505415	0.00528143	0.00379986	0.0168036	0.0207936	0.0174619	0.0117188	0.00637082	0.00913934	0.00260875	0.0025021	0.00251039	0.00265352	0.00375741	0.0035744	0.00758402	0.00749661	0.00999761	0.0103043	0.00937142	0.00373
ma	0.0208606	0.0214363	0.0161383	0.00892882	0.00852467	0.00566775	0.00914664	0.00650455	0.0113316	0.0118032	0.0108449	0.0135559	0.00520829	0.0228502	0.0301838	0.0186653	0.0206009	0.0348613	0.0338406	0.0308686	0.0203374	0.0289179	0.0317806	0.0255845	0.0346847	0.0477385	0.0294846	0.0290536	0.0269337	0.022457	0.0127945	0.0128387	0.0106079	0.0151122	0.0104748	0.0068133	0.00898276	0.00733414	0.0422375	0.0260907	0.038909	0.0127907	0.0119551	0.0179675	0.00681467	0.00337991	0.00449775	0.00337766	0.00393744	0.00454938	0.0121625	0.011408	0.0201174	0.0214362	0.0195411	0.0150744
femme	0.058651	0.0528638	0.01935	0.0164731	0.0109274	0.00608949	0.00736599	0.0042176	0.00504522	0.00715185	0.00502982	0.00811376	0.00384468	0.0101296	0.0121195	0.00874034	0.00899804	0.0116701	0.0122956	0.0131959	0.01103	0.0130664	0.0130467	0.0235114	0.0162508	0.0237196	0.0168235	0.0152752	0.0175846	0.0209104	0.00791196	0.0120097	0.00552234	0.00996278	0.0095812	0.0173324	0.0194168	0.0146724	0.063161	0.0334559	0.0598526	0.0259191	0.0259433	0.0205669	0.00945117	0.0057788	0.00970524	0.00789289	0.00656591	0.0117553	0.0166758	0.0205203	0.0262944	0.0459396	0.0355418	0.0250789
boude	0.0547418	0.0452555	0.0281019	0.0211878	0.0166304	0.0103267	0.00990802	0.00898459	0.00432238	0.00624738	0.00469556	0.00843852	0.00325025	0.0104626	0.012307	0.0122227	0.014755	0.0151387	0.0138022	0.0206469	0.0173887	0.0224305	0.0211716	0.0290061	0.0320538	0.0229873	0.034798	0.0287831	0.0208715	0.0150666	0.00886522	0.0110867	0.00581558	0.00839076	0.00759797	0.0105268	0.0101753	0.0105524	0.0241366	0.0166056	0.0243971	0.0108731	0.00817479	0.00719555	0.00453697	0.00374382	0.00650816	0.00592725	0.0060148	0.00809975	0.0160323	0.0229535	0.0344205	0.046726	0.0520862	0.0625743
contre	0.0286884	0.0210844	0.0131937	0.0132334	0.00941752	0.00975021	0.00617556	0.00905102	0.0063787	0.00943755	0.0100542	0.022581	0.00760942	0.0291375	0.0305077	0.0218727	0.0186637	0.0216077	0.0175414	0.0187884	0.0151455	0.0314511	0.0235204	0.0299189	0.0299202	0.0297198	0.0154023	0.0163942	0.0123328	0.0128961	0.0114156	0.00804037	0.00480119	0.0106478	0.00753957	0.0112066	0.0113095	0.00895034	0.0166807	0.0122257	0.0231959	0.0143968	0.014848	0.0206541	0.0127768	0.0110843	0.011133	0.017165	0.0208549	0.0194474	0.0300179	0.0350263	0.0310858	0.0318498	0.033237	0.0289339
moi	0.0307417	0.0375918	0.0323285	0.0221458	0.0129559	0.0100385	0.00977362	0.00975286	0.00626194	0.00770198	0.00516429	0.00843629	0.00463528	0.01025	0.00971099	0.00833451	0.00772869	0.0069121	0.00870493	0.00927675	0.0064382	0.0131616	0.0101486	0.017861	0.0180643	0.0220166	0.0189126	0.0163883	0.0118134	0.00668129	0.00692994	0.00621612	0.00413996	0.00542841	0.00620097	0.00577735	0.00627579	0.00670162	0.0130323	0.0158328	0.042824	0.0284353	0.024782	0.0267422	0.0147872	0.0118803	0.0142124	0.0213468	0.0222164	0.0276148	0.035847	0.0535064	0.032038	0.0534535	0.0541162	0.0597299
</S>	0.0202039	0.0286994	0.0241532	0.0169623	0.0195083	0.0166324	0.0149386	0.0173417	0.0143277	0.0165886	0.0116651	0.0140122	0.00524822	0.0153889	0.0144529	0.0107216	0.0105801	0.0092228	0.00985684	0.0101631	0.00735444	0.0128223	0.0119286	0.012945	0.0148513	0.0168476	0.0093453	0.00989219	0.00599601	0.0048195	0.00471936	0.00519722	0.00246388	0.00538651	0.00427703	0.0066752	0.00589525	0.00640734	0.0127665	0.0137307	0.0323744	0.021076	0.0190051	0.0217513	0.0218875	0.0171242	0.0175998	0.0260424	0.0279881	0.0308108	0.0365174	0.0580419	0.0313126	0.0472898	0.0485832	0.0676066
