 	a66	a87	a23	a10	a54	a15	a79	a93	a75	a92	a37	a21	a12	a21	a85	a5	a0	a21	a12	a21	a75	a92	a37	a62	a21	a5	a36	a27	a82	a87	a23	a87	a23	a99	a30	</S>
dans	0.033335	0.0544083	0.0972484	0.0688707	0.0755093	0.0869902	0.040672	0.0243486	0.0144695	0.0308002	0.0125799	0.0138235	0.0078672	0.00753155	0.00931087	0.00615348	0.0038377	0.00655747	0.00367589	0.00532736	0.010027	0.0134326	0.0155771	0.0196255	0.0242296	0.0188006	0.0140909	0.0260952	0.0321728	0.0401447	0.04667	0.0143405	0.0290461	0.0196748	0.0199525	0.0528029
mon	0.0153954	0.0190626	0.0277935	0.0280565	0.049343	0.0848241	0.0365555	0.0266698	0.0179366	0.0158095	0.0119929	0.0110119	0.0124109	0.0137375	0.0133868	0.0165764	0.0185005	0.0129929	0.01772	0.0248607	0.0321572	0.0231307	0.0273761	0.0170858	0.0173793	0.0242386	0.0482582	0.0346653	0.0426282	0.0327201	0.0401922	0.0434465	0.046791	0.0318368	0.0398523	0.0236048
champ	0.0431189	0.0275338	0.026256	0.0112182	0.0255946	0.0199125	0.0478147	0.0509383	0.0495389	0.0533138	0.0520862	0.0422574	0.0543645	0.0589295	0.0538168	0.0497469	0.050559	0.0255125	0.0219748	0.0247859	0.0228225	0.0144346	0.010506	0.0103939	0.0104179	0.00911737	0.0132501	0.0108154	0.0108609	0.00589666	0.0108557	0.00930707	0.0104958	0.0140395	0.0299058	0.0176076
il	0.108418	0.0611698	0.0494903	0.040588	0.0286867	0.0314656	0.038677	0.0527596	0.04131	0.0303415	0.0392899	0.0249196	0.0291421	0.0189622	0.0102099	0.0166375	0.0179961	0.0232361	0.0210913	0.0168722	0.0127273	0.0108808	0.0102164	0.0119498	0.0155434	0.00715991	0.0130773	0.0120114	0.0126396	0.0113682	0.0161702	0.0224647	0.0333804	0.0276188	0.0386333	0.0428953
y	0.104223	0.0958673	0.0483075	0.0645253	0.0232508	0.0144111	0.0285903	0.0256014	0.0333433	0.0302098	0.0335954	0.0238335	0.0374037	0.0213362	0.017852	0.014395	0.0164863	0.0201755	0.0221917	0.0232533	0.0192415	0.017308	0.0191197	0.0130209	0.0127048	0.0113223	0.0162623	0.01181	0.0126877	0.0120507	0.0168986	0.0171987	0.0261694	0.0240737	0.0403725	0.0309071
a	0.042141	0.0684075	0.0569096	0.0517762	0.0334202	0.0243655	0.024033	0.0284227	0.0271142	0.0291345	0.0273274	0.0287152	0.024822	0.021751	0.019905	0.0146171	0.0129828	0.012509	0.0156594	0.0135473	0.0166555	0.018293	0.0213726	0.0244145	0.0205473	0.0199924	0.0240098	0.0332063	0.032664	0.0285923	0.0420356	0.0240788	0.0417945	0.025171	0.0249736	0.0246382
des	0.0262459	0.0262484	0.0199798	0.02665	0.0157596	0.0173977	0.0233011	0.0352053	0.0336579	0.0330349	0.0304264	0.0240167	0.0248963	0.0159428	0.0123762	0.0100193	0.0137788	0.0111368	0.0129999	0.011135	0.0152569	0.0197017	0.022615	0.0225553	0.0250296	0.0290398	0.0355447	0.0367009	0.0314321	0.0379932	0.0556753	0.0633677	0.0496227	0.0444262	0.0424319	0.0443982
palmiers	0.0273262	0.0221561	0.0140551	0.0148778	0.00912766	0.00971043	0.0167735	0.0347744	0.0323618	0.0337252	0.0276859	0.036806	0.0318012	0.017131	0.0166306	0.0121448	0.0161036	0.0127908	0.0140941	0.00936707	0.0125025	0.0190744	0.0190763	0.0319793	0.0344292	0.0413968	0.0258189	0.0492958	0.0430948	0.0390783	0.0558707	0.0440914	0.056843	0.0493535	0.0320566	0.0365953
à	0.0738996	0.0400164	0.0315533	0.0285659	0.0202744	0.014566	0.0124352	0.0147678	0.00833107	0.00560715	0.00438393	0.00849191	0.00466456	0.00262947	0.0021032	0.00214147	0.0024238	0.00393694	0.00714219	0.00732003	0.0112743	0.0135159	0.0111385	0.0201937	0.0235828	0.0368598	0.0318937	0.0632775	0.04193	0.0661013	0.0789646	0.0681214	0.0703481	0.0416762	0.0406148	0.085253
huile	0.0363752	0.0234959	0.0200032	0.0128632	0.0115701	0.00744875	0.00760361	0.00903231	0.00819667	0.00558636	0.00686144	0.00796504	0.00921323	0.00448106	0.00421024	0.00548272	0.0066092	0.0141184	0.0151077	0.0175607	0.0226202	0.0216048	0.0219469	0.0251243	0.0304884	0.0325767	0.0273695	0.053502	0.0474173	0.0572046	0.0819505	0.0633795	0.0787582	0.076118	0.0570441	0.06911
de	0.0329608	0.0300627	0.0370553	0.0250266	0.0248286	0.018111	0.00809883	0.00585989	0.00466399	0.00322765	0.00367199	0.00573192	0.00410229	0.00335162	0.00250063	0.00417328	0.00529045	0.00749528	0.00890727	0.0156512	0.0260178	0.0248354	0.0310218	0.0347868	0.0376448	0.035504	0.0449078	0.0479183	0.0375065	0.0486695	0.0673254	0.0477211	0.0675236	0.0514142	0.0567352	0.0896964
petite	0.0193712	0.011714	0.0125873	0.00647782	0.00731574	0.00629516	0.00357579	0.00470127	0.00466507	0.00233599	0.00409816	0.00482514	0.0044639	0.00385018	0.00307357	0.0053727	0.00708528	0.00950752	0.0118558	0.0222085	0.041538	0.0365555	0.0485154	0.043547	0.0464053	0.0464697	0.0653292	0.046833	0.0482106	0.0437496	0.0621741	0.0569624	0.0758054	0.0770928	0.0785915	0.0268407
taille	0.0347591	0.018533	0.0139236	0.00606544	0.00428215	0.00346733	0.00264056	0.0076477	0.00995604	0.0078163	0.0107865	0.011622	0.00769248	0.00652669	0.00562689	0.00812359	0.0102458	0.0105469	0.00965055	0.0134759	0.0293532	0.0403568	0.057452	0.0765209	0.0792998	0.0700472	0.0611184	0.0348242	0.0548752	0.0346439	0.0343755	0.0217171	0.0481025	0.0737335	0.0660808	0.0141103
</S>	0.0195054	0.0167782	0.0253327	0.0133096	0.0120866	0.0146483	0.00630237	0.00507088	0.00529875	0.00746843	0.00623453	0.00574872	0.00438169	0.00349623	0.00391184	0.00524442	0.00587917	0.00995254	0.00713656	0.0104341	0.0146857	0.0191632	0.0309668	0.0424636	0.0479968	0.0478294	0.0563262	0.065361	0.0659007	0.0832277	0.071422	0.0516666	0.0499216	0.0475523	0.0571182	0.060177
