 	a66	a87	a23	a99	a53	a54	a37	a5	a12	a62	a47	a62	a21	a5	a43	a5	a96	a61	a47	a93	a4	a13	a9	a40	a37	a70	a88	a71	a75	a79	a44	a90	a69	a4	a58	a53	a44	a70	a13	a38	a0	a10	a87	a23	a87	</S>
cet	0.0244434	0.044271	0.0564682	0.0637664	0.0323484	0.0346353	0.0243626	0.0268264	0.0282175	0.0263999	0.0149798	0.0118643	0.0156281	0.0099663	0.0175466	0.0221769	0.0206562	0.00693667	0.00881164	0.00567481	0.00820462	0.0122332	0.0168796	0.017317	0.0113049	0.0144597	0.0147495	0.0269595	0.0154188	0.0168103	0.0283192	0.0424035	0.0213831	0.0226601	0.022004	0.0317403	0.0246776	0.0213499	0.0179681	0.0212052	0.0166768	0.0174809	0.0114576	0.0134239	0.0117634	0.0251686
enfant	0.00473356	0.00784461	0.0142374	0.0396981	0.0467816	0.067325	0.105677	0.197392	0.12471	0.0588125	0.0303676	0.0481403	0.0308297	0.0193314	0.0120897	0.00996383	0.00925354	0.0111655	0.00937677	0.00539802	0.00796609	0.011365	0.00561266	0.00355769	0.00251893	0.00215568	0.00264088	0.00793993	0.00300974	0.0080886	0.00397065	0.00890294	0.00484484	0.00655474	0.00973527	0.00894558	0.010227	0.00503758	0.00208572	0.00387196	0.00224048	0.00219473	0.00276503	0.00484402	0.00498224	0.0108138
qui	0.0109734	0.0174896	0.0157319	0.0198755	0.0281193	0.0433448	0.0522742	0.0950708	0.0381989	0.04856	0.0235553	0.0237356	0.0380034	0.0500835	0.0320675	0.0313227	0.0335593	0.0438853	0.038982	0.0271475	0.0324623	0.0285856	0.0212536	0.0148914	0.0133818	0.0169902	0.0180358	0.0227644	0.00586841	0.00466739	0.00234155	0.00403596	0.00275705	0.00205031	0.00203281	0.00294803	0.00299344	0.00352815	0.0062494	0.0104778	0.0109842	0.00889677	0.00957224	0.0119202	0.0109248	0.0174059
pleure	0.0252998	0.0207945	0.0164574	0.0131428	0.00907591	0.0059443	0.00579276	0.015576	0.00979309	0.0143477	0.00901611	0.00974602	0.0214692	0.0187638	0.0213501	0.0197936	0.0208802	0.0174598	0.0165038	0.0125887	0.011771	0.021676	0.0213649	0.0200672	0.0343961	0.0318189	0.0490215	0.0242315	0.0355276	0.0206264	0.0214758	0.0262703	0.014373	0.00835537	0.00772175	0.00760967	0.00751767	0.0107686	0.0146293	0.0273323	0.0242148	0.0198624	0.0285965	0.0285315	0.0346983	0.143746
dans	0.0292808	0.0220329	0.01674	0.0167986	0.0261377	0.0207932	0.0205346	0.0214604	0.0218557	0.0253716	0.0212448	0.0318895	0.0318052	0.0433748	0.035505	0.0406163	0.0413615	0.0421693	0.0401352	0.0239625	0.0265926	0.023207	0.0310177	0.0341614	0.0381418	0.0225335	0.0282358	0.020365	0.0106293	0.0108399	0.00830466	0.0104498	0.0108246	0.00768395	0.00417509	0.00553591	0.00964694	0.0121867	0.0186751	0.0132674	0.00967175	0.0133284	0.0115853	0.0144646	0.0100467	0.0213592
la	0.023735	0.0230327	0.0184612	0.0166425	0.0171642	0.00925604	0.00780398	0.0172989	0.0246507	0.0288893	0.0361865	0.0432702	0.0401246	0.0499492	0.0553703	0.0504869	0.0594366	0.0371861	0.0430289	0.0426659	0.0326472	0.0328562	0.0264182	0.0238127	0.0203415	0.0243913	0.0317615	0.0312837	0.0119654	0.00692758	0.0054021	0.00416185	0.00256779	0.00244089	0.00277357	0.00466807	0.0052232	0.00376697	0.00769111	0.00822621	0.00731944	0.0088585	0.00759337	0.00995931	0.00993909	0.0223635
maison	0.01959	0.0110269	0.0088225	0.00733492	0.0121867	0.0101446	0.00757687	0.0121934	0.0222679	0.0299282	0.0213711	0.0446541	0.0490728	0.0777731	0.0659813	0.0548063	0.0439099	0.0584785	0.0262463	0.0235016	0.0265866	0.0173583	0.0234555	0.0152203	0.0129911	0.0250814	0.0343615	0.0335755	0.0201688	0.0156877	0.0119216	0.0139494	0.00829684	0.00827245	0.00619638	0.00648825	0.0104134	0.0103887	0.00983217	0.0130477	0.00812051	0.0129584	0.010682	0.01023	0.00810491	0.0197434
n'	0.0285203	0.0228408	0.0210207	0.0145022	0.0196712	0.0116825	0.00914066	0.0134956	0.0187933	0.0281007	0.0215155	0.0333404	0.0379994	0.039646	0.0426677	0.0350859	0.0247634	0.0272567	0.0155233	0.0178877	0.0160842	0.013772	0.0168353	0.0093155	0.0122292	0.0243306	0.0189104	0.0197047	0.0147988	0.015501	0.0143322	0.0270688	0.0177719	0.0195235	0.0203742	0.00946436	0.0217322	0.024006	0.0131537	0.024161	0.00949173	0.0324716	0.0218014	0.03679	0.0175872	0.0453347
a	0.0242343	0.0197538	0.0190874	0.0188383	0.0175819	0.014576	0.0102755	0.0132103	0.0102999	0.0186796	0.0139427	0.0191239	0.0317129	0.0442482	0.0400138	0.0451802	0.0384346	0.0351535	0.0241966	0.0265716	0.0263954	0.0223587	0.0182811	0.0183521	0.0172886	0.00947205	0.014089	0.0119697	0.0065596	0.00588376	0.00632959	0.00776221	0.00687225	0.00909504	0.0109892	0.00986241	0.020781	0.0239388	0.0237246	0.0390391	0.0247856	0.0355651	0.0368821	0.0312076	0.0319256	0.0454748
personne	0.0461672	0.0474524	0.0456375	0.0346149	0.027709	0.0133597	0.0101974	0.00737695	0.00993406	0.0118422	0.0073459	0.0111874	0.0142127	0.0167469	0.0172796	0.0162257	0.0222058	0.0208576	0.0182682	0.0275989	0.0216894	0.0202745	0.0205044	0.0195345	0.0229656	0.0216971	0.0276776	0.0231605	0.0189736	0.0198325	0.0185853	0.0194585	0.0258334	0.0208188	0.0184193	0.0113319	0.0184103	0.0126427	0.0118877	0.0249767	0.0134481	0.0272668	0.0301965	0.0239242	0.0242555	0.0560151
