 	a66	a87	a23	a87	a23	a57	a87	a23	a99	a50	a62	a31	a0	a75	a15	a98	a47	a85	a6	a36	a85	a47	a79	a15	a79	a75	a21	a5	a75	a47	a36	a2	a57	a87	a23	a57	</S>
je	0.124416	0.0607701	0.0496539	0.0293223	0.0350276	0.0316758	0.0333473	0.0149266	0.0425098	0.0213541	0.0251167	0.0203738	0.0268236	0.0197254	0.0144412	0.0112191	0.010812	0.0122282	0.0149016	0.0275301	0.0221165	0.0177997	0.0128835	0.0156259	0.0131891	0.0314272	0.0128071	0.0300959	0.0181162	0.0208	0.022212	0.012694	0.0191442	0.0173368	0.0252182	0.0221559	0.0602028
n'	0.0259512	0.0196928	0.0253762	0.0175112	0.021643	0.018331	0.0179129	0.0140493	0.017186	0.0138487	0.0142841	0.0180638	0.0169781	0.0237102	0.0315598	0.0290638	0.0327008	0.0439594	0.048284	0.0456444	0.0264886	0.0339392	0.0358003	0.0372348	0.0238075	0.0156109	0.0165337	0.0183656	0.0279521	0.0153389	0.0210022	0.031923	0.0522207	0.0364431	0.0339302	0.0459522	0.0317061
ai	0.014883	0.012757	0.0174074	0.0169098	0.0200985	0.0257425	0.0314238	0.0257743	0.0214516	0.031313	0.0190905	0.0390539	0.0183635	0.0212921	0.015775	0.0334902	0.0322114	0.0423467	0.0373892	0.0344725	0.0132921	0.02161	0.0209569	0.0213754	0.024652	0.0193049	0.0232853	0.017978	0.0217375	0.0240014	0.0157907	0.029777	0.0444033	0.0538083	0.0332229	0.05613	0.0474285
jamais	0.0720585	0.062166	0.0470643	0.055096	0.0397893	0.0376001	0.0391503	0.0453171	0.0422244	0.0357067	0.0298112	0.0243411	0.0156059	0.0158381	0.016541	0.0084936	0.0135607	0.0198544	0.0214941	0.0242488	0.0415495	0.0340033	0.0343189	0.0230294	0.0180012	0.0174925	0.0135762	0.0132189	0.0135328	0.0159058	0.0175118	0.0133915	0.0123252	0.0107185	0.0126508	0.00914259	0.0336695
foulé	0.097618	0.0626092	0.04326	0.0394064	0.0317288	0.0279425	0.029728	0.029273	0.0215404	0.018431	0.0194749	0.0156374	0.0139136	0.0137166	0.0200817	0.015757	0.019187	0.0191807	0.0204132	0.020727	0.0258406	0.0343863	0.0267077	0.0187273	0.0307306	0.0194196	0.0294913	0.0215884	0.0235606	0.0240186	0.0363578	0.0255066	0.0216614	0.0190186	0.0198737	0.0173991	0.0260855
le	0.0952555	0.0676758	0.0389284	0.0378079	0.0190268	0.0159042	0.0125981	0.00983695	0.0122666	0.00740937	0.00894672	0.00886438	0.00693387	0.00781097	0.00938974	0.00913414	0.0107772	0.0151663	0.0171944	0.0184668	0.0393279	0.0602275	0.0264881	0.0219125	0.0477036	0.0336649	0.0318875	0.039189	0.0630322	0.0453783	0.05976	0.0245366	0.0182717	0.0130868	0.0196964	0.0107567	0.015686
sol	0.1257	0.0435081	0.0169934	0.0155944	0.00778559	0.00700319	0.00770328	0.00310235	0.00665906	0.00317828	0.00354766	0.00442669	0.00389053	0.00486726	0.00492918	0.00520612	0.0084605	0.0158598	0.0231175	0.0247879	0.0420335	0.0615132	0.0347161	0.0306948	0.0617487	0.0420217	0.0488552	0.0562536	0.0756944	0.0381156	0.0649329	0.0265935	0.0223842	0.0143461	0.0191914	0.00965859	0.0149256
de	0.0870871	0.0286031	0.00795736	0.00786366	0.00370605	0.00320398	0.00288568	0.00140609	0.00222423	0.00122465	0.000976106	0.00169575	0.000897244	0.00112567	0.000874197	0.001159	0.00104273	0.00211765	0.00416183	0.00612544	0.0118591	0.0333806	0.0110518	0.00690913	0.0383225	0.0313997	0.0306199	0.0683062	0.116849	0.0322107	0.148658	0.0469964	0.0585103	0.0520632	0.0548571	0.0508588	0.0408098
ngaé	0.0559035	0.0142964	0.00822779	0.00786157	0.00284353	0.0034556	0.00278548	0.00320131	0.00289412	0.0024629	0.0024351	0.00321067	0.00268605	0.00213683	0.00149895	0.00271299	0.00413388	0.00996428	0.0168683	0.0136134	0.0158407	0.0244057	0.010504	0.0165049	0.0357018	0.0279346	0.0461839	0.0400672	0.141294	0.0532126	0.0527364	0.0503498	0.0627297	0.0811435	0.0665362	0.0663328	0.0453296
</S>	0.0715202	0.0205422	0.0170739	0.0247447	0.0128691	0.0121787	0.00785754	0.00567877	0.00595774	0.00336237	0.00328092	0.00884992	0.00459846	0.0056514	0.00361877	0.00479429	0.00703341	0.015966	0.0303708	0.0258699	0.0354432	0.0402184	0.0182727	0.023311	0.064844	0.0271174	0.0310893	0.0339328	0.0550064	0.0580764	0.0196508	0.018088	0.0433168	0.0711842	0.051276	0.0514078	0.065946
