 	a66	a87	a23	a50	a62	a31	a12	a62	a47	a62	a88	a98	a92	a56	a93	a13	a93	a56	a35	a11	a62	a88	a50	a88	a71	a9	a10	a87	a23	a99	a97	</S>
on	0.0340986	0.0429342	0.0343769	0.0218458	0.0271639	0.0179969	0.0345437	0.0425079	0.0344369	0.0364768	0.0218445	0.0194697	0.0256561	0.0309675	0.0379931	0.032754	0.0162606	0.0266111	0.020775	0.0299554	0.0234569	0.0486989	0.0384624	0.0336927	0.0282743	0.0395815	0.023614	0.0201597	0.0305056	0.043135	0.0253719	0.0563785
m'	0.0355174	0.0420021	0.0587391	0.0546016	0.0554001	0.0464144	0.045388	0.0378021	0.0281528	0.0230632	0.0401155	0.0392005	0.0574103	0.0384298	0.0297979	0.0308094	0.0366296	0.0252344	0.0274805	0.0194016	0.0196265	0.00981872	0.00756494	0.0143604	0.0148937	0.0154786	0.00986199	0.0148433	0.0174505	0.0279754	0.040654	0.0358815
a	0.0360954	0.0197294	0.0307855	0.0237012	0.0467881	0.0430065	0.0443847	0.0373203	0.0290902	0.0173629	0.0178836	0.0160621	0.0131106	0.00931067	0.00974005	0.0105441	0.00718146	0.0133519	0.0172168	0.016682	0.0143714	0.0182915	0.0310178	0.0395786	0.0280456	0.0249559	0.0467947	0.0550969	0.0404145	0.0509914	0.129993	0.0611013
beaucoup	0.0439275	0.0435548	0.017214	0.0174981	0.0173145	0.0364488	0.0238333	0.0254294	0.0256002	0.0287737	0.0512241	0.08824	0.0890632	0.0551727	0.0289591	0.0548213	0.0575546	0.0424287	0.0524784	0.0435772	0.0199556	0.0145787	0.00955516	0.0113454	0.013472	0.0127288	0.0111898	0.0116554	0.011485	0.0123575	0.0125199	0.0160433
effrayé	0.0870261	0.0452964	0.0161456	0.012892	0.00839263	0.0122426	0.00932317	0.0137271	0.0182686	0.0178644	0.0187055	0.0164798	0.0209206	0.0309782	0.0431863	0.0649479	0.0560897	0.0481877	0.0662067	0.0544079	0.0227964	0.0214883	0.0215571	0.0267917	0.0272304	0.0187433	0.0276916	0.0369082	0.0366692	0.033712	0.0426387	0.022484
sur	0.11655	0.0842262	0.0274112	0.0290855	0.0191822	0.0198082	0.013254	0.012527	0.0135693	0.0142591	0.0127264	0.0108868	0.0119742	0.0146196	0.0147301	0.0158167	0.0145719	0.0238978	0.0263751	0.0351998	0.0431894	0.0476207	0.0479511	0.0462618	0.04522	0.0346054	0.0374492	0.040851	0.0370846	0.0381364	0.0294748	0.021485
la	0.0812016	0.0466837	0.036613	0.0283853	0.0403275	0.0235885	0.0200769	0.0171221	0.0123525	0.0146933	0.00796019	0.00724716	0.00748912	0.0118543	0.0138281	0.0153866	0.016552	0.018622	0.0289182	0.0354214	0.037368	0.0402052	0.0408937	0.0524297	0.0516439	0.044569	0.0363602	0.0509022	0.04097	0.0450835	0.0531397	0.0221115
route	0.0384849	0.0266426	0.0171766	0.00929486	0.0142893	0.00750041	0.00608194	0.00451493	0.00486117	0.00845841	0.00815484	0.00696435	0.00811888	0.0150339	0.0130806	0.0140188	0.0155862	0.0156154	0.0205875	0.0226861	0.0195262	0.0396646	0.0549795	0.0783189	0.108474	0.0676802	0.0877944	0.0493646	0.0780099	0.0659848	0.0640672	0.00898433
d'	0.189073	0.101446	0.0249436	0.0209433	0.0177522	0.00970525	0.00768929	0.00635541	0.00297954	0.00623093	0.00397275	0.00459639	0.00815197	0.0107928	0.0102945	0.010345	0.00878109	0.00681421	0.00909256	0.0103519	0.00773965	0.0137962	0.0203354	0.0404404	0.0190454	0.0299494	0.031454	0.0935511	0.0683308	0.0612529	0.110509	0.0332849
ekyembe	0.0494538	0.0207102	0.0153926	0.00995084	0.00955789	0.00629685	0.00477843	0.00498836	0.00276247	0.00641982	0.00532898	0.00490393	0.00803458	0.0114943	0.0119131	0.0105856	0.0120071	0.0089011	0.023583	0.0231722	0.0173699	0.030818	0.0326009	0.0569527	0.0553932	0.0811329	0.0487184	0.0771221	0.0983806	0.0931088	0.106061	0.0521066
</S>	0.0784286	0.0315398	0.0231599	0.0128028	0.0123557	0.0059124	0.00360897	0.00444805	0.00161751	0.00386057	0.00175419	0.00185678	0.00335014	0.00349681	0.00654928	0.00827808	0.00457562	0.00877231	0.00866394	0.0146759	0.0140709	0.0406156	0.0687903	0.0735065	0.0648427	0.0783706	0.0562686	0.0737945	0.107243	0.053561	0.0906512	0.0385779
