 	a66	a87	a23	a40	a37	a61	a88	a62	a47	a31	a43	a75	a47	a36	a44	a13	a38	a70	a96	a75	a92	a37	a12	a96	a66	a53	a90	a32	a93	a4	a70	a50	a93	a13	a9	a99	a87	</S>
on	0.0854267	0.0818451	0.062382	0.0508483	0.0712799	0.0717824	0.045766	0.0250043	0.0180525	0.0110969	0.0101283	0.00760707	0.00668665	0.00818386	0.00838935	0.00676901	0.00905247	0.0104718	0.0154895	0.0148497	0.0284682	0.041093	0.031652	0.0316083	0.034221	0.0333346	0.0301329	0.026833	0.016328	0.0132666	0.0103719	0.0146171	0.0121424	0.00933283	0.00800849	0.00977579	0.0110401	0.016662
a	0.0256808	0.0215883	0.0213991	0.0143539	0.0124501	0.0239817	0.00898582	0.0157999	0.0125327	0.0115679	0.0166818	0.0119984	0.0151147	0.0183798	0.0135723	0.0177931	0.0153363	0.0109253	0.0129995	0.0171885	0.0147958	0.023635	0.0198172	0.0244734	0.0241484	0.0245517	0.0166504	0.013719	0.0126012	0.0342544	0.0536123	0.0642116	0.0663606	0.0519983	0.0663723	0.0643108	0.0434332	0.0627245
augmenté	0.0463602	0.0267067	0.0169184	0.0157497	0.0146162	0.0127188	0.00824067	0.0159992	0.0103942	0.0151501	0.0233063	0.0170918	0.0255213	0.0346422	0.0241697	0.0378382	0.0381375	0.0276208	0.016218	0.00932677	0.00861694	0.00832073	0.00805318	0.00932372	0.0185187	0.0147421	0.01304	0.00699669	0.00480413	0.0317141	0.0378099	0.0497633	0.0505838	0.0438504	0.0674176	0.0774368	0.0548689	0.0574124
le	0.0259979	0.0134258	0.0115168	0.00858222	0.00864715	0.00332409	0.00566934	0.0122416	0.010205	0.0199396	0.0253497	0.0197462	0.0332423	0.0244907	0.0215377	0.0215752	0.0193867	0.0219887	0.0219043	0.0274647	0.0253707	0.0263764	0.0216133	0.0200076	0.0310602	0.0392615	0.0529784	0.0505297	0.0701752	0.0500531	0.0334588	0.0614757	0.0372974	0.0264031	0.0292368	0.0267841	0.0193057	0.0223764
prix	0.0168827	0.018322	0.0180704	0.0390827	0.0594885	0.0306418	0.0255352	0.0445	0.0336885	0.0326669	0.0344108	0.0408605	0.0539018	0.044868	0.027074	0.0233816	0.0248805	0.0376903	0.0427081	0.0480917	0.0435089	0.0398705	0.0321044	0.0187964	0.0207775	0.0210432	0.0213187	0.0181357	0.0100022	0.0157113	0.00912119	0.00990024	0.0049854	0.00447426	0.00624721	0.00751295	0.00721878	0.0125252
du	0.0582934	0.0372698	0.0176841	0.0263003	0.0213641	0.0136267	0.0271209	0.0168169	0.0255971	0.0442062	0.021883	0.0144701	0.0244489	0.0167365	0.0151316	0.02493	0.0327678	0.0533395	0.0493361	0.0256656	0.0359076	0.0315403	0.0324632	0.0221548	0.0410394	0.0382181	0.0303406	0.0149819	0.00687093	0.00720933	0.00783387	0.00722188	0.00693731	0.00729334	0.018206	0.0308923	0.0394081	0.0544924
manioc	0.0507283	0.0124572	0.00814898	0.00386114	0.00331295	0.00195047	0.00841347	0.00269139	0.00790554	0.00920002	0.00913533	0.00632693	0.019363	0.0281734	0.0262963	0.0438489	0.0693731	0.0845402	0.0573836	0.0474873	0.0379898	0.0326786	0.0335984	0.03088	0.0302882	0.0299774	0.0214805	0.015839	0.01133	0.0143207	0.021749	0.0196141	0.0282011	0.0384697	0.0426599	0.0354059	0.0282237	0.0266966
à	0.0966457	0.029569	0.0107625	0.00386528	0.00249907	0.0010138	0.00546955	0.00147015	0.00507139	0.00530776	0.00398989	0.00231399	0.00380042	0.00479906	0.00324852	0.00642519	0.0125755	0.0218773	0.0178968	0.0110794	0.016113	0.0192882	0.0158313	0.0182071	0.0160437	0.0212035	0.0365525	0.0273631	0.0207885	0.0278689	0.0376879	0.0290384	0.0356534	0.0540352	0.0793508	0.0865293	0.0879577	0.120807
oyo	0.0683248	0.0293198	0.020572	0.00504307	0.00342045	0.00145833	0.00660785	0.00204724	0.00822491	0.00712454	0.00515772	0.00419361	0.00626584	0.00732604	0.00640153	0.00745459	0.0136192	0.0155104	0.0156281	0.0119402	0.0154974	0.017353	0.0141685	0.017536	0.0145363	0.0206295	0.0382209	0.0432212	0.0430447	0.0614663	0.0718156	0.0621448	0.0493049	0.0510639	0.0585463	0.0534123	0.0587139	0.0636842
</S>	0.0306725	0.0129588	0.0126234	0.00500477	0.00395396	0.00256133	0.00599852	0.00407133	0.0088702	0.0156168	0.00990186	0.00604006	0.00786511	0.00760415	0.00605133	0.00815947	0.0126622	0.0207249	0.021374	0.0190643	0.0254139	0.0281753	0.0223287	0.0288778	0.030295	0.0366053	0.0395834	0.0292854	0.0184933	0.0263945	0.0510394	0.0478822	0.0849915	0.0680632	0.0692972	0.0492718	0.0579573	0.0642661
