 	a66	a87	a23	a54	a92	a56	a34	a93	a98	a85	a6	a12	a96	a70	a93	a75	a92	a37	a34	a93	a56	a98	a47	a36	a2	a62	a21	a12	a21	a12	a96	a75	a6	a37	a44	a90	a25	a69	a58	a84	a87	a23	a87	</S>
quand	0.0463563	0.0515024	0.0453818	0.0345144	0.0392011	0.0574988	0.0843239	0.0540348	0.039171	0.0173658	0.0217463	0.0146701	0.0101232	0.0117563	0.00851843	0.0120269	0.0115207	0.0110592	0.0148413	0.00911457	0.00775785	0.0112174	0.0110194	0.0124545	0.0236447	0.0132674	0.0124233	0.0106492	0.01937	0.0294966	0.0210848	0.0198947	0.0151404	0.0160675	0.00888002	0.00795619	0.0117698	0.0143258	0.0207676	0.0119877	0.0169888	0.0221014	0.020146	0.0468617
une	0.0146523	0.0114791	0.00833239	0.00825899	0.00865497	0.00887849	0.0124739	0.0241562	0.0421086	0.0322848	0.035747	0.0380128	0.0309652	0.0309291	0.0428255	0.0238849	0.0448947	0.0301908	0.0283294	0.0396626	0.0146411	0.0141761	0.00885521	0.00558571	0.00896784	0.00917129	0.0118963	0.00775707	0.00823133	0.00465716	0.0125038	0.00604866	0.00997807	0.00879507	0.0104533	0.0168271	0.0297501	0.0291169	0.0592274	0.0337118	0.0493662	0.0466014	0.0421693	0.0347902
fille	0.0373829	0.0194411	0.0164898	0.0259992	0.02578	0.0217086	0.021693	0.0190022	0.0280604	0.0217539	0.0246672	0.0169844	0.0176009	0.019571	0.0226909	0.03154	0.0441921	0.0533908	0.0362714	0.0687997	0.0629167	0.0366717	0.0247739	0.0155297	0.0228056	0.0185569	0.0168991	0.0119827	0.0134093	0.00828561	0.0179681	0.00957225	0.00702929	0.00795611	0.0100411	0.0079301	0.0105061	0.0105924	0.0251925	0.00983159	0.0202566	0.0212166	0.0193141	0.0177425
est	0.0702276	0.0273905	0.0137255	0.015856	0.00883618	0.00694809	0.00991105	0.0214221	0.0104526	0.0150433	0.0125258	0.0119619	0.00826907	0.0136907	0.0168773	0.0181769	0.0263345	0.0357595	0.0325889	0.0434061	0.0213388	0.0287324	0.0194273	0.00837076	0.00853163	0.0205054	0.0102491	0.0125587	0.0145173	0.0104501	0.0303375	0.00959692	0.0121191	0.00649833	0.00566008	0.00878407	0.0099635	0.0174347	0.0663413	0.0294255	0.0569106	0.0545406	0.049009	0.0692936
agitée	0.109098	0.0545099	0.0460492	0.0449343	0.0152626	0.00973774	0.00461198	0.00287912	0.00154358	0.00271082	0.00280988	0.00254051	0.00310474	0.00415912	0.0144132	0.0204402	0.0186717	0.0588737	0.0328763	0.0561286	0.0491267	0.0491569	0.0474342	0.0246546	0.0148719	0.0146932	0.0230149	0.0163734	0.00921106	0.0114061	0.0238629	0.0101009	0.0101491	0.0141808	0.00835719	0.00918613	0.0157499	0.0124987	0.0300277	0.00814804	0.0230295	0.0229872	0.0227381	0.0236859
c'	0.0242596	0.0156849	0.00884872	0.00687319	0.0070376	0.00474583	0.00408981	0.00597734	0.00904951	0.0159941	0.0177695	0.0258767	0.0413599	0.0547029	0.0529654	0.0753156	0.0833213	0.0573186	0.0354825	0.0458159	0.032248	0.0290786	0.0209867	0.00858763	0.0161663	0.0199102	0.0275402	0.0266921	0.0125414	0.00705715	0.020458	0.00415144	0.0122092	0.0152858	0.0132451	0.0167366	0.0159873	0.0143358	0.017406	0.0139761	0.0182825	0.0145025	0.0186314	0.0114954
est	0.0189925	0.0129033	0.00934314	0.00821061	0.0123032	0.0156275	0.0175989	0.0305254	0.0329664	0.0323062	0.0234962	0.0336039	0.0323276	0.0448061	0.0509554	0.0718339	0.102901	0.0739851	0.0627504	0.04458	0.0391768	0.0332136	0.0303814	0.0153052	0.0116112	0.00747537	0.00733115	0.00478335	0.00227237	0.00201827	0.00659806	0.0010393	0.00420366	0.00298856	0.00420952	0.00597469	0.00608537	0.00973812	0.00883156	0.0128991	0.0126826	0.0125079	0.0173104	0.00934551
triste	0.0604511	0.0504102	0.0284574	0.0223827	0.025603	0.00967637	0.00668118	0.00821918	0.00680041	0.00702022	0.00640132	0.00830593	0.00884717	0.0149659	0.0169811	0.0171915	0.0187214	0.021164	0.0230288	0.0283114	0.0186047	0.0224678	0.0165022	0.0117682	0.0171921	0.024868	0.0306198	0.0341638	0.0260194	0.015245	0.045891	0.0233243	0.0469915	0.0261215	0.0222589	0.0275671	0.0292519	0.0296042	0.0386552	0.0238674	0.0249841	0.0209868	0.0184317	0.0149932
pour	0.0671081	0.0462885	0.0317232	0.0248853	0.0233421	0.0130402	0.00628108	0.00595028	0.00544766	0.00695383	0.00813173	0.0111346	0.0124399	0.0158397	0.0272767	0.0269136	0.0286293	0.0233225	0.0279645	0.0272962	0.0218496	0.0169678	0.014093	0.00649979	0.0111523	0.0117188	0.0170415	0.0169361	0.0177756	0.0141047	0.0185746	0.0129033	0.02171	0.0198728	0.0271459	0.0209881	0.0216818	0.0354123	0.0302903	0.0370865	0.0342731	0.0355502	0.0456248	0.0507784
sa	0.0512797	0.0399016	0.0225974	0.018416	0.0130683	0.00884498	0.00607883	0.00594474	0.00643145	0.00740813	0.0084768	0.0108222	0.0131636	0.0164275	0.0224964	0.0226722	0.0274448	0.0269658	0.0279242	0.0290198	0.0216335	0.0173693	0.0128349	0.0050651	0.00905111	0.0105289	0.0134413	0.0169858	0.0127537	0.0151812	0.0201309	0.0143256	0.0215598	0.020411	0.0285214	0.0246866	0.0186368	0.0374982	0.0340083	0.0515976	0.0443919	0.04362	0.0521175	0.0682652
