 	a66	a87	a23	a12	a31	a75	a25	a56	a92	a21	a5	a12	a43	a0	a24	a0	a11	a75	a85	a5	a54	a25	a44	a98	a85	a92	a37	a26	a38	a9	a99	a87	a23	a87	</S>
c'	0.0500424	0.0569364	0.0663819	0.0666584	0.0619656	0.0618887	0.0433588	0.0275742	0.016184	0.0159226	0.01083	0.0134172	0.00890845	0.00826903	0.00683081	0.00592396	0.00953951	0.0160179	0.0292452	0.0392742	0.0487839	0.0204294	0.0150368	0.0133116	0.0121535	0.0166708	0.0230245	0.0354057	0.0257284	0.0209923	0.0244128	0.0254296	0.0382213	0.0248077	0.0404225
était	0.0245589	0.0272085	0.0314213	0.0404484	0.0335423	0.0369463	0.0496367	0.0311053	0.0245753	0.0329686	0.0220529	0.0272266	0.0131953	0.0231667	0.0250706	0.0237813	0.0207307	0.0136286	0.0179793	0.0110352	0.0143537	0.0211331	0.015326	0.018526	0.0160122	0.0193884	0.0267662	0.0367976	0.0348705	0.0508891	0.025035	0.0506472	0.0593864	0.0458493	0.0347404
lui	0.0886497	0.0706147	0.0618224	0.0416627	0.0434974	0.0422036	0.0360217	0.0408963	0.0379565	0.0309986	0.0203717	0.0220358	0.0151388	0.0257507	0.0207098	0.0275267	0.0374202	0.0288778	0.0235331	0.0211625	0.0147918	0.019709	0.0169577	0.0133866	0.0163605	0.0135048	0.0194317	0.0152133	0.0172586	0.0265178	0.0151264	0.0201212	0.014332	0.0131515	0.0272864
qui	0.0310536	0.0104654	0.00884048	0.00519161	0.00573687	0.00824054	0.00731685	0.0173183	0.0354423	0.0457964	0.0575847	0.0741607	0.0568456	0.0600587	0.039547	0.0544127	0.050093	0.0247132	0.014582	0.0105189	0.0119831	0.0202934	0.0149625	0.0208347	0.0200963	0.0249875	0.0278637	0.0248589	0.032346	0.0387225	0.0331251	0.030849	0.026955	0.0318097	0.0223935
nous	0.0672857	0.0259438	0.0142206	0.00600891	0.00654325	0.010489	0.00943622	0.00977606	0.00940672	0.00940331	0.00705729	0.0107057	0.0170063	0.0392962	0.0196574	0.0265246	0.0581062	0.049621	0.045222	0.0383445	0.0137022	0.0397631	0.0265569	0.0446554	0.0333044	0.0272099	0.0434397	0.0362823	0.0564715	0.0759834	0.0295132	0.0293902	0.0183182	0.0343168	0.0110379
a	0.0691109	0.0271654	0.0250176	0.0190991	0.0208689	0.0234071	0.0127335	0.0220789	0.0197689	0.0178735	0.0113584	0.0144212	0.0288505	0.071288	0.0661394	0.0927056	0.0663559	0.0623826	0.039154	0.0489096	0.0385311	0.0339669	0.023831	0.0195026	0.0146313	0.0106272	0.00997026	0.0135577	0.014292	0.0212322	0.0145614	0.00799397	0.00447582	0.00823473	0.00590284
fait	0.0378706	0.0194298	0.0143167	0.0122306	0.00846913	0.00927175	0.00665192	0.0102073	0.0106876	0.010586	0.010424	0.0194689	0.0372544	0.0661983	0.0493353	0.0667598	0.0660329	0.0419194	0.0351756	0.038756	0.0416579	0.035271	0.0385811	0.0390036	0.0361056	0.0294555	0.0321528	0.0176617	0.0466117	0.0260222	0.0276066	0.0192176	0.0103154	0.016631	0.0126601
tra	0.0446886	0.0201314	0.0186185	0.0100372	0.0104903	0.0130879	0.00972315	0.0144492	0.0161812	0.0121297	0.0134979	0.0206575	0.0196447	0.0229989	0.0189917	0.0240862	0.029226	0.0269237	0.0238947	0.0265063	0.0207678	0.0276606	0.0253143	0.0276802	0.0405934	0.0559611	0.0566031	0.0356048	0.106684	0.0512778	0.0569736	0.0319729	0.0196517	0.0272781	0.020012
verser	0.0659519	0.0273272	0.0246056	0.0138344	0.0177198	0.0213738	0.0118373	0.0111567	0.00729581	0.00672024	0.00504308	0.00673593	0.00513813	0.00603471	0.00702041	0.0125413	0.0130583	0.0226058	0.0218627	0.0195173	0.0193393	0.0215433	0.0164737	0.0194377	0.0321733	0.0489231	0.044926	0.0464255	0.075393	0.0670301	0.0750801	0.0615611	0.033863	0.0566195	0.0538309
la	0.0643298	0.0378918	0.0366536	0.0209962	0.0150813	0.0181163	0.0118871	0.00776853	0.0036826	0.0036456	0.00266093	0.00409031	0.00389531	0.00653525	0.0087102	0.0146903	0.0176393	0.0279995	0.0314442	0.023382	0.030303	0.0262997	0.0197811	0.0192832	0.0275903	0.0442488	0.0427414	0.0392041	0.0741432	0.048328	0.0761628	0.0567067	0.0386074	0.0488309	0.0466692
rivière	0.01923	0.00841075	0.0117624	0.00797118	0.0065079	0.00614485	0.0036796	0.00553025	0.00350932	0.0028185	0.00358947	0.00598261	0.0114277	0.0152344	0.0156276	0.0155466	0.0164208	0.0187801	0.0226996	0.0267572	0.0308373	0.0511539	0.0533163	0.0549456	0.0656383	0.067864	0.0740657	0.0340693	0.111798	0.0449017	0.0515794	0.0376786	0.0266232	0.0303751	0.0375225
par	0.025087	0.0246247	0.0229201	0.0186706	0.0129255	0.0113054	0.0106303	0.00997069	0.00820889	0.00653248	0.0115972	0.0125521	0.0133552	0.0163082	0.0162578	0.0199544	0.017116	0.0187375	0.0181684	0.0184977	0.0194642	0.0237828	0.0308105	0.051494	0.0747158	0.0663558	0.0402417	0.0360608	0.0480148	0.0481875	0.0637594	0.0784386	0.0332739	0.0379561	0.0340241
pirogue	0.0206138	0.0214814	0.0200195	0.0106868	0.00951065	0.00862761	0.00804962	0.00587604	0.00612251	0.00539176	0.00939495	0.00828685	0.00656064	0.00823658	0.0095135	0.0136896	0.0108988	0.0157464	0.0131456	0.0136055	0.0148581	0.0155594	0.0187312	0.0399361	0.0710468	0.0676589	0.0645445	0.0661511	0.0726817	0.0486848	0.0756285	0.0722211	0.0522983	0.0363643	0.0581768
</S>	0.0148843	0.013293	0.0127126	0.00761916	0.00707156	0.00710886	0.00707164	0.00541869	0.00564404	0.004338	0.00852364	0.00948995	0.00878452	0.00968608	0.00798272	0.0110858	0.00965755	0.0190637	0.0221573	0.0228	0.0247875	0.027163	0.0321233	0.0514393	0.0813046	0.0703537	0.0744122	0.0642503	0.0850942	0.0433664	0.0646903	0.0531164	0.0365267	0.0264712	0.0505078
