 	a23	a85	a87	a23	a79	a20	a15	a44	a26	a11	a24	a94	a24	a43	a75	a41	a37	a27	a75	a5	a18	a31	a62	a70	a98	a71	a90	a94	a62	a24	a88	a24	a62	a96	a98	a73	a7	a84	a26	a53	a4	a53	a20	a7	a84	a87	</S>
elle	0.0106813	0.0181476	0.0126975	0.0167438	0.0242411	0.034821	0.0462833	0.0673845	0.0778701	0.0644351	0.0780134	0.0636553	0.0695367	0.0545304	0.0692697	0.0594102	0.0731937	0.029162	0.0173578	0.0142691	0.0171178	0.00992043	0.00719315	0.00586431	0.00737769	0.00425898	0.00256882	0.00291525	0.00289431	0.00194686	0.00339878	0.00136024	0.00139632	0.00133926	0.00101164	0.00190293	0.000891833	0.00122509	0.000966698	0.00158276	0.00226533	0.00176957	0.00347466	0.00303694	0.00398862	0.00247415	0.00415389
lui	0.00033625	0.00053663	0.000710085	0.000787906	0.00286982	0.00788225	0.00417216	0.00463368	0.00887243	0.0165917	0.0165195	0.0214907	0.0209005	0.0228758	0.0337615	0.038729	0.0653912	0.0672639	0.0533267	0.0633039	0.0619427	0.0483678	0.0631887	0.0425753	0.0439429	0.0553268	0.0383595	0.02517	0.0337579	0.00820766	0.0188595	0.00902976	0.00894475	0.00800075	0.00524568	0.00480373	0.00525043	0.00566794	0.00790647	0.00908826	0.0107308	0.0114708	0.0092506	0.00531397	0.00477351	0.00253785	0.00133056
posa	0.00825607	0.00422778	0.00972989	0.00576636	0.00681474	0.0281948	0.0133828	0.0210642	0.00972008	0.0160703	0.018195	0.0166831	0.0244863	0.0211717	0.0186574	0.0224522	0.0235277	0.0317572	0.0265668	0.0261816	0.0286057	0.0356971	0.0459981	0.0398234	0.0459491	0.0539239	0.0388056	0.0232327	0.0350004	0.0128656	0.0322602	0.00744606	0.00906614	0.0093066	0.00540614	0.00420504	0.0058864	0.00582231	0.00573124	0.00825369	0.0183316	0.0335366	0.0306701	0.0429091	0.0198312	0.0208878	0.0276423
un	0.0179746	0.0232198	0.0300876	0.023082	0.0161425	0.0212185	0.0119336	0.0297259	0.0295709	0.0158108	0.0144795	0.0104792	0.0194883	0.0347105	0.0179318	0.0186654	0.0250608	0.0265143	0.0289386	0.0312073	0.027097	0.0263336	0.0187964	0.0249457	0.0256511	0.0226306	0.0223099	0.0221627	0.0232773	0.0217237	0.0285753	0.021631	0.0156778	0.0226564	0.0579689	0.0367062	0.0288166	0.0277212	0.0200587	0.0153518	0.00982355	0.0105779	0.00511105	0.0057083	0.00550396	0.00434349	0.00259791
bandage	0.0116731	0.0085989	0.00516534	0.00494965	0.00300104	0.00282798	0.00240499	0.00438353	0.00854857	0.00777547	0.0125264	0.0144918	0.0181977	0.0229021	0.0232585	0.0274545	0.035223	0.0392216	0.0456776	0.052773	0.0597386	0.0378318	0.0440611	0.0532825	0.0497775	0.0310278	0.0193435	0.0234113	0.0212722	0.0239151	0.0235772	0.0214401	0.0172638	0.0219743	0.0208591	0.0210409	0.0262189	0.0228296	0.0258641	0.0191865	0.01193	0.00713963	0.0106829	0.00900881	0.0109174	0.00854318	0.00680723
autour	0.017535	0.0174839	0.0137427	0.0137643	0.0115713	0.0155822	0.0158038	0.0378711	0.0431249	0.0577574	0.0818264	0.0649092	0.0460725	0.0349767	0.0572484	0.0402366	0.058663	0.0342076	0.0294037	0.019411	0.0272905	0.0558312	0.0199088	0.0219218	0.0175963	0.0158219	0.010304	0.0125083	0.0111521	0.00726554	0.00970036	0.00590618	0.00567431	0.00537592	0.00377457	0.00506974	0.00228992	0.00395754	0.0024334	0.00255646	0.00222804	0.00222031	0.003518	0.00455479	0.00672424	0.00645082	0.0167733
de	0.0334145	0.0249654	0.0159222	0.0198429	0.0112496	0.0107136	0.0137493	0.0139646	0.022013	0.0233545	0.0305768	0.0281654	0.0193859	0.0215981	0.0339681	0.0303828	0.0290097	0.0229008	0.0213041	0.0159095	0.0165912	0.0265766	0.0154943	0.0146906	0.0115125	0.0160011	0.0133107	0.0124607	0.0134759	0.0140103	0.0125452	0.0127176	0.00892053	0.0102485	0.0119511	0.0135557	0.0116428	0.0143141	0.0141115	0.0189979	0.0248511	0.0269708	0.0379393	0.0364926	0.0476984	0.0489373	0.0515911
sa	0.0208167	0.0105976	0.00570967	0.00590536	0.00283183	0.00473577	0.0032812	0.00530379	0.00731015	0.0110615	0.013203	0.0135125	0.017116	0.0177178	0.0222789	0.0264838	0.0213746	0.0328763	0.0237511	0.0190329	0.0207729	0.019136	0.0211219	0.0165742	0.0170625	0.0190115	0.0175564	0.0170319	0.0181241	0.0222061	0.020816	0.0188098	0.0233428	0.0188688	0.0214553	0.0225893	0.0152841	0.0247731	0.0234237	0.0254647	0.0351878	0.0434197	0.0500381	0.0484566	0.0433861	0.0463701	0.0448161
tête	0.0169194	0.0122652	0.0111716	0.0116231	0.00741818	0.00665836	0.00552226	0.0056644	0.00570218	0.00988075	0.0105708	0.00673269	0.0173927	0.0196083	0.0292771	0.0283401	0.0317197	0.0201759	0.0201856	0.0137179	0.0149875	0.0114716	0.011202	0.00996701	0.010226	0.0121248	0.0117706	0.0112318	0.0117963	0.0151968	0.0142718	0.014444	0.0165202	0.0197702	0.0221787	0.025954	0.0216947	0.0285783	0.0271163	0.0348289	0.0433224	0.0347471	0.0580403	0.0505752	0.0503879	0.0592873	0.067762
blessée	0.0255354	0.0209056	0.0178511	0.0122064	0.0053493	0.0117957	0.00645062	0.0216743	0.0237876	0.0439609	0.0408322	0.0308221	0.0499582	0.0486721	0.0274528	0.0246197	0.0402466	0.043381	0.0406125	0.0254434	0.0329858	0.0318301	0.0173878	0.0216541	0.0192221	0.017345	0.0138381	0.0167345	0.0158397	0.0132175	0.0136199	0.011277	0.00979964	0.00925729	0.00661392	0.00795602	0.00594832	0.00590059	0.00568491	0.00980958	0.0103898	0.0108222	0.0228295	0.0239252	0.02981	0.0211352	0.0336086
</S>	0.0319866	0.0182841	0.0059968	0.00739381	0.003298	0.00527773	0.00521934	0.00824859	0.0111711	0.015642	0.0159945	0.0210197	0.0318522	0.0353397	0.0225773	0.0228637	0.0315517	0.0475939	0.0593295	0.0378545	0.045781	0.0371009	0.0249953	0.0241649	0.0194151	0.0160873	0.0142402	0.0179131	0.0150271	0.0130977	0.013049	0.0127377	0.0113784	0.0111161	0.00780286	0.0117922	0.0090459	0.0115114	0.0116531	0.0197982	0.0205596	0.0209771	0.0264133	0.0343881	0.0394077	0.0349357	0.0371165
