 	a66	a87	a23	a79	a69	a54	a98	a47	a5	a37	a75	a92	a34	a85	a92	a79	a15	a7	a5	a75	a92	a37	a75	a85	a92	a85	a47	a36	a6	a47	a36	a2	a57	a87	a23	a87	</S>
c'	0.0461328	0.0474012	0.0469661	0.0338292	0.0310501	0.0619869	0.0713957	0.0955485	0.0794147	0.0593934	0.0263891	0.0225988	0.017111	0.0139907	0.00992076	0.0124089	0.00839356	0.008005	0.00995964	0.0114389	0.0146006	0.0126144	0.0238527	0.00941559	0.00680957	0.0126275	0.0110732	0.0160908	0.0208207	0.0149104	0.0225336	0.0144072	0.0130464	0.0230558	0.0164429	0.0166288	0.0377349
est	0.0274572	0.0182017	0.0135595	0.017093	0.0258603	0.0260111	0.0274008	0.0373598	0.0588006	0.0801363	0.0465889	0.0423587	0.0265289	0.0198835	0.0169747	0.0235572	0.0175403	0.0123934	0.024069	0.013886	0.0146767	0.0149303	0.0115478	0.013012	0.0194441	0.0144778	0.0144247	0.0221819	0.0162546	0.0367657	0.0204947	0.0361172	0.0365447	0.0517477	0.0447342	0.0402653	0.0167196
pas	0.0308018	0.0215264	0.0263005	0.0307232	0.032216	0.0248819	0.0213757	0.0226801	0.0224356	0.0266235	0.0150832	0.0217562	0.0107537	0.00476145	0.00396853	0.00555814	0.00596764	0.00567444	0.00938535	0.0157537	0.0229404	0.0175143	0.0206055	0.0105265	0.0192312	0.012044	0.011096	0.0144127	0.0125814	0.0146637	0.0357647	0.0327094	0.0507568	0.0849259	0.0712045	0.116031	0.0947645
moi	0.0892807	0.0498299	0.0803039	0.0653304	0.0458705	0.0293686	0.0272002	0.043099	0.0215638	0.0105397	0.0125606	0.0178198	0.0170367	0.0152037	0.00970916	0.0098612	0.0103585	0.0188471	0.0105505	0.0100605	0.0125046	0.0108241	0.00837082	0.0108325	0.00956884	0.0116067	0.0136999	0.016541	0.0189971	0.0269319	0.018956	0.054283	0.0451814	0.0321871	0.0351743	0.0270233	0.0529229
qui	0.0893466	0.0349226	0.0389323	0.0357546	0.0218375	0.00801698	0.00473898	0.00732012	0.00999697	0.0113894	0.01742	0.019414	0.0133131	0.0203826	0.0170529	0.0302331	0.0167644	0.0301316	0.0260306	0.0162529	0.0221801	0.0172407	0.0373747	0.020448	0.0405705	0.022966	0.0234567	0.0197236	0.0203721	0.0151432	0.0245726	0.0320921	0.024809	0.0598947	0.0386065	0.0482856	0.0630124
ai	0.0558408	0.0337781	0.0338346	0.0364718	0.0248884	0.00675472	0.0100941	0.011903	0.0064467	0.00693543	0.00903883	0.0119709	0.0220299	0.0558841	0.0386034	0.0447521	0.0438111	0.0692214	0.0463537	0.0307749	0.0290769	0.031784	0.0578286	0.0455002	0.0309844	0.0210189	0.018243	0.0253173	0.015547	0.0145733	0.0105714	0.0184662	0.0112399	0.0307306	0.01475	0.0161844	0.00879586
touché	0.0775817	0.035153	0.0234025	0.0198493	0.0161557	0.00759263	0.011877	0.0163321	0.00773822	0.00574683	0.00780487	0.0098326	0.0178254	0.0380218	0.0244819	0.0267873	0.0308221	0.0503999	0.0351698	0.019702	0.0273959	0.0195961	0.0231785	0.0285312	0.0400476	0.0212067	0.0218118	0.0358211	0.023374	0.0506673	0.0315561	0.0349774	0.0390826	0.0450133	0.0317617	0.0299117	0.0137902
ton	0.0643902	0.0382136	0.0227604	0.0232402	0.020275	0.0138035	0.017415	0.0110443	0.0122431	0.0131589	0.013366	0.0100192	0.0103912	0.00924294	0.00719043	0.00560663	0.00678439	0.00912457	0.00989677	0.0161356	0.0163158	0.0147798	0.0205212	0.0110355	0.0177063	0.0262237	0.0297221	0.0383505	0.035205	0.0525251	0.0566038	0.0379727	0.0335921	0.135413	0.0464468	0.0591927	0.0340917
sac	0.0459226	0.024552	0.0287742	0.0384346	0.0253895	0.0131065	0.0141098	0.00708505	0.00713734	0.00602281	0.00697709	0.00783392	0.00671989	0.00933311	0.00557431	0.00481168	0.00606098	0.00833563	0.00962404	0.0155504	0.0207192	0.0154703	0.0245074	0.0204407	0.0278441	0.0307701	0.0395078	0.0451585	0.0365603	0.059331	0.0688263	0.0446411	0.0450586	0.0991557	0.039598	0.0307242	0.0603313
</S>	0.0176356	0.00524723	0.00663056	0.00681141	0.00570747	0.00506795	0.00430978	0.00189071	0.0013096	0.00140439	0.00244007	0.00353622	0.00575884	0.0117541	0.00618033	0.00583819	0.00535807	0.0095562	0.00734263	0.0068088	0.0103759	0.00691363	0.0128214	0.0142426	0.0184083	0.0225725	0.0456868	0.0769487	0.0627468	0.0583607	0.0562644	0.09123	0.0656915	0.130421	0.102242	0.0747976	0.0296873
