 	a23	a87	a30	a53	a56	a18	a62	a83	a18	a50	a31	a0	a75	a5	a61	a88	a47	a88	a0	a24	a61	a75	a37	a98	a47	a92	a34	a56	a62	a83	a9	a10	a87	a10	a87	a23	a87	</S>
il	0.0414615	0.0664322	0.0892813	0.0990322	0.183682	0.0663005	0.0414308	0.0414419	0.0239283	0.0420764	0.0124301	0.00628047	0.00528775	0.00510295	0.00507724	0.0040414	0.00306745	0.00411452	0.00337784	0.00319948	0.0030584	0.00174801	0.00126755	0.0014516	0.00223259	0.00419449	0.0044917	0.0082872	0.0103929	0.0181137	0.0161143	0.0247181	0.0209843	0.0199304	0.0258876	0.0242525	0.0271906	0.0386378
est	0.00290416	0.00454113	0.00866535	0.0137972	0.0263425	0.0245125	0.0521997	0.0242971	0.0409275	0.0439923	0.0237869	0.0229952	0.0285013	0.0262304	0.0221838	0.0721039	0.0295541	0.0466245	0.0481632	0.044954	0.0425785	0.0291697	0.0247102	0.0208177	0.0245433	0.0218278	0.0202733	0.0245413	0.0243188	0.0255146	0.0306189	0.0187167	0.0182914	0.0195859	0.0187898	0.0104056	0.0103948	0.0076249
couché	0.00884879	0.00790085	0.00616574	0.00444291	0.00378657	0.00351052	0.00910777	0.013353	0.0142169	0.0121266	0.0153147	0.0442312	0.0303916	0.0526604	0.0503756	0.0737521	0.034894	0.0543287	0.0561603	0.051763	0.0394935	0.0238448	0.0143882	0.0131144	0.00941471	0.00919695	0.0119446	0.0172366	0.0328018	0.0347454	0.0478836	0.0410093	0.0338417	0.0297725	0.0311775	0.024167	0.0261041	0.0125322
dans	0.0291366	0.0199894	0.0101196	0.0114473	0.00896174	0.013053	0.0235317	0.0359272	0.0427567	0.0458413	0.0465552	0.0542867	0.0407642	0.057939	0.0556791	0.0711404	0.053421	0.058455	0.0422676	0.036209	0.0288018	0.0204614	0.0185067	0.0219506	0.0102474	0.00793568	0.00779282	0.0083332	0.0146912	0.0117	0.0115482	0.0139056	0.0104941	0.0110203	0.0106006	0.00877101	0.00880173	0.0169558
la	0.0873182	0.0553723	0.0201826	0.0148023	0.00603288	0.0108898	0.01206	0.0162136	0.0210438	0.0155945	0.0253655	0.0188248	0.0235331	0.0187108	0.0258526	0.025024	0.0174952	0.0203545	0.0199276	0.0177415	0.0312809	0.0301044	0.0253563	0.0179706	0.0167947	0.0174166	0.0328585	0.0320668	0.025897	0.0268057	0.0459869	0.0282338	0.0363708	0.0418655	0.0292111	0.0252067	0.0363767	0.0278574
maison	0.0495477	0.0361304	0.0294401	0.0375741	0.0507019	0.0463427	0.0239864	0.0142119	0.017306	0.0134295	0.020705	0.0145786	0.0219951	0.019715	0.0227935	0.0180279	0.0165735	0.0123585	0.0104456	0.007299	0.0105345	0.0103907	0.0108227	0.010336	0.0176609	0.0174537	0.0286466	0.0441632	0.0605966	0.0363809	0.0420374	0.0447369	0.0378686	0.0335966	0.0257507	0.026861	0.0229714	0.0360293
sous	0.0471611	0.0234625	0.00960852	0.0116821	0.00933551	0.0145749	0.0223606	0.0818741	0.0447315	0.0764195	0.0504637	0.0417075	0.0239091	0.0172112	0.0342908	0.0262656	0.0175001	0.0129821	0.0071677	0.00522448	0.00636458	0.00526441	0.00523404	0.00519783	0.00539719	0.00756989	0.00891183	0.0119692	0.0109982	0.0155632	0.0172095	0.0264981	0.0291987	0.0406125	0.0549767	0.046285	0.0510543	0.0737621
l'	0.0810924	0.0542815	0.0282283	0.0237487	0.0166301	0.0225469	0.0218048	0.0380767	0.0197096	0.0332967	0.0392522	0.0423205	0.023525	0.0257191	0.0284865	0.0237722	0.0101128	0.00599847	0.0033134	0.00256657	0.00334775	0.0029501	0.00281797	0.00456627	0.00387113	0.00693006	0.0165634	0.0232871	0.0285051	0.0405849	0.0463705	0.0288315	0.0309006	0.0497062	0.0368975	0.0368028	0.0601474	0.0324373
effet	0.0363896	0.0295354	0.0262132	0.0258266	0.0176075	0.0115682	0.0167858	0.022195	0.0159432	0.0204988	0.0194144	0.0231042	0.0220923	0.0438692	0.0405347	0.0661622	0.0248444	0.0342373	0.0293472	0.0278247	0.0178386	0.0155472	0.0173337	0.0159173	0.014036	0.0134373	0.0137707	0.0186917	0.0205674	0.0266235	0.0320927	0.0298594	0.0260949	0.0289316	0.0314547	0.0378167	0.0457916	0.0402008
du	0.0604907	0.0371962	0.0124124	0.008167	0.00403649	0.00338567	0.00625604	0.0106157	0.00852707	0.00753321	0.00948357	0.00810798	0.0121806	0.0127603	0.0186989	0.021357	0.00900761	0.0100786	0.00918323	0.00943121	0.00791953	0.00658786	0.00716046	0.00503826	0.00368666	0.00462809	0.00935586	0.0202284	0.0181704	0.0342151	0.033952	0.0341446	0.0455413	0.0844994	0.0773409	0.0892058	0.140031	0.0993849
