 	a87	a23	a50	a12	a83	a24	a62	a21	a44	a54	a73	a84	a53	a15	a44	a12	a83	a71	a62	a47	a0	a75	a85	a47	a44	a57	a53	a93	a70	a99	a13	a9	a87	a97	a87	a9	a87	</S>
le	0.0836319	0.0770886	0.0645253	0.050925	0.0335879	0.0384374	0.033168	0.0154923	0.0135813	0.0119516	0.00977438	0.00665039	0.00569062	0.0062569	0.00591097	0.00743396	0.00738689	0.0141214	0.021494	0.0245918	0.037728	0.0424874	0.0421893	0.040132	0.0541582	0.0308406	0.0271911	0.0260846	0.0296034	0.0229114	0.0181305	0.0145484	0.0157571	0.0118715	0.0111147	0.0150961	0.0101056	0.0183498
fruit	0.00198074	0.0052078	0.00460403	0.00775316	0.0097863	0.0141779	0.037045	0.0380944	0.075171	0.131024	0.135177	0.108061	0.0772986	0.0805593	0.0579008	0.0403594	0.0352557	0.0228519	0.00969232	0.0129994	0.00930085	0.00641954	0.00794537	0.0100985	0.0102175	0.0123962	0.00658532	0.00571303	0.00258501	0.00205999	0.00114473	0.00129532	0.00443502	0.00146529	0.00321679	0.00269656	0.0046753	0.0027497
sauvage	0.0140983	0.0200833	0.0296721	0.0246356	0.0274347	0.0421703	0.0272057	0.034397	0.0365025	0.033342	0.0406973	0.0558958	0.070164	0.0874811	0.090719	0.0696146	0.0456607	0.0278403	0.0158562	0.0101979	0.00914356	0.0146272	0.0290916	0.0269636	0.0338433	0.0173463	0.0113822	0.00577415	0.00718472	0.00390303	0.00159453	0.0030462	0.0106948	0.00539331	0.00517891	0.00455428	0.00304361	0.00356592
lengyé	0.0179042	0.0125269	0.0187743	0.00981072	0.0156281	0.0199591	0.00752066	0.0136787	0.00994857	0.0156261	0.0233256	0.0454807	0.0746062	0.067811	0.0755303	0.0563178	0.0369425	0.026123	0.026341	0.0198685	0.0212411	0.0250921	0.0557571	0.0484436	0.0452729	0.0426619	0.0209509	0.012357	0.0118876	0.0124306	0.0118095	0.0158481	0.0163424	0.0184885	0.0111023	0.0134705	0.00932853	0.0137912
est	0.0870416	0.0601022	0.0650421	0.0604116	0.0659088	0.0734642	0.0692417	0.0387134	0.0484473	0.0184391	0.0130318	0.0100478	0.0166992	0.0179319	0.0178396	0.0183472	0.0104632	0.00487808	0.0107571	0.00669838	0.0037383	0.00661382	0.0121458	0.0111032	0.0158117	0.0132743	0.0128983	0.0133396	0.0110426	0.0177899	0.00984117	0.0144129	0.0248204	0.018224	0.0209826	0.021226	0.0317206	0.0275085
utilisé	0.0192373	0.0261106	0.0229598	0.0286445	0.0263658	0.027519	0.0197929	0.032522	0.0409128	0.0236649	0.0182914	0.036547	0.0325484	0.0480519	0.0453318	0.0722068	0.0373317	0.0501836	0.050257	0.0232678	0.0310405	0.0426261	0.0490089	0.0410813	0.0293938	0.0210191	0.00873555	0.00738628	0.00688533	0.00723052	0.00683256	0.00571746	0.00920416	0.010564	0.00979306	0.0094925	0.010418	0.0118236
comme	0.0483051	0.0349764	0.0272442	0.0355634	0.0377667	0.028977	0.0370602	0.0367196	0.0382721	0.0230607	0.0133077	0.0107759	0.00894425	0.0129744	0.0125476	0.0200566	0.0177488	0.0311297	0.0452832	0.0266799	0.027158	0.0288534	0.042061	0.0314289	0.0321717	0.0288827	0.013163	0.00892377	0.0089187	0.0137343	0.014242	0.0174092	0.0267375	0.0248478	0.0374852	0.0326799	0.0268931	0.0370163
appât	0.0329345	0.0320623	0.031284	0.0299863	0.0270025	0.0192434	0.022919	0.0223112	0.024128	0.0181604	0.0180641	0.0170122	0.0182933	0.0316842	0.0366675	0.0538793	0.0438564	0.0548831	0.0487186	0.033469	0.032167	0.0356661	0.0286209	0.0242364	0.0191477	0.0237418	0.0194693	0.00954579	0.0112813	0.0149681	0.0142315	0.0183426	0.0206691	0.0251911	0.0260773	0.0201585	0.0215054	0.0184212
pour	0.051151	0.0462996	0.0498	0.0462511	0.0424809	0.0284787	0.0372571	0.0317511	0.0384133	0.0292235	0.0294399	0.0237783	0.0298324	0.0438014	0.0394331	0.0394511	0.0220522	0.0178386	0.017978	0.0106695	0.0112308	0.0155668	0.0180363	0.0214978	0.0197478	0.0183303	0.014182	0.00945385	0.00963281	0.0123725	0.0133718	0.0175918	0.0165705	0.0223739	0.026439	0.0236204	0.0218634	0.0327378
prendre	0.0283661	0.0218835	0.0208146	0.0218007	0.0170093	0.0103258	0.0194175	0.0143261	0.0155954	0.0108086	0.0105853	0.00873015	0.00909497	0.0135198	0.0105051	0.0145652	0.0109836	0.0130763	0.0137276	0.00847511	0.00708987	0.00942942	0.0150812	0.0132576	0.0195495	0.0207255	0.0253501	0.0245399	0.0304907	0.0467799	0.0366369	0.0538817	0.0650006	0.0615474	0.0743193	0.068198	0.0549381	0.0795736
le	0.0568553	0.036832	0.0247681	0.0247857	0.0237961	0.0174077	0.0315014	0.0222755	0.0204632	0.016854	0.0170839	0.0156507	0.0145223	0.0213283	0.0197783	0.026336	0.0211478	0.0290216	0.0319513	0.0253302	0.0287715	0.0375183	0.0432855	0.0291415	0.034896	0.0287525	0.0221997	0.0127687	0.0100453	0.0149034	0.0122315	0.0198977	0.0223812	0.0298125	0.0314757	0.0352875	0.0378642	0.0510779
blaireau	0.0353012	0.0353196	0.0393616	0.0347277	0.0244807	0.0152503	0.0213875	0.0192507	0.026842	0.0235566	0.0270095	0.0212776	0.0225808	0.0349746	0.0299662	0.0381244	0.0245043	0.0260613	0.0238649	0.0202871	0.0233765	0.0206887	0.0270983	0.0144517	0.0178073	0.0147647	0.0125629	0.00878703	0.00836303	0.0143588	0.0154693	0.0236299	0.0193354	0.0326296	0.0358744	0.0482117	0.0398099	0.0786522
</S>	0.027702	0.0270462	0.0244973	0.0173521	0.0138106	0.0107987	0.0115163	0.00781272	0.00795666	0.009163	0.0130901	0.00947954	0.0182089	0.0237771	0.0165488	0.0127229	0.014417	0.0218398	0.0122018	0.0169939	0.0183939	0.0276196	0.0781259	0.0289543	0.067562	0.0549512	0.0706046	0.0383831	0.0299739	0.0343278	0.0254254	0.023081	0.0262795	0.026025	0.025608	0.031013	0.0277023	0.0490342
