 	a66	a87	a23	a54	a47	a36	a56	a37	a61	a62	a88	a93	a56	a34	a96	a34	a75	a92	a94	a98	a47	a36	a26	a57	a87	a10	a87	a23	a97	</S>
on	0.0633598	0.101488	0.0815051	0.0710875	0.0706877	0.0452527	0.0383862	0.0234917	0.0134624	0.00934051	0.00588195	0.00459949	0.00522512	0.00516471	0.00954726	0.0115645	0.0143203	0.0125703	0.0112254	0.010956	0.0157877	0.0475337	0.0495322	0.0389924	0.0614004	0.0351928	0.0326093	0.0336972	0.0386435	0.0374936
fabrique	0.0427595	0.0343898	0.040737	0.030188	0.0561275	0.0314524	0.0559682	0.0301819	0.0155741	0.0202199	0.0147097	0.0218486	0.0194138	0.0293248	0.0340903	0.0313456	0.0357277	0.0452609	0.0384832	0.0436421	0.0577517	0.0402005	0.0408269	0.0380105	0.0232238	0.023861	0.0242446	0.0302608	0.0265836	0.0235916
les	0.0631423	0.046927	0.0618031	0.038733	0.0149484	0.0117513	0.0141319	0.00956285	0.0103057	0.0109454	0.0101634	0.010728	0.0119787	0.0144597	0.0173059	0.0271224	0.0304765	0.0297164	0.0317121	0.0193456	0.0335812	0.0277711	0.0252656	0.0319114	0.0412329	0.0493619	0.0553463	0.0711636	0.0982549	0.0808512
nasses	0.0412413	0.0284461	0.031436	0.0201192	0.0267043	0.0180747	0.0187285	0.0167133	0.0179654	0.0182425	0.0383735	0.0786758	0.11712	0.0966142	0.0749499	0.0759728	0.056025	0.0390118	0.0202001	0.0238957	0.00757824	0.0168871	0.0231624	0.0174653	0.00991961	0.017272	0.0132229	0.0129254	0.00989882	0.0131579
à	0.0809885	0.0456989	0.0409357	0.0311798	0.0274326	0.0203745	0.0177804	0.0175704	0.0319731	0.0229258	0.0212725	0.0351024	0.0305959	0.04674	0.0398023	0.0288793	0.0260402	0.0317929	0.0236319	0.0331519	0.0300071	0.0327436	0.0404394	0.0439913	0.0254439	0.0326049	0.0332268	0.0325186	0.0301689	0.0449866
l'	0.0551723	0.0586613	0.0472765	0.0294412	0.0137717	0.00931407	0.0106302	0.00822868	0.0112846	0.0085963	0.00988994	0.0105419	0.00956536	0.0157894	0.0269043	0.0315716	0.0340955	0.0351152	0.0283703	0.0266012	0.0301389	0.0563224	0.049323	0.0727674	0.0621217	0.0523738	0.0522224	0.048596	0.0462651	0.0490479
aide	0.104589	0.0698078	0.0479614	0.0383985	0.0300762	0.0309783	0.0378707	0.0392942	0.0408339	0.0231458	0.0154405	0.0221755	0.0189784	0.0126083	0.0195874	0.0183564	0.0156464	0.0133362	0.0199114	0.0224562	0.0213634	0.02889	0.0280019	0.0382101	0.0416451	0.0328208	0.038021	0.0426229	0.0445165	0.0424553
de	0.198778	0.121496	0.103026	0.0385536	0.0112747	0.00641957	0.010364	0.0075231	0.00976894	0.00787831	0.00537265	0.00291458	0.00150916	0.00222468	0.00516069	0.00416744	0.00667171	0.00585129	0.00891068	0.00795711	0.014526	0.0198018	0.0249815	0.0257188	0.0432381	0.0318825	0.0372505	0.0437807	0.0579095	0.135088
l'	0.11928	0.0543033	0.0573338	0.0374002	0.0288463	0.0191253	0.0163201	0.00824314	0.00977115	0.0112695	0.0128929	0.0256917	0.017846	0.0139779	0.0148787	0.0122027	0.0175772	0.0108228	0.0128536	0.0104913	0.0178296	0.0243081	0.0270885	0.0273732	0.0510142	0.0508554	0.0580587	0.0844562	0.0605974	0.0872915
écorce	0.0958417	0.0741227	0.085705	0.066524	0.0427591	0.0297518	0.0261417	0.0215828	0.0254607	0.0213438	0.032751	0.0495605	0.0278828	0.0269646	0.0125903	0.011286	0.00953615	0.00762888	0.00905856	0.00690869	0.00852623	0.00978808	0.0108178	0.0144276	0.0291024	0.0283238	0.0339399	0.058958	0.0427108	0.0800046
du	0.098772	0.0881732	0.070703	0.0380866	0.0138152	0.00607831	0.00311695	0.00133066	0.00141102	0.000598265	0.000891268	0.000937	0.00136156	0.00133337	0.00408823	0.00432881	0.00528776	0.00632711	0.0127867	0.00926725	0.0221049	0.0415923	0.0461107	0.0320727	0.0796462	0.054757	0.0629836	0.0859723	0.153202	0.0528637
bambou	0.0158463	0.0251473	0.0324912	0.0283768	0.00828345	0.00493895	0.0102117	0.00542009	0.00571	0.00661081	0.0119878	0.0133059	0.0206718	0.0407914	0.0677718	0.106612	0.0826359	0.0600459	0.110894	0.0281637	0.0379556	0.0269169	0.024065	0.0206145	0.0349587	0.0325113	0.03252	0.0432398	0.0496972	0.0116051
</S>	0.117055	0.0666041	0.0368964	0.0246122	0.0142828	0.00622842	0.00269753	0.00113659	0.00107409	0.0012108	0.0012006	0.00108096	0.00161263	0.00288096	0.00417613	0.0105165	0.0190165	0.0210143	0.0243774	0.0108991	0.0229853	0.0371938	0.055421	0.0449316	0.0844356	0.0713773	0.0699902	0.0735008	0.0852714	0.0863201
