 	a66	a87	a23	a87	a23	a30	a13	a11	a88	a0	a62	a75	a85	a92	a21	a5	a61	a21	a61	a12	a56	a90	a79	a7	a44	a58	a82	a87	a23	a87	a97	a99	a97	</S>
c'	0.058189	0.057162	0.0536895	0.0416116	0.0422327	0.0298547	0.0210563	0.0167697	0.0178493	0.0159854	0.0205451	0.0218211	0.0130428	0.013836	0.0103376	0.0095857	0.0125067	0.00880844	0.0102718	0.0115168	0.00902071	0.00850005	0.0244104	0.0400118	0.0634242	0.0576803	0.0570555	0.041917	0.0399143	0.0369941	0.048592	0.0344714	0.0257227	0.0256132
est	0.0613176	0.036774	0.0322785	0.0141382	0.0148404	0.0112302	0.0250529	0.0324466	0.0186504	0.0184822	0.00842077	0.0101408	0.00893477	0.00681749	0.00871761	0.00888621	0.00941445	0.0132498	0.0141835	0.0228656	0.0192925	0.0286168	0.0390131	0.0542736	0.0457914	0.0358106	0.0472239	0.0547637	0.04527	0.0607663	0.0577004	0.0553305	0.0576344	0.0216711
lui	0.0833244	0.0875789	0.0978503	0.0623939	0.0430701	0.0323305	0.0251258	0.0743556	0.0146827	0.0344266	0.00836023	0.00593038	0.00232185	0.00515522	0.00499654	0.00884338	0.00771236	0.00798116	0.0104346	0.0206554	0.0145162	0.0109557	0.00813071	0.00483451	0.00676509	0.00871462	0.0073446	0.0107909	0.0196331	0.0184291	0.0342322	0.0381183	0.0722509	0.107754
qui	0.0954501	0.0539864	0.0512046	0.0698477	0.0389959	0.0211481	0.0328354	0.0192305	0.0294139	0.0414033	0.0341471	0.0161821	0.0101412	0.00746869	0.0101616	0.0137717	0.0176403	0.0159327	0.0205284	0.0189094	0.0333165	0.0213274	0.0140831	0.00993199	0.0123515	0.0189912	0.0130606	0.0187861	0.0378343	0.0243419	0.0369045	0.0340686	0.0432441	0.0633593
me	0.18353	0.121085	0.0650204	0.0641058	0.0281195	0.0201684	0.0192326	0.0228487	0.0131847	0.0460422	0.0140915	0.00824145	0.00481044	0.0046873	0.00520108	0.00960818	0.0189961	0.0135372	0.0141152	0.0261058	0.0231623	0.0190408	0.0285851	0.018663	0.0238721	0.0149173	0.012024	0.0134874	0.0178677	0.0220181	0.0266072	0.0217536	0.0406893	0.0145808
remplace	0.0275768	0.0181349	0.0203755	0.0232328	0.032067	0.0240705	0.0366239	0.103889	0.102389	0.188274	0.0751249	0.0346168	0.0113633	0.0101473	0.0147538	0.0241758	0.0188189	0.0264897	0.0525796	0.0394059	0.0432047	0.0213572	0.0101818	0.00298994	0.00547057	0.00311379	0.00282321	0.0015478	0.00362385	0.00479183	0.00504046	0.00325079	0.00403943	0.00445553
à	0.0269909	0.0156721	0.00839832	0.015371	0.0206966	0.032821	0.0382077	0.0945645	0.06421	0.0915101	0.0636409	0.0297324	0.0107577	0.0170776	0.0192192	0.0318415	0.0322448	0.0277994	0.0346087	0.0311424	0.0386005	0.0374995	0.0197603	0.0214448	0.0270733	0.0159234	0.013411	0.0166302	0.0149222	0.0212217	0.0187445	0.0157365	0.0176114	0.0149135
ce	0.0251502	0.0309838	0.0156095	0.0206555	0.0277108	0.0366389	0.0318103	0.0285647	0.0191622	0.0177194	0.0182726	0.0168236	0.0122715	0.0157867	0.0158594	0.0124037	0.0134009	0.0112191	0.0104656	0.0118864	0.0172347	0.0271703	0.0265714	0.0413122	0.0462733	0.0638668	0.0438258	0.046281	0.0531217	0.0444357	0.0486991	0.0428488	0.0546339	0.0513304
poste	0.0379238	0.039107	0.015212	0.0185828	0.0199472	0.0203808	0.0166651	0.0122722	0.0126709	0.0145736	0.0144651	0.0144272	0.013563	0.0232317	0.0246958	0.0216959	0.0231507	0.0219056	0.020666	0.0225125	0.018044	0.0193412	0.0201912	0.0372535	0.0381736	0.0545968	0.0512409	0.0462882	0.0526277	0.0414029	0.0523999	0.0449292	0.0540444	0.0618175
</S>	0.0396426	0.042261	0.0135485	0.0129104	0.00541744	0.00430452	0.00399674	0.00333116	0.00234273	0.00405396	0.00301223	0.00240028	0.00109926	0.00349307	0.00369811	0.00713201	0.00690574	0.00422487	0.00642031	0.0112504	0.00867375	0.0175868	0.0248143	0.0372399	0.0497442	0.0630081	0.0634316	0.0616181	0.077771	0.0656099	0.0971999	0.0695102	0.0978179	0.084529
