 	a15	a66	a87	a23	a30	a53	a15	a79	a47	a6	a0	a11	a70	a62	a88	a62	a47	a75	a85	a21	a47	a61	a83	a62	a21	a5	a18	a36	a37	a26	a83	a71	a9	a87	a23	a87	</S>
il	0.028515	0.0360087	0.044735	0.0494684	0.0483815	0.034923	0.0505471	0.0380977	0.0504345	0.0231701	0.0346103	0.0166094	0.0179862	0.0134947	0.00953072	0.010462	0.00657474	0.00674173	0.00661749	0.00378383	0.00390944	0.00515945	0.00464818	0.00583211	0.00930735	0.0200313	0.0254678	0.0254296	0.0214514	0.0480005	0.0410903	0.035758	0.0493795	0.0299263	0.0457237	0.0354473	0.0627459
m'	0.0134721	0.0159708	0.020529	0.0259138	0.0505177	0.0693367	0.0766996	0.0519998	0.0347965	0.0180884	0.0463013	0.0126801	0.0127499	0.0149666	0.0121234	0.022518	0.0219104	0.0222507	0.0498563	0.0204932	0.0226068	0.0234696	0.0174693	0.0167162	0.0265098	0.0245887	0.0258364	0.0225637	0.039586	0.0153603	0.0248798	0.0227867	0.0210679	0.0296219	0.0170718	0.0208582	0.0158328
a	0.0185403	0.00865363	0.00650585	0.00701797	0.0077751	0.00915476	0.0187655	0.0975298	0.132419	0.0833706	0.134453	0.074604	0.0400219	0.0264063	0.0227052	0.0239617	0.0113005	0.00864351	0.018659	0.0054562	0.00562703	0.00497801	0.0033817	0.00333244	0.00284837	0.00358023	0.00492281	0.00462223	0.00841641	0.0088216	0.0142609	0.020039	0.0238197	0.0328244	0.0273764	0.0372607	0.0379445
demandé	0.0616126	0.0430355	0.0149687	0.02566	0.0335084	0.0519381	0.0209058	0.0232241	0.0420655	0.0867143	0.0362987	0.0297039	0.0291066	0.01975	0.0290714	0.0351785	0.0325863	0.0495586	0.0315259	0.0459203	0.0267222	0.0212436	0.0171632	0.012462	0.0130472	0.0116418	0.0104744	0.0106156	0.0163248	0.0124474	0.0105476	0.0136505	0.0156916	0.0164748	0.0091749	0.0132697	0.0267156
où	0.0223709	0.00577479	0.0032479	0.00335756	0.0055737	0.0071774	0.00715579	0.0155978	0.0258545	0.0192853	0.0250603	0.0249466	0.0162769	0.0194287	0.0167672	0.0256724	0.00995759	0.00985337	0.0222233	0.010621	0.0122901	0.0123068	0.0124395	0.018152	0.0242004	0.022495	0.0375231	0.0228249	0.0459256	0.0377	0.0651542	0.0823634	0.0532628	0.0743319	0.0475119	0.0721372	0.0631782
se	0.035094	0.0181194	0.0230925	0.0182841	0.0247101	0.0278781	0.0510572	0.0684612	0.0542182	0.0161542	0.0465673	0.0449239	0.0193639	0.0183466	0.0130456	0.0225333	0.00765482	0.00519798	0.0118236	0.00712878	0.010607	0.0139616	0.0139953	0.0164698	0.0217631	0.0331577	0.0291686	0.0273496	0.0411463	0.0288853	0.0445067	0.0357219	0.0279172	0.0310169	0.0247675	0.0323738	0.0335368
trouve	0.04004	0.0253252	0.0130917	0.0121142	0.0157689	0.0141567	0.0185758	0.0356075	0.0351127	0.0163286	0.0269936	0.0245544	0.017116	0.0227197	0.0166627	0.0350503	0.0161737	0.0142586	0.034979	0.0164075	0.0218208	0.0193738	0.0230094	0.0219458	0.0213809	0.0228983	0.0314053	0.0237959	0.0547735	0.0220695	0.0407951	0.0412421	0.0390319	0.0396241	0.0307989	0.0475784	0.0474197
l'	0.0342091	0.0102069	0.00519401	0.00452272	0.00571612	0.00732733	0.0155844	0.025908	0.017974	0.0181063	0.010505	0.0101338	0.015104	0.0113626	0.0110927	0.0216339	0.00927846	0.0108897	0.0192533	0.015089	0.0191831	0.027468	0.0359396	0.0318256	0.0302361	0.0429047	0.0452716	0.0522821	0.0549915	0.0650582	0.0752662	0.0616509	0.0431054	0.0335794	0.025815	0.0453006	0.0310306
église	0.0128856	0.0135312	0.00918355	0.00788807	0.00621822	0.00545809	0.00837352	0.0124474	0.0195758	0.0181108	0.0117339	0.0110818	0.0170702	0.013036	0.0143052	0.0222387	0.0153631	0.0172817	0.0189292	0.0145399	0.0161054	0.0156436	0.0177505	0.0175813	0.0184665	0.0186952	0.0294922	0.0307331	0.0487587	0.0723721	0.0773933	0.0869412	0.0866636	0.0401727	0.0616937	0.0508823	0.0414029
</S>	0.0183185	0.0262645	0.0222648	0.0209201	0.0142685	0.0140628	0.0159287	0.0145954	0.0182328	0.00811845	0.0125838	0.0020226	0.00503206	0.00579025	0.00706505	0.0186446	0.0148147	0.0107017	0.0143796	0.00878413	0.00788974	0.012083	0.0172878	0.0194809	0.0238729	0.0231266	0.0285251	0.0379646	0.0546136	0.0772885	0.089101	0.0782671	0.0747829	0.0343543	0.0670031	0.0420664	0.0394994
