 	a66	a87	a23	a20	a44	a79	a15	a79	a37	a26	a53	a94	a90	a79	a94	a93	a90	a93	a94	a90	a79	a56	a32	a90	a94	a71	a25	a87	a23	a87	</S>
le	0.0367567	0.0483198	0.0369895	0.037971	0.0284582	0.0338259	0.0343284	0.0175263	0.0167285	0.011716	0.0100731	0.00892656	0.00976256	0.0115574	0.0245834	0.00825187	0.0170611	0.0158146	0.0132675	0.0218354	0.0238011	0.0415863	0.0540308	0.0444255	0.0526247	0.0709405	0.0650413	0.0684298	0.0408618	0.0387591	0.0557453
pêcheur	0.0135744	0.0214189	0.0265306	0.092007	0.0927657	0.175957	0.0948575	0.0925865	0.0620966	0.0345319	0.0671875	0.0452543	0.0256654	0.0253769	0.0275461	0.0195019	0.010952	0.00725105	0.00459723	0.00506801	0.00607708	0.00317647	0.00531988	0.00348112	0.00251641	0.00579048	0.00818903	0.0051448	0.00454221	0.00910946	0.00192611
a	0.0170613	0.0099911	0.0107794	0.0216104	0.0303368	0.0176308	0.0638777	0.0651463	0.0681364	0.0432727	0.0379395	0.0669122	0.0722444	0.0975926	0.0930956	0.0721894	0.0610383	0.0278305	0.020975	0.0140337	0.0110302	0.00294844	0.00501477	0.0091108	0.00572021	0.00837859	0.0158891	0.00737806	0.0100626	0.00947545	0.00329774
tué	0.0403966	0.0101766	0.00901221	0.00982889	0.00926215	0.0168742	0.0252969	0.0259549	0.0191694	0.0215411	0.0291768	0.0679772	0.0426244	0.0602568	0.0371741	0.0595258	0.0427851	0.0347288	0.0773542	0.0257028	0.0228913	0.0169823	0.0291677	0.0301404	0.0238067	0.0224801	0.0260128	0.0316515	0.0330228	0.0403521	0.0586732
une	0.0368887	0.0372087	0.0323221	0.0203872	0.017695	0.010506	0.0093542	0.00988442	0.00970857	0.00429509	0.00792716	0.022055	0.0932139	0.121144	0.0890781	0.15247	0.0626279	0.0417355	0.0174369	0.0136355	0.0111297	0.0122505	0.0147293	0.0143854	0.0187257	0.0171777	0.0117384	0.0207539	0.0305406	0.019471	0.0195239
carpe	0.0130947	0.010932	0.00935763	0.0051555	0.00487734	0.00421648	0.00719326	0.00725803	0.0100085	0.00929555	0.0140835	0.0387438	0.078336	0.10141	0.112847	0.14728	0.102092	0.0634122	0.0252076	0.0143068	0.0163484	0.0128949	0.0200704	0.0149824	0.0129612	0.0155769	0.0181327	0.0204022	0.0353909	0.0224844	0.0316477
avec	0.0345922	0.0138877	0.00756148	0.0102622	0.00967802	0.00505176	0.0068194	0.00696084	0.00485982	0.00751105	0.0136647	0.00631222	0.00896563	0.0121733	0.011408	0.00631968	0.010198	0.00720988	0.00872566	0.0133463	0.00785103	0.0161927	0.030128	0.045718	0.037599	0.0507612	0.0790789	0.079937	0.125603	0.100355	0.221268
un	0.0313927	0.0138022	0.0114662	0.00887351	0.00825682	0.00944901	0.0139081	0.0240325	0.0143852	0.0144376	0.0187609	0.0290659	0.0210655	0.0149831	0.0112494	0.0110768	0.00878873	0.00929302	0.0107756	0.0239463	0.0115176	0.0171416	0.0323612	0.0505832	0.0393306	0.0683701	0.0801821	0.0992751	0.109661	0.122063	0.0605047
harpon	0.0255205	0.0171922	0.0124119	0.0107378	0.00464329	0.00385652	0.00293299	0.0027091	0.00263107	0.00438644	0.0071369	0.0087018	0.0106394	0.0125148	0.0141692	0.0136699	0.00888015	0.00941612	0.00566971	0.0135527	0.00978343	0.031172	0.035058	0.0531187	0.0897078	0.102883	0.0710033	0.0933494	0.135052	0.107884	0.0796156
</S>	0.0202349	0.0131639	0.0126037	0.0185253	0.0137229	0.00677609	0.00779136	0.0101025	0.0140365	0.0356912	0.0296562	0.0481386	0.0581619	0.0533122	0.040017	0.0410278	0.0146517	0.00692282	0.00230337	0.00509659	0.00399753	0.011139	0.015337	0.0296358	0.0310598	0.0639973	0.0584926	0.0552926	0.0959517	0.0703254	0.112835
