 	a66	a87	a23	a87	a23	a87	a83	a71	a75	a85	a6	a92	a85	a6	a85	a92	a56	a25	a90	a69	a32	a62	a21	a12	a18	a71	a83	a75	a92	a93	a4	a44	a90	a25	a15	a98	a6	a36	a27	a82	a87	a23	a87	a23	a99	a87	a3	</S>
quand	0.0260765	0.0408943	0.0400319	0.0202512	0.0210192	0.0292274	0.0180458	0.0255489	0.0753222	0.111796	0.120831	0.131217	0.0866621	0.0324745	0.00782119	0.00737754	0.00445495	0.00412855	0.00472828	0.00422828	0.00327597	0.00416255	0.00674259	0.0071784	0.00532006	0.0105176	0.00770351	0.0081117	0.00836101	0.00963286	0.0121199	0.00856383	0.00854165	0.00841791	0.00483127	0.00412761	0.00458227	0.00399647	0.00433702	0.00556717	0.00569578	0.00560582	0.00516539	0.00716368	0.00429146	0.00855533	0.00552201	0.00977261
tu	0.0166384	0.015821	0.0143107	0.0117154	0.0111071	0.0235194	0.0328904	0.0348239	0.0652705	0.0742396	0.0579161	0.0483533	0.0342798	0.0148036	0.0101475	0.0167519	0.00835632	0.00743321	0.00611884	0.0089841	0.00620594	0.00510781	0.0060452	0.00714806	0.00676047	0.00626403	0.00749922	0.00730588	0.0136233	0.00812675	0.0102658	0.00566032	0.0152798	0.0141116	0.0442319	0.0369447	0.0282549	0.0364368	0.0196602	0.0143781	0.0153087	0.0257338	0.0198077	0.0188119	0.0279523	0.0200002	0.0277971	0.0317967
étais	0.0574898	0.0224928	0.0184041	0.0154008	0.0161756	0.0157068	0.0117379	0.00957452	0.0102019	0.0223467	0.0144053	0.0202829	0.0157639	0.0137927	0.0107412	0.0144895	0.00968046	0.011299	0.0116093	0.0123915	0.0131516	0.0141359	0.0246341	0.0264255	0.0204499	0.0124975	0.0205052	0.0125299	0.0222264	0.0151347	0.00723019	0.0114686	0.0137093	0.0115604	0.0245236	0.0159206	0.0149431	0.0223069	0.022872	0.0193649	0.0138352	0.0167146	0.0216978	0.029126	0.0605543	0.0403207	0.0761185	0.0620559
encore	0.0798448	0.063488	0.0313384	0.0163932	0.0125209	0.0134872	0.00864547	0.0130198	0.0120376	0.0152088	0.0117919	0.0193816	0.0150289	0.0166494	0.0135638	0.00643566	0.00774655	0.0158853	0.0111438	0.010404	0.0142722	0.0183849	0.0337459	0.0270198	0.0175187	0.0145447	0.019503	0.0166823	0.0155912	0.0186981	0.0134233	0.0124439	0.012901	0.027936	0.0283363	0.0303071	0.0222033	0.0191393	0.0196087	0.0159956	0.0190376	0.0176471	0.0212261	0.0231722	0.0335423	0.0235296	0.0304066	0.0391683
petit	0.0405277	0.0366015	0.0218163	0.0188446	0.0129253	0.0131898	0.0102169	0.0109613	0.00845962	0.0083798	0.00817346	0.0130334	0.0127412	0.0190723	0.0205381	0.00908667	0.00768176	0.0197853	0.0166097	0.0131219	0.0108663	0.0145356	0.0166107	0.0167033	0.0111575	0.0152554	0.0232837	0.0160509	0.0304819	0.0236203	0.0138743	0.0146287	0.0185395	0.0205319	0.0182942	0.0368478	0.020463	0.0107157	0.0228281	0.0220174	0.0214343	0.0204455	0.02727	0.0319808	0.0411952	0.0427623	0.0446208	0.0712183
tu	0.0415494	0.0284839	0.0251709	0.0272815	0.0231618	0.0161499	0.0129161	0.0151859	0.0101992	0.0165791	0.0115094	0.0131698	0.0125359	0.0214697	0.0305342	0.0155403	0.012191	0.0196173	0.0221481	0.0151999	0.022124	0.0318723	0.0566397	0.0627632	0.0393431	0.0605088	0.0800816	0.0481607	0.0387818	0.0190227	0.0280649	0.0177904	0.0159294	0.00849178	0.00450239	0.0106708	0.00501497	0.00297142	0.00314969	0.00718352	0.00574386	0.00760843	0.00546654	0.00527473	0.00399479	0.00786838	0.00404768	0.00633508
insultais	0.0766246	0.0380139	0.0264422	0.0154654	0.00830196	0.00495297	0.00387126	0.00554895	0.00533937	0.0122485	0.00615538	0.00921108	0.00810142	0.00957767	0.00609402	0.00692273	0.00403856	0.00845927	0.0104837	0.0100766	0.00923496	0.0137127	0.0234238	0.035326	0.0228359	0.0218699	0.0481701	0.0332105	0.0548579	0.0310731	0.0165956	0.0277016	0.0320636	0.0202895	0.017161	0.0221451	0.0206456	0.0244212	0.022131	0.0398243	0.0373918	0.0313478	0.0303155	0.0225156	0.0180749	0.0177658	0.0197609	0.0102049
les	0.0513421	0.0248385	0.0250347	0.0158705	0.0124432	0.0129081	0.00663602	0.00926975	0.0067818	0.00442958	0.00651844	0.00594547	0.00833914	0.0123045	0.00881452	0.00666599	0.00235604	0.0046211	0.00392321	0.00510774	0.00313696	0.00788898	0.0192169	0.0243885	0.0179886	0.0174658	0.0243358	0.0342541	0.0321935	0.0203938	0.0228642	0.0190349	0.020992	0.0288385	0.0268764	0.0212298	0.0213332	0.0231391	0.0267718	0.0371346	0.037941	0.0306119	0.0364965	0.044392	0.034081	0.0473539	0.0432835	0.0422123
gens	0.0470957	0.027605	0.0314364	0.0262077	0.0244367	0.0239655	0.0131095	0.0182986	0.0137761	0.00840277	0.011006	0.00904011	0.0121198	0.0207684	0.0215053	0.0219802	0.0140153	0.016092	0.0199985	0.0199977	0.0203482	0.0217694	0.0281972	0.0321076	0.0245663	0.0230042	0.0244848	0.0244512	0.0237847	0.0196177	0.0143351	0.0131438	0.0139176	0.0149971	0.0154416	0.0170173	0.0113297	0.0121412	0.0134471	0.0162247	0.0167755	0.0184954	0.0205494	0.0223756	0.0229865	0.0302828	0.0290103	0.054341
</S>	0.047942	0.0244286	0.0246371	0.0148366	0.0120796	0.0107527	0.00585846	0.00792868	0.00711444	0.00697864	0.00973859	0.00712174	0.00834066	0.0136494	0.00674083	0.00708528	0.00155562	0.00252278	0.00262005	0.00285904	0.00227183	0.00341463	0.00653021	0.0139327	0.00868394	0.0150393	0.0183702	0.0197547	0.0212558	0.0176407	0.0100204	0.0086985	0.0112204	0.0146127	0.0234011	0.0253	0.0261339	0.0324631	0.0268851	0.033845	0.0360209	0.0347953	0.0389286	0.047087	0.0477471	0.0593546	0.0660857	0.105716
