 	a66	a87	a23	a53	a15	a79	a12	a96	a18	a75	a98	a85	a47	a7	a54	a36	a2	a57	a87	a23	a30	a44	a43	a36	a56	a11	a75	a85	a92	a85	a92	a37	a36	a27	a57	a87	a23	a99	a38	</S>
si	0.0242506	0.0320806	0.0446517	0.0425235	0.0965083	0.0674242	0.0528271	0.0563561	0.0458018	0.0451577	0.0325766	0.0330737	0.0179943	0.0109275	0.0102105	0.00986224	0.00824074	0.00769915	0.00792752	0.0147168	0.0102689	0.0104131	0.0100387	0.00731779	0.00737954	0.00734904	0.006947	0.0105136	0.00870692	0.0191074	0.0191137	0.0318504	0.0348139	0.0300342	0.0233768	0.0141552	0.0178204	0.0258496	0.01817	0.0259629
je	0.0109808	0.0114401	0.016797	0.0100583	0.00940889	0.00795668	0.0132056	0.0171069	0.013546	0.0126591	0.010827	0.0262507	0.0242268	0.022017	0.0196774	0.0328801	0.0332358	0.0344437	0.0268132	0.0239817	0.00933975	0.017405	0.0215281	0.0136402	0.0177637	0.0199906	0.0194827	0.0215787	0.0276394	0.0533571	0.0514307	0.071202	0.0627126	0.0596368	0.0352854	0.029999	0.0395079	0.0191777	0.0183131	0.0134967
refuse	0.0151318	0.0137197	0.00963643	0.00840794	0.00719764	0.005607	0.0312589	0.0474219	0.0365952	0.0419508	0.0639807	0.107651	0.0788503	0.063711	0.0514154	0.0409622	0.0473613	0.0357717	0.0233466	0.0236482	0.0111216	0.0126193	0.00938259	0.00674191	0.00540369	0.00583343	0.00339882	0.00461126	0.0052304	0.0048161	0.00470323	0.00730308	0.0122872	0.0104693	0.0134597	0.0137926	0.0238595	0.0363372	0.022973	0.0320307
de	0.101734	0.0534883	0.0301567	0.0234883	0.00486354	0.0016104	0.00712296	0.0132838	0.0130735	0.0156447	0.0165725	0.0236292	0.0320824	0.0274708	0.0196495	0.0255689	0.0184602	0.0140256	0.0136466	0.0102369	0.00493921	0.0065698	0.00777496	0.0123604	0.0118142	0.018149	0.0178974	0.0208267	0.0147665	0.00820875	0.0171084	0.00989181	0.0151256	0.0260337	0.0244268	0.0446189	0.0655932	0.0529519	0.0667032	0.0884302
préparer	0.0318012	0.0137739	0.0114271	0.0110627	0.00885286	0.0045668	0.00875579	0.0100004	0.0190012	0.0265489	0.0291858	0.030015	0.0416105	0.0406106	0.0353812	0.0346127	0.0335033	0.0212909	0.0166293	0.0160422	0.0149523	0.0131934	0.0114261	0.0109405	0.00910206	0.00765753	0.00812166	0.0174008	0.0199864	0.0200368	0.0178844	0.0198749	0.0302636	0.024592	0.0249497	0.0588263	0.0804771	0.0475032	0.0452426	0.0728963
qui	0.0231699	0.0178747	0.0168411	0.0145225	0.0121386	0.00875357	0.0264525	0.0364419	0.0346578	0.0412939	0.0304059	0.0336732	0.0405629	0.0320321	0.0274281	0.0233766	0.0233958	0.0171416	0.0103748	0.0200716	0.0119581	0.0153529	0.0151871	0.0105385	0.00937726	0.0103786	0.0125383	0.0174028	0.0225607	0.0482834	0.0298506	0.0552966	0.0397308	0.0320874	0.0255167	0.0391031	0.0381893	0.026962	0.0257913	0.0232856
boudera	0.0393579	0.0354406	0.0253089	0.0204045	0.0114907	0.00950981	0.0146851	0.0285928	0.0168641	0.0242255	0.0245798	0.036557	0.0389231	0.0306607	0.0245444	0.0323049	0.0189912	0.0168384	0.00982377	0.0124696	0.00832759	0.0143065	0.0227309	0.0201581	0.0190908	0.0215648	0.0335597	0.0252715	0.0335748	0.027669	0.0169105	0.0213125	0.0402703	0.0285008	0.0263123	0.0317337	0.0313032	0.0346784	0.0258171	0.0453349
contre	0.0429612	0.0416752	0.0307483	0.0254964	0.01616	0.0094715	0.00847232	0.0170075	0.0115476	0.0150731	0.0133815	0.0193942	0.0225056	0.0219379	0.0175869	0.0255299	0.0132942	0.0128578	0.00578559	0.00670566	0.00503893	0.0086875	0.0138557	0.0179035	0.0212268	0.0222975	0.0517951	0.0535121	0.0588265	0.0332142	0.0291998	0.0157241	0.0169634	0.0171469	0.015212	0.0445893	0.040933	0.047232	0.0550654	0.0539837
moi	0.0286637	0.0420999	0.0379579	0.0317877	0.0163682	0.00760155	0.0119238	0.0290566	0.0228493	0.023634	0.0182533	0.0226924	0.0236507	0.0158434	0.0134299	0.0223454	0.0110427	0.0113711	0.00494101	0.00579898	0.00355988	0.00617705	0.00640207	0.00998299	0.0128202	0.0111126	0.0331493	0.0351188	0.0364333	0.0230002	0.0245423	0.0287204	0.0330542	0.02957	0.0279181	0.0330666	0.0354262	0.0534246	0.0609915	0.0942184
</S>	0.0146414	0.0158373	0.0151224	0.0151304	0.00960175	0.00525129	0.010455	0.0227572	0.0175366	0.0192975	0.0134561	0.0163798	0.0198582	0.0142372	0.0129377	0.0203186	0.0108792	0.0107572	0.00517381	0.00678127	0.00436342	0.00816151	0.00731712	0.0126657	0.0164959	0.0131666	0.0245059	0.0293338	0.03732	0.0317874	0.0246763	0.0424776	0.0452249	0.0412331	0.0513341	0.0462968	0.0572277	0.06111	0.0626408	0.106251
