 	a66	a87	a23	a20	a36	a5	a37	a36	a90	a98	a85	a6	a37	a18	a12	a43	a11	a75	a5	a43	a24	a62	a88	a98	a47	a85	a47	a7	a69	a58	a82	a87	</S>
l'	0.058865	0.042865	0.0390632	0.0321327	0.0588404	0.0277097	0.0646049	0.0254793	0.0121863	0.0111759	0.00807736	0.0053486	0.00606555	0.00909859	0.00887915	0.00960749	0.0102103	0.0121069	0.0112718	0.0104804	0.0243764	0.0143474	0.0228012	0.0354257	0.0326811	0.0254332	0.0338222	0.0397035	0.0497885	0.0617268	0.0498145	0.0532654	0.0927454
écolier	0.00241719	0.00737656	0.0144216	0.0221652	0.066194	0.202279	0.284487	0.110453	0.0751333	0.0458844	0.0229554	0.0209599	0.0181166	0.0219857	0.0225439	0.0146978	0.00772222	0.00604475	0.0045072	0.00352783	0.00176893	0.00117714	0.00151193	0.00176835	0.00126356	0.00139227	0.00181219	0.00209738	0.00236732	0.00211017	0.00219585	0.00433745	0.0023241
s'	0.0189837	0.0171222	0.0206188	0.0231269	0.0417734	0.0760055	0.107198	0.0730015	0.0528758	0.0442344	0.0411823	0.0211176	0.0330365	0.0308067	0.029972	0.0173816	0.00842769	0.013955	0.013075	0.00809507	0.00809705	0.0115415	0.0129006	0.0125164	0.0268597	0.0252364	0.0334173	0.0228937	0.0305776	0.0266277	0.0261354	0.039332	0.031875
est	0.0254704	0.0150379	0.0109336	0.0230622	0.0160406	0.00968891	0.00658715	0.0241349	0.018196	0.0222392	0.0449112	0.034184	0.0394278	0.0383662	0.0353618	0.0277836	0.0265125	0.0222462	0.0281009	0.020304	0.0261716	0.0277107	0.0352116	0.0293816	0.0426507	0.0370839	0.0474313	0.0385099	0.0404301	0.0388726	0.042755	0.0415226	0.0636794
trompé	0.0389657	0.0268993	0.022248	0.0236018	0.0205026	0.0180441	0.0381304	0.0357207	0.0546026	0.0546342	0.0539585	0.0412376	0.0299365	0.0363445	0.0316474	0.0332133	0.039707	0.0310692	0.0564546	0.0435218	0.0711937	0.0480573	0.0327955	0.0145903	0.00849983	0.00850472	0.00810953	0.00852882	0.00953961	0.0106502	0.0127616	0.0136413	0.0226881
dans	0.0325504	0.0287653	0.0172925	0.0270017	0.0171218	0.00708052	0.00699264	0.0116193	0.0090461	0.0163492	0.018446	0.0195266	0.0152164	0.0223718	0.0193244	0.0284953	0.0420705	0.0458766	0.0663236	0.0507109	0.0847587	0.050317	0.0654516	0.0528627	0.0364082	0.0394586	0.0254915	0.0205163	0.0182415	0.0235813	0.0304757	0.0247006	0.0255545
le	0.0304535	0.0240868	0.0194575	0.0239126	0.0195544	0.0137495	0.0088964	0.0132072	0.00526278	0.010717	0.00818908	0.00947519	0.010715	0.00958674	0.0107225	0.00820638	0.012688	0.016144	0.0147579	0.0131076	0.0313037	0.0217766	0.028872	0.0286332	0.0359425	0.0404604	0.0484593	0.0522354	0.0636034	0.062373	0.0871818	0.063093	0.153176
calcul	0.0162963	0.0156329	0.0122076	0.0146069	0.0122257	0.010111	0.00693897	0.0144852	0.0172465	0.0272671	0.0570762	0.056503	0.0642777	0.0701314	0.0374466	0.0336225	0.0222478	0.0251769	0.0169409	0.0159592	0.0252182	0.0265114	0.0350767	0.032311	0.0276979	0.0318355	0.0356387	0.0399537	0.0382599	0.0324623	0.0522884	0.0422222	0.0341237
de	0.0292198	0.0312312	0.0205119	0.0180081	0.0135855	0.00999602	0.00539981	0.00807155	0.0038791	0.00859994	0.00724296	0.0073011	0.00922958	0.0135732	0.00764516	0.00631767	0.00578001	0.0125559	0.0120074	0.0142828	0.0331249	0.0273954	0.0375702	0.0341472	0.0412908	0.0462402	0.0555652	0.0636416	0.0726503	0.0712056	0.0856026	0.0688803	0.118247
l'	0.0430628	0.0382441	0.0343393	0.0305314	0.0292292	0.0248015	0.0136849	0.0347473	0.0112769	0.0204398	0.0187539	0.0114433	0.0150106	0.00913567	0.00595872	0.00570408	0.00646287	0.00980467	0.0102424	0.0143459	0.0192228	0.0288032	0.0356445	0.0326349	0.0360144	0.0358766	0.0529053	0.0533777	0.048735	0.0562368	0.0647707	0.0783329	0.0702257
argent	0.0199585	0.0225696	0.0205788	0.0208749	0.0227484	0.0149568	0.0145768	0.0167534	0.014262	0.0175607	0.0192025	0.0174485	0.020212	0.0165329	0.0128662	0.0135635	0.0124828	0.0138981	0.0131291	0.013264	0.0158839	0.0181916	0.0226388	0.0234967	0.0285022	0.0308188	0.0492273	0.0460128	0.0653015	0.0676371	0.0923958	0.0737566	0.128698
</S>	0.0368452	0.0375638	0.0339786	0.0210591	0.0191075	0.0136125	0.0106062	0.0139296	0.00874172	0.0144486	0.011734	0.0107688	0.0138996	0.01674	0.0160684	0.0176909	0.0170727	0.0239257	0.0257548	0.0263663	0.0318242	0.0384702	0.0490665	0.04392	0.0505698	0.0463082	0.0374999	0.0423726	0.0440085	0.0475055	0.0534786	0.0523276	0.0727344
