 	a66	a87	a23	a50	a61	a36	a94	a44	a34	a21	a56	a34	a93	a90	a25	a56	a98	a85	a6	a0	a21	a47	a18	a62	a47	a88	a62	a88	a62	a88	a71	a9	a99	a87	a23	a99	a97	</S>
la	0.0361514	0.0307257	0.0355366	0.0202223	0.0298809	0.0370343	0.0306155	0.0481893	0.0403338	0.0291128	0.0420992	0.0324072	0.0227474	0.0166706	0.0235426	0.0318663	0.0519286	0.0423286	0.0326198	0.0268461	0.0258242	0.0225815	0.0199875	0.0179176	0.012835	0.0140712	0.0184808	0.0110612	0.0136749	0.0190791	0.0166932	0.0180865	0.0183633	0.0171159	0.0187638	0.0169162	0.0214337	0.036255
manière	0.00135199	0.00220091	0.00315112	0.00662835	0.00437435	0.0166128	0.0285608	0.0705847	0.0581649	0.11178	0.181692	0.177588	0.104303	0.072051	0.0323357	0.0291553	0.0299685	0.0169364	0.0137738	0.0088318	0.00687815	0.00650252	0.00426089	0.00247945	0.00130042	0.00162624	0.00104836	0.000748696	0.000610206	0.000534433	0.000384111	0.000196242	0.000237616	0.000152532	0.000194212	0.000381261	0.00214463	0.00027477
dont	0.108593	0.047827	0.0325481	0.0400226	0.0337125	0.0415159	0.0362411	0.0363328	0.0340422	0.0379341	0.043197	0.0457337	0.120669	0.0556409	0.0324098	0.0276691	0.0192623	0.0142944	0.00842932	0.00669937	0.00480563	0.00321489	0.00565315	0.00338471	0.00280344	0.00857118	0.00356253	0.00277884	0.00444464	0.00682377	0.0096968	0.0102634	0.0268509	0.0111004	0.0138239	0.0238935	0.027711	0.00784292
il	0.0270095	0.0132053	0.0066783	0.00364898	0.00497646	0.00498627	0.0305337	0.0219293	0.029999	0.0393398	0.0457733	0.0380529	0.057109	0.0322105	0.0368909	0.0260251	0.0198719	0.0274071	0.0207915	0.0329126	0.0205725	0.0238995	0.0338502	0.0320625	0.0104593	0.0171033	0.0157379	0.0170877	0.0334944	0.0322302	0.0278601	0.038765	0.0339179	0.0294639	0.036624	0.038497	0.0316627	0.0073604
a	0.0360494	0.0193782	0.0100516	0.0147182	0.010925	0.0228619	0.0276489	0.0256072	0.038511	0.043304	0.0275339	0.027954	0.0484052	0.0645133	0.0470895	0.0430083	0.0395005	0.0466383	0.042301	0.0517007	0.0559084	0.0359205	0.0347645	0.0373027	0.011375	0.0157243	0.00735495	0.00365435	0.00977331	0.0116835	0.00592757	0.00690868	0.0155079	0.00753262	0.0139921	0.0105804	0.0206276	0.00776174
emballé	0.0423203	0.0271801	0.0276972	0.0232936	0.0158432	0.0129464	0.012331	0.0166119	0.0223024	0.0304292	0.0299839	0.0345124	0.0247551	0.0435229	0.0491442	0.0473259	0.0369001	0.0379351	0.0370882	0.0380371	0.0402625	0.0310229	0.0311286	0.0207093	0.0199377	0.02166	0.0203391	0.00798595	0.0114896	0.0175841	0.0143591	0.00985809	0.0283155	0.011205	0.0188191	0.0235564	0.0309974	0.0306095
mes	0.0453629	0.0390435	0.0289027	0.0242452	0.0239663	0.0228954	0.02111	0.0244297	0.0263241	0.0379346	0.0473624	0.038236	0.0369437	0.0312994	0.0316466	0.0221977	0.0230171	0.0290724	0.0202963	0.0271086	0.0365608	0.0199582	0.0364598	0.0255586	0.0220765	0.0292962	0.0235431	0.0155541	0.0145178	0.0155024	0.0134302	0.0129404	0.0215109	0.0138895	0.0206698	0.0272723	0.0277322	0.0221326
poissons	0.0461834	0.0370796	0.0223188	0.0125893	0.0157379	0.010235	0.0142627	0.0147938	0.0143827	0.020095	0.0272253	0.0181233	0.0156839	0.0138478	0.0150084	0.0115333	0.0112671	0.0156539	0.0107333	0.0113588	0.0157086	0.00996754	0.0220582	0.0211765	0.0208766	0.0273126	0.0256593	0.0289068	0.0245996	0.0359709	0.04576	0.0472477	0.0582411	0.0477477	0.0587069	0.0685122	0.0493769	0.0340575
n'	0.0256535	0.0211315	0.0237649	0.0111215	0.0178123	0.0119209	0.0125427	0.0169504	0.0189962	0.0277757	0.0340539	0.0302463	0.0306394	0.0223521	0.0353891	0.035606	0.0404217	0.0350268	0.0148422	0.0136773	0.0125139	0.00802456	0.0123692	0.00985107	0.0158809	0.0247819	0.0271567	0.0275706	0.0296862	0.0228291	0.0209316	0.0289156	0.0283206	0.0388146	0.0618897	0.0461636	0.0520966	0.0522793
était	0.0273117	0.0225475	0.0230196	0.014161	0.0176715	0.0108072	0.00622683	0.00693601	0.00893908	0.00732732	0.0115929	0.0171871	0.0285517	0.0225412	0.0385402	0.0523957	0.0653995	0.0263701	0.0165999	0.0131102	0.00997955	0.00919812	0.0109553	0.0070432	0.010373	0.0134161	0.014551	0.0169311	0.0172911	0.020711	0.0206425	0.0280604	0.0399305	0.0377434	0.0709984	0.0668644	0.110686	0.057389
