 	a66	a87	a23	a20	a56	a5	a12	a43	a0	a88	a62	a21	a5	a62	a88	a75	a6	a36	a12	a47	a62	a88	a0	a12	a88	a38	a10	a87	a23	a87	</S>
elle	0.0914615	0.174148	0.209392	0.122337	0.0391351	0.0199094	0.0222052	0.0171767	0.0113013	0.00963827	0.00893657	0.00453666	0.00443567	0.00419697	0.00318776	0.00350077	0.00372016	0.00603424	0.00572726	0.00901728	0.00966205	0.0187729	0.0243255	0.0227786	0.0206616	0.0237727	0.0189901	0.0201415	0.0183424	0.0228987	0.0296564
a	0.0248165	0.0231137	0.0471365	0.0704804	0.0624789	0.0535442	0.0400033	0.0314148	0.0276059	0.0216743	0.0472419	0.0402507	0.037431	0.0385538	0.0414403	0.0297658	0.0509095	0.0296113	0.022191	0.0140503	0.014786	0.01935	0.0173155	0.029089	0.0281174	0.0348134	0.0335301	0.0201671	0.0159588	0.0227927	0.010366
réchauffé	0.017953	0.0118054	0.00965178	0.00952755	0.0111649	0.011538	0.0107392	0.0207085	0.0281175	0.0252508	0.0369604	0.033328	0.0261254	0.0285133	0.0430384	0.0424523	0.0405875	0.0247574	0.0159805	0.015176	0.00674239	0.0119356	0.0205565	0.0237956	0.0408593	0.0651006	0.0858541	0.0547542	0.0663911	0.0983363	0.0622983
la	0.0846092	0.0302764	0.0180549	0.0102171	0.00826552	0.0112716	0.00971423	0.0133281	0.0155205	0.00578277	0.0113651	0.0117775	0.00998116	0.0121149	0.0196545	0.0238395	0.0259746	0.0421017	0.0264365	0.0297933	0.0175839	0.0278953	0.0253295	0.0294932	0.0441104	0.0513042	0.0783985	0.0680311	0.0804128	0.0924193	0.0649429
nourriture	0.0513027	0.0237943	0.0187816	0.0167455	0.018127	0.0111204	0.00863355	0.0105151	0.0109686	0.0130358	0.0233848	0.0260176	0.0361863	0.0397262	0.0451121	0.0365669	0.0419108	0.0442703	0.0288974	0.0475019	0.0240474	0.0245874	0.0356181	0.0359388	0.0263255	0.0491177	0.0576077	0.0395943	0.0521191	0.0626414	0.0398036
de	0.0607033	0.0288714	0.0295155	0.0390953	0.0371758	0.0223019	0.0160625	0.0224381	0.0190366	0.0109484	0.0197045	0.0183202	0.0185107	0.0146498	0.0109815	0.0168698	0.0287101	0.0409475	0.0361182	0.0417247	0.0373465	0.0407347	0.0454882	0.0485364	0.027003	0.047146	0.0508891	0.0409811	0.0307902	0.0470883	0.051311
peur	0.0537836	0.0166406	0.0125272	0.0123362	0.00902467	0.00937662	0.00684274	0.0100257	0.0115114	0.0081059	0.0107575	0.0165262	0.0114633	0.0116311	0.00958375	0.00906897	0.0122452	0.0219172	0.0204835	0.0302463	0.0130689	0.0181966	0.0507818	0.0366699	0.0395664	0.0808517	0.0902227	0.0630736	0.0742289	0.146891	0.0823509
que	0.0445038	0.0157256	0.0183101	0.0240719	0.0184548	0.0145719	0.0118404	0.0181521	0.0156767	0.00854963	0.0148584	0.0205103	0.0186686	0.0169343	0.0132404	0.0112467	0.0256357	0.0334241	0.025276	0.0331573	0.0210578	0.0245134	0.0456527	0.0459911	0.044156	0.0709209	0.0794936	0.0482551	0.0632893	0.0972244	0.0566369
celle-ci	0.0510128	0.0259258	0.028252	0.0254712	0.012809	0.00864237	0.00561274	0.0106063	0.0152447	0.00665601	0.0150038	0.0156786	0.0196194	0.0175105	0.0208635	0.0166008	0.0257601	0.0233313	0.0112325	0.0231104	0.00930163	0.0105868	0.0221861	0.0246224	0.0254389	0.0779855	0.0944597	0.0697642	0.0751257	0.144062	0.0675229
ne	0.0946952	0.0460705	0.0316674	0.0258595	0.0175484	0.0120231	0.00995245	0.0185284	0.0212254	0.0139862	0.0147851	0.0189928	0.027076	0.0241054	0.0264976	0.0239534	0.033638	0.0241613	0.0102769	0.0160469	0.00594994	0.00905756	0.0198485	0.0263793	0.0233107	0.0670124	0.0540008	0.0492759	0.0664056	0.0761737	0.0914956
pourrisse	0.0732932	0.077936	0.0421412	0.0337158	0.0239764	0.020677	0.0203879	0.0247348	0.0260608	0.0219345	0.0142054	0.017873	0.0191495	0.0195545	0.0277836	0.0309268	0.0361419	0.0280238	0.0183128	0.017718	0.0121834	0.0162818	0.0252248	0.0278152	0.040319	0.0527084	0.0363527	0.0307159	0.0430761	0.0473334	0.0734428
</S>	0.0975646	0.0520296	0.0338982	0.0282891	0.0243243	0.0160465	0.0127479	0.0183479	0.0195524	0.0172284	0.0109943	0.0114769	0.0129915	0.0136528	0.0142943	0.0143204	0.0254041	0.0380653	0.0216956	0.0328265	0.01687	0.0205689	0.0298761	0.0379623	0.024069	0.0514549	0.0393133	0.0390411	0.0450604	0.0548077	0.125226
