 	a66	a87	a23	a99	a54	a37	a6	a37	a44	a90	a92	a47	a7	a44	a56	a70	a62	a83	a9	a99	a87	a23	a83	a44	a96	a75	a6	a7	a2	a13	a70	a0	a75	a47	a7	a26	a61	a36	a27	a82	a87	a82	a10	a87	a23	a87	</S>
ton	0.0375377	0.0402655	0.0365022	0.02521	0.0370608	0.0330651	0.0343133	0.0399476	0.0418873	0.0380733	0.0369207	0.0339047	0.036266	0.0360175	0.0375476	0.034075	0.0345967	0.0287259	0.0211471	0.021465	0.0244498	0.0135924	0.0132326	0.017046	0.013384	0.0126865	0.0163446	0.0144178	0.00891564	0.00863552	0.00915685	0.00652301	0.00831903	0.0102109	0.00609574	0.00690854	0.00829132	0.00683352	0.00744056	0.00792434	0.00886045	0.00614378	0.00683787	0.0116249	0.0139442	0.0159373	0.0317138
enfant-ci	0.0016587	0.00462312	0.0196171	0.0640839	0.168307	0.133112	0.174049	0.0771226	0.103365	0.0703651	0.0487755	0.0238563	0.0274054	0.0158495	0.00756753	0.00387151	0.00355661	0.0017791	0.00159247	0.00184742	0.00196828	0.00203873	0.00209589	0.00141854	0.00267469	0.00258192	0.00262647	0.00460059	0.00307506	0.00357578	0.00161745	0.00167547	0.00160284	0.00273463	0.000890599	0.00147125	0.00116586	0.000660967	0.000590531	0.000511336	0.000987652	0.000411791	0.000527889	0.0011553	0.00130721	0.00147665	0.00215091
souffre	0.0233921	0.0199574	0.0228506	0.035313	0.0454041	0.027356	0.022995	0.0181963	0.0250513	0.0103759	0.0191571	0.0226278	0.0143563	0.018968	0.0206822	0.0187893	0.0227692	0.0324314	0.0172878	0.0093865	0.010145	0.0145564	0.0136733	0.0167244	0.0164632	0.0146011	0.0145463	0.00395358	0.0029485	0.00294345	0.00414377	0.00283483	0.00937017	0.00999943	0.0176408	0.0184161	0.0249999	0.0314919	0.0299653	0.0384684	0.0311584	0.0484325	0.038295	0.0363616	0.0352329	0.0458125	0.0194738
de	0.0302312	0.0136542	0.00775948	0.00500393	0.00382277	0.00768586	0.00509803	0.0170423	0.0213593	0.0328357	0.0261628	0.0229611	0.0507097	0.036497	0.0264981	0.0143257	0.0156316	0.0127776	0.0272168	0.0311888	0.0256168	0.0431551	0.0408325	0.0666718	0.0549134	0.071767	0.0474259	0.0174438	0.0165841	0.0134993	0.0116327	0.0109632	0.00705986	0.00536873	0.004121	0.00378812	0.0068346	0.00665995	0.00952457	0.0113909	0.00745761	0.00814513	0.0141637	0.0172681	0.0197747	0.0312463	0.0182291
la	0.0220584	0.0184418	0.0116229	0.00306817	0.000998411	0.00137938	0.00048525	0.00161255	0.00591132	0.011598	0.0137203	0.0238639	0.0543949	0.033821	0.0342833	0.0455104	0.0398698	0.051579	0.0471929	0.0668475	0.0521869	0.0473497	0.0471567	0.0419857	0.037988	0.0282614	0.0238016	0.0195338	0.0225759	0.0115354	0.0150379	0.0132539	0.0112134	0.0120372	0.00728937	0.00804722	0.0101832	0.00870383	0.00951192	0.00479428	0.0107345	0.00699091	0.00884143	0.0124526	0.0111795	0.0163976	0.0126969
rougeole	0.0167272	0.00793407	0.00404585	0.00185554	0.000822567	0.000915573	0.00088532	0.00216599	0.00788837	0.00857049	0.0183976	0.0447319	0.0709337	0.0642239	0.0633154	0.0559474	0.0464485	0.0584565	0.0584126	0.0561668	0.035106	0.0303061	0.0289732	0.0252597	0.0235415	0.0196081	0.019276	0.0100351	0.00805629	0.00598559	0.00704409	0.0054927	0.00770488	0.00823344	0.00792527	0.00789567	0.0103717	0.0109194	0.0134541	0.0133379	0.0115515	0.013424	0.0180844	0.0168248	0.0186589	0.0174476	0.0166366
il	0.0799491	0.0395609	0.0134402	0.00396682	0.00194491	0.00325174	0.00114482	0.00371741	0.00489882	0.00677341	0.00634089	0.00809367	0.0185929	0.0184818	0.0340367	0.0331167	0.0315157	0.0343246	0.0301155	0.0304655	0.0234138	0.0193692	0.0200319	0.0193066	0.0200367	0.0198309	0.0273881	0.0220231	0.0195135	0.0197569	0.0179874	0.0151218	0.0234287	0.0125151	0.0119551	0.012437	0.0173061	0.0214747	0.0269135	0.029816	0.0301303	0.0267001	0.0272797	0.0257072	0.0330133	0.029378	0.024433
risque	0.0460252	0.0185348	0.00795869	0.00417146	0.0023732	0.00198596	0.00164767	0.00148825	0.00355849	0.00518979	0.00642529	0.0110831	0.027005	0.0367082	0.060994	0.0400618	0.0347101	0.0283106	0.0329333	0.0283393	0.0207162	0.0155316	0.0172341	0.0138415	0.0156816	0.0139085	0.0162782	0.0135025	0.0117975	0.0101209	0.00809463	0.00717292	0.0133506	0.00699976	0.00752478	0.00945442	0.0130525	0.0153404	0.0236362	0.0383357	0.0264289	0.0335	0.0397928	0.0429579	0.0583236	0.0470469	0.0608712
de	0.0270535	0.0117471	0.00600081	0.00322565	0.00200114	0.00158883	0.000926446	0.000649689	0.00146299	0.00293681	0.00341701	0.00582147	0.0138068	0.0144958	0.020901	0.0130514	0.0114482	0.0106402	0.0160333	0.0147197	0.0112384	0.00769544	0.00811138	0.00598682	0.00669625	0.00532974	0.00480533	0.00394396	0.00396439	0.00365305	0.00504406	0.00461275	0.00771769	0.00906746	0.0157838	0.0197385	0.0254012	0.0229643	0.0284557	0.0526876	0.037364	0.047673	0.0659597	0.0822432	0.0871152	0.0824128	0.162406
contaminer	0.0200628	0.00894947	0.00724037	0.00594967	0.00396327	0.00298453	0.00228304	0.00194395	0.0041356	0.00588663	0.00800206	0.0126465	0.0204779	0.0200347	0.0225856	0.017943	0.018296	0.0190892	0.0255603	0.0234794	0.0181862	0.0150884	0.0145533	0.0127588	0.011766	0.0106819	0.00971292	0.0071281	0.00642049	0.00606509	0.00772781	0.00606655	0.0117081	0.0138978	0.020039	0.0202756	0.031294	0.0297603	0.0366732	0.0495293	0.0369945	0.0462376	0.0603979	0.0516582	0.0624071	0.0603014	0.0911567
