 	a66	a87	a23	a87	a23	a87	a23	a30	a53	a15	a79	a37	a93	a70	a11	a47	a31	a43	a75	a85	a5	a37	a43	a31	a88	a38	a82	a97	a3	a82	a97	a83	a56	a25	a69	a90	a25	a15	a0	a11	a66	a13	a9	a99	a87	a97	a99	a97	a87	a23	a87	a23	a87	</S>
si	0.00788381	0.00692862	0.00576594	0.0115475	0.0113388	0.00855626	0.00649778	0.0134654	0.0181257	0.0310873	0.0327562	0.0612476	0.0855917	0.0770265	0.108947	0.0778719	0.0794426	0.049879	0.0570115	0.0359064	0.02711	0.0120913	0.00909674	0.00793064	0.00543849	0.00340774	0.00268273	0.00201238	0.00144566	0.00108	0.00225859	0.00115868	0.00112286	0.00149595	0.00160728	0.00129159	0.00192767	0.00307123	0.00740849	0.0105521	0.00489467	0.00692109	0.00936576	0.0110176	0.0113978	0.0092643	0.00813523	0.00847218	0.0054488	0.00726431	0.00633887	0.003922	0.00553086	0.0109589
tu	0.00698551	0.00818582	0.011399	0.00986324	0.00754418	0.0122669	0.0109313	0.00807139	0.00568787	0.00750005	0.0145023	0.017809	0.0184734	0.0136156	0.0155845	0.0114971	0.0148468	0.010885	0.0234118	0.0175111	0.0138033	0.0159283	0.0204931	0.0546118	0.0317449	0.056861	0.0334505	0.027972	0.026732	0.0233588	0.0153497	0.0172491	0.0187137	0.020473	0.0154951	0.0113023	0.0083681	0.0072553	0.0088711	0.00793657	0.00677927	0.0146998	0.0130588	0.0138648	0.0237763	0.0185801	0.0408818	0.0318204	0.0340287	0.0358934	0.0320222	0.0239818	0.022281	0.00579037
consommes	0.0399102	0.0208633	0.0278071	0.0146951	0.0304069	0.029153	0.0186532	0.00768632	0.00549693	0.00499713	0.00938629	0.0150047	0.013235	0.0154168	0.0123146	0.0148382	0.0132621	0.0156727	0.0140669	0.0225058	0.020783	0.0140836	0.0095626	0.0157757	0.0496695	0.0719211	0.0595323	0.0357466	0.02921	0.039749	0.029076	0.0344446	0.0213801	0.0174679	0.017712	0.00617091	0.00326169	0.00240214	0.00229722	0.00272527	0.00147672	0.00222763	0.00239051	0.00316354	0.00287745	0.0020873	0.00312043	0.00818838	0.0090659	0.0209321	0.0296853	0.0226218	0.0364147	0.0274046
beaucoup	0.0377798	0.032926	0.0252713	0.0198508	0.0306156	0.0225611	0.0162486	0.0071313	0.00620897	0.00591671	0.00431733	0.00701897	0.0056456	0.00966032	0.00372367	0.00283521	0.00310032	0.0028845	0.00270694	0.00373154	0.00445453	0.00270342	0.00296818	0.00574218	0.00753429	0.00928997	0.0107378	0.00657909	0.00577191	0.00500577	0.00425926	0.00701542	0.00712885	0.0067403	0.00962769	0.0145301	0.012831	0.0244662	0.0153852	0.0163955	0.0265542	0.031467	0.0422419	0.0332941	0.038441	0.0400442	0.0394504	0.0341719	0.0526078	0.0608941	0.0537777	0.0426176	0.051706	0.0234309
de	0.0395818	0.0572518	0.0287613	0.023587	0.0233663	0.0148835	0.0183514	0.0154422	0.00969599	0.00781846	0.00881005	0.0169551	0.0174456	0.0186542	0.0117702	0.0100882	0.0136714	0.0138943	0.0136519	0.0134791	0.0160655	0.0169535	0.0103195	0.00971836	0.0141472	0.0141092	0.0159044	0.0106694	0.00815395	0.00644284	0.0079191	0.00657033	0.00706162	0.00698784	0.0075078	0.0107385	0.0108703	0.0213955	0.0295123	0.0276443	0.0238825	0.0318485	0.0174546	0.0281709	0.0272946	0.0253888	0.0292859	0.0292323	0.0312415	0.0347498	0.0252498	0.0201801	0.0241938	0.0159757
safous	0.0635881	0.0295949	0.0241815	0.0440255	0.0236616	0.0191289	0.0139098	0.00841636	0.00564726	0.00729821	0.013037	0.00954953	0.0143105	0.0176151	0.012808	0.0138707	0.0118957	0.0139791	0.017319	0.0216187	0.0184848	0.0173362	0.00993523	0.0144138	0.014966	0.0163901	0.0147607	0.0140826	0.0103607	0.0123054	0.0122886	0.0133446	0.0112277	0.0107929	0.0117564	0.0109776	0.0112465	0.0155381	0.0226946	0.0229752	0.021212	0.0279111	0.0172647	0.0203931	0.0202905	0.0232802	0.0226359	0.0219332	0.024988	0.0331732	0.0309405	0.0264449	0.0256067	0.012593
tu	0.0731893	0.0296252	0.0172488	0.0228514	0.0164582	0.0172596	0.0107111	0.008821	0.00906227	0.0109584	0.0178544	0.00847323	0.0181147	0.0220024	0.0199526	0.021318	0.0129881	0.0245334	0.0196701	0.033696	0.0378031	0.0273082	0.0141365	0.0208379	0.0164905	0.0214982	0.0213194	0.0208881	0.0132553	0.0101202	0.0115459	0.0088713	0.00803718	0.00813045	0.00783385	0.0127936	0.00729215	0.00701399	0.00599249	0.00365759	0.00711314	0.015981	0.00527101	0.0175578	0.0185118	0.0144506	0.0128853	0.0245026	0.0236391	0.0363886	0.035522	0.0441856	0.0326532	0.0117239
vas	0.0610072	0.0474453	0.0446234	0.0298029	0.0355136	0.0258325	0.0165225	0.00694488	0.00501688	0.00523107	0.00572174	0.00574635	0.00633629	0.00795462	0.0090824	0.00902109	0.0109201	0.00964548	0.0131392	0.0137138	0.012932	0.0109537	0.00568986	0.00815815	0.00881518	0.0128944	0.00935077	0.0128417	0.00822929	0.006792	0.00527859	0.00330385	0.00398592	0.00263167	0.00312845	0.0118263	0.0142338	0.0203288	0.0224401	0.0207324	0.036948	0.0432804	0.0165964	0.0686813	0.0445331	0.039916	0.0381602	0.0412725	0.0208133	0.0210982	0.0181878	0.0136427	0.0124242	0.0106775
t'	0.0532385	0.0556368	0.0445181	0.0235057	0.041281	0.0374417	0.0191769	0.0066161	0.00715235	0.00650736	0.00604056	0.00412767	0.00336084	0.00346205	0.0020969	0.00255241	0.00237922	0.00243875	0.00303747	0.00425866	0.00843238	0.00730637	0.00443857	0.00581449	0.00936678	0.00967521	0.0112959	0.0155886	0.0131789	0.00993577	0.0107433	0.00777224	0.011451	0.00699907	0.00797401	0.0241271	0.03244	0.0254597	0.0222823	0.0275532	0.0343122	0.0313473	0.0265691	0.0421328	0.0361298	0.0303229	0.0237915	0.0262363	0.022442	0.0329838	0.0294843	0.0201223	0.0283218	0.0151399
endormir	0.0178107	0.0159959	0.0158117	0.0133422	0.0211654	0.0193339	0.0144033	0.0132693	0.00937255	0.0142084	0.0077328	0.0151484	0.019636	0.0213592	0.0179498	0.0261074	0.0254819	0.0214282	0.0207459	0.0279814	0.0272284	0.0217834	0.0160398	0.0154557	0.0209235	0.0213154	0.0210011	0.0200993	0.018559	0.0165649	0.0150213	0.0116273	0.0118925	0.00828877	0.00756253	0.010386	0.00817882	0.00865338	0.0129858	0.0191236	0.0167761	0.0121532	0.0193183	0.0253007	0.0279879	0.0138447	0.00982214	0.0140052	0.0138609	0.0238692	0.0265623	0.0298059	0.0363469	0.0593717
</S>	0.00754705	0.00378448	0.00322093	0.00313979	0.00391665	0.00308206	0.00196249	0.00178783	0.00151271	0.00150166	0.00134563	0.0034386	0.00620786	0.0059774	0.00574793	0.00854067	0.00943791	0.00969779	0.0108373	0.0178455	0.0270504	0.0336087	0.0277477	0.0346164	0.0346936	0.0368492	0.026678	0.0293439	0.0174006	0.0151793	0.0100564	0.0110552	0.0127521	0.00868813	0.00473983	0.00893419	0.00632604	0.00785842	0.00992365	0.008573	0.0118393	0.0178974	0.0126502	0.0246477	0.0300309	0.0157997	0.021068	0.0344003	0.0386613	0.0662358	0.0638094	0.0651461	0.0687188	0.0464882
