 	a66	a87	a23	a79	a53	a44	a54	a47	a15	a47	a98	a85	a92	a37	a90	a56	a75	a79	a98	a92	a21	a92	a5	a0	a75	a92	a56	a96	a18	a25	a82	a87	a23	a97	a30	a53	a44	a13	a70	a34	a85	a47	a37	a44	a70	a13	a3	a87	a23	a97	</S>
ce	0.0176165	0.0292699	0.0335703	0.0272582	0.0575497	0.0364828	0.0374166	0.074327	0.0507717	0.0195362	0.0202663	0.012717	0.023172	0.0317891	0.0424187	0.0408983	0.0216229	0.0209494	0.0140287	0.025054	0.0093061	0.0154684	0.0105831	0.0099107	0.0116944	0.00964735	0.0101603	0.00793103	0.0091811	0.00826525	0.0062356	0.00962747	0.00817873	0.0087097	0.00831691	0.00599984	0.00408843	0.00681775	0.00462825	0.00389447	0.00581919	0.00611192	0.0133263	0.00952506	0.0213005	0.0205471	0.0177319	0.0239392	0.0249012	0.0191633	0.0322743
long	0.00155277	0.00232605	0.00466183	0.00654487	0.0381681	0.0293219	0.0595913	0.0418884	0.0437408	0.100844	0.0400324	0.056744	0.0808229	0.0442244	0.0599638	0.0604844	0.0452578	0.0423223	0.0342954	0.0182344	0.0158392	0.00978361	0.00892904	0.00458885	0.00448322	0.00344126	0.00322757	0.00219056	0.00384126	0.00241349	0.00744519	0.0137491	0.023453	0.0251367	0.0115077	0.0099338	0.00950773	0.00569738	0.00387505	0.00481325	0.00374563	0.00247587	0.00209111	0.00162882	0.000775452	0.000650921	0.000758021	0.000715884	0.000835504	0.00101262	0.000430921
fagot	0.0175356	0.0248541	0.0301291	0.041947	0.0418935	0.0575503	0.055804	0.0578502	0.0411073	0.0214334	0.0239317	0.0119245	0.0139618	0.0156867	0.0242016	0.0168356	0.0199546	0.0136916	0.0102556	0.0194895	0.0144132	0.0151983	0.0168952	0.0223127	0.0196919	0.0240993	0.0180047	0.0194409	0.018534	0.0200013	0.0246117	0.0239305	0.0230807	0.0192163	0.0170183	0.018327	0.0121902	0.00576859	0.00372706	0.00283111	0.0060096	0.00758377	0.00793838	0.00609712	0.0056051	0.00621706	0.00968114	0.0106377	0.017209	0.0193805	0.00431012
de	0.0954828	0.0551894	0.0338064	0.0288195	0.00599441	0.00707031	0.00782306	0.0139435	0.0125126	0.014863	0.0142037	0.0150058	0.0115267	0.0265362	0.0182154	0.00755674	0.015753	0.0127482	0.0122045	0.0203242	0.00943312	0.0126269	0.00833446	0.00926056	0.0117615	0.0102953	0.0110273	0.00928638	0.00483195	0.00677222	0.0149629	0.00768394	0.0151809	0.0083325	0.0162827	0.0237491	0.0156584	0.0213111	0.0233393	0.0206696	0.0177545	0.010617	0.0210564	0.0173548	0.029549	0.0257739	0.0396686	0.0347057	0.0293875	0.0389211	0.0448318
bois	0.016922	0.0141949	0.00719025	0.00919604	0.00446127	0.00404776	0.00482153	0.00269566	0.00549442	0.00527122	0.00505815	0.00667531	0.00405411	0.00384918	0.00423485	0.00479488	0.00621695	0.00438447	0.0218569	0.0142969	0.0425774	0.0265977	0.0387932	0.034513	0.0209481	0.016553	0.0368189	0.0379188	0.0220996	0.0335402	0.0414624	0.0254862	0.0336849	0.0317979	0.0362095	0.0254179	0.0183657	0.00891343	0.00853018	0.00635695	0.00513573	0.00475251	0.0150285	0.0235293	0.0297284	0.0390412	0.0299937	0.0471681	0.0427362	0.031943	0.0346418
que	0.0104076	0.0101767	0.00627448	0.00579959	0.00378597	0.00589859	0.00277559	0.00251887	0.00314879	0.00162835	0.00251762	0.00230638	0.00131012	0.00292211	0.0027243	0.00400083	0.00748542	0.00612499	0.0280184	0.0237194	0.0713513	0.0444022	0.0822239	0.097405	0.0501317	0.0477618	0.100291	0.103522	0.0315044	0.0286842	0.033936	0.0147578	0.0141656	0.0237426	0.0217555	0.0169873	0.0103833	0.00370221	0.00744081	0.0019219	0.00151235	0.00160903	0.00452463	0.00665515	0.00487055	0.00551737	0.00412912	0.010092	0.00821977	0.0067205	0.00653511
nyasoni	0.0117315	0.0101181	0.00685264	0.00855522	0.00824298	0.011984	0.0110688	0.0150912	0.0160274	0.00717539	0.00811614	0.00630319	0.00713253	0.0140119	0.0146384	0.01837	0.0218292	0.0237536	0.0193858	0.0355625	0.0427554	0.0474848	0.0537837	0.0512895	0.0834292	0.0565804	0.0671085	0.0448015	0.020739	0.0203692	0.00933099	0.00737628	0.00378324	0.00483349	0.00321389	0.00862905	0.00475052	0.00659836	0.00539159	0.00330982	0.00355458	0.00459305	0.00889735	0.0112573	0.0138214	0.0184701	0.0140318	0.0242122	0.02344	0.0201496	0.0360636
a	0.014567	0.0116127	0.00842541	0.00884078	0.00649476	0.00577517	0.0037386	0.00471686	0.00524696	0.00251304	0.00610407	0.00301089	0.00270158	0.0047149	0.00549539	0.00652616	0.00939105	0.0108643	0.0128184	0.0174463	0.0305696	0.0282745	0.0658645	0.0494958	0.0854652	0.11791	0.0791425	0.0659957	0.0227889	0.0302924	0.0195571	0.0115114	0.0111904	0.00861824	0.0081932	0.0112606	0.0137657	0.0143339	0.0158025	0.00755699	0.00972807	0.0127216	0.00963584	0.0110794	0.0145334	0.0148668	0.0120082	0.0169262	0.016986	0.0136381	0.0192834
apporté	0.00534778	0.00708773	0.00529494	0.00521175	0.00582453	0.00441986	0.00467408	0.00588264	0.00544241	0.00481999	0.00486048	0.0038193	0.00281911	0.0044193	0.0057114	0.00723795	0.0076291	0.00598322	0.0246549	0.0156957	0.0484228	0.0248137	0.0469402	0.0479722	0.039359	0.0494177	0.0710584	0.0400805	0.0133989	0.0176274	0.0104129	0.00659937	0.00647797	0.00649894	0.00605445	0.00751104	0.00567098	0.00529009	0.00408263	0.00451857	0.00670462	0.00937092	0.0199314	0.0301717	0.0662496	0.0495929	0.030209	0.0545646	0.043052	0.0309416	0.0601679
contient	0.0136536	0.0228263	0.0180334	0.0108108	0.0146394	0.00942665	0.00670971	0.00659447	0.00339637	0.00263915	0.00295823	0.00328207	0.00190714	0.0046662	0.00831065	0.00899671	0.00973953	0.00580343	0.0095119	0.00746174	0.00868637	0.00879678	0.011838	0.0158749	0.0219381	0.0276597	0.0237829	0.0172784	0.0105515	0.0150615	0.0083586	0.00600542	0.00539135	0.00430206	0.00452688	0.00767806	0.00599669	0.0137243	0.00786752	0.00695374	0.00894976	0.0158526	0.0262031	0.0423499	0.0599975	0.0798154	0.0604021	0.0782112	0.0772652	0.0645841	0.0827288
