 	a23	a87	a10	a87	a23	a41	a32	a26	a35	a20	a30	a35	a14	a44	a38	a90	a35	a32	a76	a94	a76	a90	a56	a34	a24	a41	a24	a62	a24	a41	a12	a98	a25	a87	a23	a87	</S>
c'	0.0573625	0.0474925	0.0434239	0.0406098	0.0474164	0.0342916	0.0267517	0.0339505	0.026825	0.0265749	0.0215131	0.0228239	0.0247674	0.0212497	0.01201	0.0106607	0.0104518	0.0124189	0.00951479	0.01027	0.0131691	0.0254969	0.0182884	0.00890336	0.00790614	0.00732399	0.0132148	0.0257492	0.0259159	0.033825	0.043334	0.0364934	0.0284069	0.0240855	0.0316429	0.0367374	0.0791281
est	0.0185732	0.0112657	0.010232	0.00581797	0.003931	0.0075002	0.00482397	0.0108738	0.0045301	0.00737442	0.00814726	0.0143154	0.0215243	0.0172681	0.022298	0.0235684	0.0319149	0.0402362	0.0337319	0.0168164	0.0216105	0.0190628	0.0171304	0.0141311	0.0206953	0.0295343	0.0520503	0.0587088	0.0367483	0.0598356	0.0424797	0.057207	0.0806125	0.0549032	0.0462764	0.0432847	0.0309857
l'	0.0678017	0.0492392	0.034278	0.0206802	0.0111196	0.00936816	0.00688619	0.0102151	0.0106654	0.00494363	0.00665326	0.0092435	0.0111167	0.00915857	0.0153354	0.0177543	0.0245083	0.0250621	0.0201333	0.0163019	0.0125793	0.0102934	0.00717612	0.00575828	0.00269934	0.00490509	0.0114294	0.0169362	0.0163504	0.0317293	0.0453206	0.0559271	0.0514315	0.0821978	0.0622533	0.0931182	0.10943
aîné	0.00669855	0.00941559	0.00788915	0.00965697	0.0171601	0.0326213	0.0840004	0.0858809	0.051776	0.0455395	0.0504107	0.036806	0.0346908	0.0682035	0.039962	0.0220571	0.0193166	0.0223297	0.0296932	0.0253588	0.0541065	0.0296737	0.0418666	0.0226717	0.0156867	0.0123176	0.0114076	0.0116147	0.014303	0.0129648	0.0161881	0.0122551	0.0143522	0.014474	0.00782005	0.00568432	0.00314645
des	0.102682	0.0536576	0.0263	0.01129	0.00794896	0.00539832	0.0050494	0.00545553	0.00438252	0.00510529	0.00463385	0.00531655	0.00391907	0.00479492	0.00531913	0.00469733	0.00738271	0.00897638	0.00904272	0.0095603	0.0118623	0.00960278	0.0150816	0.00507752	0.00435405	0.00201143	0.00560999	0.0150972	0.0202299	0.0188348	0.0535366	0.0950781	0.0505864	0.117728	0.101423	0.126443	0.0565308
enfants	0.222793	0.0734377	0.058756	0.0639578	0.10022	0.0751515	0.035573	0.0262115	0.0180859	0.0120984	0.0134065	0.00866948	0.00646701	0.00883513	0.00788981	0.00552475	0.00814745	0.00883021	0.00722916	0.0104761	0.0141952	0.00787787	0.0135227	0.00687169	0.01195	0.00820755	0.00591128	0.00825778	0.0069662	0.0107511	0.0160361	0.0190296	0.0174819	0.0165264	0.0181379	0.0218326	0.0246842
qui	0.0327581	0.0167021	0.0169898	0.0162928	0.037242	0.0518852	0.075872	0.0705286	0.0301679	0.0190618	0.0163837	0.00739991	0.00523916	0.0122115	0.011791	0.012451	0.0215363	0.0219803	0.0280096	0.0430061	0.0535848	0.0331984	0.0306109	0.0156522	0.0118283	0.0164528	0.0155	0.0231223	0.0194241	0.0156037	0.0239618	0.0301319	0.0286744	0.031795	0.0326541	0.0373117	0.0329847
est	0.0595997	0.0291552	0.0241218	0.0258973	0.0377232	0.0323443	0.024401	0.020199	0.0191952	0.0095353	0.00664902	0.00344844	0.00331901	0.00414431	0.0080791	0.00797849	0.0118076	0.0141286	0.0135724	0.0164272	0.0150925	0.0142278	0.0100538	0.00697311	0.00540309	0.00672766	0.0161198	0.0269828	0.0328791	0.0322338	0.0549794	0.0492406	0.0378738	0.0650519	0.0725025	0.0863877	0.0955445
venu	0.0453963	0.034844	0.0302624	0.0323595	0.0309134	0.0235437	0.013149	0.011198	0.0202596	0.00981826	0.00719312	0.00420233	0.00399587	0.00487455	0.00660736	0.00566781	0.00647287	0.00659351	0.00679156	0.00793562	0.00828221	0.00770737	0.008808	0.0115844	0.00895969	0.0102838	0.0220766	0.0507583	0.0579097	0.0498732	0.0628632	0.0490095	0.0324125	0.0546725	0.0617788	0.069983	0.120958
</S>	0.0408017	0.0339656	0.0232044	0.0236019	0.0357668	0.021754	0.00756792	0.00723745	0.0055424	0.00304974	0.00220621	0.00154496	0.00109839	0.00110078	0.00208459	0.00254351	0.00423236	0.00534778	0.00444889	0.00463333	0.00445625	0.00452391	0.00398598	0.00372204	0.00342503	0.00531114	0.0258905	0.050022	0.0565219	0.0419799	0.0547026	0.0473626	0.0350339	0.0700736	0.0771949	0.0950946	0.188966
