 	a84	a87	a97	a83	a9	a24	a62	a12	a47	a88	a75	a25	a90	a4	a94	a75	a85	a47	a36	a6	a36	a6	a36	a26	a57	a87	a23	a97	a99	a97	a87	a23	a99	a97	</S>
la	0.0820369	0.0378482	0.0447307	0.0287393	0.0379525	0.0196218	0.0222313	0.0162315	0.0206212	0.0205259	0.0208075	0.0227648	0.0148532	0.0157104	0.0149068	0.0242378	0.0178959	0.0207881	0.0265703	0.0234643	0.0354721	0.0180558	0.0240249	0.030476	0.0283355	0.0225947	0.0302358	0.0220278	0.0311505	0.0269853	0.0424936	0.0306622	0.0277639	0.0395684	0.0576152
mouche	0.00231486	0.00972648	0.006783	0.0167817	0.0144612	0.0324228	0.0407873	0.0654601	0.162176	0.168273	0.144152	0.101783	0.0479408	0.0307262	0.0359023	0.0503756	0.0211087	0.0186354	0.00821504	0.00181013	0.00351293	0.00135533	0.00191202	0.00173231	0.000867654	0.000940174	0.000755913	0.00157017	0.00110443	0.00109457	0.00109412	0.00107257	0.000793235	0.00124233	0.00111704
est	0.010916	0.0116734	0.00889754	0.0192882	0.0164253	0.0211763	0.0222934	0.046649	0.114849	0.144	0.15003	0.109736	0.0638989	0.0704011	0.0501979	0.0387606	0.034575	0.0195802	0.00982413	0.00257524	0.00359542	0.0020736	0.00244605	0.00342257	0.00223478	0.00170618	0.00139768	0.00285393	0.00166934	0.00341422	0.00126872	0.00219616	0.00182647	0.00357382	0.00057545
prise	0.065713	0.0515896	0.0425211	0.0627278	0.0537188	0.0668426	0.0439477	0.051621	0.0438352	0.0317512	0.024482	0.0322829	0.0484514	0.0317924	0.0501603	0.018607	0.044081	0.0198517	0.0197605	0.0173042	0.019873	0.0225129	0.0229821	0.0171365	0.00965459	0.0113088	0.0168586	0.00899521	0.0106571	0.00729473	0.00834363	0.00772524	0.00606135	0.00705729	0.00249749
dans	0.0245501	0.0302104	0.0320215	0.0320625	0.0278918	0.0190428	0.0138009	0.0108711	0.0126828	0.0189755	0.02982	0.0442726	0.0364328	0.0494779	0.048345	0.0340772	0.0822531	0.0352062	0.0434604	0.0339296	0.0537682	0.0426432	0.0400795	0.0280836	0.0136398	0.018975	0.0229831	0.0192234	0.021844	0.0165153	0.0197687	0.0151373	0.0144082	0.00833525	0.00521134
la	0.0699667	0.0597835	0.0515891	0.0358288	0.0356409	0.0229359	0.0263904	0.0142014	0.0103017	0.00950575	0.012435	0.0168286	0.0167399	0.0189283	0.0186742	0.0218202	0.023022	0.024409	0.027678	0.0201893	0.0225762	0.02266	0.0265183	0.0371128	0.0186435	0.0406619	0.0327883	0.0244374	0.0315444	0.0233663	0.0358717	0.0272563	0.025543	0.03929	0.0548609
toile	0.0289334	0.0223182	0.0222902	0.0242722	0.020226	0.0197221	0.0155205	0.015524	0.013868	0.0157927	0.0157409	0.0210053	0.0189472	0.0248831	0.0193984	0.0223935	0.0398241	0.0386597	0.0468528	0.0262917	0.0345872	0.0607213	0.0649194	0.0659263	0.0290058	0.0325984	0.0380201	0.0279885	0.0315601	0.0294764	0.0329276	0.0255544	0.0240758	0.0199072	0.0102674
d'	0.0713402	0.0550376	0.0456077	0.0380701	0.0449202	0.0452452	0.0430002	0.0341765	0.0303247	0.0328473	0.0360501	0.037371	0.0233461	0.030525	0.0230081	0.0194875	0.0304588	0.0204255	0.020367	0.0267694	0.0281985	0.0259651	0.0361757	0.026606	0.0125895	0.0187965	0.0171941	0.0244503	0.0203804	0.0196585	0.0164717	0.0154415	0.010456	0.0142486	0.00498934
araignée	0.0570823	0.0480793	0.0384366	0.0277957	0.0359624	0.0388263	0.0340725	0.0271186	0.0261978	0.0154771	0.0173353	0.0182801	0.0163121	0.0113038	0.0105432	0.0124846	0.00950996	0.00763982	0.00675078	0.0116865	0.0125635	0.0156279	0.0285781	0.0410161	0.0284854	0.0280364	0.0327968	0.0321897	0.0438416	0.0453542	0.0596307	0.0432154	0.0397743	0.0555866	0.0224086
</S>	0.0277999	0.0226606	0.0235041	0.0198894	0.0230726	0.0218352	0.0218319	0.02135	0.024429	0.0182827	0.0149828	0.0122688	0.0119808	0.00933168	0.00927535	0.0121135	0.010492	0.0108878	0.0103514	0.0173912	0.015651	0.0157829	0.0171793	0.0301064	0.0254855	0.0195474	0.0269331	0.0233033	0.0333796	0.0450693	0.0590374	0.0526403	0.0640721	0.0727575	0.155324
