 	a66	a87	a23	a87	a23	a50	a83	a0	a75	a96	a18	a75	a5	a37	a43	a75	a6	a37	a92	a37	a92	a37	a92	a37	a21	a5	a36	a27	a90	a79	a44	a58	a57	a82	a87	a23	a87	</S>
la	0.0721878	0.0713743	0.0504061	0.0428175	0.0397849	0.0241985	0.0198749	0.0195159	0.0111217	0.00737788	0.0115369	0.00484618	0.00785452	0.00965509	0.0105103	0.0105991	0.0222378	0.0108806	0.0242435	0.0223972	0.0284064	0.0134258	0.0302637	0.0269421	0.0324965	0.0293027	0.0279768	0.0353571	0.0161245	0.0172578	0.0172367	0.0430862	0.0290906	0.0301033	0.02774	0.0257976	0.0317464	0.0442255
tornade	0.00552385	0.00792667	0.00700877	0.00821218	0.0103706	0.0100073	0.0111003	0.0141111	0.0269992	0.0250077	0.0386156	0.0635368	0.0472627	0.0774308	0.0546045	0.0898607	0.0562167	0.0555756	0.0943993	0.0786936	0.10085	0.0324896	0.022036	0.0204181	0.0238231	0.00404058	0.00447285	0.00162271	0.00116299	0.000580059	0.000805258	0.00115116	0.000799859	0.00052977	0.000590982	0.000612879	0.000897055	0.000653534
a	0.0225631	0.0274255	0.0506326	0.0518033	0.0525111	0.0523015	0.0347992	0.0262823	0.0328301	0.0170059	0.0217695	0.0247291	0.0309298	0.0537864	0.0596905	0.0275524	0.0343299	0.0370384	0.0730133	0.0799001	0.0582921	0.0262464	0.0211781	0.0083155	0.0074713	0.0112248	0.0125164	0.00805668	0.00736671	0.00503418	0.00256513	0.0045233	0.00236202	0.00193584	0.00336491	0.00291655	0.00283983	0.00289619
emporté	0.0539775	0.0400483	0.0399832	0.0288182	0.0282131	0.0345068	0.0415684	0.030141	0.0261868	0.032276	0.0373384	0.0195095	0.0213487	0.0430713	0.0453336	0.0237547	0.0518786	0.0272658	0.0387261	0.0278552	0.0256908	0.0245963	0.0215819	0.0181465	0.0196989	0.0159869	0.0161579	0.00951459	0.0198881	0.0164741	0.0222322	0.00664113	0.012536	0.0168435	0.0213286	0.0159144	0.0138801	0.0110871
les	0.0625477	0.0250555	0.0373843	0.0167305	0.0176131	0.0151281	0.0244415	0.0260667	0.0191494	0.0275633	0.0217443	0.0357174	0.0202922	0.0230187	0.0180934	0.0248354	0.0170188	0.0232653	0.0198873	0.0287913	0.0256878	0.0260659	0.0447525	0.0259754	0.0332103	0.0344026	0.0339681	0.0198334	0.0294676	0.026648	0.0382888	0.0170581	0.0379803	0.0264263	0.017557	0.0185488	0.0140644	0.0257203
tôles	0.0324125	0.0225222	0.035292	0.0234744	0.0239279	0.0317583	0.0387182	0.0350021	0.0266592	0.0268668	0.0364599	0.0217951	0.0220012	0.0293959	0.034459	0.0294168	0.0325581	0.0333384	0.0279006	0.0372137	0.038885	0.0422379	0.039217	0.0256621	0.0263472	0.0272046	0.0236391	0.0158229	0.0225567	0.0157051	0.0320276	0.0165098	0.0222845	0.0215446	0.0102943	0.00714167	0.00516438	0.00658318
du	0.023869	0.0191896	0.0182716	0.0194972	0.0175369	0.0217446	0.032126	0.0206734	0.018098	0.0171813	0.0153252	0.0171768	0.0139267	0.0278228	0.0419933	0.0407621	0.0342173	0.0365129	0.0366096	0.0244137	0.0153337	0.00817239	0.0139119	0.0102935	0.0122412	0.0287368	0.0388679	0.0424678	0.0565072	0.0697694	0.0437333	0.0374458	0.024111	0.0197312	0.0207821	0.019115	0.0139343	0.0278975
bâtiment	0.0122438	0.0133734	0.00860728	0.0112044	0.0091172	0.00572227	0.00823824	0.00815482	0.00856341	0.00518037	0.00970488	0.00848663	0.00760037	0.015311	0.0274254	0.0265903	0.0256244	0.025831	0.0252105	0.0213902	0.0142433	0.0213517	0.0455685	0.0374734	0.0315837	0.11305	0.0695783	0.0745836	0.069254	0.0531386	0.0457261	0.0330054	0.0192239	0.0206121	0.0231929	0.0147158	0.0162713	0.0138478
de	0.0217876	0.0194998	0.0136739	0.0129177	0.0118349	0.0131999	0.0144232	0.0123677	0.0104649	0.00755444	0.00996855	0.00831085	0.00634902	0.00798052	0.00671761	0.00684298	0.0078061	0.00583228	0.00792954	0.01058	0.0128294	0.0106113	0.017171	0.014692	0.0151865	0.0401375	0.041366	0.0457163	0.0541492	0.0590343	0.0894699	0.0507797	0.0745509	0.0732525	0.0528966	0.0470007	0.0412102	0.0439044
l'	0.0190489	0.0204739	0.0168213	0.0172289	0.0153353	0.0154872	0.0157538	0.0135265	0.0109573	0.0104826	0.0108844	0.00912976	0.00971377	0.0132351	0.0170643	0.0146881	0.0165325	0.0126457	0.0146805	0.0128908	0.0133773	0.0113279	0.01354	0.0126813	0.0143603	0.0188556	0.0188527	0.0447019	0.0391284	0.0355283	0.029918	0.0626952	0.0667434	0.0522991	0.0639409	0.0614637	0.0558298	0.0981757
école	0.0149986	0.0155334	0.0125916	0.0164446	0.0140127	0.022619	0.02346	0.020505	0.0169861	0.0139498	0.0166104	0.00903593	0.00997557	0.0138774	0.0201392	0.0134754	0.014858	0.0129928	0.0149698	0.0164311	0.0170688	0.0173747	0.0195791	0.0195855	0.0258066	0.0288836	0.0280411	0.0398434	0.0447394	0.0436381	0.0442846	0.0563728	0.0587188	0.0557835	0.0550947	0.0485008	0.0443871	0.0388309
</S>	0.019966	0.0159378	0.0170832	0.0141251	0.0143905	0.0172659	0.0165718	0.0143017	0.0103541	0.00913485	0.0093421	0.00602701	0.00786566	0.00921341	0.0120652	0.00950003	0.00989536	0.00813567	0.00877596	0.00746877	0.00732763	0.00624331	0.00742875	0.00945215	0.00998338	0.0189133	0.0303107	0.0518079	0.0415852	0.0449915	0.0445139	0.103029	0.075963	0.0540585	0.0504079	0.0571498	0.0500506	0.0993638
