 	a87	a23	a54	a47	a6	a5	a61	a12	a96	a83	a93	a70	a93	a70	a44	a93	a56	a93	a34	a61	a0	a75	a92	a56	a93	a44	a75	a6	a37	a6	a36	a2	a57	a87	a23	a87	a23	a87	</S>
ils	0.0635509	0.0738946	0.057661	0.0564704	0.105539	0.127431	0.0786939	0.0944113	0.0486403	0.0436486	0.0379613	0.0238821	0.0202944	0.0136965	0.010236	0.0168986	0.00645438	0.00537675	0.00427523	0.00484967	0.00424311	0.00763752	0.0112719	0.00737628	0.00537911	0.00547033	0.0048429	0.00312206	0.00372763	0.00388652	0.00467566	0.00512662	0.00402995	0.00292625	0.00560638	0.00409561	0.00487017	0.00506771	0.0127781
ont	0.017429	0.0252814	0.0315683	0.0294418	0.0247714	0.0346217	0.0398934	0.0314308	0.0291511	0.0278091	0.0378709	0.0382392	0.0410145	0.0403506	0.03433	0.0194595	0.0336117	0.0303378	0.0140201	0.0331752	0.0240837	0.0204114	0.00979663	0.00764855	0.0147046	0.011283	0.0222451	0.0361296	0.0202302	0.0172125	0.0220488	0.0259365	0.026686	0.0225318	0.0261908	0.0182884	0.0202308	0.0230037	0.0175303
coupé	0.0308618	0.00694311	0.00416003	0.00433683	0.00317741	0.00844338	0.00332765	0.00692961	0.00895709	0.00921696	0.0104623	0.00917733	0.0111646	0.00963531	0.00976556	0.00969759	0.0217495	0.028611	0.0185178	0.0200015	0.0226041	0.0151578	0.00880215	0.00796485	0.011236	0.0169713	0.0197492	0.0461886	0.0521322	0.051407	0.0741078	0.0699359	0.0560857	0.0738848	0.0608704	0.0600065	0.0423204	0.0516176	0.0238213
l'	0.0963301	0.0143215	0.00471364	0.00363305	0.00294771	0.0118029	0.00638331	0.00871798	0.0144574	0.0133748	0.0404213	0.0190332	0.0213601	0.0147861	0.0162324	0.0329011	0.0193546	0.0228171	0.0301186	0.0260005	0.0331094	0.0370702	0.0536115	0.0227379	0.041878	0.0546856	0.0394521	0.0185711	0.0208527	0.0181368	0.0164827	0.0185704	0.0198772	0.022507	0.025049	0.0219494	0.028938	0.0352402	0.0515737
arbre	0.020095	0.0176883	0.0155874	0.0231802	0.0199136	0.0216391	0.0137186	0.0119478	0.0140139	0.0139931	0.0192693	0.0205891	0.0183497	0.0195869	0.0180737	0.0128879	0.0326567	0.0346222	0.0248633	0.0421825	0.0374222	0.0346528	0.0392702	0.0324548	0.0403231	0.0424351	0.0459885	0.0421215	0.0286719	0.0152444	0.0231921	0.0237621	0.0255731	0.0270337	0.0321418	0.0238793	0.0280057	0.0283036	0.0146656
olondo	0.0265543	0.0194354	0.0186804	0.0191856	0.0211974	0.0337088	0.0418828	0.0283404	0.0462985	0.0625812	0.0492474	0.0482863	0.0307444	0.0218015	0.0264915	0.0462289	0.0299932	0.0268558	0.0273596	0.0219056	0.0184189	0.0176279	0.0171428	0.0106087	0.0147343	0.0145424	0.0133085	0.0126454	0.0204703	0.0173623	0.0193454	0.0196673	0.0176129	0.0228116	0.018403	0.0272775	0.0269407	0.0173689	0.0269319
qui	0.0967964	0.0306966	0.0162972	0.00852993	0.00782618	0.03458	0.0293371	0.0299698	0.0268718	0.0431274	0.0408251	0.0142425	0.0122311	0.006766	0.0136931	0.022961	0.0141365	0.0105209	0.0149628	0.0101385	0.0105471	0.00914206	0.0115478	0.00873977	0.0125246	0.0116223	0.0150594	0.0189747	0.0304706	0.0283627	0.0290187	0.0298167	0.0323207	0.0309314	0.0377574	0.0387848	0.0422896	0.0436973	0.0738825
était	0.0653909	0.0168016	0.010488	0.00450009	0.00510719	0.021475	0.0242105	0.0265961	0.0236555	0.0353765	0.0254994	0.0136902	0.014267	0.0105883	0.0195346	0.021655	0.0192692	0.0176387	0.0181005	0.0150229	0.0147058	0.0145567	0.0217208	0.0198142	0.0419899	0.0406667	0.0336741	0.0396315	0.0389844	0.0232609	0.0250199	0.0239134	0.0287074	0.0314732	0.0335846	0.0325754	0.0338691	0.0417297	0.0512551
dans	0.0383123	0.0271364	0.0278738	0.0143092	0.00842544	0.0326638	0.0345537	0.0353765	0.0342554	0.0545522	0.0273338	0.0257696	0.0140852	0.00840955	0.0121061	0.0177421	0.0174228	0.00979032	0.0174253	0.0119194	0.0121688	0.0141854	0.0191094	0.0144314	0.01167	0.0150334	0.0114737	0.0161084	0.0232192	0.0218677	0.029241	0.0274101	0.0360521	0.0330047	0.0496181	0.0420191	0.0460074	0.0472166	0.0607006
mon	0.0603117	0.0288654	0.0196234	0.00709808	0.00536138	0.0115056	0.0115997	0.011965	0.00997527	0.015326	0.0105277	0.00421032	0.0030286	0.00175956	0.00325663	0.00622896	0.00395777	0.00497312	0.00600377	0.00782076	0.00536683	0.00917062	0.0123115	0.00917561	0.0078188	0.011736	0.011253	0.0139355	0.0308497	0.0322422	0.0462321	0.0540896	0.0447869	0.0498923	0.0670987	0.0625117	0.0802096	0.0687684	0.149152
