 	a66	a87	a23	a87	a23	a30	a4	a57	a38	a50	a96	a21	a85	a47	a36	a2	a53	a44	a12	a94	a93	a34	a12	a21	a85	a0	a12	a96	a90	a44	a96	a18	a57	a3	a10	a87	a23	a99	a97	</S>
pêcher	0.0176705	0.0298604	0.0335397	0.0209763	0.0682873	0.0954251	0.0460001	0.0270656	0.0228811	0.0312025	0.0250259	0.0212647	0.0194402	0.0212094	0.0141114	0.0113636	0.0105967	0.00965234	0.00815445	0.0101328	0.0073891	0.00532148	0.00472583	0.00554165	0.0042863	0.00491215	0.0089584	0.00996193	0.0235925	0.0281548	0.0389712	0.0351579	0.0595451	0.0335004	0.0261747	0.0330643	0.0302236	0.027417	0.0180528	0.0511888
le	0.0308019	0.0196985	0.0192002	0.0153098	0.014938	0.0257345	0.0210892	0.0191799	0.01641	0.0203665	0.0185958	0.0390438	0.0340352	0.0397878	0.040647	0.0339364	0.044476	0.0480475	0.0224056	0.0181751	0.013852	0.0150483	0.0136446	0.0103468	0.0104749	0.0112601	0.0130192	0.0179796	0.0189519	0.0227661	0.030229	0.0286062	0.0261594	0.027155	0.0317249	0.0336302	0.0387744	0.0226462	0.0448333	0.0270192
protoptère	0.0240953	0.0112037	0.00610687	0.00696291	0.00514553	0.00621041	0.0125597	0.0131545	0.0337967	0.0363664	0.0401931	0.0995246	0.156333	0.0535657	0.0758504	0.0784956	0.0443225	0.0356726	0.0203682	0.0141524	0.0159387	0.0124705	0.0110221	0.0132082	0.0187293	0.0136034	0.0090773	0.00873019	0.012814	0.0141014	0.0151482	0.00832018	0.00867906	0.0115052	0.00997634	0.010685	0.00600214	0.0110274	0.00829123	0.00658965
au	0.0194258	0.016365	0.0145834	0.0269486	0.0140563	0.0173701	0.0229507	0.0134545	0.0150458	0.0204244	0.034803	0.0278553	0.037512	0.0433699	0.0379991	0.0329436	0.0414737	0.0262217	0.0138544	0.008756	0.0148766	0.0150453	0.0131567	0.014801	0.0146308	0.0148835	0.0180538	0.0168006	0.0201087	0.0215714	0.0264424	0.0486189	0.0441625	0.0242891	0.0366987	0.0375079	0.0318261	0.0364137	0.0255245	0.0391744
harpon	0.015695	0.0123243	0.0147502	0.0259863	0.0163889	0.0216195	0.0218239	0.0122189	0.0167907	0.0208263	0.012433	0.0433145	0.0692514	0.0201172	0.0538193	0.0604832	0.0448965	0.0682796	0.0344726	0.0383631	0.0514346	0.0616506	0.0516699	0.0424371	0.0439629	0.0265396	0.0178061	0.0105019	0.00469934	0.00461985	0.00278979	0.00418842	0.0047552	0.00545766	0.0044646	0.00505064	0.00644918	0.00662336	0.0118319	0.0092128
est	0.0161044	0.0205437	0.0227682	0.0345117	0.0322116	0.0396631	0.0452655	0.0510183	0.0549393	0.0351354	0.0197376	0.0143137	0.0174725	0.0153507	0.012735	0.00607467	0.0096833	0.0122263	0.0140929	0.0153218	0.0141043	0.0122632	0.0176445	0.0189998	0.0220429	0.0211512	0.0348523	0.0354682	0.0392994	0.0375594	0.0287806	0.0301388	0.019371	0.019674	0.0201772	0.0214172	0.0239775	0.0238528	0.0247663	0.0452898
l'	0.0205691	0.0225302	0.0222811	0.0338791	0.0240682	0.0265084	0.0240477	0.0177219	0.0200662	0.0178135	0.0154512	0.0191809	0.0191236	0.0219008	0.0256725	0.0199188	0.0240059	0.030157	0.0319356	0.024874	0.0235712	0.0212394	0.0246265	0.0229105	0.0235374	0.0208829	0.0268635	0.0292425	0.0327369	0.0399004	0.0286563	0.0393953	0.0310167	0.0255599	0.0223142	0.0247102	0.025282	0.0273517	0.0232817	0.0252149
activité	0.0188621	0.0190189	0.0183581	0.0297324	0.0282427	0.0311775	0.0209156	0.00876874	0.00957116	0.00957655	0.00665838	0.0134542	0.0137148	0.0141389	0.0146909	0.0123082	0.0130003	0.0194823	0.0124003	0.0171626	0.020036	0.0197676	0.020829	0.0226835	0.022059	0.0170388	0.0234435	0.0193609	0.0248004	0.0315237	0.040974	0.0595898	0.0518487	0.0390341	0.0379803	0.0451831	0.0429555	0.0431698	0.0435086	0.0429791
lucrative	0.0164574	0.0242079	0.0243778	0.0334207	0.0303074	0.0326272	0.0191632	0.00872152	0.0113252	0.0119286	0.00692118	0.0142759	0.0149393	0.0149926	0.0149251	0.0120372	0.0074132	0.00902476	0.00495764	0.00687214	0.0103496	0.00811718	0.00918163	0.0106871	0.0114373	0.00872004	0.0138718	0.0130153	0.0181763	0.0232948	0.040166	0.0738293	0.0806231	0.0555037	0.0523002	0.0563584	0.0579241	0.0483694	0.0479605	0.0412183
des	0.0120593	0.0151578	0.0180112	0.0298836	0.0293254	0.0404354	0.0314276	0.0115733	0.0117812	0.0144944	0.00722332	0.020731	0.0164568	0.018785	0.0171324	0.0139935	0.00888114	0.00905624	0.00655293	0.00726322	0.00876618	0.00597967	0.00758667	0.00768109	0.0083972	0.00522161	0.0150342	0.0147722	0.0269342	0.0326703	0.037102	0.0485765	0.0508449	0.0415432	0.0450727	0.0489364	0.0627685	0.0579678	0.0702786	0.0636412
