 	a66	a87	a23	a97	a38	a83	a5	a61	a62	a88	a90	a15	a69	a90	a25	a79	a44	a94	a31	a0	a90	a94	a12	a96	a62	a88	a71	a9	a53	a90	a96	a75	a6	a5	a21	a5	a85	a47	a36	a2	a53	a20	a7	a84	a87	a23	a87	</S>
un	0.0613573	0.0567803	0.0543447	0.0357503	0.0416821	0.0533281	0.0255713	0.022185	0.0200139	0.0280765	0.0199202	0.0128863	0.0196094	0.0100359	0.00447389	0.00929567	0.013612	0.00796795	0.0159568	0.0141455	0.0092551	0.00815409	0.00766902	0.00790335	0.00739127	0.00717456	0.00635209	0.0123412	0.0172816	0.0172482	0.0209107	0.0325235	0.029744	0.0235141	0.0311857	0.0324207	0.0257723	0.0313107	0.0326792	0.012674	0.0151609	0.012354	0.0107959	0.0137782	0.0129614	0.00888622	0.0098444	0.0157202
match	0.00173846	0.00317996	0.00440278	0.00798417	0.00455211	0.0174767	0.0112385	0.0163616	0.0186377	0.0884927	0.0545166	0.0428144	0.143085	0.0694123	0.157798	0.105622	0.0479564	0.0115096	0.0185222	0.0161929	0.037199	0.0221272	0.014995	0.0171077	0.0112821	0.0060169	0.00653758	0.00337361	0.00317022	0.00283806	0.00147513	0.00292663	0.00223117	0.00266613	0.00230733	0.00188998	0.00452979	0.001384	0.0054799	0.00214805	0.00243669	0.00101733	0.000855269	0.000240552	0.000234173	0.000180455	0.0015202	0.000335215
de	0.00223316	0.00355938	0.00263842	0.00530874	0.00584038	0.0101063	0.0155682	0.0169888	0.0272837	0.064327	0.0709731	0.0594858	0.093736	0.0624991	0.034565	0.069273	0.0583427	0.0253682	0.0439942	0.0481424	0.0665087	0.045246	0.0399783	0.0361145	0.0234041	0.0141183	0.0118736	0.00370822	0.00260804	0.00499846	0.00186841	0.00207333	0.00140517	0.00168959	0.00155676	0.00263082	0.00303656	0.000918547	0.00421327	0.00139187	0.00235796	0.00184906	0.00186946	0.000938003	0.0010529	0.000756622	0.00100515	0.000594806
foot-ball	0.00805719	0.0050065	0.00311398	0.00238343	0.00318894	0.00276995	0.00245705	0.00285935	0.0019705	0.00400173	0.00661321	0.0115835	0.0206938	0.0271961	0.0567092	0.0295662	0.0328931	0.133267	0.0456947	0.0449464	0.0576128	0.0613819	0.0609872	0.0932149	0.0685147	0.0381836	0.0348813	0.0170377	0.0131152	0.0153441	0.00929298	0.0104033	0.00843089	0.0068811	0.00329648	0.00608509	0.00416611	0.00337189	0.00307211	0.00367712	0.00443363	0.0030551	0.0062678	0.00261702	0.00382702	0.00717441	0.00655374	0.00214909
a	0.0537951	0.0369203	0.024093	0.0156362	0.021788	0.0191365	0.0241405	0.0138917	0.0102122	0.0091012	0.00881328	0.00764953	0.01325	0.0190193	0.0292176	0.0405448	0.0297728	0.0915627	0.0516644	0.0332995	0.0547566	0.0449481	0.046623	0.0372743	0.030927	0.0204949	0.0214718	0.0144948	0.0133157	0.0129108	0.0152047	0.0110669	0.0111954	0.0084133	0.00665872	0.00949869	0.00633657	0.00593991	0.00453406	0.00484406	0.00503231	0.00866689	0.0105759	0.0104746	0.00644597	0.00866118	0.00492427	0.010801
eu	0.0276318	0.0154051	0.0131956	0.0109204	0.0140524	0.0141912	0.0201856	0.019256	0.0167875	0.0101115	0.0100225	0.0154067	0.0202444	0.0278017	0.0320673	0.0281829	0.0274664	0.0660852	0.025204	0.0305218	0.0406029	0.0358709	0.0286355	0.0252287	0.0341818	0.0280109	0.023678	0.0271036	0.0276782	0.0250012	0.0277257	0.0184719	0.0184477	0.0169216	0.0188236	0.0213477	0.0159332	0.0250798	0.0119561	0.0115905	0.00771763	0.00611781	0.0178391	0.0131773	0.0094301	0.00854664	0.00388096	0.00626132
lieu	0.0262973	0.0140837	0.00837466	0.00808875	0.0100626	0.0100065	0.014643	0.0140771	0.0118683	0.00653379	0.0148523	0.0127605	0.0248854	0.0287584	0.0299455	0.0383575	0.0453399	0.0677005	0.0408589	0.0474363	0.0604339	0.0366106	0.0305334	0.0277979	0.0226455	0.00998937	0.0113533	0.0107821	0.0119014	0.0106877	0.0146812	0.0099307	0.00839981	0.00804402	0.0104868	0.0102815	0.00875145	0.0143347	0.0123218	0.0173437	0.0241267	0.0168757	0.0306283	0.0232329	0.0309941	0.0238923	0.0117578	0.0162503
hier	0.0188411	0.0090436	0.00851592	0.00766204	0.00646856	0.006371	0.0114666	0.00904435	0.00719617	0.00587862	0.0107486	0.0189738	0.0272216	0.0332477	0.0484279	0.0282027	0.0387149	0.0643786	0.0306439	0.0487571	0.0410303	0.0379974	0.0300238	0.0268878	0.0229062	0.0212017	0.0231326	0.0194709	0.0192124	0.0204155	0.0213343	0.0160469	0.0126421	0.0130541	0.0138589	0.0105507	0.0106945	0.0147729	0.0149253	0.0234755	0.0224984	0.0173712	0.0243061	0.0145682	0.0259768	0.0198103	0.0152459	0.00678476
à	0.0263498	0.0181541	0.013076	0.0130211	0.0154984	0.0160902	0.0221827	0.0216253	0.0180148	0.0146446	0.0242463	0.0345412	0.0471456	0.0439054	0.0390993	0.0365141	0.0478795	0.0406678	0.0318985	0.0328064	0.0339738	0.0215923	0.013689	0.0106668	0.00813389	0.00597056	0.00799839	0.0100738	0.0115589	0.0126275	0.0160509	0.0146629	0.0125019	0.0122841	0.0135178	0.0100889	0.0108023	0.0137957	0.0143602	0.0162639	0.0195433	0.0204601	0.0230871	0.0165631	0.0276651	0.0259484	0.0206261	0.0181324
nganya	0.0211978	0.0146807	0.0138657	0.0125904	0.0130486	0.0150973	0.014664	0.014519	0.0111581	0.00896894	0.0117653	0.0194818	0.0286782	0.0258532	0.0324691	0.0166033	0.0261144	0.0265948	0.0122685	0.0189575	0.0180761	0.015547	0.0116996	0.0135942	0.0125223	0.00947658	0.0120365	0.0148096	0.0169614	0.0184062	0.0236054	0.0245822	0.0168441	0.0220202	0.0229656	0.0157221	0.020841	0.0312285	0.0321206	0.0278577	0.0278132	0.0327604	0.0290124	0.0338822	0.038475	0.029109	0.0349812	0.0344729
</S>	0.022568	0.0128856	0.00992579	0.00793065	0.00946982	0.013319	0.0095824	0.0103816	0.00973836	0.00613949	0.0120036	0.0123803	0.0291372	0.0202714	0.0175385	0.0148926	0.0241896	0.0307392	0.0169373	0.0266133	0.0179738	0.0133232	0.00951459	0.0119279	0.0103704	0.00653932	0.00686925	0.0119083	0.0149701	0.0134627	0.023425	0.0184845	0.0147938	0.0136338	0.0209413	0.0176932	0.0182305	0.0301235	0.0301206	0.0289062	0.0329656	0.0303862	0.0440022	0.0446009	0.0512298	0.0408765	0.0343839	0.0716992
