 	a87	a23	a5	a18	a82	a40	a76	a98	a5	a21	a61	a11	a24	a62	a61	a96	a75	a85	a47	a73	a57	a53	a56	a70	a50	a0	a11	a93	a13	a38	a66	a44	a57	a87	a99	a87	a23	a87	</S>
le	0.0535351	0.0365324	0.0477108	0.0307496	0.0301687	0.0181356	0.0345472	0.0461206	0.0225818	0.0214233	0.017508	0.0105559	0.0138542	0.0113664	0.00900348	0.0124984	0.006538	0.00669631	0.013932	0.018441	0.0498598	0.0440907	0.0539678	0.0913797	0.046798	0.025816	0.0332132	0.0310785	0.0138087	0.0179884	0.0125459	0.0104603	0.0137233	0.0139639	0.00823686	0.0126779	0.0162291	0.010527	0.0317363
manioc	0.00300169	0.0108716	0.0220255	0.0370365	0.0385238	0.0527675	0.0637093	0.0813539	0.0483303	0.0234987	0.0355453	0.0293167	0.0320584	0.0458934	0.0409313	0.0596414	0.0601245	0.0462947	0.033432	0.0423874	0.0314036	0.0316247	0.0306843	0.0288286	0.0106201	0.0179029	0.0100032	0.00585306	0.0024978	0.00166502	0.00187628	0.002399	0.00167418	0.00212846	0.00128677	0.00166865	0.00240921	0.00413597	0.00459425
que	0.0156736	0.0258722	0.0415311	0.0440957	0.0470971	0.0432065	0.0406793	0.0404195	0.0384777	0.0335944	0.035783	0.0414825	0.0535057	0.0594196	0.0890808	0.0918921	0.0614869	0.0377855	0.032939	0.034623	0.0193223	0.0129651	0.00744166	0.00600635	0.00331583	0.0052829	0.00269803	0.00162373	0.00116031	0.00222787	0.00208842	0.00233505	0.00395778	0.00386693	0.00515162	0.00246599	0.0032813	0.00344618	0.00271738
ngala	0.0418121	0.0338236	0.0321371	0.0239911	0.026212	0.0286035	0.0258427	0.0248102	0.0198411	0.0202399	0.049739	0.036365	0.0379704	0.0359808	0.0619716	0.0654698	0.0358356	0.0429232	0.0177994	0.016355	0.0249155	0.0212308	0.0174245	0.017743	0.0325293	0.0165192	0.00764693	0.00630395	0.00419388	0.0041801	0.00729009	0.00771117	0.0079936	0.00959968	0.0160675	0.0146473	0.0188403	0.029446	0.0579944
a	0.0374524	0.0226886	0.0137186	0.00809854	0.0066271	0.0036545	0.00664415	0.00421859	0.00423256	0.0139522	0.0400827	0.0295957	0.0489591	0.0460454	0.0609035	0.082109	0.057756	0.0639171	0.0431344	0.0325548	0.0444014	0.0250084	0.0223978	0.0333697	0.0544456	0.0390183	0.0155374	0.0150054	0.00369345	0.00602429	0.00377506	0.00991293	0.0111336	0.012151	0.00848084	0.011753	0.016888	0.0169041	0.023755
préparé	0.0192806	0.00994277	0.00782028	0.00458864	0.0050682	0.0049289	0.0050598	0.00469463	0.00530808	0.0136803	0.0189868	0.020392	0.0315797	0.0423398	0.0540001	0.0432783	0.0446017	0.0452568	0.0518787	0.0274244	0.0656996	0.028462	0.0293784	0.0527536	0.0668678	0.034252	0.0105402	0.00998271	0.00536346	0.0111949	0.0134597	0.0186459	0.0277613	0.0271655	0.0248705	0.0286292	0.0256194	0.032448	0.0267952
hier	0.0279364	0.0153685	0.0118822	0.0108153	0.00786077	0.0142815	0.00841344	0.00971872	0.0141375	0.0154586	0.0164488	0.0216589	0.0258734	0.0235407	0.0271245	0.0270924	0.0249576	0.0257804	0.0373891	0.0246421	0.0462335	0.020756	0.017436	0.026496	0.0482883	0.02463	0.0107563	0.0101941	0.00590303	0.0120729	0.0188167	0.0298081	0.0266868	0.0302247	0.0543528	0.0442339	0.0407007	0.0816176	0.0604118
a	0.0307026	0.0176405	0.0170445	0.0142058	0.0124074	0.0207222	0.014111	0.0177675	0.0231244	0.0207092	0.0200538	0.0231933	0.0156969	0.0104811	0.0111879	0.0139519	0.0117602	0.0191521	0.0299597	0.0277822	0.0445517	0.0283816	0.0241209	0.0357102	0.0266398	0.0183598	0.0120464	0.0102165	0.00827646	0.0152166	0.0330525	0.0447498	0.048065	0.0391203	0.0610081	0.045033	0.0381306	0.0573474	0.038319
déjà	0.024231	0.0144497	0.0148323	0.00800711	0.00690614	0.00578121	0.00564669	0.00887276	0.00832007	0.0115704	0.0163939	0.0177807	0.0182829	0.0106545	0.0186845	0.0216049	0.0216575	0.0277428	0.044561	0.0242029	0.0278827	0.017883	0.017047	0.0257021	0.0225961	0.0116412	0.0195485	0.0193102	0.0186776	0.0230828	0.045152	0.036059	0.0353061	0.0411139	0.0428468	0.0601417	0.0581894	0.0719967	0.0756402
moisi	0.0261163	0.016773	0.0132655	0.00788554	0.00737738	0.00558172	0.00629423	0.00789474	0.00934314	0.0177047	0.0301317	0.0316607	0.0345811	0.0169554	0.0320903	0.0369892	0.0295345	0.0366882	0.0335127	0.0217991	0.0242232	0.0186033	0.0202144	0.0350225	0.022009	0.0194846	0.0231324	0.0164187	0.0113636	0.0164554	0.0270649	0.025825	0.0264979	0.0315812	0.0347175	0.0501774	0.0482779	0.0640575	0.0626941
</S>	0.0393452	0.0248123	0.0341666	0.0298864	0.0328975	0.020888	0.0221076	0.0253399	0.0151584	0.0126526	0.0115724	0.00884441	0.0108837	0.0124367	0.0113206	0.00828578	0.0103518	0.00694405	0.020887	0.0142816	0.0174062	0.0177874	0.0206303	0.0342372	0.0300851	0.0146015	0.0170105	0.0191616	0.0122386	0.0247837	0.040605	0.0270975	0.0396706	0.0399517	0.0415376	0.0546444	0.0534101	0.0489284	0.0731499
