 	a66	a87	a23	a79	a20	a6	a36	a5	a43	a31	a0	a24	a50	a75	a47	a85	a6	a36	a0	a90	a69	a44	a83	a98	a47	a85	a6	a36	a12	a31	a0	a75	a6	a36	a2	a90	a93	a4	a57	a3	a10	a87	a23	a87	</S>
kwarata	0.0342178	0.0368739	0.0530876	0.0421118	0.0601104	0.0612688	0.0697615	0.128375	0.0844722	0.0491815	0.0320453	0.0169569	0.0107096	0.00967683	0.00671058	0.00390691	0.00339024	0.0033628	0.00474704	0.00317648	0.00326715	0.00550143	0.00398819	0.00586865	0.00737389	0.00731717	0.00780462	0.00392056	0.00631239	0.00561069	0.00600233	0.00722175	0.010939	0.0125467	0.0142419	0.0255183	0.0167188	0.020591	0.0171229	0.0117526	0.0133234	0.014037	0.0197868	0.0204736	0.0186164
a	0.0046889	0.00684378	0.009297	0.0256616	0.0442781	0.0549747	0.0509679	0.042091	0.0413434	0.0274519	0.027204	0.0219081	0.0245413	0.0378163	0.0414635	0.0202195	0.0193507	0.0234224	0.025243	0.0097801	0.0146471	0.00809163	0.00824832	0.00859645	0.0145145	0.0125299	0.0115068	0.0116604	0.0142955	0.0178217	0.0143149	0.0173044	0.0182303	0.0198451	0.024018	0.025429	0.0277056	0.0191509	0.0220195	0.0395241	0.0201314	0.0193156	0.0241688	0.0189864	0.00939664
fini	0.00576734	0.00469404	0.00259975	0.00370574	0.00389226	0.0114789	0.0173417	0.028133	0.04279	0.0359782	0.0450879	0.0434095	0.0570776	0.0779099	0.0832945	0.0598686	0.0480939	0.0360372	0.0664899	0.0321835	0.0232932	0.036991	0.0243714	0.0167625	0.0149267	0.0224969	0.0263696	0.0103206	0.00738075	0.00741124	0.00705109	0.00435373	0.00588239	0.00700631	0.00560226	0.00342362	0.0052328	0.00651045	0.00499037	0.0108284	0.00593079	0.00659189	0.00979763	0.00920388	0.0114369
l'	0.101788	0.0529735	0.0153448	0.00996321	0.0065378	0.0055719	0.00361939	0.00622447	0.00911159	0.0226619	0.0145654	0.0288561	0.041213	0.0244793	0.0278605	0.0379905	0.0211023	0.0276733	0.0385019	0.0226031	0.0180103	0.0414814	0.0176019	0.0126621	0.00881437	0.0149335	0.0240257	0.00936162	0.00477791	0.0105758	0.00873601	0.0147227	0.0174503	0.0136128	0.0132216	0.0190917	0.0273717	0.0177852	0.0169533	0.0210069	0.0204482	0.0297455	0.0230326	0.0308589	0.0450756
eau	0.018638	0.00868495	0.0109103	0.00612794	0.00605384	0.00780761	0.00278961	0.0037868	0.0027311	0.00753905	0.00977915	0.0134365	0.0112218	0.0194722	0.0256983	0.0489159	0.0593799	0.066419	0.097338	0.0725567	0.053217	0.0606335	0.0363651	0.0237018	0.0207653	0.0200638	0.0262141	0.0143448	0.0106355	0.0184811	0.0172397	0.0147299	0.0255776	0.0166105	0.0117469	0.00852294	0.0115016	0.00907932	0.0178794	0.0203318	0.0106406	0.0119651	0.0145682	0.0122319	0.0136657
qui	0.0188509	0.00943935	0.0124337	0.0126356	0.0123472	0.0178289	0.00947371	0.0147532	0.00859644	0.0281597	0.0182946	0.0336626	0.0215379	0.0265622	0.0494384	0.0542633	0.049392	0.0467646	0.0554078	0.0384138	0.041259	0.0433596	0.0201941	0.0188461	0.0126362	0.0182234	0.0160212	0.0102929	0.010184	0.0201715	0.0113006	0.00913008	0.0154812	0.0158251	0.0128462	0.0126547	0.0155454	0.0139497	0.0216313	0.0212512	0.0195063	0.0176991	0.0280708	0.0162403	0.0194241
était	0.0440433	0.0179074	0.00810214	0.00537144	0.00376356	0.00506884	0.00567448	0.00783093	0.00880647	0.0157238	0.0175641	0.0187787	0.0313966	0.0261832	0.0346581	0.0298679	0.0248949	0.0220003	0.0278211	0.0208698	0.0248376	0.0298121	0.0188825	0.0138419	0.0091306	0.0160823	0.0196434	0.00892355	0.00638797	0.0112249	0.00502676	0.00864102	0.0164958	0.0223959	0.0226895	0.0377837	0.0406599	0.0366633	0.0519384	0.0436114	0.0399671	0.0322224	0.0487431	0.0373999	0.0206678
dans	0.0461029	0.0216322	0.0150939	0.00921479	0.00490986	0.0063498	0.00332652	0.00516394	0.00467217	0.020357	0.0100642	0.014499	0.0133372	0.0148171	0.0216165	0.0132509	0.0101274	0.00769702	0.0136469	0.00994834	0.00760021	0.0177283	0.00939335	0.0111593	0.00616951	0.0117698	0.0165253	0.00932303	0.0102116	0.025503	0.0199412	0.014121	0.0339519	0.0291984	0.0245953	0.0296682	0.0492488	0.0544225	0.0704061	0.0445254	0.0342288	0.0584342	0.0673866	0.0402825	0.038378
la	0.0330043	0.0201934	0.0163389	0.0086619	0.00491297	0.00624129	0.00519913	0.00746995	0.00659676	0.0161197	0.0104634	0.0169216	0.0212878	0.0292455	0.0275195	0.021589	0.0191927	0.014199	0.0207686	0.0115324	0.0112639	0.0241626	0.00877198	0.00965747	0.00524067	0.012554	0.0120228	0.00547769	0.0067125	0.011822	0.0111351	0.0111086	0.0193987	0.0213555	0.0171794	0.0335944	0.0282355	0.0332207	0.0393734	0.0563325	0.0524072	0.0569232	0.0787481	0.0662689	0.0495752
calebasse	0.00897162	0.00671831	0.0079905	0.00627813	0.00357026	0.00495292	0.00238939	0.00483472	0.0027173	0.010343	0.0058617	0.0173134	0.0117467	0.0139416	0.0120192	0.0143532	0.0120639	0.0119707	0.0203883	0.0153452	0.00841682	0.0198227	0.0112401	0.0145527	0.00828086	0.0153245	0.010658	0.0073295	0.0117456	0.0114858	0.0116937	0.0130582	0.028234	0.0391258	0.0359829	0.0283849	0.039671	0.0429813	0.0504622	0.0618171	0.0499161	0.0736067	0.0854308	0.0789269	0.0480819
