 	a23	a54	a41	a44	a26	a24	a25	a38	a75	a41	a94	a76	a94	a24	a32	a71	a38	a24	a76	a90	a38	a21	a24	a98	a75	a41	a76	a41	a12	a96	a24	a41	a94	a69	a58	a57	a87	a23	a87	a23	a87	</S>
son	0.122049	0.151492	0.162078	0.0785981	0.0465413	0.0233634	0.0162121	0.0153993	0.0116364	0.00843192	0.0135308	0.0127366	0.0109101	0.00877729	0.0217783	0.00927179	0.0086358	0.0112331	0.0119312	0.0123905	0.0113053	0.0122123	0.0111459	0.0102863	0.00933191	0.00946214	0.00992489	0.00831562	0.00782726	0.0062665	0.00365565	0.00393189	0.00381629	0.00697582	0.0244846	0.0208828	0.0220438	0.016837	0.0102575	0.00835278	0.00735399	0.0183317
père	0.00881085	0.0286865	0.0354933	0.0376098	0.0246415	0.0192303	0.0364723	0.0461966	0.0251083	0.0806161	0.053054	0.0522565	0.0530638	0.0733228	0.0320242	0.0569387	0.0544152	0.0278735	0.0238725	0.0281556	0.0368251	0.0164344	0.0125519	0.0193268	0.0136917	0.0119883	0.00900329	0.00850636	0.0137271	0.00771111	0.00703467	0.00567397	0.00624534	0.00287338	0.005007	0.00168262	0.00218193	0.00223637	0.00300651	0.00326856	0.00345458	0.00972649
a	0.0154449	0.0196236	0.0165212	0.0216784	0.0161324	0.0244068	0.0255685	0.0360992	0.0270935	0.0252677	0.0363012	0.0284539	0.0362207	0.0496697	0.0554487	0.0465439	0.0448626	0.0306428	0.0385141	0.0406816	0.0238843	0.0156962	0.00756689	0.00779474	0.0207626	0.0164271	0.00937709	0.00410794	0.00464043	0.00255824	0.00196889	0.00315648	0.00346742	0.00525309	0.00988405	0.0124959	0.0208869	0.028165	0.030613	0.0252848	0.0540263	0.0568071
besoin	0.0144439	0.0214678	0.0273756	0.0280261	0.0177403	0.0251399	0.031608	0.0284497	0.0297995	0.0377831	0.0265812	0.020635	0.0298873	0.0294237	0.0172718	0.0542249	0.0387965	0.0306661	0.0347761	0.0483222	0.0451864	0.0347108	0.0247645	0.0245187	0.0375969	0.0285695	0.0335705	0.0205332	0.0288425	0.0144281	0.010612	0.0145581	0.00854884	0.0107043	0.00634709	0.00541182	0.00707882	0.00678866	0.0102473	0.00771913	0.00751493	0.0193294
de	0.0830978	0.0467633	0.032674	0.0270484	0.025176	0.0198323	0.0111104	0.0110577	0.012891	0.017116	0.0104602	0.0106552	0.00834266	0.0173751	0.0185842	0.0163214	0.0167044	0.0123111	0.0163527	0.012259	0.0120532	0.0132011	0.00967543	0.00719485	0.00927852	0.00886975	0.00712772	0.00838546	0.00623117	0.0087281	0.00927002	0.00672932	0.00930262	0.0105793	0.0102384	0.0198555	0.0338314	0.0272227	0.0560991	0.0558645	0.0628069	0.181322
lui	0.0579198	0.0454022	0.0337472	0.0344732	0.0467974	0.0300188	0.034707	0.0243764	0.0330231	0.0475696	0.0276271	0.0339452	0.0230858	0.0366456	0.0368299	0.0330795	0.038676	0.018498	0.0146208	0.0175287	0.0112938	0.0136321	0.00947924	0.012805	0.00949509	0.0139706	0.0153255	0.0136671	0.011734	0.0120883	0.0120653	0.00914898	0.00872787	0.00785387	0.00823889	0.0069475	0.0100643	0.0125426	0.017986	0.0268189	0.0323443	0.0551994
pour	0.0464389	0.0401809	0.0410181	0.0414934	0.0629003	0.0471077	0.0538674	0.0581715	0.0439497	0.0365968	0.0376828	0.045429	0.0382823	0.0181646	0.0426426	0.0200306	0.0217038	0.013184	0.0104338	0.013483	0.0080978	0.0206158	0.00884308	0.0103235	0.00507209	0.00887284	0.00671542	0.00485692	0.00296443	0.0032268	0.0033427	0.00231611	0.00347303	0.00739202	0.00702022	0.00745734	0.0101202	0.0217879	0.024734	0.032122	0.0314358	0.0364489
aller	0.0749772	0.0600869	0.0335745	0.0250254	0.0214079	0.0154071	0.0146676	0.00856639	0.00893422	0.012439	0.00968296	0.0143224	0.0122766	0.00956308	0.0193398	0.0101361	0.00899514	0.00627285	0.00732343	0.00642629	0.00635093	0.0100775	0.00625952	0.00834706	0.0035389	0.00586354	0.00388836	0.00351372	0.00167676	0.00309324	0.00444667	0.00548764	0.00792547	0.0190311	0.0257899	0.0284123	0.0263471	0.0352406	0.0522865	0.105129	0.124279	0.133591
à	0.0366384	0.0268104	0.0112328	0.00779246	0.00633159	0.00299016	0.00395793	0.002553	0.00512609	0.00925712	0.00661003	0.0154496	0.0150479	0.0228581	0.0174729	0.027576	0.0272343	0.0174073	0.0417831	0.0250578	0.0220864	0.0191526	0.0226827	0.0257269	0.0118094	0.0198378	0.017301	0.0244077	0.0108628	0.00938121	0.00913142	0.0126242	0.0119176	0.0160646	0.0198912	0.0225235	0.0180478	0.0349024	0.0582458	0.0611366	0.0806841	0.142396
la	0.0247308	0.0175196	0.00720611	0.00441065	0.00435124	0.00207251	0.00276666	0.00170066	0.00297614	0.00546964	0.00393609	0.0102722	0.00964912	0.0166294	0.0150435	0.0187665	0.0206093	0.0139383	0.0275947	0.019855	0.0189937	0.0151494	0.0185772	0.0189016	0.0136875	0.0158051	0.0175134	0.0199333	0.0141143	0.0104188	0.00954635	0.0128006	0.0139599	0.0142164	0.0270842	0.0277444	0.0312746	0.042527	0.0791474	0.0793815	0.0986561	0.171069
chasse	0.0461396	0.0304527	0.016411	0.0142785	0.0140984	0.00722478	0.00949018	0.00634747	0.00863168	0.0100538	0.0123361	0.027083	0.0211154	0.0311178	0.0313189	0.029762	0.0288234	0.0148839	0.0223643	0.0178734	0.0139346	0.0222224	0.0259163	0.0316413	0.0117392	0.0245548	0.021731	0.0196465	0.0102744	0.0105634	0.0105288	0.0134287	0.0115379	0.0129946	0.0215269	0.0199919	0.032421	0.0381563	0.0631249	0.0572208	0.0667754	0.0602626
</S>	0.0681921	0.0378838	0.0250516	0.0299654	0.0240758	0.00944445	0.00597967	0.00577826	0.00843925	0.0117629	0.00758676	0.00636842	0.00588308	0.0124467	0.00848897	0.013433	0.0136947	0.00741827	0.00690415	0.00663906	0.00677829	0.00670272	0.00442278	0.00555779	0.00609997	0.00561963	0.00584119	0.00834767	0.0127543	0.0123157	0.0124269	0.0144022	0.0176774	0.0196888	0.0432369	0.0347184	0.0749735	0.075211	0.0942222	0.0964895	0.0788645	0.0482123
