 	a66	a87	a23	a18	a53	a90	a79	a44	a79	a21	a75	a92	a56	a61	a96	a75	a92	a85	a6	a0	a37	a93	a13	a24	a62	a21	a5	a36	a27	a82	a10	a87	a23	a97	</S>
son	0.0349835	0.0454993	0.040687	0.040575	0.0631738	0.0417972	0.0703473	0.0729116	0.0290537	0.025308	0.0113331	0.0104528	0.0116338	0.0155565	0.0111181	0.00968458	0.0146547	0.0114503	0.0111753	0.00865847	0.0058004	0.00976882	0.00948097	0.0136893	0.00984794	0.0148843	0.0205387	0.0304465	0.0365072	0.0422284	0.0353815	0.0512833	0.0379519	0.0419989	0.060138
oncle	0.00517242	0.0080469	0.0128304	0.0188828	0.028766	0.0682172	0.0894893	0.114238	0.0945547	0.112741	0.0570747	0.0451602	0.0321138	0.0268326	0.0427127	0.0499301	0.0308602	0.0271143	0.0151418	0.0302956	0.0152026	0.00637904	0.00653219	0.00614815	0.0091656	0.00572914	0.0030672	0.00244076	0.00203912	0.00242614	0.00400348	0.00695902	0.00442964	0.0107121	0.00459151
l'	0.0430663	0.0454844	0.0487761	0.0572211	0.0675387	0.0574502	0.101298	0.0572102	0.0279108	0.0365582	0.0329855	0.0242609	0.0227101	0.0184986	0.0229633	0.0269662	0.027027	0.0160765	0.0157341	0.00825388	0.00707589	0.00645401	0.00784918	0.00749146	0.00771358	0.00733266	0.0142143	0.0163045	0.0223062	0.0166661	0.0256844	0.0309702	0.019297	0.0395944	0.0130557
a	0.0818387	0.019647	0.0201218	0.0113321	0.014893	0.0162695	0.0210361	0.0601307	0.0764008	0.0786658	0.0623229	0.0796903	0.0783336	0.0405918	0.0250616	0.0218929	0.0237056	0.0140832	0.0255693	0.0261311	0.0173863	0.0123754	0.0187816	0.0115726	0.0126189	0.00500764	0.0104228	0.00727227	0.010083	0.0105973	0.0125274	0.00730542	0.0211456	0.0147042	0.0304816
battu	0.0449945	0.0299545	0.0226539	0.0175311	0.0131058	0.0176883	0.0225088	0.0460011	0.0394149	0.0747152	0.0514116	0.0751794	0.0751766	0.0570294	0.046757	0.0361284	0.0474341	0.0220757	0.0232205	0.017014	0.0174356	0.0138106	0.0141656	0.0159234	0.0223777	0.0119215	0.0120602	0.00649007	0.00871302	0.00735578	0.00957789	0.00805769	0.0223421	0.0152995	0.0344745
parce	0.0196425	0.0125693	0.0109011	0.0112544	0.0149712	0.0147262	0.0357417	0.0448863	0.0622911	0.106693	0.0487313	0.0528884	0.0741645	0.075403	0.0401128	0.014343	0.0327688	0.0134345	0.0139977	0.00540982	0.0046379	0.0106884	0.0148751	0.0150672	0.0121283	0.0200891	0.0290305	0.0255543	0.0254062	0.030813	0.0180294	0.0216459	0.0159376	0.0161038	0.0350627
qu'	0.030633	0.022373	0.0249768	0.023638	0.0363834	0.0278292	0.0512729	0.0616681	0.0683852	0.0787883	0.0385501	0.0514217	0.062476	0.0654956	0.0405968	0.026702	0.0326791	0.0273112	0.0279259	0.0126299	0.00885928	0.0183829	0.00928547	0.0105716	0.00712036	0.00738083	0.00892678	0.0101913	0.0107732	0.0134116	0.0097025	0.0185488	0.0100615	0.0165387	0.0285089
il	0.0566543	0.0713668	0.0684612	0.0515931	0.0373545	0.0270038	0.0154522	0.014609	0.0150972	0.0190531	0.012558	0.0198869	0.0218864	0.0226523	0.0244554	0.0200209	0.032737	0.0396105	0.0639284	0.0405027	0.0367892	0.0400364	0.0225236	0.0251653	0.0200715	0.0100756	0.0187625	0.016604	0.0154993	0.018253	0.0147697	0.01757	0.021721	0.023171	0.0241042
est	0.0747842	0.0683214	0.0585759	0.0362472	0.0233859	0.0168445	0.00861114	0.0111209	0.0103862	0.0129852	0.00920639	0.0111764	0.00844933	0.00917188	0.0110111	0.011486	0.0202759	0.0272452	0.0410157	0.0388101	0.0287537	0.0316335	0.0431518	0.0410509	0.0475174	0.0240075	0.0287302	0.0431806	0.0375884	0.0438172	0.0219517	0.0209277	0.0295835	0.0266259	0.0223695
têtu	0.0401577	0.0391451	0.0293201	0.0296655	0.0205074	0.0339189	0.0182377	0.0295415	0.0197091	0.0148147	0.0139017	0.0173731	0.0160316	0.0177144	0.0118401	0.012953	0.0185462	0.0242768	0.0353137	0.0262483	0.0237765	0.0172751	0.0236	0.0277453	0.0259238	0.0116552	0.0246877	0.0332786	0.0316555	0.041244	0.0352384	0.0443082	0.0479063	0.0579622	0.0845265
</S>	0.0225549	0.025359	0.0246731	0.0264287	0.0189716	0.0436645	0.0230595	0.0296643	0.0328818	0.0118686	0.0111308	0.0142524	0.015928	0.0187419	0.0160859	0.0164063	0.0205636	0.0264266	0.0325568	0.0513326	0.0418427	0.0356322	0.0291521	0.0248183	0.0273723	0.0237714	0.0278331	0.0327346	0.0294119	0.040965	0.0306854	0.0338068	0.0292769	0.0374912	0.0726552
