 	a66	a87	a23	a79	a13	a30	a4	a11	a56	a96	a94	a31	a88	a90	a75	a92	a85	a6	a37	a21	a47	a62	a88	a71	a9	a87	a97	a87	a23	a79	a4	a90	a44	a79	a92	a36	a47	a62	a88	a54	a15	a7	a2	a57	a87	a23	a87	</S>
avant	0.0145496	0.0244761	0.0477912	0.0274591	0.0212118	0.0626575	0.0482789	0.0822621	0.052914	0.0952315	0.0734415	0.0470919	0.0383458	0.0227619	0.0214223	0.0217968	0.0147781	0.0253447	0.0221453	0.0244882	0.0133013	0.0133972	0.0186634	0.0084823	0.00766677	0.00505432	0.00460579	0.00315513	0.00280783	0.00360111	0.00289261	0.00301367	0.00257793	0.00213095	0.0017039	0.00162409	0.00232706	0.00278877	0.00939151	0.00924515	0.00539565	0.00680213	0.00839633	0.00904638	0.00994244	0.0124506	0.0118488	0.0292384
de	0.0100248	0.00672263	0.00455641	0.00748061	0.0106594	0.0107175	0.00921504	0.0194763	0.0224738	0.0133401	0.0394498	0.0237388	0.0226854	0.013203	0.0184656	0.0191966	0.0136663	0.0114789	0.0136617	0.025575	0.0230535	0.0196066	0.0212685	0.0338747	0.0180424	0.011762	0.00656784	0.00562811	0.00960049	0.00770165	0.0132017	0.00592622	0.0075199	0.0190119	0.0172019	0.0157108	0.015484	0.0107348	0.018101	0.0181306	0.033076	0.0630759	0.105316	0.0575276	0.0394467	0.0403762	0.0281804	0.0190849
rentrer	0.0218004	0.0159218	0.0236641	0.0214266	0.0204656	0.0219954	0.0199646	0.0560623	0.0585367	0.0496901	0.0506488	0.0578936	0.0434217	0.0396531	0.0259428	0.0297596	0.0259463	0.0212403	0.0225834	0.0204514	0.0284468	0.02559	0.0228504	0.0274927	0.0332779	0.0312932	0.0162363	0.0145853	0.0062553	0.0086232	0.0076936	0.00443889	0.00465145	0.00247848	0.00292444	0.00181154	0.00314183	0.00417011	0.00362869	0.00428197	0.00365511	0.00554815	0.0138447	0.0107174	0.011081	0.0115238	0.0164636	0.0262255
à	0.0638028	0.029085	0.0125142	0.0139257	0.00835318	0.00876499	0.0039877	0.00661129	0.00464947	0.00627724	0.00677599	0.00650453	0.00809712	0.00946963	0.00667563	0.00823516	0.0106254	0.0107387	0.00792291	0.00741117	0.0114104	0.0255822	0.0240103	0.0235311	0.017279	0.0197295	0.00741108	0.00719291	0.00894031	0.00701356	0.0155195	0.0168589	0.0206905	0.0151342	0.0337859	0.0229737	0.0447757	0.0485236	0.0301993	0.0335767	0.0387843	0.0401262	0.0478563	0.0527801	0.0386179	0.0401783	0.0376657	0.0294251
la	0.052078	0.0380667	0.0224998	0.0248866	0.0151491	0.0139599	0.00914633	0.00901631	0.00697492	0.00696967	0.00448208	0.00536768	0.00777094	0.00888925	0.00722785	0.00669864	0.00874717	0.0128744	0.00971135	0.0122903	0.0181963	0.0232787	0.0245102	0.0241872	0.0200078	0.0159179	0.0134953	0.0202405	0.0179914	0.0154121	0.0146445	0.0171146	0.0153584	0.00438898	0.0173746	0.00919631	0.016398	0.0122112	0.0250342	0.0310204	0.0222109	0.0345347	0.0813869	0.0776781	0.0420947	0.036161	0.026617	0.0405313
maison	0.0443659	0.0244539	0.0170823	0.0170117	0.016185	0.022083	0.0158159	0.020264	0.0106878	0.0178316	0.00906212	0.0122045	0.0226751	0.0398482	0.0306606	0.0288462	0.0269043	0.0453077	0.029092	0.0315949	0.0415527	0.0498438	0.0297066	0.0838756	0.0493924	0.0393013	0.0235963	0.0210083	0.017803	0.00751126	0.00605995	0.00639931	0.00855259	0.00898368	0.0260406	0.00802179	0.0128755	0.0139212	0.00611399	0.0116449	0.0077436	0.00719737	0.00809795	0.00660247	0.00381339	0.00363599	0.00372318	0.00500447
le	0.0797127	0.056619	0.0446003	0.0227095	0.0123813	0.0123533	0.0081924	0.0110032	0.00870553	0.00986324	0.0124704	0.0129406	0.0206599	0.0465256	0.0483036	0.0337346	0.0373257	0.0728415	0.0609013	0.0573646	0.0413608	0.0322392	0.0161212	0.0221249	0.0120373	0.00583805	0.00414169	0.00546764	0.00397671	0.00314899	0.00218364	0.00102779	0.00336184	0.00231385	0.0045489	0.00140336	0.00498851	0.00567179	0.00540774	0.0114363	0.00779956	0.0109863	0.0163491	0.0125956	0.0213778	0.0227585	0.0220528	0.0280719
pêcheur	0.0560838	0.0436649	0.0393673	0.0265705	0.0178651	0.0199976	0.00924314	0.0137049	0.0129208	0.011381	0.0115455	0.0126153	0.0144651	0.0228476	0.0183562	0.0185641	0.0273441	0.0454916	0.0401284	0.0457316	0.0653412	0.0614377	0.0393396	0.0499271	0.0240565	0.0114758	0.00652192	0.00715943	0.00694837	0.0058485	0.00614423	0.00466889	0.00914578	0.0066821	0.0101615	0.00351852	0.00892038	0.00723735	0.00806058	0.00485514	0.00833921	0.00906496	0.0178392	0.0229299	0.0214009	0.0215129	0.0268074	0.0167667
a	0.0501418	0.0392085	0.0389669	0.0272572	0.0177001	0.021559	0.00866958	0.0120623	0.0106386	0.0114365	0.00656552	0.00830056	0.0122464	0.0229007	0.0162894	0.0147401	0.0258447	0.0472302	0.0416953	0.0368423	0.0512121	0.0528077	0.0333368	0.0502293	0.0308122	0.015373	0.00871768	0.00907555	0.00754819	0.00727808	0.0108089	0.00836348	0.011834	0.0072026	0.0087376	0.00613316	0.00742339	0.00382152	0.00518399	0.00235485	0.0056106	0.0064788	0.017033	0.0207341	0.0303133	0.034795	0.0407034	0.0357819
mangé	0.0347845	0.0206819	0.0224007	0.019189	0.0150608	0.0158054	0.00833648	0.0101581	0.00973319	0.00907008	0.00598426	0.00695044	0.0107543	0.0152307	0.0117226	0.0120624	0.0189983	0.0334108	0.029406	0.0266361	0.0420674	0.0515958	0.0425406	0.0627398	0.0388275	0.0196099	0.0103536	0.0100339	0.00911761	0.00735566	0.00925624	0.00707786	0.00971058	0.0120974	0.014353	0.0136577	0.0139543	0.0115661	0.0134831	0.0116243	0.0215495	0.0201029	0.0328743	0.0334326	0.0339109	0.0324874	0.0303461	0.0478978
une	0.0281944	0.0232021	0.0230573	0.0192201	0.0135715	0.0175931	0.00945203	0.011576	0.00966276	0.010525	0.00881716	0.00884697	0.0165501	0.0167332	0.0157883	0.015922	0.0167922	0.029197	0.0301547	0.0320541	0.0291109	0.028888	0.024695	0.0291233	0.0211492	0.00943185	0.00441115	0.00347495	0.0031756	0.00321194	0.00449177	0.00337894	0.00464242	0.00606985	0.00575736	0.00566671	0.0112548	0.0140327	0.0278365	0.0240947	0.0296507	0.0316549	0.038521	0.0366474	0.0495867	0.0539117	0.0472058	0.0920143
partie	0.0168931	0.0125852	0.0195111	0.0148073	0.0160274	0.0195919	0.0138306	0.0131201	0.0112207	0.0160677	0.0101081	0.0106016	0.0149548	0.0212037	0.0148804	0.0185629	0.0211907	0.0407049	0.0392026	0.0390945	0.0451208	0.0438567	0.0378039	0.0533781	0.0422938	0.0266061	0.0172868	0.016027	0.017577	0.01529	0.0164391	0.0102905	0.0121452	0.00780528	0.0064931	0.00535512	0.00594633	0.00488124	0.0108795	0.00494317	0.00849147	0.00818421	0.0179726	0.0310634	0.0412311	0.0350968	0.0459998	0.0273825
de	0.0165023	0.0141978	0.0227036	0.0138992	0.0146201	0.0220039	0.00950708	0.0170938	0.0220856	0.0361627	0.0307026	0.0234571	0.0238456	0.020273	0.0152775	0.0176319	0.0176174	0.0294916	0.0309658	0.0280871	0.015764	0.0152304	0.0180258	0.0122438	0.0118967	0.00982087	0.00512994	0.00382492	0.00239637	0.00259761	0.00484398	0.00483275	0.00640596	0.00697139	0.00701536	0.00453109	0.00738728	0.00672573	0.0246992	0.0184881	0.0223546	0.0236181	0.0316591	0.0438774	0.05044	0.0526296	0.0631353	0.0973289
son	0.0347463	0.031322	0.0451101	0.0302643	0.0284918	0.0310002	0.0196801	0.0193403	0.0214663	0.0272722	0.0203883	0.0180961	0.0192927	0.0252147	0.0159617	0.0184386	0.0216841	0.0291358	0.0289306	0.0260618	0.0238547	0.0244467	0.027942	0.0204756	0.0174337	0.0144183	0.00862362	0.00813682	0.0069566	0.00654753	0.00794739	0.00781567	0.00974043	0.0082849	0.0126572	0.00895103	0.0122496	0.0101515	0.0323685	0.0142091	0.00983485	0.00848623	0.0172613	0.0437373	0.0263852	0.0254598	0.0322782	0.0414478
butin	0.0506837	0.0449092	0.0499534	0.0338329	0.027228	0.0384894	0.025717	0.0204187	0.0170531	0.0299418	0.0154632	0.0187536	0.0224238	0.0373505	0.0242582	0.0253066	0.0299394	0.0434037	0.0519799	0.0425318	0.0406262	0.0379258	0.0406995	0.0158433	0.0148668	0.0124111	0.0168491	0.0143953	0.0111461	0.0107752	0.0101566	0.0139669	0.0137688	0.00223989	0.00810968	0.00249225	0.00303836	0.00179649	0.00562033	0.00728723	0.00461305	0.00439621	0.00659647	0.0119144	0.00659666	0.00601895	0.0115669	0.0146447
</S>	0.0242444	0.021904	0.0515026	0.0290059	0.0287082	0.0381131	0.0278744	0.031692	0.0288552	0.0466082	0.0408479	0.0249873	0.0265504	0.0242738	0.0160951	0.0199179	0.020205	0.0313794	0.0296612	0.0241748	0.0168237	0.0162948	0.0195758	0.0126946	0.0108839	0.010624	0.00591243	0.00438128	0.00335443	0.0035376	0.00346109	0.00530428	0.00851989	0.00591702	0.0122645	0.0098251	0.0111962	0.00624923	0.0251905	0.0115163	0.00785389	0.00746122	0.0133384	0.0435018	0.0271622	0.0297084	0.0426591	0.0381875
