 	a66	a87	a23	a40	a37	a90	a25	a98	a85	a21	a47	a61	a0	a75	a90	a44	a90	a44	a70	a93	a96	a93	a4	a13	a30	a70	a13	a38	a10	a82	a57	a87	a97	</S>
les	0.0465832	0.0692674	0.10041	0.100634	0.114194	0.0825298	0.0905608	0.0393014	0.0175357	0.0107323	0.00907639	0.00669871	0.00654574	0.00865925	0.00926797	0.0135757	0.0159778	0.0155719	0.0247685	0.0240054	0.0123663	0.0170247	0.0121872	0.0143505	0.0229017	0.0161472	0.0166698	0.0116046	0.0091851	0.00890396	0.00799329	0.0136798	0.00950842	0.021581
militaires	0.00110554	0.00235295	0.0106337	0.0133532	0.054655	0.0367857	0.043873	0.0811271	0.131111	0.146786	0.141034	0.0987149	0.0975101	0.0458497	0.0412441	0.0178513	0.00881497	0.00808751	0.00277894	0.00178778	0.00166633	0.00106845	0.000792031	0.00057585	0.00110822	0.000836735	0.000995809	0.000795998	0.000713157	0.000804867	0.00102967	0.000826219	0.00175725	0.0015721
ont	0.054928	0.0345574	0.0199282	0.0204471	0.029683	0.0395616	0.0833343	0.130909	0.0598191	0.0342966	0.045378	0.0217495	0.0233813	0.0228106	0.0188697	0.0252191	0.0259693	0.0226259	0.0114103	0.00994609	0.0180872	0.00909702	0.0136411	0.0159908	0.0102025	0.0134149	0.0101846	0.0141804	0.0131464	0.0194026	0.0188946	0.0444531	0.0525966	0.011884
laissé	0.0729979	0.0314572	0.0211023	0.0100807	0.0131919	0.0106892	0.0158926	0.0218568	0.033169	0.026101	0.0297993	0.0371223	0.0325983	0.0269171	0.0507973	0.0305605	0.0414803	0.0306907	0.0328528	0.0164384	0.0342411	0.0180662	0.0281348	0.0270199	0.0155155	0.0234657	0.0241803	0.0228954	0.0256563	0.0318566	0.0345942	0.0318524	0.0475888	0.0491371
passer	0.0493075	0.0170878	0.010223	0.00497274	0.0112441	0.0133244	0.0153712	0.0306841	0.0498515	0.0734483	0.0744873	0.104552	0.0532992	0.073985	0.0550005	0.0917734	0.0491453	0.0250947	0.0237717	0.015344	0.0213759	0.0165398	0.0159249	0.00799109	0.00403589	0.00525592	0.0057006	0.00609187	0.00491899	0.00795318	0.0103952	0.0151552	0.0148462	0.0218481
la	0.0440002	0.0252357	0.0288191	0.0117374	0.0217472	0.0218329	0.0279328	0.0396865	0.0571714	0.0456142	0.036866	0.0417312	0.0246342	0.0273701	0.0247736	0.0337951	0.0292467	0.0219746	0.029248	0.0167653	0.0257845	0.0293887	0.0374694	0.0262056	0.017243	0.0166368	0.02663	0.0202174	0.0142412	0.0231868	0.0226395	0.0327099	0.0296875	0.0677774
voiture	0.0897327	0.0593565	0.03312	0.0127537	0.00798908	0.00695082	0.00795802	0.0108003	0.0123156	0.0145581	0.0173877	0.0312974	0.0220421	0.0257473	0.0335367	0.0438901	0.054094	0.0369375	0.0366385	0.0196456	0.0400308	0.0289473	0.0215387	0.0241681	0.0218629	0.013169	0.0310632	0.0149655	0.0313051	0.0342427	0.0321199	0.040019	0.0474395	0.0423765
du	0.177643	0.112016	0.0508148	0.0207935	0.0154229	0.00526639	0.007226	0.0108913	0.0120735	0.00701196	0.0160643	0.0245014	0.0235622	0.0237248	0.0427562	0.0701932	0.0787749	0.0412118	0.0291191	0.0109681	0.0210908	0.0118628	0.00850173	0.00681094	0.0064368	0.00387664	0.0093383	0.00602842	0.014002	0.0159018	0.021742	0.0240302	0.0365127	0.0338296
chef	0.0816876	0.0637437	0.033738	0.0191376	0.0135022	0.00342365	0.00345948	0.00358317	0.00399812	0.00257034	0.00786715	0.0146158	0.0171898	0.0199392	0.0325647	0.045555	0.0457371	0.0319688	0.0159699	0.00716322	0.0133547	0.00996614	0.00619251	0.00808831	0.013763	0.0113285	0.0233988	0.0275265	0.0523397	0.0549373	0.0706095	0.0589233	0.105864	0.0762936
</S>	0.0700387	0.0343168	0.00876391	0.00384331	0.0016473	0.000806658	0.00101033	0.00082407	0.000578353	0.00034812	0.000902782	0.0012406	0.00164053	0.00306658	0.00521691	0.00976149	0.0179257	0.0174937	0.0124567	0.00860436	0.0139786	0.0143644	0.0123435	0.0179167	0.0247729	0.0247296	0.0436225	0.0627107	0.0784241	0.0988038	0.105292	0.0941471	0.120182	0.0882253
