 	a66	a87	a23	a50	a62	a47	a61	a62	a31	a21	a47	a31	a21	a47	a62	a24	a94	a75	a79	a15	a47	a92	a85	a6	a36	a12	a96	a62	a0	a93	a70	a83	a50	a0	a24	a9	a99	a87	a23	a87	a23	</S>
la	0.0305886	0.0223684	0.0276638	0.025288	0.0292598	0.0403864	0.0357832	0.034689	0.0331477	0.0274061	0.0389275	0.0320407	0.0445093	0.0347822	0.0376419	0.0284288	0.0288739	0.0168493	0.0359377	0.04428	0.0466675	0.0207949	0.0250137	0.0222354	0.0184015	0.0126433	0.0164399	0.0130869	0.0086276	0.0085828	0.0115462	0.0115096	0.0141767	0.00849287	0.0113053	0.00879839	0.0101998	0.0158992	0.0149869	0.0160278	0.0154805	0.0202313
manière	0.00459457	0.00733132	0.021808	0.0164694	0.0175695	0.0423207	0.0258765	0.054641	0.0512214	0.0625334	0.090477	0.0527492	0.0513787	0.0249734	0.00671034	0.0594025	0.0471367	0.0604219	0.0186734	0.0229596	0.0209218	0.0247264	0.0275264	0.0298097	0.0317689	0.0394948	0.0229247	0.00851508	0.00516827	0.00463359	0.00314439	0.00370468	0.00215778	0.00223164	0.00155886	0.00510684	0.00113695	0.00162	0.00120642	0.0041064	0.0153028	0.00398493
dont	0.0758636	0.0534891	0.0376912	0.0278956	0.0326371	0.03617	0.019086	0.0241068	0.0246451	0.0366612	0.0257381	0.0291476	0.0543148	0.0363107	0.0427032	0.0346216	0.0458932	0.0467666	0.0240072	0.0177507	0.0187307	0.0204096	0.00883229	0.0155973	0.0259452	0.0118284	0.0206665	0.00737196	0.00528804	0.00460983	0.00342779	0.0040274	0.0051298	0.00833499	0.0139754	0.0169149	0.0154772	0.0122667	0.00893263	0.0171371	0.0159954	0.0136009
mon	0.0265139	0.0193671	0.0116586	0.00843424	0.00973509	0.00816095	0.0148581	0.0151577	0.0108378	0.0167668	0.0212417	0.0170503	0.0337199	0.0385253	0.0371763	0.0301228	0.0260666	0.018094	0.0173749	0.0208442	0.0309698	0.0343475	0.0269539	0.0671251	0.0560455	0.0191083	0.0206483	0.0149171	0.0169448	0.017591	0.0214805	0.0199964	0.018381	0.0364813	0.0339633	0.0298267	0.0177801	0.0214065	0.0222771	0.0264715	0.0340052	0.0115727
fils	0.0306797	0.0129002	0.0090975	0.0101413	0.0122363	0.0118038	0.00706971	0.013789	0.0182322	0.0162875	0.0189343	0.0279543	0.0274294	0.0333167	0.0342397	0.0280179	0.0564866	0.00896958	0.0119424	0.0190537	0.0293467	0.0262401	0.0494038	0.0779419	0.0799401	0.0593857	0.0413254	0.017485	0.0212434	0.0260571	0.0188901	0.021241	0.0100546	0.0104929	0.0100774	0.0080654	0.00432905	0.0121068	0.00929353	0.0170916	0.0216029	0.0198038
s'	0.0408968	0.0233475	0.0189531	0.0174517	0.0212726	0.0255772	0.0144962	0.0235318	0.0379892	0.0504632	0.0624741	0.0810352	0.0664828	0.0528049	0.0955416	0.0395624	0.0771105	0.0120601	0.0176501	0.020625	0.0210059	0.0129806	0.0119084	0.0122929	0.0109811	0.0188179	0.0219374	0.0136362	0.0108931	0.00935397	0.00685953	0.00207756	0.00135335	0.0014296	0.00164138	0.00257447	0.00223373	0.00436835	0.00329867	0.00786479	0.0108624	0.012303
est	0.0231753	0.0200185	0.0152946	0.0114375	0.0138876	0.0184018	0.0099628	0.0118742	0.0175191	0.0253732	0.0311975	0.0310876	0.0256567	0.0207664	0.0419263	0.0239834	0.0355228	0.0213979	0.0251253	0.0193517	0.0116356	0.00915525	0.00623229	0.00890437	0.00648356	0.0123538	0.0149423	0.0204009	0.0214468	0.0344854	0.025458	0.0079528	0.00950294	0.0140957	0.0191579	0.0280151	0.0255591	0.0437764	0.0378875	0.0468004	0.0811228	0.0716707
noyé	0.0161455	0.0157953	0.011482	0.00876955	0.0146279	0.0157014	0.0168932	0.00742627	0.0115749	0.0153784	0.023593	0.0250519	0.0251898	0.0268121	0.0444213	0.031848	0.025259	0.02757	0.0171373	0.0140498	0.00808336	0.00652154	0.00488036	0.00470799	0.00254378	0.00633394	0.00600268	0.0176965	0.0160668	0.0225568	0.0343827	0.0181271	0.0269729	0.019078	0.0286544	0.0281179	0.0311474	0.0607208	0.0465765	0.051814	0.0720914	0.0921966
c'	0.0168281	0.0117926	0.00883659	0.00841613	0.0115561	0.0143813	0.0145854	0.00818643	0.0150325	0.0316474	0.0472406	0.0854583	0.0449886	0.049176	0.0545949	0.0559328	0.0354842	0.0202903	0.0102232	0.008554	0.00595332	0.0066362	0.00689484	0.0082952	0.00663645	0.0101823	0.0144035	0.0281553	0.032985	0.039348	0.0357982	0.0224844	0.0183075	0.0158583	0.0196661	0.0203084	0.0131942	0.0223636	0.0225235	0.0298415	0.0351901	0.0317685
est	0.0179825	0.0118649	0.0109899	0.0077791	0.0101419	0.0108292	0.00842865	0.0147758	0.0262545	0.0316539	0.0348229	0.0431795	0.0446757	0.0481568	0.0544938	0.0509182	0.0675499	0.0659775	0.0887592	0.0478122	0.0239589	0.00535857	0.0060428	0.00617115	0.00297762	0.00639513	0.00580703	0.00782987	0.00937587	0.0107904	0.0235221	0.00904454	0.013329	0.00897265	0.014024	0.0141369	0.0149891	0.024352	0.0208827	0.0216329	0.0274964	0.0258641
par	0.0247357	0.020372	0.0118418	0.00788966	0.0124914	0.0100636	0.00564669	0.0070451	0.0154287	0.0223796	0.023563	0.0327499	0.0260421	0.0393	0.0548155	0.0536903	0.0834403	0.049441	0.0711224	0.0472159	0.0237007	0.0121993	0.0111889	0.0101966	0.00390477	0.012438	0.00893141	0.0101373	0.0122768	0.0158711	0.0169653	0.00884105	0.0064379	0.00590721	0.0125814	0.0167782	0.0109164	0.0203871	0.02897	0.0354218	0.0395703	0.057104
