 	a23	a87	a23	a83	a75	a41	a61	a31	a66	a90	a4	a75	a25	a44	a11	a98	a41	a37	a18	a75	a61	a21	a31	a75	a66	a21	a85	a5	a12	a21	a75	a30	a2	a57	a87	a23	a87	</S>
j'	0.079386	0.0496277	0.0253016	0.0254589	0.031405	0.0289001	0.0214707	0.0202421	0.0223808	0.0151407	0.0172854	0.015277	0.022888	0.0193203	0.0156771	0.0145422	0.018846	0.0105782	0.0186703	0.00825586	0.0103478	0.0103471	0.0238288	0.021056	0.0199815	0.0174123	0.0279023	0.0263869	0.0371682	0.0212853	0.0316164	0.0248096	0.0245877	0.019659	0.0282571	0.0446499	0.0478113	0.0822388
envisage	0.0147585	0.0166359	0.0301535	0.0226238	0.0433051	0.0666832	0.0726588	0.0864485	0.0593266	0.0621315	0.0713238	0.0927508	0.0440366	0.0516367	0.0162865	0.00813134	0.0177634	0.0111322	0.0138436	0.0194882	0.011747	0.0144434	0.00943018	0.0245057	0.0128507	0.00885362	0.00870671	0.00493318	0.00608629	0.00531452	0.00561543	0.006568	0.00895343	0.00965534	0.00862601	0.0116677	0.010834	0.0100905
d'	0.0384691	0.0271899	0.0266779	0.0186505	0.0217245	0.0240305	0.0226965	0.0197758	0.0208949	0.0309355	0.0279026	0.034723	0.0260943	0.0187394	0.0194337	0.0241772	0.0369254	0.0247533	0.0520879	0.0554968	0.0490628	0.0329061	0.030749	0.0174025	0.0136345	0.0084587	0.010569	0.00996225	0.00627079	0.0178664	0.021074	0.0260388	0.0208463	0.0384711	0.0251134	0.0370289	0.032446	0.0307205
aller	0.0423822	0.0273591	0.0218245	0.028152	0.0247777	0.0201971	0.0317627	0.0211284	0.0324664	0.0281934	0.0273143	0.0265068	0.0276368	0.025763	0.0308055	0.0193916	0.0146276	0.0269645	0.0163541	0.0250273	0.00936009	0.0143109	0.00992599	0.00783811	0.0140326	0.0137553	0.0144524	0.0148987	0.0251461	0.0330086	0.0406486	0.0376094	0.0382404	0.0434139	0.0373893	0.0366617	0.0397248	0.0509485
à	0.0540971	0.0192618	0.0144396	0.0121472	0.0135226	0.00949003	0.0100791	0.00828633	0.00842999	0.0107979	0.0120341	0.00993868	0.0137842	0.0156738	0.0164298	0.0095321	0.0081248	0.00840448	0.00855544	0.00840958	0.0107792	0.0162015	0.0197412	0.00917997	0.0275753	0.0293811	0.0282556	0.0396327	0.0348987	0.0495313	0.0555883	0.0593459	0.0519351	0.0627772	0.0576613	0.057791	0.0541415	0.0641444
brazaville	0.0382193	0.0201745	0.0195215	0.0155673	0.0124424	0.011731	0.0104262	0.0114969	0.0120417	0.0139399	0.0128857	0.0119299	0.0135389	0.0166686	0.0127312	0.0134573	0.011598	0.0136374	0.0139093	0.00728823	0.00937033	0.0102022	0.018927	0.0117423	0.018039	0.0248666	0.0351548	0.0694161	0.102499	0.0699379	0.0636322	0.0385018	0.039378	0.0429407	0.0408283	0.0388892	0.0387164	0.0337529
la	0.0551081	0.0206066	0.0146257	0.00841482	0.00638685	0.00571319	0.00652252	0.00734354	0.00972293	0.0103219	0.00656889	0.00480209	0.0066572	0.00927766	0.00589341	0.00693994	0.00834879	0.00658633	0.0112209	0.00494829	0.00834539	0.00487281	0.0164553	0.00928303	0.0211895	0.0282293	0.0563805	0.100206	0.0990091	0.0776885	0.0669169	0.0487685	0.0337769	0.0515373	0.0432267	0.0434567	0.0472551	0.0273932
semaine	0.0407307	0.0271085	0.0231676	0.017232	0.0174512	0.0139029	0.00916399	0.0106779	0.00951063	0.009147	0.00756283	0.00579199	0.00692271	0.00798631	0.0062482	0.00364289	0.00701188	0.00564515	0.0111963	0.00622973	0.0120431	0.00895986	0.0143963	0.0114739	0.019804	0.0287104	0.0499788	0.103335	0.0897895	0.0554024	0.0663544	0.0358309	0.038504	0.0340661	0.0318232	0.0427172	0.0437035	0.0667772
prochaine	0.0724324	0.0279801	0.0171873	0.01429	0.0112841	0.00668527	0.00454865	0.0037007	0.00336161	0.00321119	0.00365149	0.00275206	0.00325394	0.00232449	0.00356183	0.00418662	0.00453491	0.00366608	0.00726739	0.00289579	0.00586793	0.00728801	0.026104	0.014948	0.0197742	0.0138039	0.0182835	0.0373324	0.0133503	0.0340163	0.035994	0.0482009	0.0355766	0.0536628	0.094609	0.103038	0.151253	0.0841205
</S>	0.0734593	0.0249224	0.0184104	0.0123437	0.00988646	0.00613135	0.00492657	0.00374061	0.00423439	0.00361133	0.00319355	0.00338827	0.00410429	0.00492557	0.00580691	0.00673776	0.00841044	0.00526392	0.0132244	0.00764759	0.0193818	0.0196065	0.022006	0.0101773	0.0153444	0.0141472	0.0216551	0.0355357	0.0249987	0.0485908	0.0385862	0.0506647	0.0427669	0.0746459	0.0578316	0.107168	0.0955462	0.0769779
