 	a66	a87	a23	a87	a23	a79	a7	a93	a56	a93	a44	a96	a93	a34	a75	a79	a7	a90	a92	a21	a12	a18	a94	a58	a82	a87	a23	a99	a97	a27	</S>
il	0.0383094	0.0594086	0.0677761	0.0693562	0.0772068	0.0383999	0.0396419	0.0304201	0.0243044	0.0260551	0.0202794	0.0160914	0.0140812	0.0153061	0.0122803	0.00807239	0.00815531	0.00820616	0.0129973	0.020352	0.0362582	0.0397386	0.0504924	0.0362866	0.0430243	0.0325329	0.0309251	0.0293935	0.041299	0.0171568	0.0361927
a	0.0175885	0.0115008	0.0117217	0.0106047	0.00946202	0.0147188	0.0125465	0.0142016	0.0144918	0.0188047	0.0287809	0.0286377	0.0291109	0.0415817	0.0400839	0.0501592	0.0366574	0.0285796	0.0378844	0.0529275	0.0510285	0.0553213	0.0471787	0.0408022	0.0469907	0.0398526	0.0488607	0.0503839	0.0412026	0.0482152	0.0201193
débarrassé	0.0284518	0.0222377	0.0265759	0.0223502	0.017733	0.0160682	0.0116148	0.0100575	0.0108256	0.00913688	0.0148542	0.0151825	0.0225885	0.0337859	0.0286968	0.0300028	0.0247949	0.0278706	0.0273624	0.0254436	0.0246558	0.0176595	0.0219206	0.0302978	0.0432726	0.039837	0.0555036	0.105159	0.0594478	0.10231	0.0743029
la	0.0371669	0.0533825	0.0609957	0.047318	0.0378543	0.0439473	0.0264397	0.0190473	0.0262426	0.0195687	0.0367332	0.0416414	0.041875	0.08004	0.0743139	0.0891999	0.0427069	0.0211751	0.0132098	0.0281167	0.0135739	0.0122869	0.00997158	0.0206022	0.00981871	0.013569	0.0140143	0.010269	0.00768336	0.0207884	0.0264475
cendre	0.114993	0.056688	0.0385412	0.0198851	0.0136703	0.0139656	0.0188221	0.0558696	0.0743371	0.074909	0.115697	0.0869448	0.0436277	0.0213032	0.017264	0.00888884	0.00980796	0.0114022	0.00808912	0.00886042	0.00986827	0.0122489	0.0103678	0.00876098	0.0145446	0.013404	0.0144382	0.0192571	0.0289018	0.0262512	0.0283907
à	0.0343897	0.0250161	0.0393558	0.0300657	0.0239147	0.0229718	0.0205582	0.0268515	0.0495721	0.0515706	0.0443173	0.0323316	0.0186698	0.0119124	0.0114058	0.00977464	0.0128063	0.0212557	0.0309183	0.0371057	0.0316901	0.042553	0.0300946	0.0345317	0.0462608	0.0391245	0.0316271	0.0478479	0.0285724	0.0333164	0.0796177
l'	0.035347	0.0346872	0.0486076	0.0410118	0.0278412	0.0185715	0.0090009	0.0204934	0.0229357	0.0224755	0.0201702	0.0158025	0.0129868	0.0141155	0.010881	0.0126444	0.0200547	0.0261764	0.0393146	0.0336747	0.0393523	0.0392891	0.0432907	0.0405256	0.0563276	0.0403265	0.0459548	0.0545508	0.0392507	0.0458007	0.0685384
aide	0.0603872	0.0340971	0.0298782	0.0242161	0.0219088	0.0228228	0.0200424	0.0325868	0.0287879	0.0317013	0.0235274	0.02292	0.0147235	0.0168621	0.016477	0.0205864	0.028979	0.0291376	0.0234528	0.0197901	0.024779	0.0236634	0.0304481	0.0276562	0.0448342	0.0354037	0.0498094	0.0651121	0.0674973	0.0530885	0.0548232
de	0.0764368	0.0377647	0.0354807	0.0227199	0.0198831	0.0109962	0.00818173	0.0253525	0.0219521	0.024796	0.0170276	0.0119151	0.00803742	0.00951244	0.00630006	0.00701175	0.0140656	0.0184847	0.0134145	0.00772161	0.00975607	0.0158703	0.0126581	0.017429	0.0345277	0.0307216	0.0526375	0.0832107	0.0943552	0.0915196	0.16026
l'	0.0699721	0.0416477	0.0425642	0.0328149	0.023427	0.0137073	0.00921743	0.021593	0.0173419	0.0174356	0.0124095	0.0113125	0.00969632	0.0104802	0.0107055	0.0130353	0.0251758	0.0207585	0.0133394	0.00765638	0.0124554	0.0212948	0.0208781	0.0230714	0.0386142	0.0296698	0.053719	0.0776645	0.077447	0.079224	0.141672
écorce	0.0322915	0.0359148	0.0526102	0.046676	0.0404375	0.0190213	0.0171097	0.0223097	0.0240705	0.0171017	0.0241865	0.0157018	0.0261222	0.035795	0.0332685	0.0372237	0.033335	0.0287134	0.0151688	0.00831503	0.00994429	0.0120394	0.014282	0.0161168	0.0246325	0.0266907	0.0509296	0.0678301	0.0611778	0.0499055	0.101079
du	0.0714478	0.0690573	0.0687074	0.0294798	0.0180702	0.00426227	0.00275243	0.00387535	0.00561592	0.00325292	0.00805907	0.00345689	0.00534607	0.00574999	0.00745732	0.00599353	0.0119172	0.0102828	0.0113564	0.0169171	0.0309038	0.0375855	0.0490607	0.035507	0.0610363	0.0523653	0.0537994	0.07641	0.122616	0.0516354	0.0660232
bananier	0.0356387	0.0302013	0.0324715	0.0315474	0.0203054	0.0145606	0.00860828	0.0232449	0.040149	0.0322302	0.0702175	0.0547189	0.0643134	0.0501353	0.0336892	0.0291456	0.033002	0.0374751	0.0267806	0.019588	0.021678	0.0197375	0.0222335	0.0233645	0.0391536	0.0295752	0.0304604	0.0338221	0.0313069	0.04065	0.0199955
</S>	0.0315775	0.0270322	0.0280089	0.0314764	0.0372577	0.0434684	0.0583602	0.0476734	0.0482522	0.0456328	0.0505266	0.0534389	0.0489741	0.0329083	0.0368313	0.0597653	0.0535473	0.0439876	0.0325343	0.0210503	0.0227166	0.0194426	0.0151511	0.0136138	0.0205691	0.0136011	0.0127805	0.0132779	0.013935	0.0149972	0.00761175
