 	a66	a87	a23	a79	a20	a36	a54	a92	a44	a69	a58	a40	a47	a37	a66	a98	a47	a0	a25	a15	a69	a40	a98	a47	a37	a92	a37	a96	a88	a98	a47	a36	a2	a57	a87	a23	a87	a97	</S>
cet	0.0714052	0.0776961	0.114994	0.0497361	0.040304	0.0257637	0.0673719	0.0377027	0.040557	0.0366388	0.0209539	0.0280756	0.0297646	0.0142431	0.0119924	0.0155367	0.00836677	0.0166167	0.0130381	0.00778843	0.00618218	0.00854444	0.00673335	0.00482554	0.00309996	0.00227864	0.00211508	0.00545757	0.00698488	0.00871713	0.0313268	0.0205248	0.020568	0.015822	0.0195501	0.0279757	0.0245612	0.0210834	0.0351038
enfant	0.00202852	0.00352716	0.00563933	0.0151699	0.031059	0.0588319	0.032079	0.0617471	0.0523651	0.116134	0.0698445	0.0870157	0.0441946	0.0239299	0.0218275	0.0339447	0.0206482	0.0115443	0.0293949	0.0454664	0.0360499	0.0458628	0.0361806	0.0260786	0.0398725	0.0252256	0.00677472	0.0027278	0.00197422	0.00081555	0.000900034	0.000699026	0.00102847	0.00070149	0.00171568	0.00146446	0.00201514	0.00252363	0.000998005
a	0.0160398	0.0156463	0.0194705	0.0227805	0.018945	0.0159246	0.0307646	0.0616185	0.0307477	0.0827814	0.0750982	0.106749	0.0660679	0.0446564	0.0232066	0.0193668	0.0174369	0.0180311	0.0293787	0.0316461	0.0293363	0.0223139	0.0220798	0.0199753	0.0178513	0.0109781	0.00773002	0.00628792	0.0041273	0.00398983	0.0082877	0.00645222	0.00864225	0.00655136	0.0155641	0.0172082	0.0190735	0.0164009	0.010793
déchiré	0.0210195	0.00930498	0.0060198	0.00736968	0.0065669	0.0101842	0.0263288	0.0345538	0.0354247	0.0545333	0.0371715	0.0298627	0.0176292	0.0238556	0.0165544	0.0169941	0.0180068	0.0215457	0.0204547	0.0181411	0.0215312	0.014849	0.0154911	0.03261	0.0346558	0.0413654	0.0263113	0.0257103	0.0225515	0.0299936	0.0426944	0.0258526	0.0181487	0.0407921	0.0343907	0.027174	0.0311096	0.0280641	0.0551831
son	0.0523834	0.0329046	0.0258725	0.020027	0.0194342	0.0416705	0.0645992	0.0366598	0.0504554	0.0388919	0.0404275	0.0472146	0.0401763	0.0274773	0.0336201	0.0298289	0.0213573	0.0379435	0.0272638	0.0114039	0.0104673	0.0134614	0.012054	0.0247892	0.011199	0.0104614	0.00868579	0.00737277	0.00824734	0.0148622	0.0187506	0.017468	0.0173562	0.0233024	0.0184018	0.019941	0.016939	0.0152683	0.0313604
habit	0.0113469	0.00593762	0.00498465	0.00592459	0.00740854	0.0247899	0.0264608	0.0411629	0.0732267	0.0482724	0.0571548	0.0541985	0.0503028	0.053438	0.0455722	0.0456066	0.0561117	0.0485241	0.0455289	0.0207416	0.014243	0.00955415	0.0124275	0.0175069	0.00699878	0.00645487	0.00696776	0.010904	0.0133669	0.0104343	0.0164282	0.0305011	0.0190934	0.0247792	0.0203676	0.0176312	0.0112242	0.0101978	0.0142251
avec	0.0180178	0.017153	0.018447	0.0192604	0.0159874	0.0281707	0.0507868	0.0680465	0.0394767	0.0378019	0.0460725	0.0515925	0.0397949	0.0207641	0.0199372	0.0158319	0.0107565	0.0209302	0.012941	0.00355193	0.00161621	0.0033074	0.00414001	0.00474313	0.00179326	0.00248977	0.00280703	0.00973074	0.0178251	0.0199048	0.0264163	0.0568776	0.0489567	0.0715514	0.0543301	0.0456571	0.0303276	0.0201373	0.0220674
le	0.0426908	0.0440796	0.0294408	0.02328	0.0167196	0.0229158	0.0210959	0.0295006	0.0180347	0.0240283	0.0205524	0.0239823	0.0172098	0.0101923	0.0127461	0.0145153	0.0127346	0.0171748	0.0131236	0.0115088	0.00699876	0.00958176	0.00904116	0.0109373	0.00851905	0.013495	0.0310443	0.0336026	0.0459586	0.045251	0.0468365	0.0334264	0.0290529	0.0383661	0.0448486	0.0482108	0.0371718	0.030673	0.0514581
couteau	0.0212964	0.0172226	0.0146674	0.0119574	0.00904478	0.00788905	0.00659531	0.0093062	0.00808688	0.0213923	0.0116646	0.0188682	0.0207642	0.0101397	0.0080947	0.00478207	0.00721545	0.00665329	0.0051852	0.00768438	0.00838138	0.008697	0.0102222	0.0132119	0.00890134	0.0107316	0.0268571	0.0344078	0.0393927	0.0353652	0.0627196	0.0667316	0.0379055	0.0456863	0.0721869	0.0772307	0.0513337	0.0581057	0.103422
</S>	0.0674213	0.062648	0.0628327	0.058726	0.0476793	0.0264693	0.0170547	0.0321579	0.0113705	0.0240176	0.0151666	0.0231697	0.0163139	0.00594072	0.00513001	0.00598084	0.005949	0.00828789	0.00789185	0.00531392	0.00177998	0.00140215	0.00219498	0.00367947	0.00171151	0.00313036	0.00883211	0.0155781	0.015671	0.0140443	0.0357925	0.0445871	0.0360839	0.0472526	0.0630445	0.0550721	0.0461249	0.0408222	0.0536744
