 	a23	a99	a54	a73	a7	a53	a15	a98	a41	a0	a11	a75	a15	a69	a0	a11	a75	a56	a94	a90	a13	a53	a93	a98	a44	a53	a90	a93	a54	a73	a2	a57	a87	a23	a87	</S>
maman	0.0465585	0.0694369	0.0346528	0.0427356	0.073407	0.079241	0.0332808	0.0422813	0.0238606	0.0194658	0.0224426	0.0143389	0.0249202	0.0255201	0.0186578	0.0112448	0.0102551	0.0119938	0.019428	0.00978297	0.0148791	0.00689066	0.00639365	0.00412607	0.00500531	0.00714245	0.00824377	0.0119402	0.0170207	0.0274422	0.0274663	0.0395966	0.0242653	0.0419978	0.0504752	0.0736101
est	0.00992985	0.00682962	0.010472	0.00969588	0.0266386	0.0300259	0.0498401	0.0313466	0.0424686	0.0472206	0.026874	0.0315204	0.0118088	0.00807101	0.00879451	0.0146713	0.0154971	0.0119758	0.0132616	0.0196586	0.0204032	0.017345	0.0214509	0.0200144	0.0312383	0.053512	0.0711491	0.0740252	0.0549797	0.0261744	0.0354773	0.0276922	0.0390641	0.0278617	0.0276772	0.0253342
en	0.00865578	0.00478426	0.00517394	0.00751292	0.00998337	0.00862386	0.0131986	0.0102883	0.0102752	0.0154134	0.0156383	0.0129049	0.0148463	0.0123898	0.00766823	0.0110938	0.00823721	0.00536019	0.00647808	0.00393366	0.00641823	0.00631819	0.00707106	0.00719719	0.0101979	0.0250024	0.036757	0.0887091	0.0777609	0.0711846	0.0698764	0.0901367	0.0913689	0.0775453	0.062294	0.079702
train	0.0326996	0.0228164	0.0285287	0.0350114	0.0202753	0.0152038	0.0217309	0.0104157	0.0176535	0.0159156	0.00773989	0.00786443	0.00951237	0.0196063	0.0314858	0.0399934	0.0709843	0.0732123	0.0391887	0.0653255	0.036761	0.0660619	0.0532325	0.0644839	0.0352131	0.0329693	0.0321872	0.0277253	0.0130827	0.00758219	0.00707272	0.00789494	0.00524765	0.00646683	0.00631111	0.0125439
de	0.0804264	0.0420607	0.047437	0.0462715	0.0737409	0.0456227	0.0302706	0.00782737	0.00970026	0.00978625	0.0161247	0.0145859	0.00792717	0.00685453	0.0229664	0.0268879	0.0206942	0.0144417	0.0156059	0.00896832	0.02705	0.0113982	0.0224457	0.0120622	0.0118402	0.0151022	0.0100527	0.020652	0.0273476	0.0288766	0.0359643	0.032732	0.0631598	0.0323316	0.0421034	0.0586808
moudre	0.026158	0.00897145	0.0139481	0.0120806	0.0223795	0.0399491	0.0479391	0.038107	0.0503806	0.0902072	0.0377017	0.0404246	0.0601068	0.0438818	0.0521586	0.0566809	0.0675969	0.0574812	0.0529012	0.0202677	0.0205294	0.0107996	0.0219503	0.010542	0.0207005	0.0150316	0.00909894	0.00862068	0.00804514	0.00819744	0.00716105	0.00540971	0.00401779	0.00345427	0.00329891	0.0038207
le	0.0641354	0.0253448	0.0315666	0.0139636	0.0130997	0.0112636	0.0152978	0.0127004	0.0172143	0.01906	0.0170559	0.0147241	0.0150342	0.0142835	0.0143991	0.00803872	0.00984169	0.00424559	0.0125324	0.00935342	0.0202504	0.00796488	0.0350714	0.0139823	0.0523225	0.0402201	0.0285198	0.0417269	0.0540519	0.0582341	0.0575517	0.0543728	0.0527851	0.0538024	0.0452358	0.0407533
sésame	0.0449193	0.0202014	0.0289589	0.010549	0.00757262	0.00542961	0.00572634	0.0041671	0.00641068	0.00830004	0.00542055	0.00655007	0.00606278	0.00726859	0.00715899	0.0106861	0.0112448	0.0104154	0.0370581	0.0302106	0.0645518	0.0265735	0.0886876	0.0289072	0.0767011	0.0852314	0.0667231	0.0510732	0.0438472	0.0389052	0.0341179	0.024643	0.0255944	0.0280074	0.0232207	0.0189044
avec	0.0424282	0.0307899	0.0308638	0.0178989	0.0216238	0.0233425	0.0183563	0.0119352	0.0128307	0.0114579	0.0115435	0.00943962	0.00782348	0.00688704	0.0125431	0.013289	0.0165252	0.0215126	0.0237485	0.050645	0.0380894	0.0445206	0.0325543	0.0298164	0.0223011	0.0199328	0.0263399	0.0362206	0.0316482	0.0412823	0.0337145	0.0442123	0.0422045	0.0478955	0.0407458	0.0730375
la	0.0486044	0.0672204	0.054296	0.037805	0.0442894	0.0285935	0.0215438	0.0128715	0.0138171	0.00917768	0.00924976	0.00581512	0.00352375	0.00207667	0.00676261	0.00886558	0.00674976	0.00813861	0.0190527	0.01556	0.0225939	0.0185019	0.0114622	0.0113701	0.0127407	0.0123391	0.012531	0.0312271	0.0325729	0.0349944	0.0289735	0.0478049	0.0463301	0.0824702	0.0605888	0.109486
pierre	0.0766808	0.0523129	0.0421089	0.0289665	0.0353826	0.0211592	0.0185688	0.0098024	0.00947309	0.0103839	0.00812606	0.0051842	0.00803292	0.00621647	0.0120556	0.0137435	0.0138327	0.0107513	0.0218955	0.0185515	0.0261083	0.0209919	0.0275296	0.0262298	0.0367005	0.0379738	0.0336422	0.0414091	0.0423324	0.0321875	0.0262212	0.0430401	0.038016	0.0585003	0.0460948	0.0397936
noire	0.0412079	0.0297156	0.0243254	0.0149923	0.0159618	0.00876654	0.00308639	0.00265858	0.00554935	0.00299103	0.00207122	0.00141243	0.00115465	0.00140455	0.00401099	0.0029052	0.00188029	0.00108451	0.00728511	0.00338821	0.0111453	0.00426817	0.00456403	0.0038737	0.00839273	0.0189332	0.026163	0.0605773	0.0641471	0.063714	0.0600486	0.0618562	0.0805205	0.128645	0.101212	0.126086
</S>	0.0367977	0.0228498	0.0138853	0.00739218	0.00488286	0.00437505	0.00355433	0.00195284	0.00485408	0.00271803	0.00227768	0.00164623	0.00122318	0.00163446	0.0070937	0.00391249	0.00581328	0.00543381	0.0132053	0.00936568	0.0143399	0.0103222	0.0108662	0.0109763	0.024616	0.0262329	0.034525	0.0682523	0.0832888	0.0692734	0.0555303	0.0571753	0.0627532	0.119905	0.0824256	0.114649
