 	a66	a87	a10	a87	a97	a30	a4	a70	a34	a70	a93	a90	a98	a79	a44	a93	a90	a75	a98	a79	a7	a44	a13	a9	a99	a97	a99	a97	a87	a97	a3	</S>
la	0.0327084	0.0335021	0.03746	0.0309318	0.0227603	0.0219225	0.0476794	0.0177913	0.0420971	0.0370971	0.0380571	0.0398147	0.0325203	0.0268952	0.0104829	0.00772801	0.00642122	0.00495047	0.00408194	0.00601635	0.00692218	0.0121373	0.0325633	0.0458258	0.0584359	0.0790821	0.0471562	0.039228	0.0510976	0.0411816	0.0279168	0.0575349
femme	0.00411315	0.00570393	0.0106765	0.0172159	0.00936108	0.0191144	0.0405266	0.0617926	0.0650471	0.0646474	0.150169	0.137303	0.102361	0.0395001	0.0637773	0.0526755	0.0271747	0.0123203	0.0149701	0.0146109	0.0223548	0.00541234	0.0195584	0.00544017	0.00302802	0.00552682	0.0046295	0.00247241	0.00411669	0.00695125	0.00505782	0.00239139
est	0.00922795	0.0147079	0.0101226	0.011006	0.0121932	0.0152993	0.015782	0.0158724	0.0269444	0.0349583	0.0438812	0.043976	0.0519945	0.128501	0.140093	0.150873	0.0795393	0.0559007	0.0534403	0.0190314	0.00516555	0.00237831	0.0041885	0.00280003	0.00420789	0.00627946	0.00747689	0.0070317	0.00675022	0.00955771	0.00853557	0.00228381
en	0.0183135	0.0114559	0.00599207	0.0043878	0.00574082	0.00469845	0.00442667	0.00841311	0.0133395	0.0215137	0.012492	0.0247269	0.0503036	0.0358125	0.157695	0.131478	0.0852173	0.0701838	0.0345212	0.0313477	0.0332846	0.0169318	0.0500315	0.0134308	0.0152333	0.0167015	0.0156588	0.0158185	0.0232562	0.0205778	0.0223881	0.0246271
train	0.0187587	0.0161918	0.01435	0.0160014	0.0214373	0.0180571	0.0124863	0.0132737	0.0153918	0.0162284	0.00804604	0.0104927	0.0160475	0.0641589	0.0798859	0.0924589	0.135304	0.0812544	0.0668964	0.0731854	0.052805	0.0272867	0.0325779	0.0187943	0.0103924	0.013085	0.00820756	0.00624008	0.0100125	0.0133042	0.00960379	0.00778386
de	0.0136687	0.00983042	0.00764704	0.00452725	0.00525857	0.00689332	0.0092601	0.015371	0.0166391	0.0800221	0.081136	0.122034	0.0966658	0.0244409	0.0052167	0.00427193	0.00201405	0.00206827	0.00187052	0.00182872	0.00285247	0.00720318	0.0151817	0.0245617	0.0300684	0.0474873	0.0593114	0.0506623	0.0659558	0.0589566	0.069882	0.0572122
cueillir	0.00958774	0.0114663	0.0139703	0.0171592	0.0196873	0.0219957	0.0404806	0.0401856	0.046624	0.0464661	0.0794151	0.0818055	0.108817	0.0696508	0.0819447	0.0774629	0.0329317	0.0225381	0.0151912	0.0172931	0.0131291	0.0104286	0.0192311	0.0166915	0.0139788	0.00868458	0.0110601	0.00656311	0.00869634	0.00771461	0.0150653	0.0140844
le	0.0325422	0.0261715	0.0214054	0.0193549	0.0157915	0.0182556	0.0181563	0.0242044	0.0278969	0.0233806	0.0132747	0.026588	0.0226199	0.02624	0.0481598	0.0584004	0.0297021	0.0350413	0.0191767	0.0144337	0.0232802	0.0242495	0.0492019	0.0524058	0.0369672	0.0312924	0.0402583	0.0240836	0.0306083	0.0374866	0.0474863	0.0818841
koko	0.0465501	0.0269524	0.0218147	0.0137977	0.0160592	0.0162814	0.0153999	0.0186759	0.0182711	0.0206142	0.0122085	0.0138361	0.0149161	0.0179994	0.0403959	0.0368574	0.020975	0.0307306	0.0168454	0.0122871	0.0240153	0.030831	0.0497734	0.054266	0.0441066	0.0412098	0.0605337	0.0389685	0.0594505	0.0553476	0.058068	0.0519616
</S>	0.0273826	0.0222548	0.0132525	0.00993493	0.00748841	0.0067521	0.0085632	0.00631056	0.00691816	0.00726206	0.00393543	0.00482209	0.00543424	0.00658951	0.00903448	0.00609703	0.00466274	0.00722119	0.00835212	0.00739847	0.00897992	0.0195497	0.0541839	0.0563794	0.0552304	0.0707696	0.0800069	0.0720543	0.103398	0.0671266	0.107219	0.125436
