 	a66	a87	a23	a87	a23	a79	a99	a30	a99	a38	a83	a0	a24	a11	a98	a83	a75	a6	a44	a11	a90	a69	a4	a13	a44	a54	a6	a44	a26	a84	a82	a87	a23	a87	a23	a87	</S>
celui	0.0334868	0.0760153	0.0854008	0.128412	0.0709243	0.05312	0.0541661	0.032595	0.0227018	0.0272507	0.0206271	0.0146148	0.0165815	0.0117826	0.0123106	0.0134806	0.00887953	0.00526227	0.00428407	0.00584937	0.00623386	0.00550056	0.00531059	0.00457674	0.00735137	0.0109106	0.0131135	0.0303194	0.0196757	0.0239439	0.0302371	0.0259634	0.024282	0.0260289	0.019013	0.0244429	0.0253514
qui	0.00701234	0.00752804	0.00920057	0.0167224	0.0326266	0.02148	0.0196931	0.0446955	0.0284966	0.0333603	0.0306963	0.0161149	0.0226335	0.0205499	0.0120983	0.0175173	0.00980703	0.0114289	0.0188275	0.0156406	0.0142903	0.0226759	0.020365	0.0213298	0.0288393	0.0414861	0.0463794	0.0548647	0.0383922	0.0461583	0.0516958	0.0458457	0.0416498	0.0361908	0.0357827	0.0371047	0.0208198
nous	0.0357558	0.0312155	0.0293914	0.0350352	0.0113664	0.00406561	0.0059066	0.00922629	0.0173331	0.0119689	0.0148004	0.0157501	0.0114218	0.0152882	0.00690804	0.00897788	0.00949731	0.0126942	0.0134669	0.00734154	0.00787095	0.011803	0.00949078	0.0134894	0.00923669	0.00837524	0.0183344	0.0226019	0.0347494	0.0359384	0.0411381	0.0363813	0.0503978	0.0755193	0.0926215	0.112103	0.112538
a	0.0600895	0.0518204	0.0321752	0.018393	0.0176495	0.0148155	0.0204622	0.0267726	0.0334588	0.040767	0.0278978	0.0372276	0.0506003	0.0340984	0.0269727	0.0181026	0.022367	0.0151601	0.0134275	0.0103444	0.0117979	0.0102956	0.0137401	0.0233092	0.0163998	0.0151979	0.0142324	0.0166894	0.0176535	0.0247699	0.0297617	0.0290489	0.0295311	0.0315085	0.0456494	0.0304107	0.067402
fait	0.0760916	0.059564	0.0396184	0.0325429	0.0175174	0.0176489	0.0245764	0.0181826	0.0273107	0.0261263	0.0242981	0.0207567	0.0166604	0.0152257	0.0104241	0.00829458	0.0146645	0.0124161	0.00993821	0.0235615	0.0215064	0.0201036	0.0284929	0.0392478	0.0206107	0.0158272	0.0114245	0.0112971	0.0174871	0.0289814	0.0376223	0.0342578	0.03323	0.0424785	0.0331492	0.060703	0.0481616
remonter	0.0106792	0.00447679	0.00461798	0.00542818	0.00426875	0.00517145	0.0120562	0.0109666	0.0109116	0.0198152	0.029729	0.0454908	0.0361868	0.0315305	0.0274876	0.0245952	0.0189649	0.0108219	0.0132307	0.0189926	0.0161726	0.0227641	0.0204334	0.0294848	0.0294543	0.0534471	0.0692156	0.0808235	0.0577276	0.0759038	0.0541885	0.0300367	0.0253647	0.0221897	0.0213857	0.0181815	0.0278044
le	0.0257462	0.0145879	0.015886	0.0259707	0.00960182	0.0073927	0.0157008	0.0292324	0.0421243	0.0474957	0.0550528	0.0241317	0.0198893	0.0112414	0.00828769	0.0127145	0.00978256	0.00840623	0.00623258	0.00680229	0.00727131	0.0089205	0.016238	0.0315646	0.0207511	0.0213542	0.0323648	0.0464706	0.0377864	0.0470779	0.0528995	0.0561951	0.0463643	0.0548324	0.0414638	0.0599754	0.0221905
fleuve	0.0175626	0.00674813	0.00423605	0.00467118	0.00223307	0.00186072	0.00390148	0.00415239	0.00423169	0.00710416	0.00682135	0.00388149	0.00341847	0.00278117	0.00353805	0.00468507	0.00497815	0.00739331	0.00865259	0.0149703	0.0133781	0.0240607	0.0259257	0.0563727	0.0537816	0.0324888	0.0470421	0.0779742	0.106709	0.103045	0.106756	0.0586661	0.047406	0.044023	0.0331369	0.0406758	0.0107375
était	0.0634949	0.0208218	0.0193754	0.0253907	0.00783705	0.00326982	0.00890525	0.00747285	0.0174313	0.013784	0.0181948	0.0151631	0.00609964	0.0116806	0.00552415	0.0064854	0.0111221	0.0156053	0.0122377	0.00991533	0.0121687	0.0203155	0.0113114	0.015019	0.0117018	0.00703156	0.00956277	0.0241543	0.0451945	0.0539525	0.0575745	0.0544347	0.0766521	0.0911423	0.0538478	0.0886885	0.067437
en	0.0369553	0.0180602	0.0180522	0.0183513	0.0146236	0.0102217	0.0180665	0.00966497	0.0147209	0.0135092	0.0136319	0.0122242	0.00761894	0.0109594	0.00775716	0.00907246	0.0140704	0.0160482	0.0108349	0.00938945	0.0104204	0.0111802	0.00749428	0.00843992	0.0204785	0.0159076	0.0201739	0.030944	0.0497842	0.0586853	0.0693473	0.0521555	0.0625034	0.0645737	0.0596778	0.0789915	0.0954097
pirogue	0.0216846	0.00983705	0.0103774	0.0116663	0.0126102	0.0146296	0.0220662	0.0176752	0.0221257	0.0174985	0.0205755	0.0144309	0.00579682	0.00882596	0.00579899	0.00777568	0.0133679	0.0127752	0.0154608	0.0132968	0.0122747	0.00941149	0.00815975	0.00978209	0.02281	0.0212904	0.0278079	0.0393999	0.0384591	0.0473267	0.0536119	0.0589123	0.0583255	0.0677108	0.0499961	0.0774338	0.119012
</S>	0.0198251	0.0127267	0.0125203	0.0124531	0.0180036	0.0183917	0.0148363	0.0144682	0.013506	0.0101938	0.0141177	0.010937	0.00771736	0.00772237	0.00677991	0.00990322	0.0085397	0.00856222	0.00475664	0.00425465	0.00332834	0.00388333	0.00293785	0.00467535	0.0234885	0.0245026	0.0293282	0.0413144	0.0475517	0.0625394	0.0701962	0.0655963	0.0581916	0.0703067	0.0490966	0.0746384	0.138209
