 	a66	a87	a23	a87	a23	a53	a4	a38	a21	a12	a75	a6	a37	a61	a18	a98	a47	a0	a54	a7	a53	a94	a43	a54	a7	a4	a57	a82	a87	a23	a97	a87	</S>
le	0.056994	0.0456462	0.0557326	0.043048	0.0410634	0.0391053	0.032328	0.0385655	0.0389491	0.0242116	0.040482	0.0325077	0.0216706	0.0140419	0.00828118	0.0105732	0.00892973	0.0116541	0.00851456	0.0125962	0.0106944	0.0117027	0.00897934	0.0421254	0.0386318	0.0411513	0.0336355	0.0428498	0.0414777	0.0275959	0.0292034	0.0298227	0.0572355
chasseur	0.00542374	0.00804081	0.0117113	0.0118078	0.013234	0.0278955	0.0408721	0.0292004	0.0541168	0.09953	0.0846684	0.0975904	0.0810227	0.0406247	0.0542078	0.0176384	0.0262128	0.0596801	0.0304901	0.0265477	0.00745527	0.0198865	0.0176607	0.0176861	0.00521882	0.0102059	0.015975	0.0152108	0.0171614	0.00704663	0.0107537	0.0165318	0.0186918
a	0.0376235	0.0340666	0.0356464	0.0557105	0.0489115	0.036704	0.0540343	0.067947	0.0364723	0.052812	0.0594868	0.0528731	0.0637852	0.0472837	0.0584536	0.0316068	0.0228238	0.0150574	0.00750775	0.0119401	0.00407543	0.0054909	0.00602859	0.00848128	0.00541764	0.00983108	0.0171985	0.0195241	0.021865	0.0127256	0.0213864	0.0174071	0.0198218
tracé	0.0390628	0.0286793	0.0139058	0.0152526	0.0231237	0.0312157	0.0295613	0.0491465	0.0406731	0.0383375	0.0357429	0.0432291	0.0502025	0.0406695	0.0483725	0.0297864	0.0408594	0.0300119	0.0281513	0.0412476	0.0272227	0.0314	0.0370119	0.020454	0.0128937	0.0215166	0.0230481	0.0207967	0.023385	0.0194675	0.0209818	0.0150707	0.0295202
un	0.0400762	0.0338882	0.0225568	0.0248782	0.0275735	0.0381441	0.0244912	0.0282019	0.0291933	0.0566373	0.0389443	0.0377006	0.0324565	0.0348311	0.0314727	0.0215256	0.0227868	0.0255759	0.0377114	0.0235471	0.0138693	0.0178738	0.0239772	0.0208654	0.0162863	0.0290555	0.0284214	0.0224441	0.0284001	0.0413223	0.039302	0.0418293	0.0441606
chemin	0.0222433	0.0207109	0.00989252	0.00949192	0.0150068	0.0240212	0.0267555	0.0311863	0.0267077	0.0289947	0.0185256	0.0209365	0.0325531	0.0371001	0.0334275	0.0282285	0.0369808	0.0535229	0.037437	0.0490942	0.0466757	0.0510735	0.0557672	0.0384323	0.0289991	0.0594301	0.0358237	0.0215829	0.0168095	0.022236	0.0262073	0.0128428	0.0213027
dans	0.0533357	0.0430649	0.0337109	0.0406148	0.0344502	0.0456377	0.0487789	0.0655442	0.0585314	0.0615142	0.05932	0.0495039	0.0306448	0.0172186	0.0197114	0.011895	0.0128428	0.0080689	0.00724302	0.01005	0.0113932	0.0156468	0.0121144	0.0159265	0.0132495	0.0214506	0.0227833	0.0222107	0.0200024	0.033676	0.025747	0.0294852	0.0446328
la	0.072006	0.041706	0.0319193	0.0297041	0.0149251	0.0171351	0.0170986	0.0265274	0.0262045	0.018772	0.0316654	0.0298629	0.0255464	0.0134317	0.0310368	0.0150363	0.0257251	0.0218735	0.023389	0.0411979	0.0310175	0.0295861	0.0255148	0.0399602	0.0361211	0.0440096	0.0345117	0.0244837	0.0330584	0.030702	0.0389428	0.0380851	0.0392438
forêt	0.0290907	0.0455592	0.0293632	0.0131515	0.00936934	0.00590294	0.00630074	0.00810781	0.00766594	0.0102265	0.00561411	0.00880323	0.0153031	0.0107457	0.0199432	0.026192	0.0428389	0.0274927	0.0311819	0.0485079	0.0153958	0.0546646	0.0599148	0.0356935	0.0316731	0.0566319	0.046811	0.0503638	0.0658382	0.0621698	0.0491736	0.0479285	0.0223809
</S>	0.0523301	0.0443629	0.0400758	0.032877	0.0253131	0.0278706	0.0244586	0.0358224	0.0407124	0.0345612	0.0363901	0.0333004	0.0201264	0.00832259	0.0166942	0.0096545	0.0110715	0.00939897	0.00722911	0.0113521	0.00741573	0.0104341	0.00879097	0.00892195	0.0114631	0.0216454	0.0268887	0.0493154	0.0511734	0.0387877	0.0407704	0.05879	0.143679
