 	a15	a87	a10	a11	a62	a47	a37	a98	a73	a56	a75	a85	a66	a34	a21	a47	a88	a61	a75	a85	a79	a37	a54	a98	a92	a85	a37	a44	a98	a85	a37	a75	a13	a11	a70	a83	a61	a21	a66	a11	a70	a83	a61	a21	a47	a88	a25	a87	a97	a99	a97	a82	</S>
dans	0.0372988	0.0555673	0.0443799	0.0519162	0.0357462	0.0316975	0.0266554	0.0349686	0.0253238	0.0245835	0.0278063	0.0345603	0.0457473	0.0404496	0.0293526	0.00846644	0.00771333	0.00460425	0.00522909	0.00608414	0.0104951	0.00842519	0.00716371	0.0109397	0.0155461	0.0133259	0.0159911	0.0101654	0.0156522	0.0207829	0.0125858	0.01563	0.01551	0.0204571	0.0298171	0.0151889	0.0168186	0.00828155	0.0105112	0.00826136	0.00771877	0.00560306	0.00461559	0.0056745	0.00610468	0.00667951	0.00667236	0.00895157	0.0099747	0.0177814	0.0199329	0.010102	0.0304895
leur	0.0095785	0.00607258	0.00652649	0.00885755	0.0169821	0.013599	0.0144735	0.020924	0.0127149	0.0472667	0.037487	0.0229293	0.0259882	0.0739622	0.0339124	0.0120268	0.0318433	0.0330132	0.0437977	0.030011	0.0344995	0.0618763	0.0493819	0.0285458	0.0349481	0.0275123	0.0255671	0.0211172	0.0123532	0.0126039	0.00720624	0.00283196	0.00368321	0.00307614	0.00746816	0.00915562	0.00956223	0.00559107	0.00611541	0.00358312	0.0028692	0.0042453	0.00479855	0.0134359	0.0133492	0.011773	0.0103055	0.011084	0.0108686	0.010804	0.0141787	0.0126817	0.0109613
parcelle	0.0145138	0.0104912	0.0105692	0.011063	0.0115325	0.0108503	0.0132146	0.0123543	0.0283051	0.0135383	0.0479499	0.0355205	0.0358886	0.0353208	0.0141171	0.0100224	0.0115569	0.0187303	0.0222904	0.0271665	0.0191169	0.0298938	0.064389	0.0959797	0.0224668	0.0380062	0.0849489	0.0670194	0.0377968	0.0172248	0.0433312	0.0165334	0.0220941	0.0130779	0.00888665	0.00455551	0.0029717	0.0027005	0.00146137	0.000689459	0.000947072	0.000749704	0.000939235	0.000825222	0.00136347	0.000754263	0.000932509	0.000871522	0.000815871	0.000712313	0.000757436	0.00115231	0.00103923
il	0.0203314	0.0142759	0.0107478	0.0124115	0.0277764	0.0219208	0.0152264	0.0204951	0.0123598	0.026798	0.0237531	0.0178924	0.0142105	0.0159626	0.01421	0.00592061	0.00789014	0.00655706	0.0085079	0.00891132	0.0226407	0.0249182	0.0207056	0.0240138	0.0565206	0.0341087	0.0372715	0.016404	0.0206763	0.0330656	0.0237614	0.020729	0.0239318	0.0314454	0.0272351	0.0407136	0.0420881	0.0431733	0.0156034	0.00813085	0.0039727	0.00238159	0.00444181	0.00409558	0.00420236	0.0044252	0.0037709	0.00742359	0.01074	0.0160984	0.0132737	0.0344841	0.0173945
y	0.058886	0.0574956	0.0347283	0.0304191	0.0277206	0.0237152	0.0233458	0.0143531	0.0173112	0.00857601	0.00810176	0.00993361	0.00584827	0.00428584	0.00512772	0.0131548	0.00882862	0.00767212	0.00700511	0.010214	0.0195055	0.0203991	0.0164525	0.0206317	0.0271377	0.0289444	0.0399715	0.0164761	0.013808	0.0286215	0.0164821	0.0168796	0.0144813	0.0183094	0.011397	0.00841424	0.0135433	0.0132804	0.00941672	0.0189788	0.0148141	0.0205347	0.0184934	0.0136415	0.0101371	0.01346	0.00951621	0.0144741	0.0215697	0.0277395	0.0218277	0.0330927	0.0308453
a	0.0247243	0.0232301	0.021939	0.0186288	0.0195129	0.0130755	0.0106246	0.00587674	0.00832861	0.00320289	0.00344371	0.00937781	0.00700322	0.00691087	0.011974	0.0211042	0.0153579	0.0148142	0.0138075	0.016577	0.0279121	0.0265932	0.0237187	0.0203663	0.0381208	0.0414394	0.0511955	0.0246093	0.0251551	0.0718193	0.0300502	0.023671	0.0190897	0.0198036	0.0205399	0.0175631	0.0182463	0.0135896	0.00986799	0.0122715	0.00839962	0.00511011	0.0144285	0.0121568	0.0105316	0.0120369	0.00852122	0.0112271	0.0143593	0.0267506	0.0197708	0.0245554	0.0270157
un	0.0176351	0.0174714	0.0168199	0.0157833	0.0139975	0.0130732	0.0143925	0.00964805	0.012841	0.00771467	0.0102574	0.0116883	0.0105836	0.010461	0.0115252	0.0110285	0.0122395	0.0160185	0.0121939	0.0140601	0.0296458	0.027487	0.0202989	0.0261896	0.0438569	0.0379587	0.0457744	0.026753	0.0374932	0.0692349	0.0297439	0.0239243	0.0135403	0.0122411	0.0125269	0.00965754	0.00995064	0.00887129	0.0103193	0.0101587	0.00816117	0.00823856	0.0162327	0.0144665	0.0140428	0.0124232	0.0111862	0.0146371	0.01683	0.0282463	0.0232282	0.0321842	0.0350643
chiot	0.0276181	0.02581	0.0192936	0.0194681	0.00982996	0.00715077	0.00730172	0.00631999	0.00653898	0.00470455	0.00586008	0.00508985	0.00588507	0.00815347	0.00743113	0.00912992	0.0127151	0.00950016	0.0213553	0.0168951	0.0264664	0.0312335	0.0204376	0.022345	0.0339906	0.0264556	0.0438652	0.0235525	0.0224921	0.056611	0.0303528	0.0232014	0.0195287	0.0209808	0.0243624	0.0181623	0.0185716	0.0165544	0.0172349	0.0124417	0.00899744	0.007993	0.0155503	0.0189093	0.0183697	0.0156529	0.0132868	0.0161921	0.0230957	0.0316299	0.0239822	0.0417526	0.0196966
dodu	0.066627	0.0409856	0.0342141	0.0292385	0.021773	0.0152825	0.0090595	0.016285	0.0115162	0.00847778	0.0103544	0.0121	0.0112979	0.0100724	0.0101538	0.0119035	0.0136194	0.00520387	0.012095	0.0125854	0.0214795	0.0149691	0.0114324	0.013987	0.0236301	0.0172927	0.015005	0.0130965	0.0111428	0.0171821	0.00733275	0.00649917	0.0064444	0.00916062	0.00865199	0.00836022	0.0104504	0.0100344	0.0141406	0.0152649	0.0108733	0.0080594	0.0144101	0.0203284	0.0167685	0.016577	0.0170688	0.0219573	0.0304483	0.0567009	0.040719	0.0691359	0.0585515
</S>	0.0502636	0.0223949	0.0163151	0.0166728	0.010845	0.00849674	0.00690039	0.00903136	0.00827859	0.00644461	0.00830117	0.00654051	0.00611377	0.00429099	0.00398953	0.00603161	0.00608422	0.00240663	0.00765175	0.00834101	0.013077	0.0132354	0.00921567	0.0185818	0.0263704	0.0209028	0.0240071	0.018689	0.019772	0.0324139	0.0232527	0.0175724	0.0206316	0.0255751	0.0208265	0.0179469	0.0207678	0.020382	0.0227921	0.0198371	0.0137289	0.00906851	0.0150054	0.0177595	0.0143796	0.0135339	0.0134676	0.0185232	0.0276238	0.0544503	0.0457128	0.0766304	0.0588724
