 	a66	a87	a23	a30	a53	a54	a79	a7	a47	a31	a0	a24	a0	a24	a83	a9	a87	a23	a40	a75	a6	a25	a69	a40	a54	a47	a36	a2	a57	a87	a23	a87	</S>
dès	0.0946383	0.0369708	0.0304599	0.0493075	0.0440943	0.0618481	0.0756585	0.0357407	0.0386587	0.031007	0.0921551	0.044292	0.0292718	0.0102186	0.00620038	0.00502492	0.00489182	0.00452529	0.00380459	0.0138693	0.00698955	0.00471386	0.00607596	0.00597914	0.0101551	0.0175996	0.0252654	0.0219048	0.0318422	0.0323741	0.04596	0.0402737	0.0382291
qu'	0.0489348	0.0401105	0.0520594	0.0365956	0.0276415	0.0525194	0.0437513	0.0380143	0.0443952	0.0372846	0.0571678	0.0703673	0.0523496	0.0392314	0.0124012	0.00928675	0.0056364	0.00478607	0.00525836	0.0115691	0.0178656	0.0310998	0.0340273	0.0256225	0.0183491	0.0185554	0.0243567	0.0122548	0.0169311	0.0306579	0.0261306	0.0300963	0.0246922
il	0.0415819	0.0319161	0.0386898	0.037327	0.0308239	0.0377844	0.0282807	0.0246018	0.0199783	0.0160796	0.0151656	0.0143115	0.0174937	0.0141368	0.0166845	0.0243314	0.011646	0.00934129	0.00521279	0.00654416	0.00877432	0.0112117	0.015619	0.0179784	0.0246848	0.0510121	0.0357637	0.0492077	0.0735619	0.0635703	0.0580677	0.0660959	0.0825215
a	0.0284619	0.0155801	0.0213816	0.0121039	0.00644085	0.00674911	0.00698837	0.0142891	0.0308427	0.0245367	0.0419181	0.0658292	0.0588992	0.0321648	0.0342557	0.0500239	0.0480208	0.0312152	0.0275854	0.0357714	0.0162633	0.00665193	0.00964529	0.019071	0.0195759	0.0341887	0.034646	0.0292614	0.0426416	0.0349819	0.045682	0.0412927	0.0730404
vu	0.065854	0.0217631	0.057421	0.0225878	0.0116223	0.0121491	0.0124387	0.0347991	0.0296429	0.047415	0.0397538	0.0364595	0.0333366	0.0202206	0.0120431	0.0156434	0.0212853	0.0208937	0.0207718	0.0278545	0.0165892	0.0140451	0.0136309	0.0215453	0.0212037	0.0218173	0.0191025	0.0361148	0.0347226	0.0421243	0.0420373	0.0608712	0.0922404
le	0.0171514	0.00480589	0.00987744	0.0179186	0.0233721	0.0281982	0.0501673	0.0381298	0.0392784	0.0446222	0.0395315	0.0433221	0.0377347	0.0246299	0.0235565	0.0253323	0.0311056	0.0189839	0.015919	0.00965825	0.0180267	0.0293382	0.0294095	0.0253988	0.0606882	0.0369354	0.0539591	0.0702883	0.031625	0.0250382	0.0295679	0.0183239	0.0281056
fantôme	0.0142262	0.00522232	0.00859539	0.00789324	0.0140321	0.0225132	0.0487995	0.0560569	0.0547151	0.0658123	0.0495522	0.0369584	0.0242713	0.0172788	0.0196557	0.014289	0.018182	0.0121353	0.0127537	0.00972216	0.0157184	0.0200416	0.0271088	0.0405802	0.0576447	0.0510604	0.0473608	0.0567597	0.0367183	0.0314236	0.0367842	0.0290686	0.0370659
il	0.0265297	0.0209215	0.0250694	0.0351901	0.037436	0.0348957	0.0364921	0.0316821	0.0290826	0.0337907	0.0591804	0.0572952	0.0757028	0.0182049	0.0112068	0.0157764	0.0163328	0.00965097	0.0108394	0.0098692	0.0152068	0.0111057	0.0134604	0.0148174	0.0362381	0.049212	0.0237299	0.0358768	0.0473475	0.0195071	0.0446212	0.0387911	0.0549372
cité	0.0402752	0.0335853	0.028628	0.024089	0.0167571	0.0285282	0.0185786	0.0387448	0.0298464	0.0640861	0.0670095	0.0536785	0.0480288	0.0411871	0.0211493	0.00962239	0.00619198	0.00273027	0.00221891	0.002608	0.00218234	0.00408992	0.00617475	0.0115924	0.0153356	0.0370862	0.0157193	0.0240567	0.0378333	0.0262673	0.0437073	0.0470865	0.151325
la	0.0816261	0.035032	0.0347472	0.0272725	0.0159542	0.0277284	0.0302814	0.0504975	0.047264	0.0575987	0.0513403	0.0321651	0.0262644	0.0225252	0.0167747	0.0110747	0.00640485	0.00468417	0.00291124	0.00387017	0.00232716	0.00215146	0.0045097	0.00725016	0.0105341	0.0313332	0.0153058	0.031658	0.047028	0.0269895	0.040274	0.0546964	0.139926
devise	0.0246345	0.0223101	0.0242905	0.0203841	0.0174437	0.02076	0.019058	0.0319802	0.0283139	0.0610321	0.0555098	0.036969	0.0399352	0.0413042	0.0279882	0.0335455	0.0158913	0.019643	0.0142231	0.0137098	0.00929069	0.0100426	0.0139759	0.0129996	0.012123	0.0343583	0.0326078	0.0392915	0.0440172	0.03851	0.0449981	0.0601533	0.078706
de	0.150821	0.0319791	0.0280376	0.018543	0.0119053	0.0132667	0.00756443	0.00704205	0.00520851	0.0104969	0.0229082	0.0224927	0.0196666	0.0106389	0.0128303	0.0159926	0.00746356	0.00255063	0.0014738	0.00283032	0.00201039	0.0059778	0.0167596	0.0198007	0.0240935	0.0712844	0.0501331	0.0514709	0.0973524	0.0710109	0.0674208	0.0774183	0.0415546
son	0.0611593	0.0489269	0.0380065	0.0349677	0.0190589	0.0226332	0.0121761	0.00950519	0.00617481	0.0218017	0.0264096	0.0317019	0.0263232	0.0140807	0.0125884	0.0211274	0.0129479	0.0102156	0.00932559	0.0106898	0.00956099	0.0153359	0.0208921	0.0463338	0.0460227	0.0648781	0.0383696	0.0493457	0.0543935	0.0407149	0.0487231	0.0465114	0.069098
clan	0.0289879	0.037237	0.0287048	0.031752	0.0316696	0.0154027	0.0198894	0.022679	0.0135676	0.0363638	0.0439745	0.0325919	0.0335349	0.0377276	0.0395763	0.028891	0.0194843	0.0133875	0.0115022	0.0256041	0.0150038	0.0153046	0.0128037	0.0203002	0.02423	0.0521245	0.0398782	0.0431275	0.0370598	0.0355197	0.0536247	0.034933	0.0635618
</S>	0.0785239	0.0452142	0.0403814	0.0579862	0.0433301	0.0497338	0.0593475	0.03687	0.0177887	0.0182818	0.0263182	0.0179056	0.0163738	0.0171735	0.0146711	0.00879617	0.00637138	0.0037397	0.00148566	0.00570499	0.00380407	0.00534434	0.00715115	0.0118315	0.0213847	0.0480694	0.0259183	0.0428469	0.0460287	0.0309634	0.0654671	0.0508133	0.0743795
