 	a23	a87	a23	a53	a20	a7	a44	a11	a75	a6	a36	a37	a96	a70	a66	a4	a13	a11	a24	a9	a24	a9	a87	a23	a99	a71	a18	a36	a27	a18	a5	a18	a62	a88	a71	a9	a87	</S>
notre	0.0563847	0.0533124	0.0435342	0.0579662	0.0665594	0.0689853	0.0682232	0.0749498	0.0698636	0.0571523	0.0321939	0.0359554	0.0338645	0.0349594	0.0253978	0.014556	0.0171491	0.00554879	0.0185615	0.0102585	0.00676156	0.00707835	0.0047873	0.00620165	0.00382624	0.00165323	0.00187747	0.00247338	0.0077852	0.00558312	0.00900548	0.0119218	0.01273	0.0103792	0.0175235	0.0146774	0.0102434	0.0201158
maman	0.0014423	0.00732626	0.0156627	0.0223711	0.0592533	0.0890076	0.199478	0.0850125	0.059254	0.0680477	0.178043	0.0889472	0.0191314	0.0167565	0.0171039	0.0228354	0.00701288	0.015393	0.00308782	0.00139766	0.00254794	0.0018351	0.000931931	0.00117002	0.00152779	0.00136786	0.00229434	0.00258079	0.000795197	0.000772153	0.00032633	0.000647784	0.000456423	0.00112965	0.00123416	0.000858961	0.00173157	0.00122824
marche	0.0137172	0.0112988	0.0162693	0.00812093	0.014602	0.0218853	0.0728311	0.0571849	0.0712521	0.0686279	0.0697439	0.0938892	0.100202	0.0513842	0.0774209	0.0389725	0.0259393	0.034977	0.0340992	0.0156357	0.0083463	0.0110764	0.00329685	0.00295736	0.00222293	0.00142257	0.0017641	0.0019827	0.00117427	0.00210435	0.00126123	0.00219418	0.00376332	0.0099222	0.0122433	0.00717141	0.0200311	0.0090124
lentement	0.0476629	0.0353215	0.0225718	0.0148834	0.011077	0.00597376	0.0108644	0.0126546	0.0201212	0.010381	0.0145561	0.0306761	0.0297894	0.0126268	0.0353389	0.0247862	0.020922	0.0237582	0.0408182	0.0453195	0.025985	0.0419319	0.0345299	0.0282569	0.0150038	0.00467774	0.0062897	0.00624641	0.00464803	0.00489949	0.00861219	0.0185097	0.0183241	0.0383065	0.0753773	0.0574777	0.0851359	0.0556849
parce	0.0843819	0.0449446	0.0400523	0.0255276	0.023426	0.0113426	0.0184095	0.0297291	0.0400587	0.0424818	0.0158957	0.018026	0.0287928	0.0250332	0.0451953	0.0660952	0.0554877	0.0511024	0.0287767	0.0304603	0.0151019	0.0146032	0.00783116	0.00726497	0.00434641	0.00335921	0.00311358	0.00453162	0.0083126	0.00832604	0.0129767	0.0270977	0.0272067	0.0243271	0.0190724	0.0248827	0.0188862	0.0435401
qu'	0.0289563	0.0198553	0.0144707	0.010931	0.00916038	0.00839969	0.0132086	0.0239536	0.0260378	0.031183	0.0171961	0.0334498	0.0321995	0.0417216	0.067544	0.0703278	0.0688839	0.0840242	0.0516165	0.0479185	0.0433712	0.036528	0.02358	0.017419	0.00971348	0.00475023	0.00448462	0.00587105	0.00889173	0.0095837	0.0182527	0.02102	0.0201366	0.0137715	0.0113006	0.015714	0.011908	0.0226654
elle	0.0319403	0.0115366	0.00827004	0.00427807	0.00358988	0.003606	0.00772162	0.0179857	0.0183287	0.0135338	0.0101276	0.0243628	0.0223549	0.0466552	0.0936271	0.1073	0.104733	0.0813348	0.0916294	0.0912315	0.0634049	0.0334058	0.0107297	0.0101295	0.00525533	0.00175243	0.00146129	0.00309811	0.00226269	0.00312266	0.00334266	0.00509449	0.00507281	0.00921467	0.011302	0.00975224	0.0138845	0.0135662
porte	0.0265309	0.0123455	0.00840107	0.00607756	0.00270328	0.0027995	0.00321936	0.0104973	0.0086515	0.00476016	0.00397442	0.00731457	0.0168626	0.0261444	0.0343529	0.0854728	0.0823407	0.069286	0.105578	0.104063	0.0596895	0.0532858	0.0164111	0.0156743	0.0189475	0.00954015	0.012102	0.0134604	0.00751451	0.00996621	0.0063367	0.0112856	0.0152447	0.0345614	0.0276625	0.0240361	0.0175206	0.0253859
une	0.00966181	0.00810843	0.00496594	0.00425456	0.00130168	0.00201869	0.00280133	0.00662062	0.0117746	0.00574514	0.00326082	0.00487405	0.0111037	0.0193869	0.025279	0.055475	0.0602254	0.0429992	0.0784556	0.056037	0.050244	0.0558577	0.0522957	0.0409276	0.0312827	0.0204629	0.0118388	0.0139765	0.0109439	0.0180201	0.00796023	0.0329928	0.0313896	0.0424628	0.052669	0.0436954	0.0275929	0.0410378
grossesse	0.0177493	0.014261	0.0109608	0.0162317	0.00839854	0.0102854	0.00807814	0.0107717	0.0134981	0.0132788	0.0230152	0.014853	0.0283466	0.0336544	0.0323755	0.051166	0.0456593	0.0649372	0.0552197	0.0556751	0.0541591	0.0683299	0.0406572	0.0350742	0.0211874	0.0107311	0.00674332	0.00754299	0.00601554	0.00658531	0.0056275	0.0160817	0.0135624	0.034983	0.0348528	0.0335838	0.0297557	0.0461116
</S>	0.0749714	0.0585731	0.0330982	0.032705	0.01753	0.0120782	0.0161972	0.029372	0.0272312	0.0249824	0.0281413	0.0211678	0.030605	0.0403834	0.0294797	0.0325382	0.0354091	0.025076	0.0350363	0.0233114	0.0106278	0.018393	0.00877887	0.00598084	0.00468143	0.00613802	0.00649781	0.0117019	0.015148	0.0125536	0.0148407	0.0210139	0.0201659	0.0320354	0.0417329	0.0325913	0.0405403	0.0686913
