 	a66	a87	a97	a99	a83	a88	a38	a47	a24	a31	a88	a31	a96	a24	a96	a75	a79	a37	a54	a92	a37	a56	a31	a88	a71	a90	a25	a92	a56	a93	a4	a44	a58	a82	a97	a87	a97	a82	a3	a97	a3	</S>
la	0.0411056	0.0718709	0.0443446	0.0237926	0.0425977	0.0555993	0.056334	0.0334647	0.0232894	0.0147986	0.00788946	0.00838661	0.0114372	0.0135419	0.0143544	0.0596652	0.0443544	0.033718	0.0317059	0.0267016	0.0256457	0.0139677	0.00765307	0.0111138	0.00725266	0.0177072	0.0222465	0.0222347	0.0219321	0.0141516	0.023945	0.0100904	0.0195442	0.0157476	0.0132277	0.013172	0.0128551	0.0123309	0.00974958	0.0124446	0.0120348	0.022001
pierre	0.000670521	0.00517413	0.00300387	0.00454859	0.00724596	0.0158772	0.0486525	0.0243134	0.0159579	0.0171726	0.0216417	0.0715743	0.0614942	0.0629168	0.0430577	0.0385977	0.0406239	0.0454704	0.0442902	0.0604231	0.0726901	0.0859222	0.0689355	0.0253335	0.0439012	0.00836035	0.0139651	0.0135186	0.00487334	0.00507215	0.00540531	0.00208949	0.0046937	0.00236578	0.000952156	0.00202349	0.00125121	0.000692024	0.00176873	0.000664668	0.00172239	0.00109219
que	0.0480988	0.0499342	0.0505583	0.0419194	0.0254833	0.0245038	0.0602177	0.0475558	0.0463442	0.0631895	0.0303537	0.0694048	0.0577682	0.0598154	0.0249301	0.0311617	0.0299595	0.0133396	0.0211529	0.0225228	0.0145612	0.013501	0.00914936	0.0045966	0.00860992	0.00391792	0.00377622	0.0037915	0.00358935	0.00385751	0.00523229	0.00559056	0.00942912	0.00859235	0.00553621	0.00980884	0.00839891	0.0121634	0.0115341	0.0155763	0.0129748	0.00759884
j'	0.0860898	0.0510011	0.0327531	0.0247646	0.0204965	0.019853	0.0164518	0.0186451	0.0182071	0.0219224	0.0250489	0.0450837	0.0166857	0.0221156	0.00779378	0.0104631	0.0104677	0.00597454	0.010599	0.00685953	0.0109304	0.00820597	0.0189636	0.0158279	0.0158476	0.0235006	0.0176922	0.0169151	0.0128215	0.00640232	0.0237181	0.0151548	0.0214297	0.0389911	0.0191523	0.0286682	0.0277719	0.0421574	0.0374254	0.0420868	0.0567971	0.0282637
ai	0.0661676	0.0371254	0.0323159	0.0283457	0.0254411	0.0134347	0.0110026	0.0111318	0.0109519	0.0408676	0.0426803	0.0665534	0.0234819	0.0339072	0.0191956	0.0167878	0.0221519	0.0126351	0.0221736	0.0145969	0.0234363	0.0126847	0.0177674	0.020822	0.0159313	0.0199099	0.0178764	0.0286547	0.026533	0.00803365	0.0184402	0.0153694	0.0115183	0.029663	0.019594	0.0156693	0.0129907	0.0161692	0.0191036	0.0208916	0.0358814	0.0421115
lancée	0.0281097	0.0178972	0.0219731	0.0201253	0.0201907	0.0200441	0.0185901	0.0141242	0.018523	0.0523694	0.0279093	0.0369341	0.028612	0.0352334	0.013854	0.0121283	0.0143546	0.0127767	0.0150479	0.0188132	0.0194892	0.0134968	0.00834616	0.00605422	0.00622264	0.00521208	0.00795541	0.00966299	0.0115861	0.00509066	0.00806124	0.0088684	0.0147751	0.00597763	0.00760977	0.0138753	0.0130107	0.0514913	0.0497575	0.083501	0.0512973	0.151048
au	0.0397332	0.0322535	0.0351759	0.0204687	0.0257417	0.0245969	0.0277497	0.0278297	0.0279828	0.024182	0.0128709	0.0105817	0.00977452	0.0150693	0.0131421	0.0173752	0.0140404	0.00832233	0.0134413	0.00930413	0.0133729	0.00563817	0.00574129	0.00630042	0.00478541	0.00859538	0.00650784	0.00903527	0.0107387	0.00910548	0.0170693	0.0199551	0.0312407	0.0218578	0.0149821	0.0364358	0.0326749	0.0627184	0.0658564	0.0554371	0.0745356	0.0777798
chien	0.0230312	0.0143008	0.0189247	0.0139113	0.0154481	0.0113189	0.0113241	0.00739929	0.00659701	0.00988318	0.00660226	0.00450499	0.00439245	0.00389257	0.00247326	0.00485166	0.00356844	0.00277964	0.0137751	0.00795114	0.018641	0.00472225	0.00944451	0.0100343	0.00629838	0.023272	0.0305685	0.0398344	0.0472156	0.0337728	0.0589797	0.0380803	0.0782969	0.0468224	0.0230602	0.0387857	0.0402351	0.0380989	0.053167	0.0607868	0.0526722	0.060281
l'	0.0216744	0.0216922	0.0257847	0.0181424	0.0270811	0.0156473	0.0136868	0.00821317	0.00789985	0.024256	0.013178	0.0118437	0.0160683	0.0197233	0.0149921	0.0159403	0.0257314	0.0131656	0.0248239	0.0311206	0.0434387	0.0330765	0.0267142	0.0215972	0.0163553	0.0102085	0.0134569	0.0195434	0.0238333	0.0140644	0.0167538	0.0197171	0.0314173	0.0188891	0.0257287	0.0292994	0.0185022	0.0499343	0.0339147	0.0577788	0.0580061	0.0471052
a	0.0320184	0.0264517	0.0280178	0.0279387	0.0318663	0.0267252	0.028754	0.0287131	0.0284619	0.0823701	0.0310524	0.0429987	0.0507578	0.0408928	0.0148462	0.0130728	0.0229414	0.0177541	0.0188891	0.0268546	0.0296364	0.0466945	0.0304968	0.0242669	0.0257726	0.0167912	0.0122218	0.010137	0.00745125	0.00491795	0.0074933	0.00714959	0.0122322	0.00798362	0.00865846	0.0108349	0.00940395	0.0167791	0.0168109	0.0257364	0.0224739	0.0246803
