 	a66	a87	a23	a10	a87	a23	a12	a5	a12	a47	a21	a5	a37	a92	a37	a75	a85	a6	a36	a2	a44	a34	a62	a88	a0	a90	a56	a32	a75	a12	a88	a71	a10	a87	a23	a87	</S>
la	0.0618953	0.0568471	0.0318349	0.0268129	0.0244477	0.0385872	0.0305906	0.028879	0.028735	0.0540196	0.0339155	0.0172385	0.0158655	0.0115466	0.0122715	0.0181606	0.00838018	0.0245138	0.0248395	0.0200805	0.0251782	0.0293899	0.0170972	0.0176926	0.0214007	0.0244486	0.0169483	0.0284086	0.0170402	0.0346051	0.0262067	0.0329375	0.0305912	0.0231277	0.0259062	0.0223241	0.0372356
nourriture	0.00092613	0.00184878	0.00306879	0.00357114	0.00803296	0.0128535	0.0272402	0.0396139	0.0767226	0.199466	0.0815074	0.0899822	0.157128	0.169407	0.0361849	0.00536951	0.0117381	0.00238516	0.00299607	0.00846405	0.00949584	0.0128157	0.011172	0.00773298	0.00352051	0.00204036	0.00249146	0.00180596	0.00175063	0.0013584	0.000859307	0.000715672	0.000834392	0.000830524	0.000841943	0.00231447	0.000913658
que	0.0139629	0.0146991	0.0355821	0.0312588	0.0307603	0.0359043	0.0574801	0.079572	0.0800254	0.140856	0.102003	0.0731853	0.113748	0.0645837	0.0379584	0.0205116	0.015659	0.00374329	0.00392835	0.00416707	0.00378865	0.00256124	0.00244433	0.00252412	0.00194806	0.00159331	0.00159156	0.00230131	0.00207402	0.00286681	0.00207542	0.00225493	0.00227947	0.00251352	0.00234774	0.00234326	0.00290325
j'	0.0558069	0.0367791	0.0329408	0.0246385	0.0151103	0.011767	0.014813	0.0203651	0.0201089	0.0227029	0.0359262	0.0188511	0.0385111	0.015948	0.0189879	0.0455955	0.0193397	0.0321296	0.0357382	0.0329269	0.0431151	0.0294929	0.0257416	0.0107879	0.00454642	0.00819733	0.00432244	0.00589672	0.00970034	0.0217848	0.0254724	0.0375098	0.0446699	0.0500575	0.037983	0.0561553	0.0355799
ai	0.0483527	0.0377922	0.0388806	0.0284008	0.0148642	0.0147893	0.0116787	0.0170714	0.0145984	0.0086701	0.0264808	0.0195497	0.0340699	0.023993	0.032206	0.0727392	0.0827123	0.0408053	0.0635957	0.0488383	0.0627628	0.0408387	0.0642608	0.0276295	0.0183139	0.011422	0.00585473	0.00842734	0.00558425	0.00937424	0.00588847	0.00809661	0.00628821	0.00906285	0.00763049	0.0150805	0.0133962
préparée	0.0336114	0.0332106	0.0453241	0.0392627	0.0301402	0.0266228	0.0205364	0.0189247	0.0106206	0.0113801	0.0134303	0.0143849	0.0148468	0.0106533	0.0232395	0.0501614	0.0941987	0.0618734	0.0465986	0.0304083	0.0277442	0.0249875	0.0388194	0.0235948	0.0288086	0.0382035	0.0172298	0.0126555	0.0101413	0.0162872	0.00969231	0.0107839	0.014874	0.0182307	0.0133792	0.0221518	0.0429873
hier	0.037305	0.0316198	0.0228667	0.0224017	0.0191417	0.0139583	0.013744	0.0136269	0.0123015	0.00887557	0.00876486	0.0192084	0.0134211	0.0213944	0.0492938	0.0609442	0.0413976	0.0388361	0.0263992	0.0308005	0.034954	0.0428335	0.0341344	0.0332256	0.0305458	0.0338041	0.0191673	0.0260817	0.0167176	0.0367953	0.0191848	0.0314564	0.0348199	0.0321512	0.025237	0.0230594	0.0195305
s'	0.0283901	0.0336431	0.0182583	0.0172085	0.0130978	0.0109069	0.0102787	0.00736587	0.0071267	0.00630279	0.0070948	0.00944147	0.0121695	0.0198319	0.0529356	0.0581008	0.0700966	0.0572362	0.0398626	0.0340547	0.0284965	0.031183	0.0358537	0.0222944	0.0237841	0.0416174	0.0226166	0.0205688	0.019107	0.0390405	0.0210229	0.0307575	0.0309193	0.0351128	0.0257803	0.0336118	0.0248304
est	0.0327394	0.029742	0.0179943	0.0119644	0.0121873	0.0152169	0.0125879	0.00870659	0.00627546	0.00620314	0.00523047	0.00597596	0.00617922	0.00863754	0.0145836	0.0166956	0.0175827	0.0158306	0.0111488	0.00847278	0.00851767	0.0086561	0.00885862	0.00564942	0.00589894	0.0226997	0.0160515	0.0167651	0.035365	0.0652283	0.0656471	0.074077	0.102764	0.0762838	0.0595827	0.084815	0.0791847
gâtée	0.0392938	0.0362163	0.0207535	0.0110938	0.00842029	0.00680961	0.00801817	0.00644341	0.00605076	0.00363568	0.00538123	0.00696805	0.00865233	0.00782585	0.0130583	0.021134	0.0285679	0.023145	0.0136108	0.00843885	0.00623426	0.00839454	0.0103845	0.00650605	0.0114529	0.0239772	0.016046	0.0284873	0.0346899	0.0669021	0.0514118	0.0612029	0.0697073	0.0721781	0.0536771	0.0941318	0.101099
</S>	0.0398896	0.0313494	0.0211638	0.0118766	0.0103315	0.00876993	0.00921166	0.00846696	0.0079365	0.00603488	0.0066839	0.0070683	0.00831993	0.00852156	0.0107125	0.0131958	0.0210318	0.0217512	0.0200007	0.0172992	0.0105934	0.0120301	0.0112929	0.00912564	0.0092347	0.0253767	0.0156518	0.0316207	0.0289815	0.089213	0.0471392	0.0652834	0.0591104	0.0600738	0.0450683	0.0505292	0.14006
